	IL17DTT201	IL17DTT28	IL17DTT188	IL17DTT218	IL17DTT85	IL17DTT52	IL17DTT132	IL17DTT104	IL17DTT90	IL17DTT143	IL17DTT26	IL17DTT142	IL17DTT27	IL17DTT144	IL17DTT219	IL17DTT29	IL17DTT129	IL17DTT199	IL17DTT202	IL17DTT200	IL17DTT116	IL17DTT25	IL17DTT203	IL17DTT130	IL17DTT86	IL17DTT141	IL17DTT53	IL17DTT117	IL17DTT115	IL17DTT89	IL17DTT220	IL17DTT105	IL17DTT222	IL17DTT221	IL17DTT49	IL17DTT51	IL17DTT131	IL17DTT139	IL17DTT88	IL17DTT189	IL17DTT87	IL17DTT120	IL17DTT140	IL17DTT119	IL17DTT30	IL17DTT128	IL17DTT217	IL17DTT127	IL17DTT118	IL17DTT50	IL17DTT106	IL17DTT103	TKODTT130	TKODTT152	TKODTT21	TKODTT142	TKODTT112	TKODTT141	TKODTT155	TKODTT19	TKODTT46	TKODTT126	TKODTT124	TKODTT123	TKODTT69	TKODTT107	TKODTT36	TKODTT16	TKODTT93	TKODTT127	TKODTT76	TKODTT34	TKODTT113	TKODTT43	TKODTT24	TKODTT129	TKODTT17	TKODTT111	TKODTT77	TKODTT88	TKODTT47	TKODTT110	TKODTT18	TKODTT156	TKODTT125	TKODTT35	TKODTT131	TKODTT139	TKODTT2	TKODTT103	TKODTT70	TKODTT87	TKODTT109	TKODTT58	TKODTT60	TKODTT108	TKODTT104	TKODTT57	TKODTT92	TKODTT44	TKODTT153	TKODTT55	TKODTT90	TKODTT78	TKODTT3	TKODTT91	TKODTT73	TKODTT143	TKODTT59	TKODTT23	TKODTT72	TKODTT154	TKODTT105	TKODTT22	TKODTT94	TKODTT128	TKODTT5	TKODTT151	TKODTT89	TKODTT48	TKODTT45	TKODTT75	TKODTT106	TKODTT144	TKODTT6	TKODTT132	TKODTT32	TKODTT56	TKODTT31	TKODTT71	TKODTT1	TKODTT74	TKODTT20	TKODTT33	TKODTT95	TKODTT140	TKODTT4
IL17DTT201	0.0	2.7999724405664046	0.33855318493687625	0.6932360760737694	1.894238565360963	3.1657948992187035	2.6347702233707717	1.1107109735834484	0.7082066847767112	1.8803395578382363	0.676242715160149	2.611722660335311	0.860770438808918	1.57952943635412	0.2114411935078328	2.171176473830636	2.4015446651126884	0.17735051384169342	2.231847413808081	0.21683338661639692	0.6916736208280796	2.4481149141041425	2.347859534110044	0.6194128043451621	0.7856454999322889	1.0049063930589182	1.704910318734683	0.8271576810729665	1.6602134468803522	2.0470655137896094	3.179538322035531	1.218907247664363	2.7078489423220335	2.8510035748236393	1.8792853501499083	1.1218253251552126	2.3450644756822867	1.426740053496299	2.4208578250317205	0.5874738151409339	0.7864722189938709	2.6252012004334384	1.400504158594511	3.0248703512124284	1.965206139427307	0.27379413205837344	1.8856848206544514	1.6600339244553572	3.251096594635489	1.282205424458729	2.3924534976353726	1.7817685223953146	1.766277938545916	0.6173714755392787	1.0620735760992521	3.680632287810884	2.5613712515373597	1.2477292573358616	3.2763282630264077	1.2021424176079334	2.471506597903376	2.573831465093547	3.132010166854926	1.6635859675037041	0.7252051202290467	2.4685468925104916	2.1205111308618774	3.6051936236566866	1.1837938302937405	3.0703986953467544	2.9396464329754606	1.7131923110243148	3.4858142585817835	2.721595004727424	3.9966225307521825	1.477509071839407	2.618316070381277	2.1129191188232515	2.494909113259302	2.00183536207645	2.4217975523815003	2.052847270976532	2.5163531537583146	1.8332030837732847	2.5255042498539044	1.9256142266396379	2.119248491337244	3.0313928677601893	2.616946739955544	1.766886061916821	3.2602966718910342	0.5361740244390233	2.762654262740104	3.6005304647315266	3.567190107804884	1.384071466975974	0.7113557197215464	0.8938328100866748	1.2762760140998517	0.5608906895152431	0.8577933451473952	0.7673884980096779	2.338828568057416	2.498334603123956	1.868269486502815	1.806447581338216	2.3409922892056776	3.8563334611314746	3.8783070708925567	3.659566767315035	2.091502994117869	2.190355814085273	1.1076206914453446	3.7294289980529975	3.5083241341526556	0.7505298592376519	3.288743184504594	2.7249911675024316	2.655895774539902	1.0027268990400118	0.3140172981372746	1.6908542117876366	2.3386747472643634	2.1575182568796736	1.9522911873582143	1.9302590284816374	0.28324381773190577	0.9468442720043363	1.3412257396623588	3.4048165622629645	1.6274451202034004	1.25652771283982	0.547724282036885	0.7217349712053879	2.548643797125538	1.5048848755517776	3.8503612153322693
IL17DTT28	2.7999724405664046	0.0	3.042410332678341	3.1961664947175685	3.607325538526654	2.5252377680168716	3.4944219719723875	3.5292964724933493	2.809966183025832	1.0152013218561664	3.0307686701087464	0.6539845775121271	3.011867389167339	1.6129785656551685	2.8817853722466786	0.6482252627505581	2.8955795802252804	2.9101156380405606	0.6170807076878071	3.0049950884590344	3.208711037160662	3.715301768321157	0.4814422717154511	2.743868920583123	3.315982034896939	3.1672610994260926	1.573491381498261	3.1897662397676285	2.9389624561815477	2.8233834887803786	2.960401269718638	3.488230683127565	2.856713910700814	3.101383985559149	3.5911212815967484	3.2614655258888905	3.2566008641058	3.396204797220453	2.04326037976218	3.2102201567022948	3.017862139394822	3.704264926739301	3.5863829243428706	3.834911786919073	1.9398818068331405	2.8168576532470984	3.154312758825081	2.60771863935907	3.557153238966795	3.493893934918973	2.059508431139252	3.40985296561231	1.6583191572283114	3.064042602776664	2.6612849038531183	4.104727220039186	1.2950502543669276	2.9927599469178388	2.5262127869083875	2.699543205387162	0.769327749795909	2.375748252308228	0.9729794704493475	3.388336740099121	2.1667922059503937	0.7493144373878087	1.9937730405187786	3.579763721471175	3.105986254767906	4.150692141388314	1.6614590790024784	1.304075434839812	1.6184471607752027	4.087843611529707	4.354688718391487	3.2442744638519336	3.327042013307217	3.513234408989019	1.7083942532426788	1.1031291339753093	0.6687347518339263	3.6195633137050534	3.4670333021785273	2.458820977855129	2.0932899779415965	1.1336795163836864	1.530720417646085	4.167719729910679	3.62677545712188	2.8840756225896627	1.435989415043848	2.4715078871748806	3.8453264614488587	3.784917864321742	4.163635508364842	1.6670449082824372	2.720237784484706	2.8468567799774767	3.379058997359716	3.148116825177185	3.007251455146047	2.215683392693786	1.3751309175873112	2.3786537490337163	3.4495220460378824	3.3131342672444477	3.874156356187815	4.39441958903153	4.156274374349966	3.7640775836761895	1.068866845112045	1.9164950939750793	2.7607022626682305	3.373374641487677	2.2700174898894057	3.0988810529610684	2.3008918429303096	4.105263960120388	1.1400505150700004	1.8708070772019825	2.82719914569371	3.4994783148058284	0.5865578039285824	3.2912932888718	2.870002460670974	2.5915727888416664	2.623054135236025	2.875336679151474	3.2128898150508474	1.387707662714086	3.0864843847936485	3.3175501146236828	2.8626075619552354	2.130239744720211	2.234344853628506	3.160534841377037	3.614884327017141
IL17DTT188	0.33855318493687625	3.042410332678341	0.0	0.4813475356229066	1.7181662387608505	3.2242922277141113	2.5473281794309046	0.8710962478790989	0.6891596994731505	2.0829880320386844	0.47584764332487317	2.8088116488875507	0.7096958415727742	1.7033251341558044	0.2881149188817679	2.4043898892227102	2.4086051138977878	0.21895198852537628	2.482205382586054	0.17546837814692137	0.442407558724742	2.303330475004706	2.577410416877143	0.6312944117987487	0.5188744843530817	0.8288812350216884	1.8398097654304033	0.6147359468145631	1.5953654210335537	2.0000679203562433	3.1946708399429773	1.001441509367961	2.71926585213641	2.8325948479186693	1.72558796546966	0.9623576495456558	2.2839222069810883	1.2744439198497837	2.528152722931487	0.33867919625565096	0.6411946715201602	2.4931715673427988	1.1791073176024862	2.9096580954392395	2.016861549184672	0.47105479839468734	1.7828404794448491	1.6286647171473243	3.1997264053683545	1.0579260870927794	2.472329036853377	1.631833677298748	1.948740285402323	0.4760931458231925	1.0841188660222432	3.5962651238639043	2.7474753030886663	1.1492585737270686	3.333085772887939	1.2215660501448875	2.700411477599808	2.6304103505349836	3.316842995995206	1.5235512283515453	0.9777681204888884	2.6593009845702147	2.1747142446898153	3.596322297772031	1.0889097036934774	2.9321388875357437	3.0769201336800625	2.015920856048787	3.61754836897782	2.566385480546591	3.9184644788752028	1.3343734942258416	2.5880625005765814	1.9819380884959992	2.62964522823657	2.305541144693941	2.657098907751779	1.8937055952370465	2.447331141472428	1.8397535022096743	2.615387932988094	2.148871868857511	2.2700608889791596	2.8817171892126914	2.494454944066631	1.726614355389592	3.404288342613971	0.7282527089864661	2.643188900154463	3.568880468531685	3.478047313792186	1.6171908262741115	0.7525322507939552	0.8397912637497054	1.1082801188767666	0.41504009001822273	0.7671958067058129	0.9406998681043085	2.4954830615632226	2.5392455150332593	1.7348041033673616	1.6940793733099109	2.16250351778078	3.7567107105905837	3.8107331594034517	3.623965875408071	2.2830253123175375	2.2679927644609363	1.0868978036673813	3.738307817522121	3.605068934754627	0.6023294603404095	3.370540490082086	2.578463434077674	2.846809694715068	1.2329470018770754	0.37997895830790257	1.5305429136227173	2.6063332799756975	2.0524008343833455	1.9099450472941075	1.930266457980917	0.5000067406920736	0.865242128104892	1.2183014274502526	3.5550142516981547	1.5243904800672488	1.0982351493998936	0.5421498868637886	0.9494412598128904	2.58478162755521	1.3887093110839264	3.8443333967710895
IL17DTT218	0.6932360760737694	3.1961664947175685	0.4813475356229066	0.0	1.2695208375605855	3.0002086567841193	2.1474674429344893	0.42182725902662815	0.45358377574250175	2.219494768446022	0.23750119733781666	2.8809291907461114	0.3581637295533142	1.7505660832083387	0.497795643890807	2.5486760641141486	2.0737513690133986	0.5180681513298823	2.6158366448636086	0.5698614321835338	0.09552882263814565	1.8752865046754439	2.72584932211013	0.4795084428135233	0.15577461021729236	0.3984999344673475	1.833881629748951	0.18137267396841908	1.233271960344366	1.6867975494409173	2.9048054086840276	0.5318715515497793	2.4107324499241156	2.498937590024391	1.2637951224479615	0.4973615355711223	1.8917841527171755	0.8059221819046102	2.346396066847521	0.17010476717551118	0.2818537166811922	2.0798524952728283	0.7155279252314656	2.5062400428496874	1.9249281655356196	0.9177619735367029	1.3972657101344945	1.3646253792412686	2.8348558443403182	0.6001770484982082	2.295632561836073	1.196519826107023	1.8859529407316333	0.14967751913960609	0.818930197304473	3.201374885291533	2.6994908184028668	0.7672656365483138	3.1206131954501357	0.9257310276295266	2.752153000366481	2.397509828566787	3.339701446432405	1.0739293051833392	1.0946064095257257	2.728244545612868	2.044507551931756	3.2465788121382113	0.6637886957459228	2.4922433011314817	2.9755925588760483	2.193007182359194	3.58178864472611	2.1099428927829704	3.515590383698662	0.9058720947455587	2.197893313089658	1.5474125074499927	2.5098402108421975	2.498353929145848	2.733052969617846	1.4485116053404832	2.033447863899449	1.5960017368866182	2.429133344627893	2.19674086729516	2.1985980139134718	2.4427420249947667	2.0894681504640125	1.3743319472384636	3.371318852274667	0.7782173039407951	2.208994302904828	3.1929350647245847	3.0624663246672577	1.6500986590622355	0.5651131334236736	0.5296815952353521	0.6345206013915944	0.19691693226690055	0.38532439059153134	0.9878261522268222	2.4434143007307365	2.3103948102585465	1.2893522812650422	1.2630824707364874	1.716946873388564	3.343341746217774	3.420726674532109	3.2593491479690755	2.318584106570001	2.133708120855605	0.7789623900266468	3.4312551223232637	3.4464123824312494	0.1837178296128712	3.191983908694493	2.1156335521797223	2.823611011926241	1.3420030652153672	0.462533010279944	1.0702028207511542	2.752346932559036	1.6591590509292902	1.5722967282906384	1.648536428156093	0.6745377388501844	0.5426084900407555	0.7757798778038519	3.5459184132923776	1.1358011248846507	0.6320430771823987	0.3804653129481337	1.0921751875573509	2.404224996162269	0.9728396257257358	3.514305067092103
IL17DTT85	1.894238565360963	3.607325538526654	1.7181662387608505	1.2695208375605855	0.0	2.40697374671699	1.0491937182785889	0.9941106051411448	1.2445770492710182	2.671776556897829	1.255513199854024	3.1016989471616587	1.0421220883930769	2.0691650226738427	1.6976899134186898	3.003246363617744	1.3565141768006581	1.74034984408438	3.0703432932053336	1.8233850797259306	1.294924148978316	0.6434215149697476	3.15857109555857	1.3438483856497259	1.2597398165275329	0.8951457864843623	2.0428426844123364	1.1075512482654268	0.694003359448412	1.0089555231803504	2.118904545982175	0.7972240164894745	1.6624371495198669	1.6208988314705495	0.19170301957628824	0.7975721262349426	0.9317595247795037	0.5253342850431902	2.0513499885164856	1.4322985247031703	1.1087968888080002	0.8784319304341699	0.6405624058801539	1.3195253460880207	1.8294663261217778	2.1377681236180752	0.5414448121111465	1.030042311946991	1.795727180609686	0.7199474041335092	1.9626496872904644	0.20063559283140406	2.069024649936799	1.2974366018413184	1.126030946077866	2.041902028070835	2.71727654995665	0.7288468629018767	2.5301634906209287	1.067896888757982	3.0098951138353636	1.8886659980159926	3.3921259013698357	0.3007005481859848	1.9185623492633164	2.9550454922144107	1.8319556695925985	2.286674557282263	0.7820541769552328	1.2399542621652646	2.760703984389639	2.882051203766697	3.4110793080164843	0.8553861668832419	2.3481563502273888	0.44416706483441826	1.2746125732187548	0.3872360431405468	2.339182397523567	3.1729984624752703	3.0460637945100677	0.20311620107383507	0.9948349257798267	1.2374930122992653	2.0680021682512986	2.536325928065519	2.2130355183204853	1.1807015682375275	0.9181246289775107	0.8101501031622927	3.246556966292114	1.6731657373962328	0.9967679232144361	2.156781051429275	1.880766926500901	2.13661692227575	1.321012132385273	1.065867169569014	0.6701304304540703	1.4243665063617885	1.0623397351619006	1.707650062346499	2.4452145514600914	1.7962673087922205	0.2557288553058907	0.3761442939384782	0.4496976009682494	2.138868213118865	2.2862753984286517	2.22225099346373	2.5578096066704146	1.9222561695629279	0.9955337444765283	2.5531907151866386	2.992630108536024	1.1596320921608583	2.7025135906961086	0.887045677710883	2.8713540431668356	2.0234762435119045	1.600136743674722	0.24657691426715364	3.242553284273974	0.6377393588580942	0.903368144398779	1.1676492131415144	1.7455779699786051	1.0003203164871823	0.5995093651373076	3.4599069553923623	0.5232108867099312	0.6680419766370362	1.3846586043179847	1.9106233672375792	1.961684773008501	0.48977629785735666	2.5667340219877723
IL17DTT52	3.1657948992187035	2.5252377680168716	3.2242922277141113	3.0002086567841193	2.40697374671699	0.0	1.6045180102473844	3.044080727153191	2.61062633501784	2.1858029713241205	2.859469396674451	1.9009975542512616	2.6607068326145864	1.9305665117842778	3.072052280681594	2.2829277273230466	1.1766301808839021	3.1329246544931495	2.297750118262654	3.2687603983598543	3.034100747014062	2.062354592411874	2.3232346082420836	2.641430089169406	3.088806904592335	2.6859302049339315	1.7016751390377431	2.8767402351773033	1.8762399197132882	1.4412518901039806	0.5159572206038824	2.8759701660128005	0.8109864376952876	0.939722004463807	2.3880009242729408	2.6762830079969633	1.5698584718898982	2.5579956030410007	0.8446215708245077	3.1335489151565805	2.721588437523348	1.9062235305554247	2.8378673500112783	1.768858665649029	1.4109290567208554	3.3679159833975576	1.8861839199501034	1.6719644091315857	1.2270569757002432	2.830809829401182	0.7937705117138678	2.2593926011394996	1.6470345326675855	2.9079708797181407	2.2293797791496823	1.7177894170713635	1.3500961285489175	2.293699461631526	0.1770200303448468	2.1392906022318736	1.8987267799039769	0.6131977740629281	1.7342497594020887	2.33288458050704	2.5904094199369236	1.8548870702134719	1.1772224982436295	1.1121862059641525	2.4586482448391545	2.152386752937761	0.8907775659711765	2.673421583357327	1.4505673920827218	2.332764402227165	1.9039621161971216	2.3427371049752503	1.4556634432282811	2.0821752942102836	0.9439549137373577	2.7849596496667184	2.0177162327495606	2.275726760257362	1.6795144964520274	1.414343703063004	0.6823590313207752	1.902212290055108	1.3057042741205065	2.2124508994549323	1.8121134975587818	1.7313144144910682	1.3689065775884002	2.661677996008794	1.9604753592041824	1.3563855530352986	1.844725943278154	2.1219145047439794	2.5661658001221053	2.4786225760564586	2.6751913459768724	3.0652718619080943	2.644236995992528	2.4326136478915488	1.269191470974076	0.6939032067252182	2.22097688060538	2.1168105277019498	2.3725844642849134	2.0122678995666208	1.6990426067286049	1.2941649007670815	1.730982687132935	1.058111867799394	2.237710406253743	0.8508764799321626	0.6451519092063565	2.827845281529856	0.3734066090204034	2.3540043281559946	1.4446544640260832	2.389906673544337	2.945481104610177	2.444121164327678	2.450693403717827	1.789143410089826	1.5471922760663555	1.370844581254133	2.891886906040791	2.4579766256336546	2.425207402819119	1.594448452761045	2.0466719014432515	2.619117990121996	2.786269858008209	2.5744577297740165	0.7691167741612847	2.225370017737088	1.0921205042804951
IL17DTT132	2.6347702233707717	3.4944219719723875	2.5473281794309046	2.1474674429344893	1.0491937182785889	1.6045180102473844	0.0	1.9770946508878062	1.9350063734176557	2.728672957197946	2.080295471970951	2.8962684368003426	1.8400462642884627	2.1765059936049282	2.460527776787557	2.9957717248024074	0.7270553637668831	2.5181111332168005	3.0423863964434728	2.632129950165331	2.1828278210155476	0.5113813056823587	3.1174989747714523	2.019785430326001	2.1821952487601712	1.7560789410593922	2.0448309677009835	1.9885362468747891	0.977645635112739	0.7577006000606972	1.1922014133411996	1.7764836219431355	0.8473581894766165	0.6830371865994668	1.0382432292003303	1.6763463401894725	0.3494661163292621	1.4211336521704165	1.575478412899206	2.314369598853993	1.9127094319620048	0.36017655382725705	1.6556903337689453	0.45732614045648134	1.6963489142235118	2.885614479653083	0.7693995973611563	1.1342472155560193	0.7507507274937261	1.710838956135535	1.491307405707208	1.0026617837754757	2.0076636751022354	2.1211880152195444	1.6211009031369057	1.0573377843567509	2.372423457437897	1.4025909301338224	1.7247959218521787	1.5043126463711245	2.8224049333862498	1.2596727303947959	3.0104381020954936	1.1223284661065704	2.3801068344792844	2.7773573708053423	1.5695989604368388	1.2517012708420021	1.5248844585908723	0.6587808205090275	2.2232077891186943	3.0627495458526917	2.8754646906401886	0.7295031689555281	1.3714506789856777	1.251712450363271	0.5046374537097928	0.6709121717088832	1.9081848066678302	3.3059030464299646	2.9009942864849454	0.8568474396845709	0.3131328517797123	1.1182694954612644	1.53080292385831	2.494008734673358	1.977335603503111	0.6935596133350597	0.29094040524195386	0.8996259622885302	2.750256211258058	2.2469802086984627	0.3766604229273689	1.1189171047494975	0.9393692361017605	2.297054271054848	1.955742224615091	1.7452728232223704	1.5883033779342945	2.271365691454503	1.829290232553396	2.1646893896332844	2.148959164044051	1.20515981714609	0.9205338918867443	0.9042841868235194	0.8384278752234511	1.2229075225796566	1.274955007181522	1.1734168930890922	2.441996888939068	1.6005055230015424	1.5399856659117594	1.5408457027598959	2.242934346673486	1.9924156672186288	1.955181412766026	0.7642097557058248	2.530526155059789	2.362706170545596	2.337396446307426	1.182785468712081	3.217893889899668	0.5080529257304275	0.755066862287575	0.9599048441047299	2.4108281224174313	1.6951463695828963	1.390417631865064	2.979961518235147	1.0230472443098242	1.559335676802623	2.1150360683476346	2.3756370382928456	1.4385198585652406	1.174882652238745	1.5275740923499215
IL17DTT104	1.1107109735834484	3.5292964724933493	0.8710962478790989	0.42182725902662815	0.9941106051411448	3.044080727153191	1.9770946508878062	0.0	0.7381840449264067	2.546990275545807	0.5609722008182879	3.1648737872386463	0.5284345094104944	2.0273456554279266	0.9140407909870711	2.8830054727257606	2.031386154673176	0.9339563109164042	2.9495920667888345	0.9679635980233363	0.44196911614625245	1.6338766697391691	3.0581286870226108	0.8091448376105697	0.3570680506319379	0.39799027948562793	2.0863183475221163	0.3589594874823966	1.1817977623990559	1.6525531161063514	2.877685649641114	0.20125467204131967	2.380709955940184	2.4268998639741217	0.9943604145193002	0.3775106695303903	1.7594879199470708	0.577975774270207	2.462373105232879	0.5397569347661666	0.5128996844009415	1.8603487720283363	0.3620599503685681	2.2996607366276662	2.0894313050777944	1.325262126849572	1.2725180805904623	1.409899482579416	2.7046601919116093	0.28478866582859663	2.4047553362469705	0.9805801653374738	2.122502287996887	0.5331454897962679	0.9789438602966031	3.0132059808497145	2.9196425456484203	0.7532511148950433	3.1691361054601623	1.0358411149466182	3.0390015335905125	2.451719393727529	3.58677978086138	0.8597581029307336	1.4669455773560385	3.011053214663898	2.18159016720311	3.147739857026837	0.6244119337089166	2.2261603424423813	3.1388537298377672	2.560994177710099	3.770279068261344	1.8142487957870814	3.3195221490986775	0.7481672512060921	2.0741610882992028	1.326374301173214	2.672592431164452	2.869061647318636	3.034114761448933	1.188429928466156	1.8651176321148502	1.6586059335829126	2.5314778388983847	2.492117912772092	2.407141951803104	2.168351813751673	1.8871852193705663	1.3344976943536482	3.5702495822563214	1.1490009635344829	1.9724451397709266	3.057556664217115	2.852333775767009	1.9589555179539384	0.8531454945556077	0.7095004725358091	0.40948628454334857	0.5705351135288312	0.5498312514917424	1.3332222779439766	2.6572293731963548	2.362828333146877	1.06785936051051	1.0858834132771855	1.4219829131530515	3.1238323155650254	3.245545633408656	3.130977457610237	2.594804551393841	2.2758831577331358	0.8928267923647523	3.375707585532725	3.545276941324203	0.4492980089899151	3.2751607520860837	1.8188230965205183	3.0568439025381067	1.695689365551458	0.8735102255181155	0.8116709719414082	3.094136522247884	1.5045657414801417	1.527723383026674	1.6735484960030553	1.0848739293700134	0.6884363438779111	0.646453143920586	3.7582173754845427	1.0363137248363357	0.4483272493549105	0.7377595808575291	1.4693296271877183	2.484141002103859	0.8511143559085051	3.4297200805519448
IL17DTT90	0.7082066847767112	2.809966183025832	0.6891596994731505	0.45358377574250175	1.2445770492710182	2.61062633501784	1.9350063734176557	0.7381840449264067	0.0	1.8501091453656013	0.39190252867128295	2.4740671361230464	0.31862913952808275	1.3843897479047331	0.5304502390098974	2.165807407434549	1.7348019579299903	0.596497964650252	2.220564206592037	0.7233934011873381	0.5089643785815005	1.7638426495693011	2.345325859408956	0.10702647948303	0.5942181043681183	0.4481803775650873	1.4293215891179059	0.4405319099243305	0.9662732110054857	1.3930991248234228	2.5552057313614163	0.73116895528505	2.063178426582705	2.186066809815387	1.2128109213847396	0.5294930554308418	1.6426647285116571	0.7896372633464265	1.9171386619888757	0.5556983740092896	0.271819935969902	1.9379055063764092	0.8797670342892536	2.333783980525892	1.5593438708287426	0.9730314454996694	1.1972921821132865	1.0420026976740597	2.568012454752491	0.7768185892252362	1.8847540394193725	1.108955478811576	1.4355831626694215	0.32020727919422787	0.40242739186354953	2.98540683018022	2.253142844110956	0.5578640517515825	2.7338957495931258	0.5336707854153393	2.32298687367519	2.003307276398374	2.917620231988535	0.9873660833097823	0.7519847432037426	2.323794423649924	1.664201897362234	2.9350964680734566	0.5014772545403808	2.376363129704706	2.5432072840643505	1.8328621206943447	3.1745221024174364	2.0403575164626546	3.296785020488204	0.8089305537458663	1.9211055434931714	1.4209533291862697	2.0723568612127026	2.1403855986465796	2.312272239646156	1.3818004082991524	1.8089793073281546	1.2341243786673641	2.0115743734814977	1.7704428272512853	1.7601925648940708	2.3442303448562973	1.9285931793630104	1.075420515329104	2.9551984772642084	0.4523510933804982	2.0618695278102264	2.9125121996423577	2.863011154516098	1.2247172284889178	0.13242575729312991	0.19499151444449545	0.6809768057224732	0.46034683224755624	0.2220737231034723	0.6088561368588484	2.008948015277606	1.9284894547579114	1.1813186619219873	1.1079276603577208	1.683252438184822	3.15551780088722	3.183634291073442	2.9779301308539283	1.8985565466609722	1.7309037840752994	0.41412855492277406	3.093441833719876	3.0349972061746895	0.3051822230591068	2.7880704407490997	2.0410744886735483	2.3820353534377414	0.9674908842018088	0.4033467813231926	1.0359105771488757	2.3593760965951107	1.4665969412542987	1.2748157798293374	1.2952153266661381	0.5097090965934317	0.27498921449802305	0.6660377433267498	3.134384576206293	0.9368833285860523	0.6400802134799275	0.18923873177616996	0.7649252260275511	2.0344732140308737	0.8142818715405828	3.195302655363607
IL17DTT143	1.8803395578382363	1.0152013218561664	2.0829880320386844	2.219494768446022	2.671776556897829	2.1858029713241205	2.728672957197946	2.546990275545807	1.8501091453656013	0.0	2.03857159002226	0.7754720189350268	2.0238467949162104	0.6348974372881934	1.9438665097277263	0.3969848667353377	2.215485713013932	1.9701068818850058	0.5758651991387215	2.070240741490321	2.2247313673083524	2.8577509944534754	0.5342638610314236	1.7832482425027811	2.330003658797531	2.183394561839255	0.6845550565956912	2.202317215551614	2.040707524166621	1.9959215955703964	2.496196750748987	2.5084403431282403	2.261710594854018	2.4856862894981777	2.6716466384303645	2.293373935509191	2.476303791780436	2.4467338936393865	1.551230284176548	2.2380256423954816	2.03499907883693	2.8825553906526746	2.6077410308678477	3.087491345495304	1.130439739511975	1.9241017719101703	2.2618056563071605	1.707458287740452	2.953879269540634	2.5096575170417155	1.498579818262083	2.4799603505216066	0.980845121975171	2.095524673097786	1.732344734773435	3.494337646317279	1.1466236226679085	2.036191555085367	2.2242977476844654	1.7927198151022896	0.8377735936222201	1.8351290481381506	1.3442731888671837	2.4575009428083012	1.2724042919991376	0.6455898788767204	1.2634439955942771	3.1185412816354203	2.161083007882847	3.3657129202938973	1.5376181600154148	0.9116811648633224	1.8001016894720536	3.2427991707445902	3.7878788765062086	2.2919073499893003	2.6328802071358726	2.631252254029203	1.3273033330532933	0.9791761270994791	0.7526430554081276	2.7091278957644924	2.7033802802014057	1.6215135264871152	1.6080903144717344	0.570552039620345	0.9623767709697503	3.364203603507874	2.815927625527328	2.0207201996653374	1.58140819632711	1.5462094741143537	3.0514464353747957	3.2638995706152074	3.5182801469759375	0.887080598432007	1.7767904617376236	1.8822815209702755	2.41630422550017	2.192173770901742	2.045221673142543	1.266085122675726	0.9649901473080869	1.784337882432935	2.54114690626431	2.411823627462857	2.9731113599363073	3.767252055769765	3.6032991139494115	3.254231690003207	0.5153796872093418	1.2545243269615018	1.8191710399534065	3.002893956738655	2.190259979408018	2.126409161817545	2.0912705866707735	3.2684276112985033	1.1106641131661046	0.9586210830139064	1.8833121194850435	2.560547748099692	0.7844059411605996	2.4353618163206434	2.0336114182538148	1.7822823189180736	1.6918985300183818	1.9016065651639038	2.265997545446782	1.6573576609669614	2.1627281392493893	2.3553304108902355	1.9108234697528792	1.199078988432021	1.651327687138572	2.2227082861481655	3.2175483343228524
