# Constructed from biom file
#OTU ID	TL1a_FP_140	TL1a_FP_206	TL1a_FP_242	TL1a_FP_98	TL1a_FP_62	TL1a_FP_74	TL1a_FP_170	TL1a_DTT_74	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_140	TL1a_DTT_98	TL1a_DTT_170	TL1A_FP_638	TL1A_FP_686	TL1A_DTT_638	taxonomy
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	79530.0	12263.0	50589.0	30579.0	19795.0	16637.0	35257.0	20032.0	4199.0	33279.0	47984.0	21812.0	24030.0	20961.0	3247.0	13039.0	2210.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	0.0	0.0	0.0	0.0	0.0	829.0	174.0	31.0	0.0	0.0	0.0	0.0	0.0	636.0	1.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	546.0	0.0	0.0	393.0	1076.0	598.0	591.0	1601.0	0.0	2888.0	0.0	958.0	816.0	1754.0	20.0	380.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__nordii	58.0	0.0	0.0	109.0	334.0	114.0	57.0	425.0	0.0	495.0	0.0	78.0	142.0	25.0	17.0	225.0	31.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__salyersiae	124.0	285.0	0.0	171.0	437.0	165.0	27.0	763.0	662.0	668.0	0.0	524.0	370.0	452.0	276.0	686.0	199.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	38258.0	33489.0	12510.0	13345.0	15809.0	5387.0	3287.0	9413.0	24068.0	22592.0	6455.0	11959.0	7551.0	8035.0	279.0	3273.0	158.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__vulgatus	5107.0	2.0	0.0	3206.0	10065.0	8037.0	5696.0	3573.0	0.0	3497.0	0.0	2270.0	2908.0	4689.0	292.0	467.0	243.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	0.0	0.0	0.0	0.0	0.0	50.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	11.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__splanchnicus	224.0	0.0	0.0	74.0	155.0	61.0	64.0	77.0	0.0	108.0	0.0	144.0	102.0	68.0	29.0	67.0	23.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	6.0	17.0	59.0	86.0	22.0	3427.0	504.0	18.0	89.0	4.0	17.0	38.0	44.0	275.0	101.0	5.0	44.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__intestinale	0.0	0.0	0.0	0.0	3.0	61.0	0.0	3.0	0.0	2.0	3.0	0.0	3.0	13.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	1.0	0.0	0.0	45.0	3.0	1552.0	27.0	45.0	0.0	0.0	0.0	0.0	24.0	270.0	11.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__	24693.0	0.0	0.0	6868.0	15268.0	9907.0	8276.0	6207.0	0.0	13047.0	0.0	4006.0	5306.0	4984.0	678.0	4571.0	708.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001;s__	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	0.0	0.0	0.0	7.0	0.0	513.0	66.0	0.0	6.0	0.0	0.0	0.0	0.0	17.0	24.0	0.0	15.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__finegoldii	153.0	0.0	0.0	90.0	253.0	141.0	105.0	112.0	0.0	61.0	0.0	54.0	46.0	78.0	47.0	121.0	30.0
