	pielou_evenness
BioGeo-Vil1-14B-FP166_merged_R1_001.fastq_profiled_metagenome	0.37108950143079483
BioGeo-Vil1-14B-FP164_merged_R1_001.fastq_profiled_metagenome	0.8000256280480023
BioGeo-Vil1-13B-FP154-REP1_S47_R1_001.fastq_profiled_metagenome	0.6399059808786802
BioGeo-Vil1-13B-FP152_merged_R1_001.fastq_profiled_metagenome	0.3151405045613305
BioGeo-Vil1-10B-FP118-REP1_S45_R1_001.fastq_profiled_metagenome	0.37173499537213844
BioGeo-Vil1-10B-FP116-REP1_S44_R1_001.fastq_profiled_metagenome	0.7712505584113216
BioGeo-Vil1-09B-FP106_merged_R1_001.fastq_profiled_metagenome	0.38307295935448993
BioGeo-Vil1-09B-FP104_merged_R1_001.fastq_profiled_metagenome	0.7586049005045288
BioGeo-Vil1-08B-FP94-REP1_S42_R1_001.fastq_profiled_metagenome	0.6561623497215711
BioGeo-Vil1-08B-FP92-REP1_S41_R1_001.fastq_profiled_metagenome	0.7882366054335491
BioGeo-Vil1-07B-FP83_merged_R1_001.fastq_profiled_metagenome	0.6224538288399545
BioGeo-Vil1-07B-FP79_merged_R1_001.fastq_profiled_metagenome	0.7611243542195071
BioGeo-Vil1-06B-FP67_merged_R1_001.fastq_profiled_metagenome	0.7745709827936226
BioGeo-Vil1-05B-FP59-REP1_S37_R1_001.fastq_profiled_metagenome	0.4033832382510836
BioGeo-Vil1-05B-FP55_merged_R1_001.fastq_profiled_metagenome	0.6880392086401782
BioGeo-Vil1-04B-FP47_merged_R1_001.fastq_profiled_metagenome	0.5334990549478493
BioGeo-Vil1-04B-FP43-Rep1_S88_R1_001.fastq_profiled_metagenome	0.6873381258175639
BioGeo-Vil1-03B-FP35-REP1_S38_R1_001.fastq_profiled_metagenome	0.395750506727817
BioGeo-Vil1-03B-FP31_merged_R1_001.fastq_profiled_metagenome	0.7254206759152584
BioGeo-Vil1-02B-FP23_merged_R1_001.fastq_profiled_metagenome	0.7302495419412771
BioGeo-Vil1-02B-FP19_merged_R1_001.fastq_profiled_metagenome	0.708111820548994
BioGeo-Vil1-01B-FP11_merged_R1_001.fastq_profiled_metagenome	0.6282351567604431
BioGeo-Vil1-01B-FP07-Rep1_S107_R1_001.fastq_profiled_metagenome	0.6418673162826372
BioGeo-SLCFP131-REP1_S33_R1_001.fastq_profiled_metagenome	0.6541857397647025
BioGeo-SLCFP095_merged_R1_001.fastq_profiled_metagenome	0.34200386576836606
BioGeo-SLCFP091-REP1_S29_R1_001.fastq_profiled_metagenome	0.6626326017039524
BioGeo-SLCFP077_merged_R1_001.fastq_profiled_metagenome	0.5948333635864259
BioGeo-SLCFP071-REP1_S27_R1_001.fastq_profiled_metagenome	0.7075184727509143
BioGeo-SLCFP023-REP1_S26_R1_001.fastq_profiled_metagenome	0.6026261353936284
BioGeo-SLCFP019a_merged_R1_001.fastq_profiled_metagenome	0.6142464428190856
BioGeo-SLCFP005-REP1_S24_R1_001.fastq_profiled_metagenome	0.6867491077634049
BioGeo-SLCFP001_merged_R1_001.fastq_profiled_metagenome	0.6696714355203105
BioGeo-Lyz2-08B-FP295-S93_merged_R1_001.fastq_profiled_metagenome	0.5927244272564872
BioGeo-Lyz2-08B-FP291-S89_merged_R1_001.fastq_profiled_metagenome	0.6806926088547818
BioGeo-Lyz2-07B-FP283-S81_merged_R1_001.fastq_profiled_metagenome	0.512124447859843
BioGeo-Lyz2-07B-FP279-S77_merged_R1_001.fastq_profiled_metagenome	0.7111319155503921
BioGeo-Lyz2-06B-FP271-S69_merged_R1_001.fastq_profiled_metagenome	0.7322493699941334
BioGeo-Lyz2-06B-FP267-S64_merged_R1_001.fastq_profiled_metagenome	0.829285736352254
BioGeo-Lyz2-05B-FP259-S56_merged_R1_001.fastq_profiled_metagenome	0.6285993162496056
BioGeo-Lyz2-05B-FP255-S52_merged_R1_001.fastq_profiled_metagenome	0.6932912124983167
BioGeo-Lyz2-04B-FP243-S92_merged_R1_001.fastq_profiled_metagenome	0.6836884011019058
BioGeo-Lyz2-03B-FP235-S83_merged_R1_001.fastq_profiled_metagenome	0.5193499262439828
BioGeo-Lyz2-03B-FP231-S79_merged_R1_001.fastq_profiled_metagenome	0.6269106861335197
BioGeo-Lyz2-02B-FP223-S71_merged_R1_001.fastq_profiled_metagenome	0.4917474192911434
BioGeo-Lyz2-02B-FP219-S67_merged_R1_001.fastq_profiled_metagenome	0.7583665725509885
BioGeo-Lyz2-01B-FP211-S59_merged_R1_001.fastq_profiled_metagenome	0.3942967255988969
BioGeo-Lyz2-01B-FP207-S55_merged_R1_001.fastq_profiled_metagenome	0.7429940102764048
BioGeo-LYZFP355_merged_R1_001.fastq_profiled_metagenome	0.6524674087542036
BioGeo-LYZFP351-Rep1_S106_R1_001.fastq_profiled_metagenome	0.7898175979105297
BioGeo-LYZFP339_merged_R1_001.fastq_profiled_metagenome	0.6753949348012712
BioGeo-LYZFP327-Rep1_S105_R1_001.fastq_profiled_metagenome	0.7075154736100756
BioGeo-LYZFP319_merged_R1_001.fastq_profiled_metagenome	0.684155452672463
BioGeo-LYZFP315_merged_R1_001.fastq_profiled_metagenome	0.647510271773049
BioGeo-LYZFP307_merged_R1_001.fastq_profiled_metagenome	0.7360450829800337
BioGeo-LYZFP303_merged_R1_001.fastq_profiled_metagenome	0.7747676380326722
