# Constructed from biom file
#OTU ID	TL1a_FP_89	TL1a_FP_287	TL1a_FP_161	TL1a_FP_197	TL1a_DTT_269_Repeat	TL1a_FP_269	TL1a_FP_131	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_FP_233	TL1a_DTT_287	TL1a_DTT_233	TL1A_DTT_629	TL1A_FP_677	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	126.0	0.0	21.0	0.0	793.0	27.0	28.0	0.0	426.0	34.0	8.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	17.0	0.0	16.0	1.0	87.0	22.0	3.0	15.0	10.0	21.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	103304.0	17323.0	62291.0	28634.0	31.0	15142.0	319.0	10599.0	176.0	6180.0	499.0	234.0	18572.0	559.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	125.0	273.0	164.0	24.0	0.0	3.0	14.0	2.0	10.0	0.0	80.0	0.0	100.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	20.0	27216.0	597.0	16186.0	6018.0	31451.0	12670.0	6047.0	8458.0	29599.0	4799.0	40258.0	51.0	215.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	24144.0	5235.0	6731.0	974.0	0.0	22.0	238.0	701.0	61.0	74.0	588.0	44.0	5740.0	89.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	526.0	12636.0	898.0	686.0	272.0	31.0	84.0	715.0	26.0	183.0	241.0	566.0	906.0	23.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	2518.0	431.0	2014.0	950.0	0.0	2.0	0.0	410.0	0.0	215.0	0.0	0.0	3805.0	695.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	8.0	0.0	0.0	3.0	23.0	32.0	419.0	0.0	8.0	14.0	19.0	0.0	72.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	24.0	2125.0	19.0	3707.0	1100.0	15899.0	13730.0	399.0	574.0	13158.0	503.0	8996.0	0.0	413.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0	8.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	43.0	0.0	15.0	22.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	27.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	2.0	11.0	4.0	31.0	7030.0	36.0	129.0	63.0	5.0	24.0	4254.0	142.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	2.0	207.0	1.0	49.0	0.0	6.0	27.0	112.0	9.0	0.0	77.0	490.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	6.0	0.0	9.0	6.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	28.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII	90.0	55.0	53.0	24.0	11.0	0.0	7.0	38.0	0.0	14.0	52.0	24.0	14.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	5852.0	3645.0	2920.0	9315.0	2946.0	1857.0	936.0	3082.0	722.0	2244.0	4367.0	6055.0	3882.0	3566.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	29.0	0.0	21.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	1880.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	63.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	1267.0	2317.0	706.0	1384.0	124.0	283.0	110.0	1135.0	188.0	263.0	405.0	925.0	117.0	461.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	806.0	809.0	285.0	428.0	281.0	531.0	119.0	367.0	8.0	244.0	84.0	25.0	31.0	309.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	2489.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	171.0	2.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	1340.0	470.0	1084.0	45.0	78.0	7775.0	15.0	23.0	0.0	2538.0	0.0	330.0	346.0	2.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae	955.0	1032.0	1586.0	17.0	18.0	27.0	9.0	34.0	0.0	7.0	0.0	0.0	202.0	576.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	52.0	0.0	0.0	28.0	0.0	1208.0	7.0	70.0	28.0	18.0	0.0	0.0	0.0	2069.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	182.0	0.0	335.0	19.0	0.0	0.0	2.0	0.0	105.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	16963.0	1097.0	14278.0	2360.0	420.0	544.0	10.0	604.0	14.0	505.0	18.0	24.0	2594.0	4635.0
