	TL1a_FP_140	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_FP_73	TL1a_FP_139	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_FP_637	TL1A_FP_688
TL1a_FP_102	3.3403169522585316	3.6502587333761864	3.796577231533021	2.6434617174549184	4.792168605184529	4.252317991522975	3.0539200683557963	2.1568757206405587	2.925904879946421	2.3298107520367206	0.0	2.6945268407860685	2.0515603435551064	2.523125603676357	2.5813667344344458	2.7782250410617633	2.864192884789947	1.7518289333344834	3.275684920948211	1.089796474657081	2.6246123132597092	3.7253711300041488	1.3561215936369695	1.7625454862921501	0.7569366615959688	2.303034591595341	3.303632057833248	3.1979760136577258	3.439648694319392	4.4232267389989675	1.1177792610927098	3.9200066379087835	2.998492784641857	2.793322754011414	2.417643229627444	3.6641948126209964	2.901039800492078	2.971722256127284	2.6649470961435924	3.3287655917534273	3.2908841730118965	2.5936160015107115	1.9653163561240021	2.3098130760829854	1.882106561811243	2.429594111412444	0.8921727153225518	1.7295940312356202	0.9882754859016468	1.2264437386641622	1.575596782221816	2.1128910468142363
TL1a_FP_98	0.9193792972218034	1.150108922824709	1.1410059421391243	0.13317992603769746	3.356098390539898	1.8147190924281504	0.39173982537875823	0.9867530567496766	2.4988053057740944	1.1978829594324147	2.6945268407860685	0.0	0.6663938425381777	2.6636617749293388	0.137116753438123	2.643828508909035	0.2846936743062605	1.909595645130241	0.8799324569992736	1.7032771821525616	2.372038004011501	1.1556287411320458	1.4783190970595221	1.7997241778535575	1.9808047326327625	0.40812439469068484	2.396129198923174	0.5512409642030072	2.981379214647302	2.6408428590797604	3.5870037424589833	2.130497026532781	0.6108567138084557	0.23718231323866426	0.6077636583844598	1.4479542983294653	0.2745048157692846	0.574361340411051	0.25388174601511543	1.015353135788265	0.6263849389183591	0.12691411032063796	1.2858460008636217	1.2276380755478873	1.0513283974486773	0.9438160368621266	1.8483793899081198	1.2016239490548137	1.729791451197143	1.484333797964602	1.1408740670432802	1.2810235642394578
TL1a_FP_75	1.4618744761478069	1.6793481681888496	1.8015827282963597	0.6550448253016761	3.5152297955606766	2.334152332509939	1.025258543398287	0.6299848070568961	2.286233747681127	0.9673054574850055	2.0515603435551064	0.6663938425381777	0.0	2.3092802173677147	0.5620213582516053	2.3423369183107745	0.8132813521998044	1.4243434482550021	1.4180294739192785	1.039562591316665	2.1405750807939565	1.7665223411539046	0.8850671674312975	1.2994593258962788	1.337408275631975	0.3434999165407862	2.310168122375923	1.1886146346988768	2.835578901546966	2.911986107013687	2.993218521708208	2.3513683700093804	1.1190616633007322	0.7831355632075203	0.5116248339377995	1.831886548756561	0.9142011598098038	1.0878197969129622	0.6324006360413506	1.5223032078293268	1.263792141530877	0.59153891579816	0.9199751955219453	1.0498103129561704	0.7325162284759137	0.8879544499441312	1.2441333689899796	0.7895356158230009	1.1189576571761533	0.860563696620564	0.5682231794756495	0.9532171714693454
TL1a_FP_173	3.57877555372514	2.783807718394921	3.5930627868350755	2.683806130286534	2.530402510491211	3.0749513404386026	2.756619379333518	1.7541481381998494	0.5832384055557961	1.4756042253911221	2.523125603676357	2.6636617749293388	2.3092802173677147	0.0	2.662084524881957	0.404552476283027	2.662087773666232	0.9793791221848568	3.526549898833994	2.2049899693724435	0.8676272631226288	3.7473167069627924	2.5998266166906556	1.1092030088389981	2.0558295443968624	2.419169328951437	1.116246768560512	3.1527049327921506	1.0110394502781477	2.5015498136297785	2.994634384994118	2.1626249455041693	3.2551709840095886	2.552305672088624	2.1143514227279616	2.442011256639994	2.871623016280482	3.2113454162156763	2.450041802198591	3.659752115689855	2.891662616107559	2.618132813198667	1.4996284218976288	1.5388506176250991	2.7380362457193073	1.820907466836969	2.4156976176346863	2.7953395783344352	2.242650056657125	2.0966441519176313	2.208013305043642	1.399923963251239
TL1a_FP_141	0.946719530560659	1.283838056482551	1.2403816886513803	0.14943388427493923	3.4536855841613705	1.9498501995418414	0.5276622714690197	0.9603571157420875	2.5269462380549186	1.2062354731303873	2.5813667344344458	0.137116753438123	0.5620213582516053	2.662084524881957	0.0	2.6541957127204383	0.37847756002772126	1.871781941778507	0.9056843601657648	1.5892527801651766	2.3892268052184304	1.2208384794371772	1.3475718934581413	1.7579892204401517	1.877056179981732	0.3288410073715136	2.4484636916029916	0.6323837832775236	3.0244302282009707	2.752946070198422	3.485213589128557	2.2319859662196393	0.6178464950397812	0.3590433014895862	0.6029834490480439	1.5686279000495413	0.3649795150476866	0.5836459372732236	0.31881679071248775	1.0305314213263836	0.7602454644448233	0.11969299394201732	1.2613411102548444	1.2407143744056446	0.935987705121779	0.9708142116539555	1.732325447843972	1.0731839685947817	1.62041195578822	1.3806083519964856	1.0379993219288652	1.2700402399337354
TL1a_FP_174	3.5512006948762007	2.6464043239594606	3.520584629918388	2.6832438646707137	2.2497028165538464	2.8996895973908425	2.700064641604242	1.739334556749771	0.4725123025213022	1.4499360615641474	2.7782250410617633	2.643828508909035	2.3423369183107745	0.404552476283027	2.6541957127204383	0.0	2.5990411779763467	1.1443066927277912	3.512379374164889	2.334727611069253	1.0896506949433447	3.679211485290926	2.7171022421002498	1.2064354791812493	2.267238719320457	2.4490028008912015	0.8331664049899674	3.100187572091521	0.9413432516221514	2.282397425395759	3.338158250113198	1.902306112443808	3.2500345677778575	2.5209103821027172	2.075550481428659	2.267012391691694	2.8535872683087087	3.2087805821148163	2.4111767659483343	3.651982870916968	2.8163873000207746	2.6169201829935766	1.610034413050185	1.6047391230753096	2.857407740731859	1.8537211721227234	2.6174426721248802	2.9145787871766777	2.4397285384453102	2.2604957338560117	2.3370646668395687	1.4483706466695672
TL1a_FP_144	0.9790015007018003	0.9712629965584848	1.0893352877197962	0.4161235889190384	3.2010866011939307	1.643141914022977	0.3160053225918944	0.9958595363985536	2.46251402817993	1.1882409806462373	2.864192884789947	0.2846936743062605	0.8132813521998044	2.662087773666232	0.37847756002772126	2.5990411779763467	0.0	1.9631528603126176	0.9749865292158626	1.8338205614856287	2.4205395061267865	1.116272072631495	1.6503912220376578	1.8358149635420862	2.1410204464455904	0.6293395934596697	2.298324805459851	0.527654443460448	2.942823751196	2.499437119325422	3.7860725547441643	1.9535348815389315	0.7530463273902851	0.29666454376189066	0.5910592821126223	1.2697162042202503	0.4248670542178332	0.7288797663093182	0.2519163751672224	1.1186080949030996	0.5145149957548132	0.40257273922740505	1.3869667243382804	1.2994727460873932	1.310096765535971	1.020823213598929	2.047132851790982	1.435799858510548	1.9220851192956803	1.661835659045357	1.3412331535796684	1.3267454680658852
TL1a_FP_142	2.8158216090116985	2.387765172474505	2.9754045510955542	1.9131632259121263	3.043697214228573	2.8616549160252136	2.1086262054585725	0.9840348684020458	1.221868192309725	0.8734902784981962	1.7518289333344834	1.909595645130241	1.4243434482550021	0.9793791221848568	1.871781941778507	1.1443066927277912	1.9631528603126176	0.0	2.7608144269616584	1.2452098598275179	1.1333956970089738	3.0562120245682536	1.6209521584161923	0.22807785713850745	1.1449845256895577	1.5948672213416446	1.552450091758366	2.4464675196628924	1.795652870979464	2.7452765558849848	2.4650938080827087	2.2595018948536056	2.4697152438102283	1.862717317724169	1.3787012737992805	2.2098758602009463	2.1430045335883023	2.42864075898643	1.7326569990393899	2.8802099474012235	2.296771614341972	1.8440879913709431	0.7262302775164932	0.9587254925825258	1.810483382402662	1.2032156703213988	1.4742883999577272	1.8371536309514476	1.2954566170175486	1.1278342076837562	1.2602152281657102	0.6920604332230227
TL1a_FP_62	0.13990436129338682	1.4964275610852844	0.7118406014155152	0.8514083916000063	3.968942723936525	2.0503767101295067	0.8801388937113944	1.861444425356601	3.337065548111382	2.070154094631695	3.275684920948211	0.8799324569992736	1.4180294739192785	3.526549898833994	0.9056843601657648	3.512379374164889	0.9749865292158626	2.7608144269616584	0.0	2.3542749298887413	3.154737109538902	0.538317756139032	1.9841834649758985	2.6588323006995798	2.6388740765047793	1.1725640746694657	3.202167674119185	0.5054143467617475	3.7776180524815657	3.164865668831678	4.127706797916263	2.7455156871865363	0.2996434978311077	0.9969043180487016	1.4828767202916888	1.9611702866386298	0.6614714472099731	0.33620908264269633	1.1140972613652695	0.15084902096538702	0.9066998221829627	0.9212055821080406	2.1057746662165107	2.0350395867890043	1.4249706383811014	1.7407826648497564	2.392313215706357	1.5682596119962968	2.325205265474924	2.1412690857652263	1.7874580378902176	2.1400786201837283
TL1a_FP_74	2.397935121966995	2.6655921577785473	2.8253898867547087	1.679637687913231	4.075622389641616	3.295620222672267	2.0632558585310186	1.1907515899520444	2.439250173108573	1.4700292245074185	1.089796474657081	1.7032771821525616	1.039562591316665	2.2049899693724435	1.5892527801651766	2.334727611069253	1.8338205614856287	1.2452098598275179	2.3542749298887413	0.0	2.2746827416346154	2.7446292454410197	0.5074064000647337	1.1370188174483324	0.5055426113176613	1.3475532042780245	2.651263685400694	2.203104541412066	3.025371120068239	3.6305933375276327	2.151479319654134	3.053579677633248	2.0644995267465904	1.8155516574347264	1.4012252346233145	2.717761202926674	1.9396656979937985	2.040203449622067	1.6561669676053254	2.427409235557874	2.30078433679111	1.6222157019173253	1.2424155465357152	1.569427345566159	1.1403520571451289	1.6045158806337576	0.5823312056440879	0.9836167222781641	0.5323368092593245	0.4874257281375936	0.7479776418364175	1.3252954328411262
TL1a_FP_172	3.231462297681022	2.4436791566710063	3.194240736007424	2.3632719675849607	2.449424240644004	2.7009779732332877	2.424163415209969	1.681812295522416	0.7695080774583298	1.3471921208016444	2.6246123132597092	2.372038004011501	2.1405750807939565	0.8676272631226288	2.3892268052184304	1.0896506949433447	2.4205395061267865	1.1333956970089738	3.154737109538902	2.2746827416346154	0.0	3.403783823927332	2.5455688407924413	1.3134123685953902	2.075183572176122	2.1369596063167235	1.2250632167810303	2.8321397034010385	0.9988921922910906	2.194869775602957	3.0048469694268953	2.009830737095441	2.907968137478602	2.228129637102213	1.9544872571172502	2.1447230892788327	2.519385489387851	2.8581737639813647	2.194925942167983	3.2827122078924376	2.5386393586258915	2.311946814557318	1.2299035280419686	1.1485291522092709	2.4439306400799596	1.4304892055485312	2.323558691035181	2.5753445735964244	2.138481323032616	1.9868920876443692	2.0037729693058557	1.22758258806518
TL1a_FP_171	0.4411914826453059	1.3565248385865212	0.40452800337884603	1.181822361039515	3.8677907975090036	1.817192395726422	0.9950718537395814	2.1048421803874144	3.496153906200255	2.282853340122363	3.7253711300041488	1.1556287411320458	1.7665223411539046	3.7473167069627924	1.2208384794371772	3.679211485290926	1.116272072631495	3.0562120245682536	0.538317756139032	2.7446292454410197	3.403783823927332	0.0	2.4112448448103945	2.939241063075806	3.0632316487283817	1.5319292855178335	3.2726998311215674	0.6098801728037572	3.911105778393423	3.059172703475308	4.613610089727285	2.6510583407365793	0.7524530893860893	1.212375725813478	1.7015501219024112	1.8602137034298507	0.9458272631165474	0.7846404764279084	1.3270179775540865	0.578798954502034	0.904583297681902	1.242434598140244	2.4229517595158554	2.305446538756121	1.9177557725419665	2.003498796688223	2.85420732779161	2.0491466301717622	2.774938957204475	2.5659983130388317	2.2153820355815848	2.4066500773539614
TL1a_FP_66	2.03030045696593	2.5611637969523304	2.5339553535787185	1.434479024461514	4.267962324094545	3.2185248411059018	1.8660421090144699	1.2957744517732674	2.761960162026992	1.6252204364114602	1.3561215936369695	1.4783190970595221	0.8850671674312975	2.5998266166906556	1.3475718934581413	2.7171022421002498	1.6503912220376578	1.6209521584161923	1.9841834649758985	0.5074064000647337	2.5455688407924413	2.4112448448103945	0.0	1.5145003224273563	0.846961315257362	1.1499706111797592	2.921378504764282	1.9208321608812466	3.3364877574289538	3.731313432137872	2.368851375591376	3.1651299876442165	1.7116848180743782	1.6389483734174666	1.3626783675170533	2.707749555978111	1.6775937934236975	1.6934188562474337	1.5058930480769948	2.0363357124544597	2.1036228289399004	1.3927528425813396	1.3940494528515959	1.673686124951454	0.7638231322955309	1.623523510724834	0.6071471744477125	0.5409743523493601	0.6232557122062868	0.5899390839794342	0.6382335405903385	1.505417773256435
TL1a_FP_143	2.704616812160805	2.302780138390312	2.8778100616793747	1.8141705062768367	3.058302378075449	2.799480884604344	2.0073786229394033	0.8410994282863122	1.3143309159639158	0.7894106661805861	1.7625454862921501	1.7997241778535575	1.2994593258962788	1.1092030088389981	1.7579892204401517	1.2064354791812493	1.8358149635420862	0.22807785713850745	2.6588323006995798	1.1370188174483324	1.3134123685953902	2.939241063075806	1.5145003224273563	0.0	1.1292061063457028	1.4987962648562574	1.5712550683044606	2.3320700375695522	1.9124908197258932	2.7499589136953637	2.56153021000827	2.2155306451400922	2.366138658842671	1.765623601277141	1.2450700664844592	2.1411692180274953	2.046491253668556	2.3278591123074426	1.6165175454029175	2.779020281166274	2.1994735021298966	1.7424563832919608	0.7335092251400154	0.9742372682938151	1.7484176455075775	1.178609256086146	1.447435481403876	1.7581552209926932	1.2718693779089714	1.0793369907787527	1.1988214459970141	0.6500229656413983
TL1a_FP_100	2.7033266443163857	2.8967587305779245	3.102151358538457	1.9367916289698572	4.126738041041976	3.495760853713277	2.324903051822789	1.411033260562424	2.3562396301979973	1.5903385284470488	0.7569366615959688	1.9808047326327625	1.337408275631975	2.0558295443968624	1.877056179981732	2.267238719320457	2.1410204464455904	1.1449845256895577	2.6388740765047793	0.5055426113176613	2.075183572176122	3.0632316487283817	0.846961315257362	1.1292061063457028	0.0	1.5853252297204816	2.669391016205907	2.505702479821964	2.9021252852732724	3.7066609176014715	1.7087559913711963	3.194465365993304	2.3489256080138783	2.060365102734604	1.6726321109099274	2.9089059274128686	2.1981546609289517	2.3176037926625748	1.9303669226587388	2.7113608157677485	2.559457816229936	1.8817086789402784	1.2319366296476297	1.5783577866659677	1.2988336324062288	1.6821628755639864	0.4361711363911389	1.193813616334234	0.37170031748598487	0.5075112898160352	0.872819213412629	1.3778897559297305
TL1a_FP_99	1.2339991069353635	1.4482300812590816	1.5232909306311349	0.35808901387195047	3.4244805178187776	2.0989518918517676	0.7572617680614779	0.7676003263531945	2.3275679787760266	1.0140040646325374	2.303034591595341	0.40812439469068484	0.3434999165407862	2.419169328951437	0.3288410073715136	2.4490028008912015	0.6293395934596697	1.5948672213416446	1.1725640746694657	1.3475532042780245	2.1369596063167235	1.5319292855178335	1.1499706111797592	1.4987962648562574	1.5853252297204816	0.0	2.3183665282677755	0.9439277218306867	2.8355997198169005	2.756210873486124	3.1810341461022156	2.245845895203268	0.8778977602084264	0.5069299923869522	0.5173351529762656	1.6515824373510233	0.6194475144061062	0.8373446007154011	0.4353071404073131	1.286705099835192	0.9939538831923396	0.299539573706129	0.9705434452287164	0.9984565104816262	0.7442364204623648	0.7628603573576058	1.4587914819053454	0.8987845528487425	1.3312690920322996	1.0849026950991023	0.7380059938987976	1.0202316561402904
TL1a_FP_246	3.232385228061611	2.064035671942891	3.053757734277445	2.4531729085831815	1.5128405940289662	2.1814316743955855	2.331772742292411	1.702238865323033	0.5882999250541747	1.3497247599929976	3.303632057833248	2.396129198923174	2.310168122375923	1.116246768560512	2.4484636916029916	0.8331664049899674	2.298324805459851	1.552450091758366	3.202167674119185	2.651263685400694	1.2250632167810303	3.2726998311215674	2.921378504764282	1.5712550683044606	2.669391016205907	2.3183665282677755	0.0	2.7507290763654657	0.8480572334101647	1.4593857197923632	3.9355122324808267	1.104932793675479	2.9822139542296244	2.2200853925833215	1.9067848391268751	1.6084909995563756	2.556182979128538	2.9418557364219353	2.154657948767616	3.350475615621634	2.383992696996909	2.3981769592327047	1.6689962985392248	1.4967572192714662	2.887577990658032	1.660423714732621	2.932318398146669	2.9981178445682772	2.73921546681043	2.5041319966824314	2.4563183058352567	1.463719955020771
TL1a_FP_78	0.493263846086607	1.057516268012909	0.6330738747970035	0.5941752649588278	3.5119032015081757	1.6680549200335768	0.43156015145936993	1.5009110729297996	2.9305387209334106	1.6832719882514564	3.1979760136577258	0.5512409642030072	1.1886146346988768	3.1527049327921506	0.6323837832775236	3.100187572091521	0.527654443460448	2.4464675196628924	0.5054143467617475	2.203104541412066	2.8321397034010385	0.6098801728037572	1.9208321608812466	2.3320700375695522	2.505702479821964	0.9439277218306867	2.7507290763654657	0.0	3.374498257617452	2.7380741432419264	4.091254175734592	2.271118094640204	0.41720801030882354	0.6119627215961754	1.09975869258435	1.5011390430757643	0.36910357356566476	0.41582798678148575	0.7197719680018725	0.6521026051324499	0.4621380297873931	0.6477960095705547	1.818159883712757	1.7137352524989036	1.4480166931536393	1.414787389667953	2.3360234053778512	1.5929385288180922	2.2362638991844053	2.007162847756255	1.6577874075796208	1.7993815643845188
