"","V1"
"K00001",0.000655625084835546
"K00003",0.0007063899157171
"K00004",4.22806996850563e-06
"K00005",0.000148289141822586
"K00008",0.00037498178982046
"K00009",0.000344036974681776
"K00010",3.81014362082931e-05
"K00012",0.000922648798245249
"K00013",0.000376327012949588
"K00014",0.000528649950480809
"K00015",3.52767327899276e-06
"K00016",0.00160212169250366
"K00018",0.000256531003329801
"K00019",1.71146784062456e-06
"K00020",0.000213609603238953
"K00023",9.99549507488631e-07
"K00024",0.00019582221169805
"K00027",0.000755571076046002
"K00029",0.000135844086194386
"K00030",6.78142126514433e-05
"K00031",0.00021591766843903
"K00033",0.000542755660999809
"K00034",2.19802855772496e-06
"K00036",0.000539445185130071
"K00040",8.55555554726423e-05
"K00041",0.000161547524066791
"K00042",7.11827853502598e-05
"K00045",4.89979369957765e-06
"K00046",0.000204938353668896
"K00048",0.00038392208323815
"K00050",3.20658487754309e-05
"K00052",0.000377100846736299
"K00053",0.000376900658322733
"K00054",0.00043929088893495
"K00055",0.000161277074552858
"K00057",0.000862921044589781
"K00058",0.000595731604457386
"K00059",0.00166382769344558
"K00060",5.46981991018622e-05
"K00064",2.90527864543793e-07
"K00065",2.36309759823356e-05
"K00067",0.000708057418627956
"K00068",3.53760931278373e-06
"K00073",2.26638325305024e-06
"K00074",0.000235769841426998
"K00075",0.000927034371619952
"K00076",0.000121611044999378
"K00077",0.000421642138980991
"K00082",6.1289468706088e-06
"K00086",5.6962596581797e-05
"K00087",5.00072544954938e-05
"K00088",0.000881317537010429
"K00090",2.90527864543793e-07
"K00091",3.04080872465987e-06
"K00094",2.90527864543793e-07
"K00096",2.08970671055067e-05
"K00097",0.00018552936524044
"K00098",1.00244619767973e-06
"K00099",0.00043226378648038
"K00100",0.000616725693033629
"K00101",1.10748889490795e-06
"K00102",4.17856507664907e-05
"K00104",6.12073116238668e-05
"K00105",3.43559566272991e-08
"K00108",1.82201091948697e-06
"K00111",0.000609871340390387
"K00112",3.81617676046502e-06
"K00113",4.63313779082918e-06
"K00116",1.75411734803164e-06
"K00117",2.90527864543793e-07
"K00121",1.61707973998036e-06
"K00122",2.60369144309008e-09
"K00123",8.91080256175171e-05
"K00124",6.01562671582585e-05
"K00127",1.77230502514973e-05
"K00128",0.000310136154489393
"K00130",2.21486745183401e-06
"K00131",7.3204648483676e-07
"K00132",1.45776212396776e-06
"K00133",0.000871180805688187
"K00134",0.000900881825286239
"K00135",0.000153585936702876
"K00137",2.90527864543793e-07
"K00138",1.00244619767973e-06
"K00140",2.20710150709796e-06
"K00145",0.000374774498918823
"K00146",2.90527864543793e-07
"K00147",0.000639383820509191
"K00156",1.33421947297251e-05
"K00158",0.000149612731973943
"K00161",0.00030703508095882
"K00162",0.00030683816568358
"K00163",1.10748889490795e-06
"K00164",1.47078153482352e-05
"K00166",4.48158665780175e-06
"K00167",4.48158665780175e-06
"K00169",4.27955617817944e-05
"K00170",4.27955617817944e-05
"K00171",3.49104848660335e-05
"K00172",4.27955617817944e-05
"K00174",0.000290814428924917
"K00175",0.000290931744693154
"K00176",0.000167767327427248
"K00177",0.000168669318881986
"K00179",0.000144882504295876
"K00180",0.000144882504295876
"K00183",7.30825368794664e-08
"K00184",5.49658779293368e-05
"K00185",4.70442597451361e-05
"K00189",1.90660397659351e-07
"K00194",5.15639205510533e-06
"K00196",2.99532490789172e-05
"K00197",6.06484440308584e-06
"K00198",3.28810687337124e-05
"K00208",0.000428285138622447
"K00209",5.80739172159347e-06
"K00210",7.27417599039292e-06
"K00215",0.000847183697700875
"K00216",2.90527864543793e-07
"K00219",3.11626752498763e-06
"K00220",9.99549507488631e-07
"K00226",0.000412081146841884
"K00228",1.10748889490795e-06
"K00230",9.44973883264153e-06
"K00231",3.89187991273785e-06
"K00239",0.000128173325101788
"K00240",0.000127872397669295
"K00241",0.000101437955786395
"K00242",1.95289641997547e-06
"K00243",0.000733261216320054
"K00244",0.000602659956179067
"K00245",2.8947122376805e-05
"K00246",2.89288517425851e-05
"K00247",2.90527864543793e-07
"K00248",0.000119815517820851
"K00249",2.89630687189958e-06
"K00252",1.71407153206765e-06
"K00253",9.99549507488631e-07
"K00254",2.14800032601071e-05
"K00257",9.35158449445403e-05
"K00259",0.000203856437911885
"K00260",2.95274357846499e-06
"K00261",1.06719676385499e-05
"K00262",0.000674647888162084
"K00265",0.000124160323764503
"K00266",0.000759139231093058
"K00274",6.02859692233558e-07
"K00275",1.85788848639085e-05
"K00276",2.90527864543793e-07
"K00278",0.000304015025905512
"K00281",2.74801664789838e-05
"K00282",0.000120550499992977
"K00283",0.000121416902626996
"K00284",0.000205687306903017
"K00285",2.66349660666433e-06
"K00286",0.000832417061936464
