# Constructed from biom file
#OTU ID	TL1a_FP_88	TL1a_DTT_268_Repeat	TL1a_FP_130	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_FP_196	TL1a_DTT_88_Repeat	TL1a_FP_160	TL1a_FP_286	TL1a_FP_232	TL1a_FP_268	TL1a_DTT_160	TL1a_DTT_286	TL1a_DTT_232	TL1A_DTT_628	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	9.0	27.0	6.0	0.0	12.0	27.0	0.0	745.0	4746.0	1159.0	157.0	7.0	40.0	28.0	13.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus	0.0	17.0	11.0	2.0	56.0	43.0	0.0	369.0	97.0	74.0	28.0	4.0	11.0	8.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	7885.0	632.0	41178.0	203.0	198.0	11190.0	218.0	12418.0	4899.0	397.0	23002.0	11988.0	5211.0	44.0	2004.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	495.0	27.0	66.0	16.0	0.0	72.0	0.0	129.0	104.0	0.0	201.0	80.0	98.0	0.0	68.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__	23970.0	19780.0	1164.0	19284.0	40586.0	22061.0	2181.0	6446.0	18184.0	5083.0	9171.0	6572.0	8171.0	26549.0	6007.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	232.0	113.0	0.0	110.0	180.0	71.0	66.0	81.0	70.0	3.0	52.0	614.0	49.0	31.0	6.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	12550.0	12.0	128.0	148.0	24.0	3979.0	369.0	586.0	2756.0	100.0	2509.0	3182.0	66.0	1.0	43.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	150.0	0.0	7601.0	0.0	0.0	4.0	0.0	364.0	0.0	0.0	0.0	263.0	0.0	0.0	509.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	1.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	4486.0	14.0	292.0	28.0	11.0	525.0	30.0	402.0	468.0	107.0	1188.0	228.0	618.0	32.0	282.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Millionella	292.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	0.0	45.0	254.0	38.0	4.0	1550.0	17.0	483.0	4087.0	247.0	5574.0	880.0	1768.0	1.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	168.0	23.0	811.0	0.0	0.0	25.0	14.0	36.0	68.0	0.0	114.0	38.0	6.0	0.0	252.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus	0.0	58.0	0.0	25.0	17.0	0.0	47.0	1.0	10.0	0.0	3.0	0.0	0.0	0.0	96.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	134.0	7289.0	897.0	5540.0	5272.0	10402.0	102.0	2658.0	26348.0	57839.0	13769.0	103.0	4519.0	72573.0	25.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	68.0	0.0	0.0	0.0	0.0	3.0	26.0	1.0	9.0	0.0	51.0	0.0	0.0	1.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	30.0	0.0	17.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	15.0	4.0	3.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Candidatus_Arthromitus	47.0	4680.0	46.0	12.0	11.0	6.0	1486.0	3.0	41537.0	106.0	7.0	4.0	6765.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_1	0.0	76.0	22.0	402.0	0.0	10.0	0.0	3.0	0.0	151.0	89.0	3.0	7.0	96.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__	2155.0	51.0	54.0	77.0	11.0	75.0	42.0	51.0	176.0	37.0	134.0	163.0	211.0	16.0	45.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__	41.0	9.0	23.0	0.0	6.0	6.0	1.0	28.0	38.0	0.0	77.0	47.0	10.0	2.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_UCG-001	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	23.0	0.0	5.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	1160.0	196.0	617.0	215.0	111.0	723.0	384.0	599.0	1078.0	69.0	1313.0	1249.0	1325.0	106.0	349.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor	25.0	34.0	0.0	0.0	7.0	24.0	15.0	14.0	250.0	0.0	84.0	62.0	141.0	13.0	63.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	0.0	53.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	2.0	6.0	230.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	270.0	23.0	0.0	5.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cuneatibacter	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
