NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K03111	145	12.36076545715332	0.016159315	Yes	
row_1	K02314	198	12.343108177185059	0.062040586	Yes	
row_2	K02316	199	12.343108177185059	0.12454058	Yes	
row_3	K02337	200	12.343108177185059	0.18704058	Yes	
row_4	K02338	201	12.343108177185059	0.24954058	Yes	
row_5	K02340	202	12.343108177185059	0.3120406	Yes	
row_6	K02343	203	12.343108177185059	0.3745406	Yes	
row_7	K03470	268	12.343108177185059	0.41658676	Yes	
row_8	K02335	322	12.327807426452637	0.46214846	Yes	
row_9	K02341	335	12.316315650939941	0.52081335	Yes	
row_10	K01972	376	12.209152221679688	0.5705297	Yes	
row_11	K02342	470	11.631501197814941	0.6033078	Yes	
row_12	K03469	689	9.904378890991211	0.5961369	No	
row_13	K03763	1030	8.111541748046875	0.549976	No	
row_14	K03471	2111	3.8035409450531006	0.2673178	No	
row_15	K02339	3112	0.003884732024744153	0.010226866	No	
