NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00012	735	9.70215129852295	-0.14361547	No	
row_1	K00128	911	8.752942085266113	-0.10854556	No	
row_2	K03476	2322	2.771022319793701	-0.46754074	Yes	
row_3	K00880	2502	1.966185212135315	-0.43374714	Yes	
row_4	K08092	2596	1.4057680368423462	-0.37251258	Yes	
row_5	K03475	2598	1.3913404941558838	-0.28192258	Yes	
row_6	K02822	2626	1.2985522747039795	-0.19962867	Yes	
row_7	K03079	2637	1.2780836820602417	-0.11191038	Yes	
row_8	K01630	2726	0.7535933256149292	-0.04908042	Yes	
row_9	K02821	2815	0.35685890913009644	0.013749543	Yes	
row_10	K03077	2883	0.23186258971691132	0.083280206	Yes	
