NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01872	102	12.608147621154785	5.885506E-4	Yes	
row_1	K01867	176	12.343108177185059	0.010486892	Yes	
row_2	K01868	177	12.343108177185059	0.04382023	Yes	
row_3	K01869	178	12.343108177185059	0.07715356	Yes	
row_4	K01870	179	12.343108177185059	0.110486895	Yes	
row_5	K01873	180	12.343108177185059	0.14382023	Yes	
row_6	K01874	181	12.343108177185059	0.17715357	Yes	
row_7	K01875	182	12.343108177185059	0.2104869	Yes	
row_8	K01876	183	12.343108177185059	0.24382024	Yes	
row_9	K01881	184	12.343108177185059	0.27715358	Yes	
row_10	K01883	185	12.343108177185059	0.3104869	Yes	
row_11	K01887	186	12.343108177185059	0.34382024	Yes	
row_12	K01889	187	12.343108177185059	0.37715358	Yes	
row_13	K01890	188	12.343108177185059	0.4104869	Yes	
row_14	K01892	189	12.343108177185059	0.44382024	Yes	
row_15	K01893	190	12.343108177185059	0.47715357	Yes	
row_16	K01866	334	12.316315650939941	0.46458003	Yes	
row_17	K04567	375	12.21763801574707	0.48507226	Yes	
row_18	K01885	395	12.102865219116211	0.5123061	Yes	
row_19	K00604	420	11.933669090270996	0.5379348	Yes	
row_20	K01886	588	10.6497163772583	0.5176565	No	
row_21	K01880	814	9.292013168334961	0.47875872	No	
row_22	K02433	1075	7.867061138153076	0.42862496	No	
row_23	K02434	1077	7.8647589683532715	0.46163726	No	
row_24	K02435	1078	7.8645148277282715	0.4949706	No	
row_25	K09698	1738	5.074184894561768	0.31674695	No	
row_26	K01878	1790	4.87851619720459	0.3337079	No	
row_27	K01879	1791	4.87851619720459	0.36704123	No	
row_28	K09759	2045	4.081523418426514	0.31915465	No	
row_29	K01042	2989	0.04667557403445244	0.049759246	No	
