NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00937	56	13.609197616577148	0.04460291	Yes	
row_1	K04077	293	12.343108177185059	0.031679448	Yes	
row_2	K00850	373	12.224006652832031	0.068931766	Yes	
row_3	K12573	377	12.209152221679688	0.13047299	Yes	
row_4	K04043	407	12.062094688415527	0.18370485	Yes	
row_5	K01689	409	12.060521125793457	0.24588527	Yes	
row_6	K05592	430	11.879371643066406	0.30199343	Yes	
row_7	K03654	483	11.491552352905273	0.3478747	Yes	
row_8	K00970	569	10.725715637207031	0.3832095	Yes	
row_9	K00962	576	10.687265396118164	0.44379193	Yes	
row_10	K03628	613	10.474431037902832	0.49478665	Yes	
row_11	K12574	1137	7.542788028717041	0.3901406	No	
row_12	K11927	1313	6.538732528686523	0.39671218	No	
row_13	K08300	2602	1.370686411857605	0.04757906	No	
row_14	K03666	2865	0.24958109855651855	0.026346236	No	
row_15	K08311	2914	0.1829380989074707	0.07350587	No	
