metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Type	k__Bacteria.p__Verrucomicrobia	Mucosal	1.43445188271352	0.16692723299816	18	2	0.000053345041599253	0.000960210748786554
Type	k__Bacteria.p__Bacteroidetes	Mucosal	0.646022198908417	0.113199197236109	18	18	0.000886481286007791	0.00797833157407012
Type	k__Bacteria.p__Cyanobacteria	Mucosal	-2.17269558932571	0.801518966328356	18	2	0.0249194915306998	0.149516949184199
Type	k__Bacteria.p__Actinobacteria	Mucosal	-0.653891661077532	0.281225460112989	18	8	0.0516924335100488	0.23261595079522
Sequencing_Run	k__Bacteria.p__Actinobacteria	Two	1.08513068430148	0.799509906129504	18	8	0.217659255802976	0.530795132767382
Sequencing_Run	k__Bacteria.p__Bacteroidetes	Two	0.506731203696596	0.427318460044072	18	18	0.277848215270295	0.530795132767382
Sex	k__Bacteria.p__Bacteroidetes	M	-0.480739525690431	0.401367387228829	18	18	0.272811582150866	0.530795132767382
Sequencing_Run	k__Bacteria.p__Cyanobacteria	Two	-1.17235011024266	1.1074815658578	18	2	0.324374803357845	0.530795132767382
Sex	k__Bacteria.p__Firmicutes	M	-1.13793552826092	0.755247035074983	18	18	0.174545309794875	0.530795132767382
Type	k__Bacteria.p__Firmicutes	Mucosal	-0.278351573173958	0.204493805391761	18	18	0.214032313625877	0.530795132767382
Sequencing_Run	k__Bacteria.p__Proteobacteria	Two	0.537972776974847	0.504340275129165	18	18	0.320464455812978	0.530795132767382
Sequencing_Run	k__Bacteria.p__Verrucomicrobia	Two	1.03658671094358	1.13147980829408	18	2	0.389977635786535	0.584966453679802
Sex	k__Bacteria.p__Actinobacteria	M	-0.556447634795534	0.753157941469793	18	8	0.483911104819949	0.622171420482792
Sequencing_Run	k__Bacteria.p__Firmicutes	Two	-0.638269748057824	0.80433055552434	18	18	0.453233859306249	0.622171420482792
Sex	k__Bacteria.p__Verrucomicrobia	M	0.579285290690927	1.0597895042777	18	2	0.6014968259787	0.72179619117444
Sex	k__Bacteria.p__Cyanobacteria	M	0.499183860101064	1.06095765272311	18	2	0.651263159104081	0.731637867359295
Type	k__Bacteria.p__Proteobacteria	Mucosal	0.129879302257099	0.31560395235297	18	18	0.690991319172667	0.731637867359295
Sex	k__Bacteria.p__Proteobacteria	M	0.0694145712465685	0.48090407156249	18	18	0.888975040703174	0.888975040703174
