# Constructed from biom file
#OTU ID	TL1a_FP_102	TL1a_FP_174	TL1a_FP_144	TL1a_FP_66	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_DTT_78	TL1a_DTT_210	TL1a_DTT_246	TL1a_DTT_66	TL1A_DTT_642	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	4.0	3.0	0.0	26.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus	0.0	10.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	5.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	18555.0	20314.0	62024.0	44549.0	20436.0	47248.0	15043.0	5200.0	6936.0	11680.0	2576.0	4824.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	387.0	104.0	84.0	68.0	34.0	148.0	102.0	18.0	0.0	134.0	0.0	68.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__	22455.0	24115.0	164.0	969.0	4770.0	88.0	29307.0	28.0	438.0	8838.0	38.0	5007.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	524.0	143.0	0.0	21.0	17.0	5.0	97.0	0.0	0.0	80.0	0.0	22.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	10113.0	1626.0	8.0	212.0	1076.0	22.0	6151.0	0.0	0.0	2828.0	0.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	2396.0	422.0	8775.0	575.0	0.0	6724.0	0.0	1245.0	0.0	0.0	512.0	942.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001	267.0	87.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	13.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	3121.0	1535.0	330.0	316.0	435.0	713.0	898.0	427.0	0.0	1137.0	190.0	473.0
