	IL17DTT115	IL17DTT116	IL17DTT117	IL17DTT118	IL17DTT119	IL17DTT120	IL17DTT127	IL17DTT128	IL17DTT129	IL17DTT130	IL17DTT131	IL17DTT132	IL17DTT143	IL17DTT144	IL17DTT139	IL17DTT140	IL17DTT141	IL17DTT142	IL17DTT188	IL17DTT189	IL17DTT201	IL17DTT202	IL17DTT203	IL17DTT199	IL17DTT200	IL17DTT217	IL17DTT218	IL17DTT219	IL17DTT220	IL17DTT221	IL17DTT222	IL17DTT25	IL17DTT26	IL17DTT27	IL17DTT28	IL17DTT29	IL17DTT105	IL17DTT106	IL17DTT103	IL17DTT104	IL17DTT53	IL17DTT49	IL17DTT50	IL17DTT51	IL17DTT52	IL17DTT85	IL17DTT86	IL17DTT87	IL17DTT88	IL17DTT89	IL17DTT90	TKODTT7	TKODTT8	TKODTT9	TKODTT10	TKODTT11	TKODTT12	TKODTT1	TKODTT2	TKODTT3	TKODTT4	TKODTT5	TKODTT6	TKODTT43	TKODTT44	TKODTT45	TKODTT46	TKODTT47	TKODTT48	TKODTT49	TKODTT50	TKODTT51	TKODTT52	TKODTT53	TKODTT54	TKODTT31	TKODTT32	TKODTT33	TKODTT34	TKODTT35	TKODTT40	TKODTT41	TKODTT42	TKODTT37	TKODTT38	TKODTT39	TKODTT25	TKODTT26	TKODTT27	TKODTT28	TKODTT29	TKODTT30	TKODTT16	TKODTT17	TKODTT18	TKODTT22	TKODTT23	TKODTT24	TKODTT19	TKODTT20	TKODTT21	TKODTT58	TKODTT59	TKODTT60	TKODTT55	TKODTT56	TKODTT57	TKODTT61	TKODTT62	TKODTT63	TKODTT64	TKODTT65	TKODTT66	TKODTT69	TKODTT70	TKODTT71	TKODTT72	TKODTT78	TKODTT73	TKODTT74	TKODTT75	TKODTT76	TKODTT77	TKODTT79	TKODTT80	TKODTT81	TKODTT82	TKODTT83	TKODTT84	TKODTT87	TKODTT88	TKODTT89	TKODTT90	TKODTT98	TKODTT99	TKODTT100	TKODTT101	TKODTT102	TKODTT97	TKODTT91	TKODTT92	TKODTT93	TKODTT94	TKODTT95	TKODTT116	TKODTT117	TKODTT118	TKODTT119	TKODTT120	TKODTT115	TKODTT103	TKODTT104	TKODTT105	TKODTT106	TKODTT107	TKODTT108	TKODTT109	TKODTT110	TKODTT111	TKODTT112	TKODTT113	TKODTT123	TKODTT124	TKODTT125	TKODTT126	TKODTT136	TKODTT137	TKODTT138	TKODTT133	TKODTT134	TKODTT135	TKODTT127	TKODTT128	TKODTT129	TKODTT130	TKODTT131	TKODTT132	TKODTT139	TKODTT140	TKODTT141	TKODTT142	TKODTT143	TKODTT144	TKODTT145	TKODTT146	TKODTT147	TKODTT148	TKODTT149	TKODTT150	TKODTT154	TKODTT155	TKODTT156	TKODTT151	TKODTT152	TKODTT153	TKODTT157	TKODTT158	TKODTT159	TKODTT160	TKODTT161	TKODTT162	TILCDTT445	TILCDTT446	TILCDTT448	TILCDTT449	TILCDTT450	TILCDTT553	TILCDTT554	TILCDTT556	TILCDTT557	TILCDTT558	TILCDTT613	TILCDTT614	TILCDTT615	TILCDTT616	TILCDTT617	TILCDTT618	TILCDTT379	TILCDTT380	TILCDTT382	TILCDTT383	TILCDTT384	TILCDTT351	TILCDTT352	TILCDTT353	TILCDTT354	TILCDTT349	TILCDTT350	TILCDTT603	TILCDTT605	TILCDTT606	TILCDTT601	TILCDTT602	TILCDTT478	TILCDTT479	TILCDTT480	TILCDTT475	TILCDTT476	TILCDTT19	TILCDTT20	TILCDTT22	TILCDTT23	TILCDTT24	TILCDTT425	TILCDTT426	TILCDTT421	TILCDTT422	TILCDTT424	TILCDTT392	TILCDTT393	TILCDTT394	TILCDTT395	TILCDTT396	TILCDTT643	TILCDTT644	TILCDTT645	TILCDTT646	TILCDTT647	TILCDTT648	TILCDTT505	TILCDTT508	TILCDTT509	TILCDTT510	TILCDTT589	TILCDTT590	TILCDTT591	TILCDTT592	TILCDTT593	TILCDTT594	TILCDTT295	TILCDTT296	TILCDTT298	TILCDTT299	TILCDTT300	TILCDTT575	TILCDTT576	TILCDTT571	TILCDTT572	TILCDTT574	TILCDTT269	TILCDTT270	TILCDTT265	TILCDTT266	TILCDTT268
IL17DTT115	0	1.498878356	1.684002625	1.291201858	1.267265706	1.315227419	0.472858924	2.283316534	1.444952178	1.881404163	0.613987448	0.631322979	2.536415926	2.289041962	0.694915307	1.013325007	1.563123415	2.572553143	1.906048754	1.639022629	2.178397774	2.476541729	2.465629275	1.955599972	2.122991336	0.602689079	1.421028631	1.699464435	1.547412369	1.014035596	1.159272342	0.908655955	1.869764388	1.470269898	2.84995452	2.520378833	1.17214183	1.229622936	0.632302877	1.293302903	1.792308155	0.327744743	1.399636938	1.493195588	1.907454294	0.578230176	1.639613883	1.611611487	1.667742616	0.340660793	1.153676541	0.130463461	2.013282089	2.101339035	2.714857888	2.688007131	1.437537362	1.283948895	0.603134329	1.282238904	1.133358194	1.349348568	0.614766661	0.826405657	2.279591525	2.175546443	1.940351467	1.677284258	0.893842765	2.301976916	2.741105064	2.654726917	2.949207306	1.558701459	1.737493518	1.321836902	2.734032474	2.576233768	2.473414426	1.607259428	2.854141623	2.416044459	1.165683371	1.445424506	2.755300742	2.779135803	1.373281384	2.163060732	2.339295225	2.625885406	1.534679501	0.837299737	1.310777763	0.590991584	0.444657089	1.576952511	1.138768804	1.111660442	1.17924214	1.997521823	1.747138793	1.239066087	1.102933348	1.011300807	1.285250168	1.742699716	1.627263296	0.908698184	1.959812808	2.22017609	2.150731551	2.106620232	1.532981997	2.556355474	2.51782343	2.53066549	1.764721181	0.540783583	1.189040779	1.695503988	1.496307208	1.428912341	1.240645734	1.183267644	2.051377289	2.250997512	2.111587218	0.945301234	0.494184307	2.08177584	2.646660145	1.996179869	1.716201663	1.895297466	1.761296888	1.926115449	1.162567565	1.392186156	1.695094296	0.831056127	1.505575708	1.339066919	1.537386628	1.1632254	2.547403632	1.890581765	1.974476144	1.477187698	1.149915625	1.832704499	0.800887855	1.519516826	1.50316274	2.371149676	2.139132734	1.599477328	0.538335635	1.375015326	1.195056337	1.931103928	2.145087928	1.313870354	2.579194005	1.027403808	0.835833286	1.947371163	1.133988595	1.294395116	1.554848823	1.618521445	1.453428781	0.666448554	1.916137542	1.704490171	1.226883607	1.162291106	0.207522087	0.881571356	1.68474692	1.748818944	1.500734213	1.374066234	0.320887272	0.981434974	1.565733858	1.427600038	1.865882594	1.725303774	1.527936058	0.857490837	1.241834088	0.881069797	0.980221028	1.975939381	1.823251913	1.305934871	1.478800786	1.539433732	1.311735693	0.694100489	0.949024965	0.951559442	1.340737852	1.992782676	1.969317574	2.21479116	0.949280413	0.907486009	2.040961877	1.664092048	1.383168766	0.316043497	1.575784009	1.235726242	1.785991853	2.440525854	1.389354364	1.357088439	2.153674081	2.834519689	2.880622584	2.609548898	3.326632917	2.88094883	3.030763988	2.702137813	2.364537059	3.211808114	1.95380292	1.80790481	1.340393819	0.980628942	2.054633566	2.290514519	2.589777982	2.363379695	2.31587321	2.220093346	0.640316746	2.40894733	1.658915539	1.855460196	1.711084642	2.212490696	1.630951124	1.810397573	2.366110614	2.815494641	2.51629014	2.662103894	1.940434668	2.39055175	2.121160089	1.005065235	1.775631402	2.015107326	1.514558529	1.808223425	1.715948562	0.917614165	2.18470582	1.861253011	1.157331329	1.305841527	2.154396595	2.074369823	2.765802873	2.12518267	1.595008677	1.021401587	1.549135269	2.30614248	2.576634589	2.771132475	1.963292085	1.616899513	0.272474509	1.217597717	2.205918628	2.23075814	1.715130953	1.806943637	2.19487108	2.408392613
IL17DTT116	1.498878356	0	0.229125167	2.734109836	2.57380986	2.32497393	1.495758539	1.170069462	2.900724253	0.822902729	2.028491129	2.055903868	2.663393453	2.296636869	0.90841448	0.53418282	0.547059322	3.029337892	0.819548923	0.280747598	1.136191433	2.771100398	2.7882031	0.864567137	1.004366146	1.814472953	0.238908117	0.766194201	3.009533063	2.505139575	2.639588655	2.195168511	0.904156926	0.75572841	3.190825552	2.849531524	0.400702527	2.399448219	1.569659183	0.304414619	2.035192197	1.566859603	0.464589026	0.672845299	3.002021636	0.951396928	0.395392823	0.633218595	2.61134485	1.522602537	0.535250143	1.459366579	1.115027734	1.30906531	3.099936614	2.992166416	2.652394707	0.605628169	1.331245167	0.242516779	2.561471026	2.549202973	1.234741912	0.968500985	1.018980194	0.89662963	2.463510499	2.348334163	1.145177944	1.433501396	1.638504549	1.657793598	3.295605209	2.488909501	1.699831006	0.242378388	1.783861484	1.668530161	2.285551836	1.970968372	3.145201044	2.907612823	1.745582805	0.88381385	1.723939389	1.824433106	0.614854821	1.002124108	1.215169058	3.045722287	2.607019994	1.540333947	2.759346053	1.983751359	1.700633529	2.95951908	2.636209219	2.521428123	0.720481306	0.770669614	0.773094892	2.718714341	2.576835766	2.249518185	0.66691332	0.430485578	0.241532753	0.688078618	0.876610806	1.235525193	2.641523286	2.900246883	2.162080192	1.82922891	3.024283034	3.062126421	2.082245523	1.848136799	0.828283978	0.343237021	0.2677225	2.420752576	2.439957592	0.576850932	0.760185461	1.008158606	2.685747299	1.666110129	1.029536724	1.025622017	2.598086238	2.730869769	2.332070784	1.078326409	0.894405645	2.590180958	2.29001515	1.57087071	1.225313495	1.131141966	0.199662643	0.319747623	2.849675158	2.1724207	1.694251559	0.818933578	2.400627428	2.061563924	0.654552072	1.070661845	0.954039318	0.704492042	0.689284763	2.53101117	2.474249274	1.662663462	1.381670204	0.218180567	0.353234754	2.672001315	2.928063181	0.236850688	3.104194625	2.064209845	1.81026631	2.872676452	2.626707375	2.445683142	0.784532057	0.607015888	0.553717331	1.266440356	0.760487397	0.515399778	1.721272716	2.190206545	1.357867105	1.151912656	0.448613781	0.406745942	2.695733637	2.535626726	1.412312306	1.945911879	0.183600204	0.140131433	3.080845823	2.864744408	2.726940029	1.940717169	2.561177755	1.55062341	1.329767215	0.652029897	0.420256588	0.506264113	0.111996614	0.121197042	0.321966255	1.254028004	0.782616041	1.982115215	0.895363575	2.789642937	2.644584567	2.668602287	1.438544907	1.035977524	2.941417045	2.848288517	2.505851354	1.408221176	0.724723373	0.731306422	2.96391365	2.761756626	2.867834366	1.26996935	1.68856602	3.172407066	3.250732734	3.12794015	2.671412842	3.301487703	3.317411854	3.169029411	1.857076036	2.499878066	1.288347866	3.059742461	2.751703523	1.267484336	1.35422307	2.85652847	2.969059881	2.956885461	1.702813545	1.60449548	1.45558836	1.7883433	2.736835076	2.905536705	2.673825103	2.817832009	2.585130747	1.897269949	1.76890449	3.037521254	1.832328955	2.267964753	2.786349161	2.621608535	2.438500109	0.97731782	0.98846516	1.561930228	2.718596179	2.672569694	3.126275785	1.319688847	3.025426769	2.744961137	2.47394079	0.951761541	1.440649717	1.44229908	3.196698362	2.985216233	2.158707778	1.775939808	0.97909443	2.60122477	2.856201463	2.967123045	2.467974447	2.194124477	1.387942534	0.959742949	2.749660129	2.641767362	2.706193732	1.562491689	1.697187519	2.941594679
IL17DTT117	1.684002625	0.229125167	0	2.936928806	2.787999484	2.549543057	1.659577383	0.998551331	3.063553029	0.67669495	2.210096879	2.258449399	2.675841585	2.290414374	1.073909453	0.702440934	0.470018753	3.063516578	0.703534537	0.174199955	0.978320933	2.775050847	2.812289196	0.716559517	0.835920419	2.030414991	0.306881698	0.671689747	3.175768985	2.686905605	2.835065181	2.402805151	0.784387592	0.734509094	3.207220213	2.873659315	0.604591855	2.548559193	1.790579986	0.508224746	2.089942739	1.764439735	0.458161113	0.618172016	3.118628962	1.150709597	0.294623372	0.54941151	2.706691173	1.706656237	0.62506897	1.635147334	0.983412691	1.186743879	3.125866129	3.017745346	2.798691463	0.676713741	1.552689793	0.402701751	2.717181737	2.698200933	1.456279946	1.175366331	0.832022491	0.716120273	2.501945369	2.417383972	1.279842452	1.29712224	1.478605569	1.49761204	3.318791292	2.599345292	1.716632247	0.394245367	1.616889912	1.510549092	2.215291112	2.005919037	3.152747625	2.942216208	1.864120484	0.885458245	1.56224562	1.660109541	0.625125091	0.826053723	1.035589483	3.0778727	2.725824101	1.693818238	2.917908236	2.138828651	1.896766169	3.117884935	2.820252848	2.726744041	0.771474159	0.592701268	0.655790867	2.901322427	2.771042583	2.45735985	0.720356867	0.280563193	0.103358227	0.829597702	0.736232216	1.089104432	2.681421777	2.987629204	2.293560189	1.686967787	3.066099991	3.113802369	2.118738491	2.018934732	1.034854972	0.15536586	0.379482727	2.528996348	2.583775858	0.668824238	0.57829778	0.810845532	2.731080984	1.766088824	1.230248262	0.867696206	2.541965737	2.799241486	2.404637619	0.963974897	0.782496983	2.642383395	2.402946063	1.586010193	1.169360118	1.350282214	0.210813872	0.384125679	3.004747112	2.395256047	1.547198154	0.666794351	2.426612414	2.120069385	0.723256424	0.974155024	1.077052499	0.653372947	0.642621017	2.517708071	2.504154314	1.66623587	1.58512906	0.334615069	0.499185258	2.740239233	3.028322972	0.384847137	3.147291224	2.17749501	1.932757766	2.962749429	2.814690989	2.658053685	0.738844511	0.527610701	0.518728414	1.474914912	0.612855053	0.393641429	1.772572496	2.321748637	1.551829091	1.36374758	0.307833998	0.218120655	2.90896773	2.753227157	1.620716888	2.164359568	0.162090728	0.280026787	3.299441571	3.080665092	2.942393	2.162397752	2.771612665	1.777258734	1.538550512	0.482844161	0.20138226	0.709992223	0.294626343	0.164750649	0.548288967	1.455083408	1.005089689	2.108412279	0.895407398	2.869946837	2.722385409	2.70961505	1.514654267	1.117933321	3.02949759	2.96612396	2.615626775	1.564674023	0.663493609	0.757323432	3.099807359	2.793125882	3.036175011	1.284885957	1.607833494	3.190167891	3.275852551	3.172964205	2.5289561	3.338299045	3.342292021	3.214878503	1.755567979	2.357233555	1.187978584	3.188750532	2.899480015	1.338680137	1.242795168	2.910835064	3.003224076	3.005137347	1.601010928	1.511567972	1.573937132	1.674174619	2.837753155	3.017100728	2.761826137	2.881705128	2.677413923	1.901989455	1.654684914	3.037897314	1.71488809	2.171170899	2.863171027	2.627563855	2.460724733	1.075088687	0.895986276	1.478312907	2.834673679	2.760414597	3.322832095	1.410958584	3.104177233	2.833066331	2.608069242	0.961013357	1.322742522	1.330756928	3.226889874	3.058712848	2.199780321	1.880063893	0.948306483	2.621003811	2.885070321	2.987482639	2.514247004	2.246521516	1.557754644	0.990737022	2.800928926	2.675761242	2.8075387	1.531825719	1.613545263	2.978254357
IL17DTT118	1.291201858	2.734109836	2.936928806	0	0.447814288	1.01313913	1.542050746	3.565235531	0.991076397	3.170513399	0.990500656	0.680420172	3.35180438	3.234088901	1.918603859	2.25519248	2.853442225	3.188937253	3.180731017	2.906356165	3.458347168	3.25445426	3.192791022	3.241212254	3.408866826	0.982517451	2.689596412	2.985542087	0.990494349	0.621981729	0.300932181	0.660916585	3.151345623	2.750783487	3.506655024	3.232158534	2.371677025	1.496863541	1.256874743	2.490255953	2.676532239	1.18949974	2.688093315	2.783246337	2.030841316	1.787144655	2.918164638	2.901438769	2.102462761	1.379529092	2.442171226	1.38245193	3.287884756	3.357967014	3.355290051	3.371628953	1.526129439	2.553541425	1.469965467	2.536605267	1.031395903	1.498533692	1.557081241	1.868806808	3.562350138	3.455554607	2.68276236	2.367632059	2.062751294	3.556331551	3.997857014	3.912403038	3.56933233	2.009070241	2.800487125	2.579782108	3.990240861	3.830628667	3.532072745	2.546822191	3.552085655	3.050233323	2.042247428	2.706024008	4.011226856	4.031799503	2.659683906	3.449342781	3.623196147	3.253649568	1.843170154	1.786008625	0.991017118	1.14178198	1.084428606	1.256816946	0.511866281	0.24083585	2.467127857	3.28422043	3.036266502	0.468191076	0.263137771	0.706938925	2.559791509	3.018908513	2.891728254	2.195388267	3.242407347	3.491154456	2.843747106	2.508457468	2.130154885	3.781525877	3.102765718	3.074123726	2.665603752	1.23721142	2.191214526	2.965152412	2.697666162	1.903921489	1.491521233	2.463316985	3.332565492	3.539296332	2.759233273	1.933258312	1.714867604	3.366114868	3.619083557	2.528737631	2.414286238	3.168020803	3.045894853	2.56449812	1.654800071	2.49984943	2.931017938	1.747728542	2.771239853	2.615260771	1.382204009	1.13661101	3.791312043	3.180504063	2.778545166	2.323138295	2.440039842	3.10048552	2.077353674	2.807930041	2.792049095	3.257043095	2.930480237	2.692724819	1.422108509	2.622841264	2.453230362	2.482452749	2.4987834	2.56177564	3.136821606	1.70572979	1.694257807	2.298310044	0.468032021	0.806423389	2.835366436	2.90616123	2.744391171	1.568662749	3.200476487	2.98873348	2.238015799	1.694848311	1.416551122	1.774435325	2.96816695	3.024583613	0.755282546	0.770113414	1.330566384	1.100887041	2.812335985	2.668897341	0.88057688	0.942287348	0.743780205	1.048113863	0.704683669	1.440503163	1.722011334	3.250313298	3.092430173	2.42526218	2.698101271	2.784057304	2.492016852	1.608568909	2.035413689	1.659962254	2.613580033	2.452440123	2.523196365	2.9059605	2.076425018	2.164260569	2.384335856	1.789438526	1.751141436	1.515402931	2.862078347	2.523331841	1.788152693	3.157698601	0.844384723	2.555352136	3.333805738	3.492382644	3.497641957	3.158918452	4.489280688	3.444615133	3.659132743	3.255625815	3.542471865	4.392172392	3.201647763	1.739432357	1.146361257	2.174131259	3.301275715	2.870124433	3.239962712	2.923044615	3.516593476	3.424611676	1.767754996	3.611212027	1.956930664	2.062153894	2.129735208	2.767274348	2.081813487	2.832828424	3.569033038	3.56512835	3.719885402	3.777899637	2.392689843	3.210582282	2.940451386	2.249236185	3.049300964	3.214778811	1.693739747	2.26706216	0.568216917	2.084735507	2.553974708	2.283603513	1.340536998	2.570917968	3.396304619	3.310462915	3.363555531	2.512829593	2.429911268	1.930339272	2.808991987	3.092136406	3.28665426	3.495517007	2.692289407	2.419316429	1.458300561	2.480328965	2.829025531	2.953947746	2.070137639	2.96101893	3.377272994	3.017519295
IL17DTT119	1.267265706	2.57380986	2.787999484	0.447814288	0	0.583388688	1.587218955	3.509698699	1.406849093	3.109577151	1.137227504	0.658432249	3.51569774	3.374568217	1.810619905	2.121781139	2.775643058	3.434571434	3.108302207	2.777277299	3.413724699	3.476278699	3.403022725	3.176861656	3.347159554	0.816783259	2.566849462	2.933158432	1.418703773	0.95618171	0.677713519	0.433062385	3.104779294	2.710069913	3.74304754	3.446246258	2.198237228	1.747634173	1.020940971	2.309996244	2.801976027	1.076443823	2.602424294	2.728558795	2.368780422	1.654239636	2.808617135	2.834477153	2.392045674	1.385753229	2.362471023	1.383681837	3.263479474	3.357982291	3.591410953	3.580760339	1.829616128	2.480881686	1.256145672	2.399257797	1.380665585	1.779056656	1.351102081	1.658931395	3.472744037	3.358038726	2.914422619	2.597041792	2.055897857	3.550237583	3.947954548	3.891190617	3.801969145	2.265021921	2.8880874	2.448846774	3.98565992	3.82986669	3.670332814	2.713314127	3.782222284	3.300826071	2.140913438	2.682995809	3.982964219	4.026184007	2.598797605	3.380259342	3.568180006	3.491225905	2.139232527	1.82903847	1.383553967	1.308565052	0.967152835	1.645733341	0.896540831	0.308199496	2.424842629	3.195785923	2.981459128	0.827199092	0.59040648	0.426226246	2.502046601	2.903020551	2.756973416	2.12061709	3.178330293	3.458199202	3.076733008	2.783206301	2.239691586	3.818944505	3.353990071	3.321874739	2.829997301	1.357183292	1.936406108	2.836567013	2.516219507	2.172447713	1.767312495	2.388818199	3.230496214	3.455710458	3.010491082	2.066455435	1.599794584	3.315267803	3.793466657	2.801047361	2.625680286	3.151354463	3.010627207	2.825161971	1.925584558	2.60813272	2.958532457	1.501257594	2.641375366	2.503246147	1.731096191	0.941068038	3.799802913	3.117810131	2.994571625	2.518802029	2.384102436	3.08824588	2.056601799	2.758455272	2.740876877	3.449452781	3.125705329	2.804361785	1.234316001	2.478742578	2.324127087	2.752824193	2.750753734	2.418578915	3.394785227	1.926809852	1.854790894	2.608419131	0.845130282	0.413229289	2.795513861	2.833553087	2.6726329	1.350983149	3.12097522	2.893000072	2.382199999	1.911538421	1.355309389	1.521341505	2.863753139	2.903682531	0.386212088	0.329999699	1.206292737	0.745521511	2.66140328	2.515932761	0.613092084	0.579994561	0.362535487	0.851896013	0.778442323	1.141373816	1.433306975	3.136712836	2.960184707	2.205241458	2.525798115	2.630741524	2.302911461	1.398922799	1.823235604	1.853550711	2.602601046	2.731819025	2.762497242	3.129235225	2.166372343	2.167184439	2.693616857	2.143115972	2.056868571	1.526398079	2.812169293	2.483067288	2.123781119	3.35824173	1.26450308	2.609062767	3.396136584	3.725830056	3.734221385	3.413252418	4.567769392	3.683388921	3.870884394	3.493850223	3.611783633	4.452691126	3.216190428	2.120877715	1.526592367	2.231496542	3.316212738	3.117549652	3.460586977	3.189646105	3.559071802	3.459222454	1.846669869	3.66011672	2.286110404	2.385780803	2.43622629	3.012628589	2.374598918	2.964472645	3.621642715	3.779838891	3.758113086	3.884590222	2.68930163	3.408506582	3.137045977	2.23987843	3.028236619	3.272999859	2.039166093	2.548832804	0.752010495	2.148324724	2.860979567	2.575553995	1.658713436	2.570425932	3.414630017	3.340197275	3.611267901	2.828895552	2.640653252	2.079826866	2.801108738	3.292584267	3.480659581	3.677392845	2.913122043	2.630590255	1.424705511	2.481928644	3.069100849	3.172107897	2.373848209	3.034393588	3.43495688	3.278856637
IL17DTT120	1.315227419	2.32497393	2.549543057	1.01313913	0.583388688	0	1.646706417	3.356060079	1.900813942	2.96699197	1.369157235	0.880843562	3.604027133	3.444128299	1.70531492	1.94624178	2.626793351	3.634620946	2.938409258	2.558315816	3.276741516	3.65379702	3.557440952	3.023012595	3.192553201	0.761284579	2.364373778	2.804268143	1.924909378	1.39762416	1.179810966	0.634534465	2.974650024	2.601502444	3.92438862	3.604204401	1.95893121	2.014947511	0.804948694	2.054352033	2.863236674	1.073031466	2.45349413	2.615956702	2.717775498	1.508720483	2.612459412	2.69388538	2.685466994	1.421513201	2.229059157	1.441582041	3.158369176	3.278718503	3.774531945	3.725906065	2.154486011	2.333644215	1.027493299	2.192576754	1.812409996	2.078890521	1.120258763	1.421869566	3.277200599	3.154561813	3.123818069	2.808505363	2.002469865	3.453897187	3.779350218	3.765213032	3.973971853	2.513279234	2.909614284	2.238307711	3.883980909	3.736634765	3.755368689	2.852315449	3.956225083	3.514079813	2.200601173	2.590740463	3.843848678	3.919696446	2.471149713	3.215281165	3.415781787	3.678112544	2.445415536	1.844188918	1.861511897	1.587735644	1.00561505	2.086366096	1.388506075	0.829510316	2.334888041	3.013479952	2.852187551	1.362673722	1.109270452	0.597468911	2.375196509	2.69548755	2.536969021	2.004713447	3.022155259	3.331294601	3.274274201	3.034484139	2.296392196	3.77872729	3.562597438	3.52362662	2.951474535	1.528743609	1.603573256	2.626235598	2.25739724	2.448200123	2.06598271	2.24976454	3.0272503	3.273588435	3.235963534	2.20098983	1.471501289	3.175568702	3.918052851	3.056835791	2.807150958	3.06174206	2.907853403	3.074605068	2.239651948	2.704454468	2.930050136	1.211757094	2.428917962	2.325356344	2.116388706	0.771047037	3.716584718	2.974134702	3.183387167	2.702870347	2.278592944	3.003454646	2.011257313	2.643731718	2.624946518	3.59466915	3.271263045	2.879502914	1.098879801	2.266003203	2.137071658	3.009463969	2.96997188	2.207876181	3.611045232	2.175923988	2.033846006	2.917951218	1.329610106	0.477403447	2.684987986	2.682664608	2.537192655	1.145326493	2.948446664	2.711205832	2.531749645	2.132570733	1.326144991	1.235837508	2.677141785	2.695903158	0.589877416	0.376274115	1.118363645	0.450537622	2.431161762	2.286753889	0.816234151	0.65689654	0.563597713	0.709056901	1.026113366	0.780543427	1.116205375	2.919608914	2.736687391	1.899718008	2.267833339	2.395134045	2.022491353	1.211461091	1.546284172	2.063636767	2.544163928	2.995209263	2.9695801	3.309033123	2.263765252	2.163957804	2.997885236	2.530108792	2.398451711	1.59745738	2.691447317	2.399431567	2.475775617	3.498370171	1.773963753	2.624422942	3.3881337	3.903015142	3.913415633	3.622970695	4.557074143	3.864415739	4.011084493	3.67780608	3.610718587	4.418096256	3.162103588	2.540108532	1.994032376	2.279538002	3.258951412	3.326516216	3.623874122	3.425384204	3.519447299	3.410229373	1.95378903	3.630594806	2.642870812	2.716012755	2.757628739	3.220134101	2.677568753	3.047533122	3.601143517	3.93406889	3.707482258	3.922001767	2.982899191	3.553077056	3.28797763	2.185208064	2.934857548	3.27334309	2.430843919	2.823654509	1.29829746	2.197421068	3.157731105	2.862589345	2.048330168	2.526145771	3.357519551	3.306047398	3.809060544	3.144470486	2.850811581	2.22463717	2.72773658	3.440526738	3.607424283	3.782529979	3.100866769	2.828082404	1.461352557	2.442987162	3.271402024	3.345513561	2.683637391	3.048170913	3.418144228	3.508160566
