	shannon_entropy
Vil1-01B-FP11	3.585198645941044
SLCFP072	4.038537805735841
Lyz2-02B-FP222-S70	1.0461501121508197
SLCFP021	4.462634266347268
Itg-22-FP518-S21	3.4903507374410547
SLCFP069	4.892825492650553
Lyz2-04B-FP244-S41	5.20358121521304
LYZFP308	4.010903636088151
SLCFP111	5.931197133438526
Vil1-05B-FP57	6.619943982115911
LYZFP307	3.5290289100627295
Vil1-03B-FP35	3.000516618137503
Itg-02-FP409-S9	5.905702336949454
Vil1-01B-FP07	5.0531600020218335
Lyz2-04B-FP243-S92	4.13591274493352
Vil1-13B-FP153	2.8875591194237016
Vil1-07B-FP82	3.252096858881137
Lyz2-07B-FP283-S81	2.8985356374577327
Lyz2-04B-FP245-S42	5.737855107780992
Itg-20-FP508-S11	4.5678544181287615
Vil1-10B-FP115	4.462490092706549
LYZFP331	1.5775818000624153
SLCFP131	4.0219222565981
Vil1-01B-FP08	5.588912118438059
Vil1-10B-FP116	5.254867091415696
Vil1-14B-FP167	1.8800437428507801
SLCFP078	3.0249703757055317
SLCFP070	3.6212977325589217
Vil1-04B-FP46	3.0352189126069327
LYZFP304	4.080333769079996
Vil1-06B-FP67	5.927091186495629
Lyz2-01B-FP208-S56	6.196181804152285
SLCFP067	4.376398802530841
Vil1-14B-FP163	6.277922412491253
Lyz2-06B-FP271-S69	4.563070346104941
SLCFP023	3.446043878782702
Vil1-09B-FP108	2.1066075893208853
Itg-22-FP515-S18	5.460133847927713
SLCFP051	5.954799281068392
Lyz2-05B-FP255-S52	4.633513844986427
Vil1-02B-FP22	4.638566735689368
Lyz2-01B-FP210-S58	0.787207630920692
LYZFP328	5.246838498368605
Itg-24-FP528-S31	6.1259490505432295
Vil1-05B-FP58	2.058427497491397
Vil1-04B-FP43	5.671462584075514
Vil1-08B-FP95	1.987661142293348
Vil1-09B-FP106	2.164714198262286
LYZFP317	2.182259269846867
SLCFP022	2.784960319853246
Lyz2-07B-FP282-S80	2.7392343083234594
Itg-16-FP484-S87	3.8386967614847536
Vil1-10B-FP120	3.8159833580537357
Vil1-05B-FP60	6.035112945403052
Lyz2-01B-FP212-S60	2.0145078878693248
Vil1-03B-FP32	6.2817723192726325
Vil1-09B-FP105	5.828584276064155
LYZFP355	1.9516543650618456
LYZFP319	1.9734514583303893
Vil1-05B-FP59	2.645910125868276
SLCFP005	2.6195622247580395
Vil1-08B-FP96	4.472884901734216
Itg-26-FP540-S44	6.365043023338896
SLCFP024	3.6402528546204973
Vil1-06B-FP68	6.461456070978437
SLCFP093	4.761479411403283
Lyz2-08B-FP291-S89	4.176223987301424
Vil1-01B-FP09	6.0361887635506895
Vil1-08B-FP92	6.048452603600201
SLCFP053	4.1866396585814485
Itg-20-FP507-S10	4.465199108289332
SLCFP148	6.01010689518871
Vil1-04B-FP48	4.068865839555703
Vil1-06B-FP69	6.181590623091376
Lyz2-03B-FP234-S82	2.268944129372359
Vil1-04B-FP47	2.7353885562887283
LYZFP320	1.6935820001634787
Itg-24-FP530-S33	2.5451573915575114
SLCFP091	4.817074011178448
Vil1-03B-FP36	3.963159050899815
Vil1-02B-FP19	5.459000852913352
Itg-02-FP412-S12	3.7821149368935547
LYZFP327	4.097831437515824
Itg-26-FP539-S43	5.6342694477957345
SLCFP095	1.6556045093705225
SLCFP164	5.079642695728037
Itg-18-FP491-S94	4.032172514799843
Itg-16-FP481-S84	4.873566944170284
Vil1-03B-FP33	6.400120609331208
Lyz2-02B-FP224-S72	2.957681021643442
Lyz2-05B-FP259-S56	3.2095723956356284
Itg-04-FP422-S22	1.1720234710109834
SLCFP077	1.452049171861514
Itg-20-FP506-S9	5.434073438187248
Itg-08-FP445-S46	5.816280869789961
Itg-24-FP529-S32	6.433308787369317
Vil1-09B-FP104	5.239650618767447
Itg-26-FP544-S48	4.398280989763056
Lyz2-08B-FP292-S90	5.340925690298749
Vil1-10B-FP119	2.516858479401007
Vil1-04B-FP44	5.794299971846167
