	shannon_entropy
Vil1-13B-FP152	3.0486663701941885
LYZFP356	3.097241527651868
Itg-10-FP460-S62	3.7196082823659666
LYZFP354	1.4245730034748476
Itg-20-FP504-S7	5.9465853849207875
Vil1-07B-FP79	4.7747056492494915
SLCFP166	3.8007139180057847
Vil1-14B-FP164	5.4277148260491455
SLCFP112	4.868916381980887
SLCFP073	2.84859574977428
Itg-06-FP434-S35	2.471650594460587
Itg-18-FP496-S99	2.008434398301204
Itg-24-FP531-S34	2.1678915511204435
SLCFP128	4.141801913107538
Itg-24-FP527-S30	6.431612233262157
Lyz2-07B-FP279-S77	5.581757864941308
SLCFP092	4.219336972677939
LYZFP332	0.7723203147970739
SLCFP002	5.519405906857448
LYZFP306	3.0586264889064867
Lyz2-06B-FP269-S67	6.368783976445354
SLCFP113	4.554811386081099
Lyz2-03B-FP231-S79	3.412006009671131
SLCFP071	3.600480396478527
Lyz2-07B-FP281-S79	5.68779078135202
Vil1-09B-FP107	1.955253648935325
Itg-08-FP443-S44	5.006567392364451
Itg-02-FP410-S10	2.5442057012612627
SLCFP004	2.415692509489003
Vil1-04B-FP45	5.983763632089158
Itg-06-FP436-S37	3.7654422274268247
Lyz2-05B-FP256-S53	5.631549766202287
Vil1-03B-FP34	3.4197490916736974
Vil1-07B-FP83	3.578386625244526
SLCFP019a	4.146308028712171
Vil1-01B-FP12	4.239075451438737
Itg-12-FP469-S71	5.690660620308523
Itg-26-FP543-S47	4.95686545540059
Vil1-10B-FP117	5.592512793525037
Itg-06-FP433-S34	5.119020379356103
LYZFP316	4.170181180147108
Itg-26-FP542-S46	3.8832070903941087
Lyz2-02B-FP220-S68	5.3301474381912435
SLCFP075	4.465771920953153
SLCFP049	3.680921929737816
Lyz2-05B-FP257-S54	5.746963688598935
Vil1-08B-FP94	2.9472988007733925
LYZFP339	3.576362986929382
SLCFP094	2.848276431095792
Itg-16-FP482-S85	2.983407076560219
Itg-02-FP408-S8	5.490024863241711
LYZFP315	3.8583028797254943
Vil1-02B-FP21	6.24447446015011
Itg-12-FP471-S73	2.9969862129914864
Itg-16-FP479-S81	4.069283803589012
Vil1-05B-FP55	6.1903847097403535
Itg-22-FP516-S19	6.1706214013301
Itg-04-FP420-S20	4.678890784040874
Itg-10-FP456-S58	5.350869145636496
SLCFP163	5.07248138066968
SLCFP050	4.617849006651211
LYZFP352	5.865974586174977
Lyz2-08B-FP294-S92	3.9676608392787887
Vil1-13B-FP156	1.4205567797231715
Itg-18-FP492-S95	4.035448964763747
LYZFP305	0.8747092144199048
Vil1-06B-FP72	5.473030045890655
Vil1-02B-FP24	4.91094418908143
Itg-12-FP468-S70	6.014494094879276
Lyz2-05B-FP260-S57	3.053031163248876
Itg-12-FP467-S69	5.775684951301143
SLCFP052	3.4916132921992142
Itg-20-FP505-S8	6.05825325809212
Vil1-14B-FP166	1.7932087618293429
SLCFP076	0.9006217780000894
Itg-04-FP423-S23	1.6961072845913214
Itg-22-FP517-S20	6.384249257155778
LYZFP330	3.1586841072604885
Itg-12-FP472-S74	3.7012285886725174
Lyz2-06B-FP268-S65	6.466731026921752
SLCFP127	3.381273980059537
Lyz2-03B-FP233-S81	4.154858664439961
Lyz2-04B-FP246-S43	2.2831326133578997
Vil1-14B-FP165	5.833132602557686
Lyz2-02B-FP221-S69	4.987427186788771
Vil1-07B-FP81	5.517225239099306
Lyz2-06B-FP270-S68	3.3892573485245796
Vil1-07B-FP84	6.142303243868566
Lyz2-04B-FP247-S44	2.154461658485432
Itg-06-FP431-S32	5.1681941509778575
LYZFP340	4.1843329509953975
Lyz2-01B-FP211-S59	1.0741345245688834
Lyz2-06B-FP267-S64	6.506637250053551
SLCFP150	4.902547439373187
Itg-02-FP407-S7	5.222002987659891
SLCFP129	4.763677828547641
SLCFP167	4.195023102900506
Itg-04-FP419-S19	6.425059304121085
Itg-08-FP448-S49	3.776341534356896
Vil1-13B-FP151	3.2588651182323174
Vil1-01B-FP10	3.335604804540202
Itg-04-FP424-S24	2.8059805955497947
LYZFP351	5.792690092223714
SLCFP074	3.705253624969462
SLCFP145	4.658017346008115
Itg-08-FP446-S47	3.055956200796582
Vil1-06B-FP71	5.377154408548331
SLCFP054	3.978743711850891
LYZFP303	1.376783324131513
Lyz2-01B-FP207-S55	5.846593300163604
Vil1-13B-FP155	1.2207511704977467
Lyz2-08B-FP295-S93	3.1637938992240477
Itg-08-FP444-S45	5.195924513756282
Vil1-13B-FP154	0.5032332646335809
SLCFP003	5.50827890015808
Vil1-14B-FP168	2.618440630654772
Vil1-03B-FP31	5.259640861579914
Lyz2-03B-FP232-S80	3.4668679460904377
Lyz2-03B-FP235-S83	2.008911901110498
Itg-18-FP493-S96	5.196643540756759
Lyz2-07B-FP284-S82	3.109909715313041
SLCFP068	4.2433725080443585
Itg-10-FP457-S59	6.1451222021258145
SLCFP165	5.246607245325347
Itg-10-FP459-S61	3.1044408378378856
Itg-06-FP432-S33	4.3996700835109035
Lyz2-01B-FP209-S57	6.100630609546201
Itg-12-FP470-S72	2.6873773517449946
Lyz2-07B-FP280-S78	5.01003486874037
Itg-10-FP458-S60	2.7381935420507832
SLCFP114	4.779028975813174
Lyz2-08B-FP296-S95	4.799361922438434
SLCFP006	3.0307415273262697
LYZFP343	1.4811620581746985
Itg-16-FP483-S86	3.3698453661828363
Lyz2-03B-FP236-S84	3.0752150625258055
Lyz2-02B-FP223-S71	1.5552770749510665
Itg-02-FP411-S11	3.036021795641218
Lyz2-05B-FP258-S55	3.137400677110174
Itg-06-FP435-S36	3.588962426107269
Itg-16-FP480-S83	4.530044066534806
Vil1-02B-FP23	4.402311208376043
Vil1-07B-FP80	4.571828545226784
Itg-22-FP519-S22	2.6584083470384563
SLCFP132	3.8151402195388795
LYZFP344	2.7371077389530134
LYZFP342	1.3078723609626908
Itg-22-FP520-S23	3.901485365056978
Itg-10-FP455-S57	4.795518303571447
Vil1-05B-FP56	6.803502000831069
SLCFP146	5.688650744865406
SLCFP096	1.3116407981513818
SLCFP147	5.868738173973774
SLCFP001	5.270265154287715
SLCFP110	5.910120281353256
Vil1-02B-FP20	5.852079983841057
Itg-04-FP421-S21	5.830838326071432
Vil1-08B-FP91	6.312359214173247
Vil1-06B-FP70	5.364446949494558
LYZFP353	6.325573377616656
Vil1-08B-FP93	6.111375618642767
Itg-08-FP447-S48	2.7318670852474
Itg-26-FP541-S45	6.1000578705888024
Lyz2-08B-FP293-S91	6.250780970640608
SLCFP109	5.095062884079988
Itg-18-FP494-S97	1.9743379222386395
SLCFP020	4.569839647937127
Itg-20-FP503-S6	5.537399483756153
Lyz2-02B-FP219-S67	6.144934772095562
Vil1-09B-FP103	4.662097206666051
LYZFP318	4.404596127433146
Vil1-10B-FP118	2.110793486478968
SLCFP149	3.90435398906968
Lyz2-06B-FP272-S70	4.608599784096909
Itg-18-FP495-S98	1.858223619961146
LYZFP329	6.031085294408786
LYZFP341	4.812941535737979
