	chao1
GnotoExpt-FP555-S71	77.16666666666667
806rcbc401-S306	129.3
806rcbc403-S308	79.33333333333333
GnotobioticExp-DTT-180-S190	75.0
GnotoExpt-DTT608-S343	92.06666666666666
GnotoExpt-DTT479-S627	29.0
GnotoExpt-FP474-S695	85.11111111111111
GnotobioticExp-FP-189-S52	71.5
GnotoExpt-FP465-S686	96.6
806rcbc479-S384	90.46153846153847
GnotoExpt-FP570-S86	158.25
GnotoExpt-DTT600-S335	49.14285714285714
GnotoExpt-DTT615-S350	131.4
GnotoExpt-DTT551-S162	149.76923076923077
806rcbc553-S458	57.0
GnotoExpt-FP595-S291	174.07142857142856
GnotoExpt-DTT566-S178	86.0
GnotoExpt-FP479-S700	169.0
806rcbc472-S377	121.0
806rcbc398-S303	92.33333333333333
806rcbc521-S426	84.23076923076923
806rcbc496-S401	73.71428571428571
806rcbc522-S427	84.75
GnotoExpt-DTT473-S621	5.0
806rcbc400-S305	93.16666666666667
806rcbc566-S471	66.0
GnotobioticExp-DTT-186-S196	111.6875
806rcbc427-S428	46.5
GnotoExpt-DTT569-S181	128.25
GnotoExpt-FP549-S64	50.5
GnotoExpt-FP464-S685	96.0
GnotoExpt-DTT467-S615	8.333333333333334
806rcbc434-S339	103.83333333333333
806rcbc520-S425	79.75
806rcbc169-S266	107.375
GnotoExpt-FP551-S66	127.5
806rcbc436-S341	65.6
806rcbc423-S328	76.27272727272728
806rcbc528-S433	149.6
806rcbc560-S465	57.0
GnotoExpt-DTT392-S538	155.4
GnotobioticExp-DTT-199-S209	141.0
GnotoExpt-DTT390-S536	141.0
806rcbc426-S331	106.33333333333333
GnotoExpt-DTT387-S533	154.0
GnotobioticExp-DTT-183-S193	72.6
806rcbc379-S513	181.0
806rcbc526-S431	86.57142857142857
GnotoExpt-FP565-S81	94.75
806rcbc493-S398	79.0909090909091
806rcbc567-S472	76.5
GnotobioticExp-DTT-184-S194	114.05882352941177
GnotoExpt-FP615-S311	146.58823529411765
GnotoExpt-DTT554-S165	89.0
GnotobioticExp-DTT-182-S192	67.0
GnotoExpt-DTT471-S619	51.0
806rcbc396-S301	88.75
GnotoExpt-DTT602-S337	132.0
806rcbc480-S385	120.23529411764706
GnotobioticExp-FP-186-S49	86.5
GnotobioticExp-DTT-185-S195	165.25
GnotobioticExp-FP-177-S39	63.875
GnotoExpt-FP548-S63	81.25
GnotoExpt-FP618-S314	967.469387755102
GnotobioticExp-DTT-177-S187	71.42857142857143
806rcbc363-S498	122.06666666666666
806rcbc550-S455	64.625
806rcbc430-S335	68.66666666666667
GnotoExpt-FP529-S44	62.2
806rcbc469-S374	135.04347826086956
806rcbc173-S270	63.142857142857146
GnotoExpt-DTT612-S347	49.0
GnotoExpt-DTT460-S608	17.0
806rcbc371-S504	157.375
GnotoExpt-FP609-S305	154.07142857142858
GnotoExpt-FP557-S73	209.8
GnotoExpt-DTT548-S159	63.625
GnotoExpt-DTT598-S333	97.625
GnotobioticExp-DTT-207-S217	87.66666666666667
806rcbc465-S370	108.04761904761905
GnotobioticExp-FP-190-S53	55.25
GnotobioticExp-FP-201-S65	66.2
GnotoExpt-FP561-S77	81.57142857142857
GnotoExpt-FP602-S298	155.1818181818182
806rcbc427-S332	65.875
GnotoExpt-FP462-S683	130.89473684210526
GnotoExpt-FP608-S304	136.05263157894737
GnotoExpt-FP540-S55	464.3538461538462
GnotoExpt-FP466-S687	147.07142857142858
806rcbc428-S333	69.11111111111111
GnotobioticExp-DTT-204-S214	137.0909090909091
GnotobioticExp-FP-208-S72	98.11111111111111
806rcbc431-S336	88.16666666666667
GnotobioticExp-DTT-205-S215	118.3
GnotoExpt-DTT457-S605	7.0
GnotoExpt-DTT561-S173	66.0
806rcbc168-S265	96.11111111111111
GnotoExpt-FP600-S296	260.35714285714283
806rcbc488-S393	75.8
806rcbc171-S268	38.33333333333333
GnotobioticExp-FP-191-S54	53.5
806rcbc464-S369	164.11111111111111
806rcbc399-S304	112.9090909090909
GnotoExpt-FP545-S60	507.6
806rcbc444-S445	128.76923076923077
GnotoExpt-DTT486-S634	12.0
GnotoExpt-DTT601-S336	100.5
GnotoExpt-DTT530-S141	67.375
806rcbc446-S447	87.36363636363636
GnotoExpt-FP567-S83	121.42857142857143
806rcbc172-S269	67.0
GnotoExpt-FP483-S704	85.5
GnotoExpt-FP543-S58	68.125
GnotoExpt-DTT613-S348	123.16666666666667
GnotoExpt-DTT478-S626	6.333333333333333
806rcbc519-S424	114.75
GnotoExpt-DTT463-S611	30.25
GnotoExpt-FP484-S706	129.0
806rcbc438-S343	77.33333333333333
GnotobioticExp-DTT-181-S191	88.54545454545455
806rcbc174-S271	90.0909090909091
GnotoExpt-FP451-S672	126.4
GnotobioticExp-FP-187-S50	85.42857142857143
806rcbc402-S307	92.0
GnotoExpt-DTT462-S610	31.5
GnotoExpt-FP534-S49	325.3333333333333
GnotoExpt-FP467-S688	164.15384615384616
806rcbc178-S275	87.0
GnotobioticExp-DTT-200-S210	84.61538461538461
GnotoExpt-DTT545-S156	332.94117647058823
806rcbc390-S295	88.375
GnotoExpt-DTT547-S158	56.6
806rcbc435-S340	83.0
GnotobioticExp-DTT-188-S198	75.75
GnotoExpt-FP559-S75	78.27272727272728
806rcbc529-S434	79.0
806rcbc497-S402	74.5
GnotobioticExp-DTT-196-S206	88.05882352941177
GnotobioticExp-FP-206-S70	78.54545454545455
GnotoExpt-DTT455-S603	28.42857142857143
GnotoExpt-DTT477-S625	32.0
GnotobioticExp-FP-195-S59	92.375
GnotobioticExp-DTT-192-S202	76.0
GnotoExpt-DTT388-S534	158.33333333333334
GnotoExpt-DTT483-S631	42.0
GnotobioticExp-FP-179-S41	69.875
GnotoExpt-FP601-S297	165.0
GnotoExpt-DTT616-S351	72.4
GnotoExpt-FP533-S48	370.1162790697674
806rcbc467-S372	89.76923076923077
GnotoExpt-FP537-S52	66.0
806rcbc376-S510	166.24
GnotoExpt-DTT470-S618	23.0
GnotoExpt-DTT475-S623	31.333333333333336
GnotoExpt-DTT604-S339	70.57142857142857
806rcbc426-S427	81.0
GnotoExpt-DTT459-S607	39.625
806rcbc524-S429	84.0
GnotoExpt-FP459-S680	85.75
GnotoExpt-FP541-S56	75.33333333333333
GnotoExpt-DTT394-S540	112.54545454545455
GnotoExpt-FP612-S308	1101.7388535031846
GnotoExpt-DTT393-S539	144.0
GnotoExpt-FP460-S681	117.8125
GnotoExpt-FP486-S708	165.57692307692307
GnotoExpt-FP478-S699	190.1578947368421
GnotoExpt-FP454-S675	102.57142857142857
GnotoExpt-DTT454-S602	22.0
GnotoExpt-FP470-S691	99.3
GnotoExpt-FP535-S50	49.5
GnotobioticExp-FP-205-S69	78.14285714285714
GnotoExpt-DTT474-S622	6.5
806rcbc552-S457	82.2
GnotoExpt-FP468-S689	128.3
GnotoExpt-FP597-S293	203.66666666666666
GnotoExpt-FP599-S295	135.66666666666666
GnotoExpt-DTT599-S334	43.75
GnotoExpt-DTT385-S531	155.28571428571428
GnotoExpt-FP611-S307	234.75
GnotoExpt-DTT532-S143	145.05882352941177
GnotoExpt-DTT536-S147	58.5
806rcbc407-S312	106.23529411764706
GnotoExpt-DTT542-S153	59.625
GnotobioticExp-DTT-209-S219	185.0
806rcbc491-S396	99.5625
GnotoExpt-DTT466-S614	12.5
806rcbc534-S439	241.2
806rcbc445-S446	116.85714285714286
806rcbc377-S511	152.88235294117646
GnotoExpt-DTT469-S617	9.0
GnotoExpt-FP546-S61	220.5
806rcbc561-S466	76.0
GnotoExpt-FP481-S702	76.07692307692308
GnotobioticExp-FP-194-S58	83.0
GnotobioticExp-FP-181-S44	65.8
806rcbc499-S404	108.5
806rcbc471-S376	135.0
806rcbc555-S460	62.0
GnotoExpt-FP485-S707	129.5
GnotoExpt-DTT606-S341	39.6
GnotobioticExp-FP-204-S68	92.89473684210526
GnotobioticExp-FP-202-S66	74.14285714285714
806rcbc559-S464	67.5
GnotoExpt-FP463-S684	112.0
GnotoExpt-FP547-S62	55.75
GnotoExpt-DTT610-S345	110.0
GnotoExpt-FP603-S299	164.07692307692307
GnotoExpt-FP605-S301	219.23076923076923
806rcbc429-S334	73.0
GnotoExpt-FP458-S679	131.66666666666666
GnotoExpt-FP480-S701	237.33333333333334
806rcbc453-S454	151.6
GnotoExpt-FP538-S53	78.11111111111111
GnotobioticExp-FP-182-S45	82.33333333333333
806rcbc368-S501	84.11111111111111
806rcbc551-S456	65.0909090909091
GnotobioticExp-FP-176-S38	67.71428571428571
GnotobioticExp-FP-210-S74	132.07692307692307
GnotoExpt-DTT617-S352	32.625
GnotoExpt-DTT453-S601	32.0
GnotoExpt-DTT386-S532	153.06666666666666
806rcbc489-S394	67.11111111111111
806rcbc449-S450	101.25
GnotoExpt-DTT391-S537	156.6
GnotobioticExp-FP-184-S47	83.375
GnotoExpt-FP550-S65	112.0
GnotoExpt-FP477-S698	71.6
806rcbc404-S309	89.5
GnotoExpt-FP563-S79	190.875
GnotobioticExp-DTT-203-S213	108.15789473684211
GnotoExpt-FP531-S46	54.5
GnotobioticExp-FP-200-S64	78.25
806rcbc397-S302	99.3
GnotoExpt-FP607-S303	175.05555555555554
806rcbc437-S342	65.75
GnotobioticExp-DTT-190-S200	120.0
GnotoExpt-DTT562-S174	78.0
GnotoExpt-FP542-S57	55.0
GnotoExpt-FP613-S309	153.43478260869566
806rcbc565-S470	105.54545454545455
806rcbc494-S399	83.0
806rcbc364-S499	145.33333333333334
GnotoExpt-DTT481-S629	24.0
GnotoExpt-DTT544-S155	117.66666666666667
GnotoExpt-DTT549-S160	63.5
GnotoExpt-FP568-S84	281.4642857142857
806rcbc470-S375	129.65217391304347
GnotoExpt-FP553-S68	95.25
GnotoExpt-DTT559-S171	61.0
GnotoExpt-FP482-S703	73.0
GnotobioticExp-DTT-208-S218	100.5625
GnotobioticExp-FP-203-S67	90.0
806rcbc406-S311	141.05555555555554
806rcbc170-S267	97.76923076923077
GnotoExpt-DTT465-S613	30.6
GnotobioticExp-FP-185-S48	99.0
GnotoExpt-DTT458-S606	80.0
806rcbc473-S378	107.625
806rcbc362-S497	109.3
GnotoExpt-DTT533-S144	371.2631578947368
GnotobioticExp-FP-183-S46	71.0
806rcbc372-S505	140.0
GnotoExpt-FP556-S72	215.25
GnotoExpt-FP532-S47	184.58823529411765
806rcbc554-S459	79.25
GnotoExpt-DTT618-S353	29.0
806rcbc432-S433	62.5
GnotobioticExp-DTT-194-S204	81.16666666666667
GnotoExpt-FP473-S694	67.23076923076923
806rcbc370-S503	154.55555555555554
GnotoExpt-FP471-S692	81.375
806rcbc468-S373	100.0
GnotoExpt-DTT468-S616	3.0
806rcbc373-S506	230.24
GnotoExpt-FP566-S82	97.6
GnotoExpt-DTT568-S180	199.27272727272728
806rcbc525-S430	165.5
GnotobioticExp-FP-192-S55	69.14285714285714
806rcbc557-S462	64.33333333333333
806rcbc177-S274	20.2
GnotoExpt-DTT546-S157	224.04761904761904
GnotobioticExp-DTT-201-S211	71.2
GnotoExpt-DTT614-S349	148.0
GnotobioticExp-DTT-206-S216	106.5
806rcbc476-S381	139.0
806rcbc490-S395	82.5
GnotoExpt-DTT567-S179	92.0
806rcbc563-S468	87.14285714285714
806rcbc527-S432	80.5
GnotoExpt-DTT540-S151	366.8333333333333
GnotobioticExp-DTT-175-S185	135.21428571428572
GnotobioticExp-FP-180-S43	66.375
GnotoExpt-FP604-S300	193.92857142857144
806rcbc391-S296	85.8
GnotobioticExp-DTT-202-S212	106.04761904761905
GnotobioticExp-DTT-176-S186	59.36363636363637
806rcbc556-S461	86.25
GnotoExpt-DTT531-S142	48.0
GnotoExpt-FP596-S292	157.66666666666666
GnotoExpt-DTT395-S541	164.33333333333334
GnotoExpt-DTT553-S164	939.5548387096774
GnotoExpt-DTT595-S330	101.66666666666666
GnotoExpt-FP544-S59	83.375
806rcbc405-S310	100.17647058823529
806rcbc424-S329	110.88235294117646
GnotobioticExp-DTT-210-S220	138.05882352941177
806rcbc531-S436	139.5
GnotoExpt-DTT558-S170	933.8757763975156
GnotoExpt-FP606-S302	187.06666666666666
806rcbc532-S437	78.11111111111111
GnotobioticExp-FP-178-S40	75.42857142857143
GnotoExpt-FP598-S294	238.25
GnotobioticExp-DTT-187-S197	130.0
GnotoExpt-DTT461-S609	10.5
806rcbc378-S512	162.5
806rcbc395-S300	118.0
GnotoExpt-FP560-S76	96.42857142857143
GnotoExpt-DTT597-S332	156.1
806rcbc478-S383	114.3157894736842
GnotobioticExp-FP-372.fastq	132.0
GnotobioticExp-FP-319.fastq	69.11111111111111
GnotobioticExp-DTT-308.fastq	132.0
GnotobioticExp-DTT-367.fastq	160.1578947368421
GnotobioticExp-DTT-303.fastq	151.3
GnotobioticExp-FP-384.fastq	64.25
GnotobioticExp-DTT-305.fastq	138.5
GnotobioticExp-DTT-370.fastq	111.0
GnotobioticExp-FP-314.fastq	145.11111111111111
GnotobioticExp-FP-301.fastq	123.0
GnotobioticExp-DTT-319.fastq	98.66666666666667
GnotobioticExp-FP-315.fastq	122.28571428571429
GnotobioticExp-FP-369.fastq	130.75
GnotobioticExp-FP-377.fastq	82.5
GnotobioticExp-DTT-362.fastq	117.2
GnotobioticExp-DTT-325.fastq	112.2
GnotobioticExp-FP-304.fastq	113.8125
GnotobioticExp-FP-313.fastq	132.5
GnotobioticExp-DTT-307.fastq	159.95454545454547
GnotobioticExp-FP-375.fastq	129.4
GnotobioticExp-FP-317.fastq	115.3157894736842
GnotobioticExp-DTT-179.fastq	67.25
GnotobioticExp-FP-306.fastq	146.0
GnotobioticExp-DTT-381.fastq	108.33333333333333
GnotobioticExp-DTT-318.fastq	120.13043478260869
GnotobioticExp-FP-386.fastq	123.0
GnotobioticExp-DTT-323.fastq	92.0
GnotobioticExp-FP-305.fastq	145.625
GnotobioticExp-DTT-311.fastq	106.07692307692308
GnotobioticExp-FP-366.fastq	153.9655172413793
GnotobioticExp-DTT-384.fastq	98.4
GnotobioticExp-DTT-321.fastq	75.125
GnotobioticExp-FP-371.fastq	96.55
GnotobioticExp-DTT-320.fastq	74.66666666666667
GnotobioticExp-FP-365.fastq	152.15384615384616
GnotobioticExp-FP-302.fastq	121.11111111111111
GnotobioticExp-FP-380.fastq	155.27272727272728
GnotobioticExp-FP-393.fastq	132.15384615384616
GnotobioticExp-DTT-383.fastq	104.9090909090909
GnotobioticExp-FP-321.fastq	72.6
GnotobioticExp-FP-391.fastq	128.54545454545453
GnotobioticExp-FP-394.fastq	97.75
GnotobioticExp-DTT-322.fastq	102.42857142857143
GnotobioticExp-FP-363.fastq	121.66666666666667
GnotobioticExp-FP-303.fastq	112.5
GnotobioticExp-DTT-306.fastq	172.625
GnotobioticExp-FP-385.fastq	163.875
GnotobioticExp-DTT-373.fastq	129.5
GnotobioticExp-DTT-376.fastq	113.54545454545455
GnotobioticExp-FP-307.fastq	127.4375
GnotobioticExp-FP-381.fastq	146.08333333333334
GnotobioticExp-FP-312.fastq	144.5
GnotobioticExp-FP-309.fastq	154.23076923076923
GnotobioticExp-DTT-379.fastq	92.36363636363636
GnotobioticExp-FP-318.fastq	135.9090909090909
GnotobioticExp-FP-370.fastq	113.54545454545455
GnotobioticExp-FP-383.fastq	61.5
GnotobioticExp-DTT-324.fastq	64.16666666666667
GnotobioticExp-FP-367.fastq	134.3125
GnotobioticExp-FP-378.fastq	84.5
GnotobioticExp-DTT-372.fastq	78.0
GnotobioticExp-FP-310.fastq	162.1
GnotobioticExp-FP-322.fastq	77.0909090909091
GnotobioticExp-DTT-368.fastq	116.0
GnotobioticExp-DTT-363.fastq	122.58823529411765
GnotobioticExp-DTT-315.fastq	162.0
GnotobioticExp-DTT-377.fastq	89.3
GnotobioticExp-DTT-364.fastq	140.2
GnotobioticExp-FP-373.fastq	131.33333333333334
GnotobioticExp-FP-364.fastq	138.8
GnotobioticExp-DTT-371.fastq	75.83333333333333
GnotobioticExp-DTT-313.fastq	134.66666666666666
GnotobioticExp-FP-382.fastq	37.5
GnotobioticExp-FP-387.fastq	120.92857142857143
GnotobioticExp-FP-388.fastq	118.5
GnotobioticExp-DTT-375.fastq	130.46153846153845
GnotobioticExp-FP-368.fastq	106.92857142857143
GnotobioticExp-FP-361.fastq	142.6
GnotobioticExp-DTT-302.fastq	143.3125
GnotobioticExp-FP-389.fastq	69.0
GnotobioticExp-DTT-312.fastq	144.6
GnotobioticExp-FP-311.fastq	158.0625
GnotobioticExp-FP-379.fastq	157.0
GnotobioticExp-DTT-314.fastq	154.9090909090909
GnotobioticExp-DTT-374.fastq	159.33333333333334
GnotobioticExp-FP-308.fastq	153.46153846153845
GnotobioticExp-DTT-317.fastq	152.23529411764707
GnotobioticExp-FP-392.fastq	126.36363636363636
GnotobioticExp-FP-323.fastq	92.0
GnotobioticExp-DTT-309.fastq	149.4
GnotobioticExp-DTT-380.fastq	143.05555555555554
GnotobioticExp-DTT-310.fastq	158.45454545454544
GnotobioticExp-FP-316.fastq	128.23529411764707
GnotobioticExp-DTT-304.fastq	150.5
GnotobioticExp-FP-396.fastq	101.1
GnotobioticExp-FP-374.fastq	150.42857142857144
GnotobioticExp-DTT-369.fastq	129.33333333333334
GnotobioticExp-FP-324.fastq	85.75
GnotobioticExp-FP-320.fastq	84.9090909090909
GnotobioticExp-DTT-316.fastq	129.06666666666666
GnotobioticExp-FP-390.fastq	92.33333333333333
GnotobioticExp-DTT-382.fastq	53.5
GnotobioticExp-FP-362.fastq	128.25
GnotobioticExp-FP-376.fastq	121.4
GnotobioticExp-FP-395.fastq	75.07692307692308
