Module	Mouse4A.FP19	Mouse9A.FP102	Mouse2A.FP07	Mouse2A.FP09	Mouse6A.FP31	Mouse6A.FP32	Mouse2A.FP08	Mouse6A.FP35	Mouse6A.FP36	Mouse6A.FP33	Mouse8A.DTT88	Mouse6A.FP34	Mouse8A.DTT89	Mouse10A.DTT110	Mouse8A.DTT86	Mouse8A.DTT87	Mouse10A.DTT112	Mouse9A.FP101	Mouse10A.DTT111	Mouse8A.DTT85	Mouse9A.FP100	Mouse4A.FP21	Mouse4A.FP20	Mouse4A.FP23	Mouse4A.FP22	Mouse8A.DTT90	Mouse10A.DTT109	Mouse4A.FP24	Mouse1A.FP04	Mouse8A.FP88	Mouse8A.FP89	Mouse1A.FP03	Mouse8A.FP86	Mouse1A.FP02	Mouse8A.FP87	Mouse1A.FP01	Mouse8A.FP85	Mouse1A.FP06	Mouse1A.FP05	Mouse9A.DTT101	Mouse9A.DTT100	Mouse9A.DTT102	Mouse4A.DTT19	Mouse4A.DTT23	Mouse4A.DTT22	Mouse4A.DTT24	Mouse4A.DTT21	Mouse4A.DTT20	Mouse5A.FP30	Mouse6A.DTT35	Mouse7A.DTT37	Mouse10A.FP110	Mouse6A.DTT36	Mouse7A.DTT39	Mouse10A.FP112	Mouse7A.DTT38	Mouse10A.FP111	Mouse6A.DTT31	Mouse10A.FP114	Mouse6A.DTT32	Mouse10A.FP113	Mouse6A.DTT33	Mouse6A.DTT34	Mouse5A.DTT30	Mouse5A.FP27	Mouse5A.FP28	Mouse5A.FP29	Mouse5A.FP25	Mouse5A.FP26	Mouse5A.DTT25	Mouse5A.DTT26	Mouse1B.DTT13	Mouse1B.DTT14	Mouse5A.DTT29	Mouse5A.DTT27	Mouse5A.DTT28	Mouse10A.FP109	Mouse8A.FP90	Mouse1B.DTT15	Mouse1B.DTT16	Mouse1B.DTT17	Mouse1B.DTT18	Mouse7A.FP37	Mouse7A.FP38	Mouse7A.FP39	Mouse2A.FP10	Mouse2A.FP12	Mouse9A.DTT99	Mouse2A.FP11	Mouse9A.DTT98	Mouse9A.DTT97	Mouse10A.DTT114	Mouse10A.DTT113	Mouse9A.FP97	Mouse9A.FP98	Mouse9A.FP99	Mouse3A.FP18	Mouse3A.FP17	Mouse3A.FP16	Mouse3A.FP15	Mouse3A.FP14	Mouse3A.FP13	Mouse7A.DTT40	Mouse7A.FP40	Mouse7A.DTT42	Mouse7A.FP41	Mouse7A.DTT41	Mouse7A.FP42
MGB049	4894.83	309.16	3231.27	2667.7	3539.93	3588.73	3128.1	291.34	623.33	3341.14	100.6	743.66	86.07	3239.27	1733.83	790.63	650.6	289.67	3405.2	3377.13	245.5	2687.67	2287.16	15.67	9.33	266.2	3109.5	33.0	114.0	152.67	403.63	12601.13	2427.7	4272.37	3011.1	3184.3	2240.3	111.0	381.34	128.84	74.17	312.0	2781.0	46.67	20.0	233.0	1198.83	1570.16	244.67	483.33	1504.6	2047.07	266.0	2168.27	2058.1	1121.3	3967.97	3399.77	477.83	1618.6	3028.66	1815.77	205.0	116.33	94.0	64.67	5451.9	3521.53	5506.43	1424.36	2781.13	2587.83	1893.43	68.67	2293.84	241.1	5102.2	60.33	2595.7	163.33	375.3	202.67	1797.7	1955.83	1496.5	192.0	151.3	2365.4	228.83	5059.44	2605.73	1074.4	246.16	5331.83	3988.7	5056.37	249.53	224.27	179.87	3669.47	2807.7	2115.3	127.83	187.17	202.33	85.0	65.83	134.67
MGB006	39659.93	43874.87	45647.51	28263.48	31381.2	49918.66	36633.04	17601.02	18595.8	35395.75	12952.15	13378.79	25900.38	45688.26	43002.91	45621.76	22209.12	51761.2	49357.51	52558.98	50236.82	35901.67	33565.65	37296.59	35825.33	28251.56	42541.36	29070.75	28626.94	27988.01	40401.34	38919.8	55107.72	38531.56	44243.53	31766.54	32280.64	21348.33	27033.73	26944.62	35671.18	22719.81	40509.99	29463.09	11460.06	26339.06	26709.33	32292.65	21564.92	12943.19	33053.1	33107.18	14203.0	38996.83	48741.03	31247.84	45233.26	44772.82	30301.75	38141.98	48833.19	38386.72	5499.5	18711.28	10005.61	17232.92	48203.13	28059.69	32467.78	37490.06	48809.84	53565.04	55224.62	16396.08	43824.2	19561.33	66396.9	57487.5	61253.56	12402.58	13449.19	7435.23	27359.91	27142.96	30659.98	16601.08	18119.44	56005.2	21273.83	80585.71	59378.43	19231.35	20367.07	68798.63	53795.1	63650.16	12391.69	10421.13	11524.88	45083.73	39279.23	34144.08	11971.46	19642.67	14989.74	14468.25	10995.83	13103.84
MGB007	31382.51	52996.32	25462.129999999997	25173.65	23259.02	30944.04	25509.01	17443.535	16456.08	29331.54	14292.779999999999	12830.115000000002	33566.115	29351.214999999997	25396.765	37299.03	18526.55	50902.899999999994	31138.339999999997	35459.965000000004	53312.33	28836.77	23980.095	2032.275	1886.665	36167.315	29823.605	4593.25	9608.310000000001	32835.82	50225.09	28103.165	36343.725	31027.434999999998	34657.29	24493.510000000002	24457.88	8594.54	10628.42	21299.15	32086.24	18191.13	30580.175000000003	7179.8150000000005	4414.775	15774.130000000001	22568.415	24664.115	19109.605	10998.77	21450.36	19842.615	14001.73	32541.164999999997	33741.875	23117.420000000002	31040.879999999997	33526.76	23865.46	26009.09	37246.229999999996	28396.895	5077.5	15676.775000000001	7753.395	11450.46	44770.615000000005	21107.37	29269.09	30549.61	32346.715	27419.365	30928.385	14354.35	34856.520000000004	16595.91	40628.549999999996	66376.73	36255.98	10935.54	7299.395	4525.965	20206.04	22016.49	29672.985	17769.015	17177.395	45179.340000000004	21879.975	61114.885	46602.74	14154.529999999999	16823.575	41050.245	31196.37	51382.265	12961.689999999999	10380.685	11807.869999999999	26552.74	21972.190000000002	19658.355	10881.53	16951.525	12991.075	12488.105	10183.54	15518.880000000001
MGB029	33903.42	50262.43	28421.09	25367.32	22318.34	33713.08	26320.65	16235.39	13087.94	29669.92	13508.91	10403.1	27712.52	31796.09	29636.45	40054.46	18471.98	40677.1	34860.67	38254.61	38522.92	31300.71	27950.03	36418.13	35265.08	30705.57	31695.6	27867.25	24759.68	29470.3	43644.67	25107.36	39718.23	30674.15	35233.22	25891.23	27119.95	18995.5	22253.2	20612.02	28774.72	15829.95	31823.03	26609.21	9900.74	21138.95	24247.83	27055.07	16553.46	8567.18	21723.04	23295.22	11473.96	31387.67	40547.22	23583.17	33628.0	33292.87	28703.5	27373.7	38487.43	29863.24	3888.25	12817.35	8254.43	13503.17	43472.52	18590.88	27001.56	30009.82	33355.75	33527.85	37619.31	12193.54	35405.35	15008.41	44007.95	57894.54	41767.07	9862.83	9495.43	6069.37	19597.75	21312.02	28867.49	14264.62	13602.18	46392.48	17707.37	64993.65	49733.88	14205.21	13990.74	43891.19	33351.47	50797.54	22605.85	15791.74	10175.86	28965.5	24624.82	21741.96	9350.6	16346.88	10831.24	11367.46	8966.08	13694.59
MGB022	6484.01	16166.77	7727.59	6130.16	6862.86	6447.41	6855.39	7604.8	8208.69	6330.0	4934.74	5575.52	12205.36	6743.34	4615.79	1669.13	7983.31	22697.6	6506.34	7827.2	23718.57	4329.96	4140.95	2005.63	1467.58	12654.66	7635.93	3197.0	7584.43	9885.38	14228.67	18131.27	6089.49	6966.41	7336.31	4999.48	4122.69	5942.0	7731.7	12039.27	16993.46	10356.36	6019.29	3875.88	2459.82	7002.11	2592.33	3391.91	9743.13	5384.01	6322.39	4445.46	6384.54	6726.16	12035.31	3937.84	8548.26	7657.95	14148.58	3822.78	22266.59	4079.48	2572.25	7584.76	4348.68	6456.92	8516.44	8641.14	8452.72	3986.07	8294.42	5968.19	4312.14	7169.21	6210.02	7198.42	10816.95	18691.79	5662.49	4716.58	3792.26	2609.03	6067.16	5212.94	3993.32	7137.46	8742.76	6040.22	9742.79	9065.73	4864.55	6677.97	10676.66	12970.94	10139.63	10273.12	10855.17	10764.06	5785.69	7977.9	6275.41	5390.62	4538.19	4827.96	5505.33	5536.79	4549.58	5925.92
MGB023	29.0	55.0	26.33	78.5	31.33	22.17	34.33	53.0	16.0	67.5	30.0	28.0	65.0	15.0	45.0	19.17	43.0	5.17	25.0	86.0	5.0	15.33	10.17	13.0	7.0	161.0	608.0	12.0	8.0	6.0	7.0	1214.0	18.0	24.83	42.83	42.0	18.17	7.0	18.0	37.0	38.0	80.0	16.33	27.0	10.0	9.0	11.0	13.0	78.0	13.0	27.0	15.0	18.0	43.0	17.0	13.83	19.17	31.0	41.0	47.0	8.0	22.0	13.0	24.0	27.0	15.0	150.33	40.0	87.17	23.0	34.17	22.0	9.17	8.0	26.0	56.0	39.0	11.0	9.33	3.0	4.67	16.0	14.67	14.33	26.0	12.0	30.0	50.0	85.0	87.0	103.0	306.0	32.0	26.5	10.17	14.0	13.0	21.0	8.0	38.0	18.33	11.67	16.0	14.0	28.0	6.0	9.0	9.0
MGB024	6911.665	13558.04	3324.04	5213.125	2808.33	3271.96	3625.79	4879.835	4813.0	3739.585	2764.75	3052.54	6668.835	2831.25	3574.625	3054.335	3655.415	12481.92	3142.75	4887.125	12335.29	5081.375	4473.625	694.875	565.75	7192.165	3439.79	1264.625	3474.54	6804.375	9328.29	4283.875	4683.875	6354.0	4531.79	5218.04	2988.835	2493.79	3204.71	6372.46	8702.835	5666.875	4204.125	2210.835	1278.375	5128.25	2719.25	3247.29	5496.625	3430.54	4370.46	1649.335	3385.75	5939.21	6628.375	4916.705	3700.295	6147.085	10845.75	5798.5	9334.165	3850.21	1345.25	4953.75	2166.625	3283.0	12844.624999999998	3044.5	4074.75	4948.29	5302.085	3447.915	4731.335	3841.0	4720.96	4179.75	3167.5	13437.125	4087.79	2238.75	1302.96	849.5	3128.21	3415.33	6863.96	4311.875	4658.5	5467.5	5741.375	11820.335	4562.04	3672.46	4673.29	7567.665	5770.585	8053.335	11066.25	7920.25	2516.875	3240.25	2439.29	2534.46	2838.375	6215.875	4341.875	3795.5	2555.125	3987.375
MGB047	9736.18	53421.61	19138.92	10737.16	10986.53	17782.08	14351.39	10178.96	9809.36	10673.66	5332.24	6638.86	12380.19	16801.17	15172.46	28119.8	8722.81	38406.43	17102.34	17448.87	44182.57	7764.29	7971.29	1470.96	1137.75	12422.66	22668.43	3321.0	6504.43	10827.21	15428.84	16847.94	17939.49	9116.74	13896.81	9881.98	10848.69	4142.0	5864.36	16918.93	23373.29	13609.36	11790.29	4411.71	2563.82	8781.11	11590.0	11461.75	10379.46	7421.68	13961.89	10302.29	6891.04	17035.99	15717.81	9805.34	13073.59	17354.28	21821.25	15483.78	33704.43	19760.31	2913.25	7774.43	4028.68	6278.25	9190.94	10308.31	8731.89	11409.91	18096.09	23122.86	23073.31	7143.54	21636.18	8101.42	24421.95	18419.96	28534.99	5830.25	4762.76	2529.36	9136.66	7993.11	5921.82	11532.46	12003.76	23310.22	15795.96	19539.39	30614.22	8129.47	9468.5	27210.61	21235.63	15699.95	21171.34	14937.39	5693.52	18612.73	16203.41	13934.12	5661.86	7141.79	7951.0	8079.79	5315.25	11985.25
MGB025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	28.0	5.0	17.0	14.0	22.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	44.0	655.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	7.0	10.0	37.0	147.0	43.0	438.0	31.0	76.0	0.0	482.0	526.0	0.0	80.0	461.0	0.0	180.0	0.0	849.0	0.0	1143.0	0.0	637.0	80.0	37.0	0.0	0.0	0.0	0.0	0.0	52.0	464.0	10.0	0.0	36.0	126.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	22.0	45.0	363.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	539.0	0.0	66.0	0.0
MGB040	12166.01	22422.77	21673.754999999997	7832.16	14277.36	23762.245000000003	15430.14	10023.3	9626.44	17206.54	7828.74	7503.52	18901.36	24142.629999999997	17144.375	7378.965	11414.31	24765.1	25319.84	23719.035	26576.82	14569.46	12513.785	1657.13	1339.83	19440.245000000003	16514.22	2967.5	6806.93	15651.880000000001	23557.67	14110.605	21452.99	7083.41	14689.31	5209.02	8184.19	5653.25	7044.450000000001	12479.77	19245.21	10433.36	20131.125	4272.88	2769.07	8065.860000000001	8146.665	11604.244999999999	11122.13	6637.51	16164.099999999999	19341.46	8298.54	12417.16	17783.31	10087.005000000001	23182.76	17251.95	15530.080000000002	13579.78	22892.09	12182.98	3150.125	8411.01	4690.93	6513.92	13762.150000000001	14991.724999999999	16510.72	11226.904999999999	24786.754999999997	23055.69	20321.475	8421.835	13649.685000000001	8776.67	37944.7	27162.415	23760.49	7198.33	5682.76	2888.53	14247.535	11788.94	11101.154999999999	8972.46	9869.76	10368.22	10732.04	13926.77	15732.8	7638.47	10499.244999999999	26559.44	21185.63	13736.87	11475.675	10201.060000000001	7467.43	22303.940000000002	20020.16	17036.12	5753.19	5711.96	6491.33	5855.79	5658.08	7432.42
MGB041	5168.5	8603.5	1135.0	3021.5	921.0	510.0	1092.5	408.5	499.0	1165.5	148.5	197.5	133.0	2346.0	801.5	21445.5	330.0	4387.0	1656.0	1039.0	6696.5	1626.5	1528.5	92.0	85.5	117.0	9807.0	484.0	210.0	234.5	365.0	3031.0	1021.0	2248.0	1191.5	4705.0	2393.0	162.0	135.5	443.0	683.0	478.0	3143.5	246.5	78.0	685.0	8441.0	5522.5	532.0	603.0	984.0	481.5	179.5	7202.0	1839.5	873.5	996.5	3297.5	734.0	2462.5	5357.5	8754.0	120.0	79.5	266.0	471.0	2400.5	479.5	1229.0	3644.5	1495.5	2903.5	4178.0	66.0	12601.0	723.0	1718.5	168.0	7971.5	196.5	502.0	354.5	349.5	573.0	1181.5	1661.0	1258.0	12643.0	2528.5	3247.0	19314.5	1156.0	215.5	2684.5	1478.5	2527.5	234.5	182.0	297.0	1214.5	710.0	465.5	438.5	600.5	839.0	1121.0	293.0	1941.0
MGB020	7.0	9.0	13.0	19.0	4.0	8.0	14.0	53.0	16.0	7.0	30.0	28.0	65.0	4.0	45.0	11.0	43.0	5.0	2.0	86.0	5.0	9.0	9.0	13.0	7.0	161.0	608.0	12.0	8.0	6.0	7.0	1214.0	0.0	8.0	0.0	13.0	2.0	7.0	18.0	37.0	38.0	80.0	13.0	27.0	10.0	9.0	11.0	13.0	78.0	13.0	27.0	0.0	18.0	43.0	4.0	13.0	3.0	13.0	41.0	47.0	8.0	22.0	13.0	24.0	27.0	15.0	16.0	10.0	18.0	8.0	27.0	22.0	9.0	8.0	26.0	56.0	0.0	11.0	9.0	3.0	3.0	16.0	12.0	6.0	12.0	12.0	30.0	50.0	85.0	87.0	103.0	306.0	32.0	0.0	3.0	2.0	13.0	21.0	8.0	38.0	10.0	7.0	16.0	14.0	28.0	6.0	9.0	9.0
MGB021	213.75	11.0	45.25	225.5	19.25	37.5	111.25	54.5	16.0	48.75	32.5	31.25	65.75	33.25	86.5	94.25	47.25	7.75	42.0	103.5	5.75	147.25	145.0	13.0	7.0	166.0	651.0	12.0	8.0	7.5	19.25	1260.0	0.0	174.0	0.0	172.25	90.5	7.0	18.0	37.0	38.75	80.0	99.5	31.0	10.0	22.5	132.25	161.5	80.75	18.0	42.0	0.0	19.0	86.25	86.0	64.75	36.0	44.25	47.0	69.75	10.5	44.25	13.0	26.75	27.0	15.0	86.25	27.5	100.25	86.75	88.5	65.5	140.75	10.0	111.5	73.75	0.0	11.25	91.0	5.75	8.5	22.25	22.25	44.5	48.0	12.0	30.5	167.75	85.0	796.0	350.5	321.0	32.5	0.0	38.0	61.75	20.25	23.25	13.25	126.25	80.75	79.75	25.5	19.0	28.0	6.0	9.0	9.0
MGB043	41947.67	33100.93	31154.59	26807.82	23624.34	35612.58	26687.43	14096.89	12631.44	29374.25	7799.41	10279.6	13668.02	32939.59	30118.62	40597.63	19890.48	32438.1	36575.31	41836.03	31620.67	35823.96	35506.99	37990.63	36194.08	17006.57	35286.1	28309.75	26859.18	15466.34	23888.67	29642.86	39758.23	34618.4	35317.97	28228.06	27185.7	21015.0	24591.7	18371.02	23512.72	14908.95	32646.95	26488.21	9429.24	19644.95	26393.0	28599.24	15458.46	7987.18	22013.04	28337.72	10171.46	32958.67	53324.72	24065.0	40593.0	36426.62	38921.5	29734.95	62059.93	31974.99	3378.25	11768.85	19145.93	16530.67	63067.69	19506.3	29691.19	30450.24	33988.42	35431.55	39043.98	11074.54	36108.68	13275.91	49184.95	39455.17	42385.32	10580.33	15290.93	9961.87	20413.75	23378.27	34875.16	11232.62	11616.68	48373.23	15988.37	70694.48	52206.38	20495.71	19471.74	46182.94	34214.47	51401.04	24691.85	24232.74	14993.86	34934.5	29667.82	27246.46	9552.6	23436.68	10239.74	14533.46	8236.58	10998.59
