# Constructed from biom file
#OTU ID	TL1a_FP_89	TL1a_FP_287	TL1a_FP_161	TL1a_FP_197	TL1a_DTT_269_Repeat	TL1a_FP_269	TL1a_FP_131	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_FP_233	TL1a_DTT_287	TL1a_DTT_233	TL1A_DTT_629	TL1A_FP_677	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0	126.0	0.0	21.0	0.0	793.0	27.0	28.0	0.0	426.0	34.0	8.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	17.0	0.0	16.0	1.0	87.0	22.0	3.0	15.0	10.0	21.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	130637.0	63114.0	72695.0	47454.0	6321.0	46651.0	13325.0	18474.0	8731.0	36251.0	6207.0	41102.0	29174.0	1583.0
k__Bacteria;p__Firmicutes;c__Bacilli	24.0	2133.0	19.0	3707.0	1103.0	15922.0	13762.0	818.0	574.0	13166.0	517.0	9015.0	0.0	485.0
k__Bacteria;p__Firmicutes;c__Clostridia	9142.0	6272.0	3802.0	10852.0	10128.0	2182.0	1213.0	4442.0	928.0	2553.0	9155.0	7636.0	4043.0	4131.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	806.0	809.0	285.0	428.0	281.0	531.0	119.0	367.0	8.0	244.0	84.0	25.0	31.0	309.0
k__Bacteria;p__Firmicutes;c__Negativicutes	2489.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	171.0	2.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	1340.0	470.0	1084.0	45.0	78.0	7775.0	15.0	23.0	0.0	2538.0	0.0	330.0	346.0	2.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1007.0	1032.0	1586.0	45.0	18.0	1417.0	16.0	439.0	47.0	25.0	0.0	2.0	202.0	2750.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	16963.0	1097.0	14278.0	2360.0	420.0	544.0	10.0	604.0	14.0	505.0	18.0	24.0	2594.0	4635.0
