	GnotoExpt-DTT535-S146	GnotobioticExp-FP-199-S63	GnotobioticExp-FP-193-S57	GnotoExpt-DTT541-S152	806rcbc421-S326	GnotoExpt-FP457-S678	GnotoExpt-DTT565-S177	GnotoExpt-DTT607-S342	806rcbc562-S467	806rcbc433-S338	GnotoExpt-FP475-S696	GnotobioticExp-DTT-193-S203	GnotobioticExp-FP-175-S37	GnotoExpt-DTT451-S599	GnotoExpt-FP469-S690	GnotoExpt-FP595-S291	GnotobioticExp-DTT-199-S209	GnotoExpt-FP565-S81	806rcbc396-S301	806rcbc550-S455	GnotoExpt-FP529-S44	806rcbc427-S332	GnotobioticExp-DTT-205-S215	GnotoExpt-DTT457-S605	806rcbc168-S265	806rcbc488-S393	806rcbc464-S369	806rcbc444-S445	GnotoExpt-DTT601-S336	GnotoExpt-DTT613-S348	806rcbc519-S424	GnotoExpt-DTT463-S611	GnotobioticExp-DTT-181-S191	806rcbc174-S271	GnotoExpt-FP451-S672	GnotobioticExp-FP-187-S50	806rcbc402-S307	806rcbc390-S295	GnotoExpt-DTT547-S158	GnotoExpt-FP559-S75	GnotoExpt-FP601-S297	806rcbc376-S510	GnotoExpt-DTT475-S623	GnotoExpt-FP541-S56	GnotoExpt-FP535-S50	GnotobioticExp-FP-205-S69	GnotoExpt-DTT385-S531	GnotoExpt-DTT469-S617	GnotoExpt-FP481-S702	GnotobioticExp-FP-181-S44	GnotoExpt-FP463-S684	GnotoExpt-FP547-S62	GnotoExpt-DTT391-S537	GnotoExpt-FP607-S303	GnotoExpt-FP613-S309	806rcbc494-S399	GnotoExpt-DTT481-S629	806rcbc470-S375	GnotoExpt-FP553-S68	GnotoExpt-DTT559-S171	806rcbc362-S497	806rcbc370-S503	806rcbc525-S430	806rcbc476-S381	GnotobioticExp-DTT-175-S185	806rcbc556-S461	GnotoExpt-DTT553-S164	GnotoExpt-DTT595-S330	806rcbc531-S436	GnotobioticExp-DTT-187-S197	GnotobioticExp-FP-319.fastq	GnotobioticExp-DTT-308.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-DTT-380.fastq
GnotoExpt-FP475-S696	2.9933563642274974	1.556069932293914	1.6138255349240405	2.8277316702136805	2.422734801029928	1.5623129526797213	0.08991023009722576	2.355076719346016	2.414866766376153	2.4562174240003865	0.0	2.3599208753116026	1.037787626162767	3.183183108240354	0.2782171744607075	1.8837822601920586	2.325443764830922	0.2685236814057711	1.580216362662946	2.676055522302889	3.1121876583118593	2.049114238427206	2.7094751857468324	3.2653884412289784	1.7148952468017766	1.5777394486897776	0.5459106309710237	0.8722532823164728	1.9940319226242873	2.4339544275773832	1.9764711807075017	3.013048640969423	2.0373933954516787	1.7954382919589835	1.6370395887818743	1.4528170729872545	1.4749009380025182	1.5240138755748358	3.0123084980457815	0.059075384229351297	2.104696861455366	1.4223664433389867	3.1898808508561802	2.860540639839811	2.9457593143103447	1.547453629745769	1.9502239305460247	3.167847351564965	0.19597217865590125	0.6618311927708976	1.632153641863485	3.3957505559073096	1.6846123494003984	1.8621870689935291	1.8797178559766	1.5019318040595289	3.107228104440548	0.6389459751120959	0.33434331638633974	0.31555094415749074	0.4788097644544306	1.344813298353709	1.6608672257886936	0.7974079640207805	1.958945806238629	2.833487982747242	1.753645047396109	2.230270061176563	1.5818274823909366	1.4322653918469055	2.742951381620151	1.338153752031484	0.8046266669064382	1.568475007064949	0.8856278372618501	3.4649137819722156	1.3350339567682	1.8571883762807573	0.7512559612110135	1.0790871242416147	1.7006582742327605	0.6922354478787511	0.6176342008367784	1.1770865716519712	1.5698175532514556	1.2350098267991252	1.5359982926314457	2.5428421606550935
GnotobioticExp-DTT-193-S203	1.6286733885190412	1.2902177299729263	1.2518738904217441	1.6311794523468746	2.6921768787055202	2.3309841934264868	2.4192932224578536	1.499673577242944	1.5092416719193553	2.062414204053566	2.3599208753116026	0.0	2.79660374631195	1.4397796822254993	2.1025446326166106	3.379404029413503	0.25863571041113614	2.352308077789878	1.8784061933832181	2.2787387933520105	1.4140917270004225	1.8036215643681168	0.6998300115314329	1.4667000043113878	1.9859992423490636	0.9361688216534982	2.726919844600304	1.7729557418742912	1.8692937632286224	2.3096658158116754	0.6346841943606617	1.166105643423148	1.5107032235917979	1.9408388155722343	2.7844176996200165	2.307964318703119	1.7883009486967048	1.8064662769962327	1.7528679770381606	2.41437697261198	3.2307360499510476	1.2044579952164751	1.0858354154911392	1.29788034675746	1.6296852157473447	0.9432797177922803	0.41090406707100435	1.3892282534971305	2.185355793680725	2.2611472075857724	2.7693518379892006	1.7785394368046157	1.252665672279038	3.288680795904196	3.179213961428855	0.9671557973839496	1.0711085194318766	2.901378519171236	2.258581947022874	2.351698298776166	2.0817780380135544	1.329212956835144	0.8971278786748974	2.9122679755290197	1.5917425001374652	1.6881194192131113	1.9106605204087908	1.5616297511299757	1.2611526957007302	1.1206820307563365	0.9682379015774096	1.2811336837301528	2.3242978134042755	0.9206799121228496	2.128798460140568	1.3318993397139574	1.0980658554830491	0.5583714404825674	2.1848194894487563	1.2816055916483093	1.0076098409853205	1.7062108288460556	1.7423463698919828	1.411025227179441	0.8171464458350347	1.5793589150237597	0.9767465842004396	0.2734319829099195
GnotobioticExp-FP-175-S37	2.8325330400683493	1.6523849919433973	1.6969531706649779	2.6395100144318255	3.1786309728088082	1.10327729046037	1.0898163388772728	2.957982583278075	3.1492977151438235	3.19935979258738	1.037787626162767	2.79660374631195	0.0	3.490221896805135	1.046261388362426	2.626274578183039	2.802984162822208	1.3024270612616844	1.3982795137017154	3.475039901009509	3.0755992872565976	2.8138696548075433	3.278096332855079	3.526233108149092	1.4499101098447393	2.066967065833396	1.1272923186745059	1.138174581534171	2.8338980396163027	3.2809434466986667	2.463406592273081	3.3398077551112957	1.943820708997407	1.5026372752124666	0.8975061286151205	0.9412349214258341	1.375813499168157	1.4445711234707375	2.806618767931075	1.0038977560502287	2.8928022427217117	2.141954921599766	3.5872886416970404	2.819173229744847	2.786740590673857	1.855239656310272	2.4092686019516583	3.496047552730734	1.1728720370008257	0.576013285699729	0.8853362476641766	3.2710479065919267	1.7351434938116594	2.592923099039209	2.638718557572201	1.9300340025896774	3.47032648130961	1.0412430324285453	1.3698464216840138	0.7662819671538227	1.2076389027119694	2.0784693332223365	1.9732672846316708	1.1815155302803861	1.8046779060285314	3.4770702247237577	2.4608261186992566	2.9234627569265226	1.7114984870274736	1.7132956396539667	3.112528453814786	1.6295108019314835	0.6298406715313188	2.2491493364148196	0.7827411977743742	3.907757655567817	1.8028361587165327	2.398498575637151	0.7364879626545933	1.650541218988934	2.4423386908352787	1.488031445756597	1.330340875847531	1.473758846077833	2.1131732552881406	1.34699861085037	2.232715415497601	3.0328096497037897
GnotoExpt-DTT451-S599	1.9489656566625757	2.3216491321181336	2.2607174880495404	2.147425933195109	2.5937448825634126	3.274363542869456	3.233474942978335	1.3018230280116547	1.5967658509641371	1.9381032676351244	3.183183108240354	1.4397796822254993	3.490221896805135	0.0	2.9589991706197822	3.6851824445327446	1.27949134444722	3.205204939787646	2.9055125925676624	2.1769998345118537	1.75181534090545	1.933652078890038	1.204483133914997	0.19446702499368734	2.9939504048740457	2.2181595250160604	3.35026880911224	2.7726263009572394	2.1500635520117615	2.3793986640755085	1.3287391369908605	0.27624195585540484	2.5333049223465287	2.8992179652302115	3.6442718357105335	3.1822463526720406	2.832368621708679	2.890930252839034	2.208561249290333	3.233015547747716	3.4249126664033698	1.94702119818183	0.6132002783922312	1.705131937791506	2.180720952118884	1.9214639227691463	1.6183688267911827	0.08293250029258574	3.0336418791650317	3.034978642318178	3.61962919325067	1.9410745535189242	2.2394715230791653	3.5547976816538926	3.4245418873579916	2.1692520412720335	0.48424395665199604	3.538592329173838	3.1125170490126264	3.1895230987672	2.758062272671046	2.0074910758338875	2.0704440956691608	3.44429362470962	2.5503746473486686	1.3048977243432114	2.047628362385734	1.576596822751476	2.348397163173573	1.9010827716498424	0.510186812030797	2.4064664020595514	3.224053655409548	2.016542468551201	3.047481794580938	0.8169191908698803	2.24427233161591	1.8434810636891559	3.0963250786813314	2.240419306212653	1.9098615096768456	2.5634443850808126	2.6324035336405855	2.481491679920484	2.0055967948231563	2.616336400049301	1.9608950712605702	1.3581272442249905
GnotoExpt-FP469-S690	2.7251661420548094	1.2828565703779984	1.339659823091102	2.560360702522241	2.4208431856946517	1.39527328174114	0.3597832220761489	2.201347647086814	2.2726790405604063	2.370996234816873	0.2782171744607075	2.1025446326166106	1.046261388362426	2.9589991706197822	0.0	2.0501052094703884	2.0785483366430637	0.43073315915276617	1.3537124821151136	2.606786972812314	2.837316422471454	1.954400031085592	2.484635134775849	3.0335330236702327	1.496899252491984	1.320352816737833	0.7635022761357866	0.6187281907508266	1.91633621785119	2.3885086887813434	1.7400814502359185	2.7797496463854525	1.7768056999363453	1.5692456220648432	1.5420464755215562	1.2873199186734259	1.2400228931175536	1.293179440465069	2.7452524050806653	0.323339394409739	2.220216826276419	1.2367048859453305	2.951518198919565	2.586985997481688	2.6754579385234587	1.2732714873880968	1.6925096490391789	2.9431885878497464	0.2001348237831519	0.5452525570640925	1.5346854208896168	3.1243730840183708	1.4111386070425975	2.0137860960703846	2.011379943287047	1.2339797772022767	2.8679759778435363	0.8750696951297431	0.4283490577184124	0.31489553515337204	0.4121058314739459	1.1740980263405492	1.3855611924742683	0.9996986167061794	1.7024839188648238	2.681566359373579	1.6773601079908165	2.095471948835006	1.3090372716050962	1.1673532887925795	2.5116699254590165	1.0657527941163873	0.6925856891913412	1.3476030704076132	0.7094388019947822	3.232671033457953	1.0683746139506356	1.6083488175820368	0.5957658447361395	0.823018550927264	1.5088746880838588	0.4988372152611419	0.37268316551190833	0.9043226747693252	1.3169675869343263	0.9744193164390347	1.3237934247458276	2.2954364039821504
GnotoExpt-FP595-S291	4.358543765874354	3.1565616973053388	3.1903979217825666	4.290214431124449	1.461498437634264	3.406646862996083	1.8120602200047897	2.456082521248297	2.449414494569886	2.0539005628997593	1.8837822601920586	3.379404029413503	2.626274578183039	3.6851824445327446	2.0501052094703884	0.0	3.214146274416637	1.7485742752745925	3.38141098838353	2.1110329399395154	4.405641813941484	1.8955956158311564	3.336873101979015	3.839578643661409	3.526507216141354	2.9475559108238585	1.5173924352140773	2.6370467563927917	1.8028620724485482	1.8174659876564279	2.822474454473171	3.616534506576045	3.7091235383784182	3.5767187286847633	3.4382567639186177	3.2643872830928444	3.2629156405201027	3.323290568835766	4.469309485872756	1.8890528264268676	0.4859021232818705	2.1804825341117158	3.8079128565308604	4.168628914267754	4.412085660104185	2.892208907383408	3.0442458790931304	3.668445271879194	1.88563378864789	2.4045487372709	3.4290015286407547	4.698606532888339	3.255804211688082	0.15106523449307352	0.2905826542347122	2.9102755635970663	3.7458186508785287	1.6292360118789335	1.735917863480909	2.1620143414736805	1.765764506494693	2.0567013659836055	3.0894202914419724	1.4595707963208147	3.6405260805744266	2.7860597405631937	1.6490776711235706	2.2526858965016023	3.187780721450493	2.720327675237767	3.367487464073026	2.930377572626568	2.6558382082219216	2.575486616726425	2.7252542398362114	3.988759745547303	2.761022650274213	2.969220855630362	2.602952562488509	2.4076250782549966	2.43623038152851	1.9983186342985577	2.123438144178972	2.80564529227519	2.7854966956400116	2.951825966360771	2.4580730573725584	3.433580920853179
GnotobioticExp-DTT-199-S209	1.7574201984383113	1.3951840279697691	1.3577897414155269	1.7824657201545702	2.4593108775859602	2.4358716566818264	2.379548156165147	1.2440739167803252	1.2679562241560853	1.8164457604753195	2.325443764830922	0.25863571041113614	2.802984162822208	1.27949134444722	2.0785483366430637	3.214146274416637	0.0	2.308489073725027	2.002268758223434	2.0382510493003103	1.555619010813825	1.574536027059788	0.5368512430454149	1.3354841761676146	2.1188497250532636	1.0287867264589416	2.6528810447508877	1.816118340283462	1.657449427892949	2.083127797268323	0.45255706964407133	1.0155856111272863	1.679333399406644	2.073518392380208	2.8697337943516463	2.39277621954712	1.9040013358223618	1.9330242413792864	1.907533046186623	2.381097474704819	3.041280969402354	1.0688861229035973	0.9685138337179984	1.4295597591587184	1.7978265315375275	0.9785836834913214	0.4397552605152119	1.2259598945674077	2.148085090306111	2.261353354929889	2.8532578544379525	1.9089347763170494	1.3642742547382598	3.1177092131712816	3.0015537440288913	1.0462612333366683	0.9465358919537906	2.837821377229845	2.210162028505638	2.341108694787816	2.008852949473807	1.1888513555327687	1.0056130271660602	2.826839743270222	1.7411442234884524	1.4349170377375158	1.6977343926803707	1.3151598155994453	1.378769051266314	1.103525444823618	0.7850318478278999	1.3669647906042859	2.360925509711313	0.874643663112456	2.173959054430657	1.219766815817494	1.1488944172456532	0.6037277117125878	2.2183293001252515	1.2590008296017667	0.8832123576608866	1.6523361359792632	1.711819447360586	1.4752121223593604	0.8434468176150336	1.6608176004701811	0.8915709539857404	0.2814724819097871
GnotoExpt-FP565-S81	3.1272375109585284	1.67053468840037	1.7291944911078212	2.9680114254811296	2.3002492292210737	1.7676609013054445	0.22200498605407332	2.300946348445126	2.3099186604540134	2.3456028454563604	0.2685236814057711	2.352308077789878	1.3024270612616844	3.205204939787646	0.43073315915276617	1.7485742752745925	2.308489073725027	0.0	1.7428552731340448	2.5391571262856494	3.2156394348411528	1.939192828111438	2.6548109471920887	3.29876464245794	1.885764364776943	1.5750430142348226	0.6282182408967725	1.0069275946334837	1.8521976805433649	2.279155740715082	1.97070010169824	3.0315419295882737	2.168305345684492	1.9713036495027423	1.8709756719682191	1.6741784793115138	1.6281142285833297	1.6676244257332018	3.153112021167833	0.29972878691917015	1.956745278021154	1.355460286286108	3.183187635021258	2.970037409003818	3.0765951852301936	1.613362334423931	1.9492381419704838	3.1839320927325114	0.23810072721907397	0.9154405362086422	1.867897951629496	3.5158641207635215	1.804218612018016	1.7363513282363634	1.7463477840946873	1.5267475370772798	3.112465586859433	0.7507846801752569	0.11268898817862615	0.5693780722604342	0.5561459992163517	1.2773034291728806	1.7130356485998175	0.8875272635552409	2.106764671347574	2.7552684426948773	1.6755893365637788	2.1455674453380156	1.6847750422941699	1.5175510166942288	2.754072165505555	1.41387510965618	1.0314252898141452	1.502997055499877	1.0946589032033616	3.4405494870942266	1.3590752211928545	1.8293538209830027	0.9656414360372061	1.0964753685242705	1.6077427906974124	0.6638689982472109	0.651698333138868	1.266597644381906	1.55470447129048	1.365279805524016	1.4682849149701043	2.514567926396157
806rcbc396-S301	1.8028933464410724	0.6152230551930672	0.661174279216153	1.5437421679385683	3.462961535118572	0.47802007909313954	1.6678016574019578	2.7328090149792104	2.8582125275847554	3.172082319105549	1.580216362662946	1.8784061933832181	1.3982795137017154	2.9055125925676624	1.3537124821151136	3.38141098838353	2.002268758223434	1.7428552731340448	0.0	3.444761672537802	1.9860124397357293	2.7727244128825896	2.5279483214821896	2.894910014136218	0.16387229571273468	1.1938323655440364	2.0252801373497613	0.7601586377132215	2.7951728259305377	3.3201256898609954	1.8644638830887166	2.6872444390403154	0.6192908851066186	0.25843401598911514	0.9677414727424064	0.5480217794949519	0.1398241885196529	0.15670306046617372	1.706729177413991	1.5972212512940651	3.4998489511666744	1.8543597738805357	2.819388733385258	1.7661314529520873	1.6360763734508124	1.0995291638867797	1.5894503285664965	2.897427050102437	1.5392788168698244	1.1117467004838464	0.9594882324353264	2.2126245744173687	0.6739141983455105	3.3295219554111144	3.3102448724612343	1.0787753687575778	2.729651906579147	2.065583630330589	1.7364164278247716	1.335869313147632	1.6239500034232237	1.8833431000050485	1.011698850661922	2.2062611124717257	0.5318983893314969	3.168095447330118	2.5820550074043545	2.7381008576293118	0.6242763162326801	1.1713191962603928	2.4860679216264487	0.7468872898909883	0.9255852131963923	1.6659069917262532	0.7469134858543879	3.1305067666127915	1.0669250069872656	1.5830654717494987	0.8824861956452881	1.245138744640355	1.973447679781721	1.4774635417265645	1.3057469958158578	0.7363857104861824	1.3778084732388491	0.4957565430202595	1.7359997559603884	2.146601758176762
806rcbc550-S455	3.600637471296104	2.915493899283051	2.909890798588734	3.6496106161564494	0.7796831525703162	3.728381410369115	2.664089382749165	0.9893734162661254	0.7761150235417352	0.34673119463454627	2.676055522302889	2.2787387933520105	3.475039901009509	2.1769998345118537	2.606786972812314	2.1110329399395154	2.0382510493003103	2.5391571262856494	3.444761672537802	0.0	3.4681684591053275	0.6860744501275599	1.8294837559562536	2.3679578693778494	3.5985662180347844	2.47740244473257	2.6665069948560567	2.8490610997009185	0.711785327834534	0.3412129899092468	1.829168086948435	2.15180315701076	3.4129673754269505	3.5929193223895988	4.005989945993612	3.6138587526711228	3.31386164691122	3.3674760904638226	3.7908816083592196	2.7242627044012813	1.6913247835028877	1.600854841254254	2.2130096561096306	3.3156858435422785	3.7157755560178463	2.4350423578504383	2.1804102891766837	2.13568651818352	2.527854056519402	2.9901290895599884	3.9894963580677585	3.7742557618386234	2.9521153135677167	2.0065125975879785	1.8364783865665417	2.4917999318188064	2.2139017321537295	2.8829291716321603	2.4397177633749614	2.8913665704521025	2.2998955503558247	1.5736261992489835	2.611562507311367	2.741751319834958	3.4121062348710725	0.9083980377837926	1.0334089090997642	0.7922145250280871	2.926958792818856	2.350553055625431	1.9708303789095505	2.742476868623458	3.233868812874893	1.9275543911034292	3.1539855888822137	2.254214685821133	2.44556475356712	2.1721056873324303	3.1045664697022977	2.218124533013108	1.6034807607158543	2.1694892667680192	2.3542542074704875	2.7292601892397874	2.2108756954344404	2.9602471815918046	1.7987886041839496	2.168178779286605
GnotoExpt-FP529-S44	0.40676010609849006	1.6266703550000985	1.5535677876447864	0.5977884700118957	3.781848280459788	2.3641201443769977	3.193499507193761	2.5204050919939176	2.7302494643914113	3.194160543141398	3.1121876583118593	1.4140917270004225	3.0755992872565976	1.75181534090545	2.837316422471454	4.405641813941484	1.555619010813825	3.2156394348411528	1.9860124397357293	3.4681684591053275	0.0	2.96833326864097	1.9044482753740022	1.620240327326439	1.987789825144326	1.8792392776874534	3.458513064610983	2.3371818423629502	3.1049725232038945	3.5377101675917864	1.7309170220500734	1.5767913008851464	1.4027759643365858	1.859830406492484	2.7808561055514054	2.3597455338550897	1.9899652505944747	2.0132311773837634	0.5694209662562083	3.1517300040638276	4.313921478710243	2.3546788251552178	1.6395965012267413	0.26353834317025526	0.5240220050064462	1.6215913943664144	1.5733481940679785	1.758190585006208	2.993900067030305	2.712661394143818	2.7607020993840674	0.3704767349531505	1.484323862767242	4.302603402023128	4.216818411091304	1.8101071029657896	1.5544214032269432	3.5821702727555715	3.15293113356146	2.9682721877318157	2.8624052454653244	2.443353677959266	1.5791671551365507	3.601509213256107	1.461343625141309	2.7352542178465367	2.9550265671527023	2.697562851504621	1.6347419005139512	1.7400130011704442	1.5961333969762874	1.886526784172871	2.7311462352275204	2.1479925719138646	2.522116093959392	1.9076143659695266	1.947814967226207	1.781501713628492	2.6375589138670223	2.1726385062525497	2.311108204534806	2.621798674711139	2.5698147980081925	2.0144118100442956	1.889458028789009	2.0035879691326333	2.1987954282072693	1.5643083535251734
806rcbc427-S332	3.057140497641214	2.2583188567224783	2.255650273765421	3.0750956414176605	0.8943133089884434	3.045585636812835	2.0481188925667944	0.639080313214931	0.569900546752133	0.42772410442315995	2.049114238427206	1.8036215643681168	2.8138696548075433	1.933652078890038	1.954400031085592	1.8955956158311564	1.574536027059788	1.939192828111438	2.7727244128825896	0.6860744501275599	2.96833326864097	0.0	1.536959150892075	2.1064081842451046	2.9263321324365505	1.8720019910697239	2.085875149214514	2.1748687528046973	0.27436290349148923	0.6108033579810745	1.2713684821004934	1.8546281488387801	2.7731333106823834	2.921735451455732	3.3219609525270757	2.9284699345122824	2.6425426074879406	2.700386318418047	3.228766514767418	2.099442061325588	1.5901239218393663	0.9496595146324452	1.9753642590283647	2.787158395503065	3.154394780676245	1.789238563605373	1.619971380820763	1.897560971292726	1.895687258463725	2.3169814373504667	3.305172857877355	3.2819235624425533	2.3007385670150415	1.784173771742835	1.6321666636525392	1.863594993591976	1.941569165034156	2.3056210644787054	1.8374576408693148	2.240125626889458	1.6509472277863775	0.9067475671019762	1.98563658452486	2.1830687822491868	2.761118295394076	0.9327826588092571	0.43530575645541303	0.37114507788012513	2.2754553526510906	1.686723414012808	1.61759402276406	2.087332085388396	2.5602970085291528	1.340992467575777	2.4747214582886556	2.114590463932717	1.803247773736762	1.6156438729295348	2.4297605768394104	1.5511387616446932	1.0444930383059678	1.5112867239349328	1.6896876586762655	2.0634893510717665	1.6029301443390387	2.288138555970569	1.1966144682033855	1.7622346887763316
GnotobioticExp-DTT-205-S215	2.16583566231465	1.924343610293766	1.8903302481652546	2.2323855822174212	2.393048129572952	2.961926635209291	2.75220975946864	1.1692701452411784	1.0705889049903015	1.6728566863093066	2.7094751857468324	0.6998300115314329	3.278096332855079	1.204483133914997	2.484635134775849	3.336873101979015	0.5368512430454149	2.6548109471920887	2.5279483214821896	1.8294837559562536	1.9044482753740022	1.536959150892075	0.0	1.2965519866131372	2.647319920635099	1.4768801204042603	3.001914243247226	2.2936536431207863	1.6127512489217255	1.9366061060083868	0.8372527416630889	0.9786754550102642	2.2020391365929006	2.606477464255086	3.3926071475303554	2.9181549142299787	2.425896478121176	2.450867008340985	2.3357341637804163	2.76722873422128	3.0944720722281707	1.3332885502364136	0.7663164745840989	1.8297186781228723	2.2284184512056786	1.4952711683457383	0.943972792052955	1.129193364981779	2.523626307612568	2.7259332384383645	3.376579004777383	2.2368642491239625	1.8992538473644638	3.2383267997399	3.1029636046632696	1.527214115989059	0.8305866169748347	3.201151845820294	2.5485640688811313	2.7685563310542047	2.376105490799648	1.447021147268207	1.5208922538138294	3.1694407620095935	2.2719533425165404	1.1499507078293714	1.7829034180187289	1.232409776194629	1.9037043671595153	1.5971779063577662	0.809095032566275	1.8664294122907652	2.841381983501163	1.1983362050609747	2.664377690734271	0.8829648953600547	1.6162446242573103	1.0238545608495018	2.69570539616489	1.6866264122035286	1.0761237266646433	2.0183796823766356	2.112951943630077	1.968050466583983	1.280973550048097	2.170651233109142	1.1935468868457677	0.45712011675810504
GnotoExpt-DTT457-S605	1.8232291205284705	2.3234829124217558	2.258734769307965	2.038515834106912	2.776228711490308	3.265233578657163	3.3196069644962547	1.4792425651242915	1.772882679759509	2.125612702178597	3.2653884412289784	1.4667000043113878	3.526233108149092	0.19446702499368734	3.0335330236702327	3.839578643661409	1.3354841761676146	3.29876464245794	2.894910014136218	2.3679578693778494	1.620240327326439	2.1064081842451046	1.2965519866131372	0.0	2.9742382080411915	2.2601183417629773	3.4455913419439455	2.812986585795227	2.3202723528053757	2.5649778342427165	1.412343724652842	0.33302232961126765	2.4940822418537802	2.872327846361237	3.638851700337809	3.1781612020997736	2.82976160868447	2.8869756007343983	2.0867313032211787	3.314377215419946	3.5916842132495663	2.0607852879391606	0.6408101353732248	1.592499830035661	2.065840440365809	1.9521731956339787	1.664370784986645	0.24323293838166504	3.1187446247426105	3.0820857311457917	3.6139218499905104	1.7872127061893768	2.2309685081504322	3.709533499548347	3.5828569118812346	2.2069743119781267	0.5045772786337341	3.6284271746664967	3.2084769044010266	3.2544108316477387	2.8486071455067115	2.1249779533100264	2.0890411247686944	3.540935880349174	2.513231392188004	1.4960015450909254	2.2058392991377485	1.751931138226411	2.350599402836343	1.941721169362989	0.6018430158250816	2.4326498271854473	3.2602061177625647	2.1033856069021977	3.0784001554678095	0.8529525503448383	2.2911020975030443	1.8997917219249456	3.1353829107878486	2.309928769081532	2.0225076844254652	2.652775361781205	2.7097520385661857	2.514209700463951	2.0643651791065096	2.634740879211001	2.0576940633200524	1.4001926505754918
806rcbc168-S265	1.7840464697090828	0.7399206350415032	0.7755635410046977	1.512986406758076	3.6157858555755027	0.43343923459103517	1.8022829589739233	2.8710001888571033	3.0056311553196977	3.322649697496653	1.7148952468017766	1.9859992423490636	1.4499101098447393	2.9939504048740457	1.496899252491984	3.526507216141354	2.1188497250532636	1.885764364776943	0.16387229571273468	3.5985662180347844	1.987789825144326	2.9263321324365505	2.647319920635099	2.9742382080411915	0.0	1.3365368266262656	2.1488956660444694	0.9151262354727314	2.9534660510664517	3.478052227574795	1.9946225208256951	2.777920865779245	0.6229367136386825	0.15879023421000313	0.9187027478692102	0.5401631725167132	0.30358449713876867	0.2967328869593633	1.6670558852583888	1.7286233810971976	3.6514036408531596	2.0112620881469927	2.9117870388663842	1.7758659756146142	1.6038985248936755	1.233096161003717	1.7153571009430202	2.988252107483914	1.684043093210868	1.2196220193710257	0.9110722903909028	2.1930098341418445	0.7746443253851476	3.4748463126386384	3.458441361532175	1.223946938043276	2.820057481159016	2.178501828212857	1.8840064324266286	1.4580502547778103	1.7683215073496428	2.0409370788004857	1.140145721981165	2.3222113283865067	0.5294261892336781	3.304643047496147	2.7329045760570234	2.884935054615846	0.7499286520406075	1.3048095877655108	2.5872222844245227	0.9012298766558486	1.0203906402906784	1.8191501302847284	0.8579617193736633	3.2246469201157777	1.2215877791471563	1.71836301223616	0.9960585763163633	1.4054265926427514	2.127555386842984	1.6375206871494938	1.4638925542549264	0.8981320615499754	1.5245839620932264	0.6576608656205951	1.890907306986731	2.256231870765387
806rcbc488-S393	1.9268297688599698	0.7140284908580536	0.7371241451292717	1.7864181767255174	2.6886803866538393	1.6147842097823277	1.6416771545310282	1.8502148154189493	1.829799799188758	2.256305214117713	1.5777394486897776	0.9361688216534982	2.066967065833396	2.2181595250160604	1.320352816737833	2.9475559108238585	1.0287867264589416	1.5750430142348226	1.1938323655440364	2.47740244473257	1.8792392776874534	1.8720019910697239	1.4768801204042603	2.2601183417629773	1.3365368266262656	0.0	2.039580393882458	0.9439301956618362	1.8570070714708133	2.3764963715764624	0.9631201026500211	1.966515147059532	1.1120899726230258	1.3575529047181498	2.0535393671910955	1.6103419675690474	1.0727054185188607	1.0760832749368934	1.953298178420946	1.6287829823547908	2.923700415501479	0.9498881239669394	1.986398895477107	1.6855567428693776	1.8273573948626538	0.5508041920406296	0.6090469369378413	2.180815430114648	1.4115353477764625	1.519680367708327	2.044854068300352	2.229270489229823	0.7934962889422933	2.8852633513994657	2.812364500589542	0.18533855780386785	1.9454429879248198	2.184987716322566	1.496716665242934	1.551125246722196	1.4413365955703286	1.0448978467549188	0.3686324462181004	2.2623806609972177	1.1682252506736213	2.1933922664861063	1.8424804203330727	1.8028707167513747	0.653421745062063	0.7739224885340534	1.7180150686311282	0.49014632713129297	1.510317336266914	0.5575565912125566	1.3301594295125085	2.243035159643322	0.2851519575983936	0.4542242561314441	1.3713123976949235	0.6171020352349484	0.8844727268465916	1.020358368436105	0.998604872790432	0.6081146229001204	0.2833970537675335	0.8165954939441709	0.6829184859623868	1.1485753944728105
