	GnotoExpt-DTT484-S632	806rcbc365-S500	GnotoExpt-DTT550-S161	GnotoExpt-DTT472-S620	GnotoExpt-DTT556-S168	GnotoExpt-FP562-S78	GnotoExpt-FP610-S306	GnotoExpt-DTT538-S149	806rcbc431-S432	GnotoExpt-FP472-S693	GnotoExpt-FP616-S312	806rcbc393-S298	GnotobioticExp-FP-196-S60	GnotobioticExp-DTT-178-S188	806rcbc479-S384	806rcbc553-S458	806rcbc522-S427	806rcbc436-S341	806rcbc528-S433	806rcbc379-S513	GnotobioticExp-DTT-184-S194	806rcbc430-S335	GnotoExpt-DTT460-S608	GnotoExpt-DTT598-S333	GnotobioticExp-FP-190-S53	GnotoExpt-FP466-S687	GnotobioticExp-FP-208-S72	806rcbc171-S268	806rcbc399-S304	GnotoExpt-DTT478-S626	GnotoExpt-FP484-S706	806rcbc497-S402	GnotobioticExp-DTT-196-S206	GnotoExpt-DTT388-S534	GnotoExpt-DTT616-S351	806rcbc467-S372	GnotoExpt-DTT604-S339	806rcbc426-S427	GnotoExpt-DTT394-S540	GnotoExpt-FP460-S681	GnotoExpt-FP478-S699	GnotoExpt-FP454-S675	GnotoExpt-DTT454-S602	GnotoExpt-DTT532-S143	806rcbc491-S396	GnotoExpt-DTT466-S614	806rcbc534-S439	806rcbc445-S446	GnotobioticExp-FP-202-S66	806rcbc559-S464	GnotoExpt-DTT610-S345	GnotoExpt-FP538-S53	GnotobioticExp-FP-184-S47	GnotoExpt-FP550-S65	GnotobioticExp-DTT-190-S200	GnotoExpt-DTT562-S174	806rcbc565-S470	GnotoExpt-DTT544-S155	GnotoExpt-FP568-S84	GnotobioticExp-DTT-208-S218	806rcbc473-S378	GnotoExpt-FP556-S72	GnotoExpt-FP532-S47	806rcbc373-S506	GnotoExpt-DTT568-S180	806rcbc177-S274	GnotoExpt-FP604-S300	GnotobioticExp-DTT-202-S212	GnotoExpt-FP544-S59	806rcbc405-S310	806rcbc424-S329	GnotobioticExp-FP-178-S40	GnotoExpt-FP598-S294	GnotobioticExp-DTT-305.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-DTT-323.fastq	GnotobioticExp-DTT-311.fastq	GnotobioticExp-DTT-383.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-DTT-377.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-DTT-371.fastq	GnotobioticExp-FP-382.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-DTT-317.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-FP-376.fastq
GnotoExpt-FP616-S312	3.593495398052546	1.821510685084311	4.560734565752631	3.5372585434504233	2.3901355805453615	3.034977595056442	1.0386821250924574	4.310323035493117	2.604246424944274	2.299808283799846	0.0	2.110688625050254	2.344388402534704	2.129622044624743	2.1701114396914707	2.2177321626846163	2.679507630284709	1.318308169410997	1.8161232804069543	1.329049822435849	1.8772497366021705	2.7075535504615065	3.52759210477923	2.4722626274517765	2.0089668701832624	2.559314107633975	2.510862868446503	2.6149878004709564	2.451614596405126	3.6532199151132287	1.25210643468079	0.946054420484609	3.1504108940905757	1.3984581525156066	2.4347580311142027	2.5767868859842613	2.1228285145983135	2.8357573000885745	1.3675019232830339	2.3790641123699894	2.2747599707412474	2.3446986880381746	2.863548369012707	4.126536447588365	1.4905919983611056	3.5056266533028593	2.209855556844086	1.6135908965992647	3.7383321548821447	2.4131062991526004	2.539782837442178	4.364607248416499	0.903395640180978	4.554480384077987	2.0449483332265603	2.7433181777799374	1.9893749472561113	4.47216700403134	2.4431000467246093	2.3899527127259725	1.9338868640861402	2.5087892915673735	4.282255563127126	1.8370186951812832	2.282799265373141	2.886828687843688	0.45941393907406386	2.4332301204526474	4.5511907718521565	2.0051747873545533	2.6327453392896283	1.5426489962225916	1.5070414735481776	2.207861669641008	2.8811228065112338	3.6838666482331237	2.0885257716788956	2.3945145015818796	1.9874127937439217	3.1702805275728263	2.5787052490143876	3.909102449462069	1.971909500912866	1.717684282767071	1.8791139040091955	3.7311345094909822	2.2635298443272878	2.1992098630175936	1.4242016541857205	2.661314200174694
806rcbc393-S298	2.6351695773893278	2.4113426712579553	2.5303702249528315	2.4334871052457863	1.0392374261402273	1.2711652542561591	2.244338702614738	2.3136792849567516	1.956927158915769	1.6383036627586685	2.110688625050254	0.0	1.6508395994978307	0.5636455577612758	2.7551472797624577	1.4626720898996763	0.7042522755570699	1.5047311430897807	0.9886606156857023	1.9869142622567775	0.6262092913326462	1.6445238724047935	2.4365308016516503	1.400656296763688	2.284846583399019	1.1829528237599143	1.6974718540188838	2.4161757894805995	0.35357638164972915	2.0782429459576237	1.0211432364876192	1.3372888349780812	1.7542430756862752	1.4215476795460817	0.893601817559735	2.869685803465604	0.8107103221310377	1.2203773704534235	1.5099212722822293	0.3001025116022082	1.6978296184277513	1.4814513188701168	2.251532647565672	2.207468895651086	0.7621313124722033	2.4977568505597687	0.9650605840449168	1.063460038592778	3.1454736236156617	2.1901138348200213	1.0868148546532597	2.414121339717271	1.3489713213219776	2.5235313553112824	0.9682438428016853	0.9144825719364175	0.9886774002826086	2.6041504471043515	1.1787211073285266	0.7977109615858021	2.3210109265267564	1.2863348221037678	2.3110233693571605	2.4966531660218636	1.5900245471742058	2.2716621201355256	1.7956905577078692	0.7717004581545347	2.6837036420413978	0.3910300592522925	1.3541250688639062	1.0797553168654817	1.8449123392162101	0.8553618463454652	0.9520435469782759	1.7394249599701472	0.8331107784260346	0.31759515769187024	0.8634279218985346	1.6457155286207883	0.7096219566673059	1.9812934259211092	0.9522855121984184	0.4487560358001213	0.8220515096059098	2.1940846905970766	0.5516218186999516	1.2542736339176885	1.1823725133109089	1.062259955976081
GnotobioticExp-FP-196-S60	1.2823917839987964	1.296013870009973	2.9132522573856177	1.2048712074032453	2.6729785505632706	2.853767397075729	1.7184008788659995	2.577694418345011	0.36143987031622227	0.07106313537603938	2.344388402534704	1.6508395994978307	0.0	1.7340116945961697	1.4430943759740182	0.5190999126522873	1.5831639965402873	1.0935927612427343	0.9210116386034899	1.2441462846192575	2.1084642855701636	0.6003358613782239	1.291506660666867	0.40090934574630777	1.0012429678522636	0.713331708512717	0.3246503467237967	0.8742749631703637	1.7771773516373361	1.6462642566820063	1.3114912259107305	1.6925912085381534	0.9708882205944722	0.9515313656935518	0.9174512568576342	1.396942914149103	0.8436101457660488	1.0336755423000128	0.9808589473943304	1.7685173115203972	0.1937301012459345	2.948867366568941	0.7612938266632275	2.254218256061259	1.9651396454040913	1.200447520796077	0.8580729583588607	0.874079594896532	1.5750981092168346	0.6628001410321607	0.80654677969219	2.552741990730923	1.5115223466684067	2.884642044188313	2.4740806239824624	2.460319576301953	1.0539439871910368	2.49359746312883	2.792331427709569	0.9952049748814538	1.0847721862153044	2.9128671473528893	2.4786427073737562	1.3635129564755488	3.1041817136380083	0.667327573333021	2.2648052168501436	1.050090831740001	2.584847523846449	1.9826723747183392	0.710519290843111	1.0741479735642199	0.9852528210328093	2.298979135550166	1.759047515906153	2.062251618183798	2.3517411386712705	1.6156415987319865	0.9328512898788238	1.0880266058831944	2.0893410116928104	2.15200212768372	0.7673319528438348	1.7828679474389169	0.890955482492042	1.6319206590231061	1.1642429563592953	2.7551417622483103	2.345050691645851	0.9865458593141957
GnotobioticExp-DTT-178-S188	2.6433254150933276	2.3646298120101865	2.5385155057948205	2.4666467051959393	1.1254442484689198	1.318784446942853	2.3237875532854453	2.3550418780244224	1.980911202068011	1.738282921520749	2.129622044624743	0.5636455577612758	1.7340116945961697	0.0	2.7678536209351847	1.38565596774289	0.7319554308023306	1.6643209049557006	1.2872202089957117	1.987662626593911	0.6465692939792492	1.869195925531205	2.370596683262875	1.5482392737518733	2.258379923332857	1.346976061863322	1.8695015149294074	2.562996361342592	0.6068359939367995	1.9909014505596883	1.1706804011016612	1.5458082655740228	1.8372558776348926	1.5184871230071946	1.0336240241768577	2.8222046166449566	0.9799253911181175	1.4237787956389618	1.5598547497160355	0.5305133768958636	1.8240797901457793	1.277014739605494	2.1927748358444425	2.302287998707583	0.992595353406524	2.4911712677657185	0.9063651979018938	1.1256849682278482	3.17783234901968	2.322580069959882	1.1864212372258522	2.429427126492893	1.4022832723772267	2.549851465863094	0.8839720601282847	0.8899034218640326	1.3813583926675996	2.6469453180705327	1.1741786134094678	1.0463105194676796	2.403523356415974	1.3225289696122857	2.388701013279849	2.4741698861228	1.5197596997532532	2.369920864682992	1.9020623794265783	0.9709499685512082	2.694701568298761	0.705608082269868	1.597090340814806	0.9931342604246998	1.8587575547428297	0.5892127998994833	0.8274576106856292	1.7139563322939093	0.7321177273011308	0.6142036662942708	1.1879672133123567	1.7616778505041326	0.5229433376942109	1.9901973269345132	0.9822593346099721	0.6215516492688202	0.9050913635213732	2.1403595971460727	0.8172545984709395	1.1185634958668205	1.08573107005541	1.2946464650543736
806rcbc479-S384	2.158839999052304	0.4952693255044471	4.331595101083671	2.2605974104447966	3.635170094799091	4.0057827740267475	1.1968567385148818	4.000546127983465	1.40429213680879	1.4193143535937158	2.1701114396914707	2.7551472797624577	1.4430943759740182	2.7678536209351847	0.0	1.609903388430507	2.893436744132841	1.4073353789126881	1.8928811994029495	0.9463470222910144	2.9955757799673037	1.917446302958604	2.301772256591307	1.8308162205901304	0.5446844012088509	2.138013209516634	1.6047740847105079	1.0491859866481232	2.9887373778202213	2.9424488116428775	1.915152656195378	2.041432216392789	2.3541268107388027	1.383528380190643	2.278017787255315	0.5536367261178479	2.082916272627634	2.469196188793278	1.3014937965873206	2.9527358950977076	1.3506305669351335	3.7522488673646466	1.490567415190644	3.67350167633697	2.7059367187387005	2.159530676019141	2.072806207254437	1.6976904727185331	1.9322404266177582	1.008260094326905	2.209396973485005	3.957339646991629	1.809469273721104	4.306914777664981	3.3274861646887737	3.603513258190117	2.0817049346650167	3.8674271069546697	3.7324369602285636	2.3303196812101765	0.5119672221032465	3.847689709239474	3.902242199041749	0.3877364940670745	3.860674013746191	1.4522913879011452	2.341469846844745	2.392580138271191	3.9476782360286635	2.96941473518181	2.1026206479389207	1.7920524723206555	0.9531806064765747	3.242473236172001	3.065403287258781	3.4697267172169353	3.2567441588570203	2.8406215740410565	2.0471126412143144	2.5056006318811193	3.2429636464914426	3.5659463543538514	1.8902768157527992	2.673039420296492	1.964885138958624	2.9134097845105726	2.4234608520565235	3.5797627321388643	2.9319156507291533	2.398243596878943
806rcbc553-S458	1.4759914459129662	1.316377004167221	2.80679641984891	1.3962098391475029	2.4300986164994627	2.608612952863274	1.7663081943529884	2.5052574401735157	0.6432960849505	0.556683188165403	2.2177321626846163	1.4626720898996763	0.5190999126522873	1.38565596774289	1.609903388430507	0.0	1.3557632757010925	1.1575840833988353	1.0006650831281292	1.2236190432586966	1.843027447626783	0.9936418592722874	1.3231985426488753	0.6421420397839336	1.0784562676345415	0.7766933618603191	0.8080678832275948	1.3274880582855118	1.5733927239214927	1.531858842067787	1.2017641978065778	1.6514999564283248	1.0793672413330566	0.9413355406050382	0.8164503093600908	1.5264283640110476	0.7411796953282027	1.0935083952743698	0.9318860946269126	1.549223661244786	0.6722819583599494	2.6030930700857375	0.8440694285521207	2.2513300285963402	1.7965016415868555	1.3537840079747452	0.5367865990147545	0.7190675431911373	1.8640865932537911	1.1015285557630752	0.7327119657439501	2.480573333089876	1.373382111561935	2.794094078784831	2.1776547033559512	2.1883705671232017	1.19418542389019	2.4861567092212993	2.5187077928136627	0.955663487941653	1.317945592716207	2.6544124517353374	2.4475681918236845	1.4272240248206167	2.8079937010982197	1.0887903364847902	2.1612059467786673	0.9561588215035334	2.551173456183193	1.7854162243310323	0.9544776728972123	0.7714256002289286	0.9866396156321686	1.958864344184641	1.4817012731706498	1.909859593703401	2.0521528508050224	1.4275784255110626	0.9892116011183559	1.1777417317807293	1.7810837049383252	2.0535880664397492	0.5342273913274437	1.5589001023227624	0.6965286972523064	1.577042565606474	1.0419455374175568	2.437757191003302	2.0554796086361735	1.0291259656222342
806rcbc522-S427	2.2459061746923843	2.5738872820327385	1.8866776520245805	2.0199464723278324	1.4809237057910742	1.3746862895737773	2.658429459894487	1.6657421173630644	1.7993636878721946	1.5989122681322867	2.679507630284709	0.7042522755570699	1.5831639965402873	0.7319554308023306	2.893436744132841	1.3557632757010925	0.0	1.8828858441495777	1.2993078114385364	2.273565087653378	1.1964779408878958	1.5084650715040124	1.9765423315489423	1.268251922084972	2.380261320066482	0.9647911204426312	1.6218691889880168	2.4253281788773395	0.4591925868556191	1.4447360122963524	1.5144440686657656	1.926163540654297	1.3225236253486239	1.7409681817608536	0.682466869616702	2.8750756132751043	0.8586790114426439	0.8728286310638264	1.8109861979476767	0.4955803458399502	1.6946710222688302	1.845993836637854	2.0138110800066342	1.583784569193746	1.4524626813406534	2.0938950034602897	0.8377175111405455	1.3250898679175636	2.8618227789730644	2.218156020241018	0.8090587987400063	1.7471720420353414	1.8423511140497841	1.884787595782211	1.4475910555778544	1.002954275327382	1.2961288947485325	1.951942383504529	1.577560943053053	0.7006595735464942	2.500156135630959	1.6988684419773206	1.678304204552052	2.676083987306966	2.062114109322344	2.1142482161408576	2.422432753609393	0.5896334039858819	2.0152752606705318	1.0380739483332848	1.2028408076822772	1.333686513380664	2.0789777850546707	1.1623326596726855	0.3016575513552999	1.0502437239883895	1.2822136954168175	0.40687129490363644	1.111076342730241	1.1901298727915464	0.662099349423207	1.305794034189282	1.0187920742604992	1.097584759900752	0.9942694341510101	1.5821306364475323	0.5841579466903603	1.6796758144827904	1.7557540310257864	0.8053596076033975
806rcbc436-S341	2.3667679807012028	1.1373550949921958	3.619255474734432	2.2956577875635644	2.3121683304096368	2.748820525092679	0.8223318293201912	3.3144059814712024	1.392443163138335	1.0366811673165586	1.318308169410997	1.5047311430897807	1.0935927612427343	1.6643209049557006	1.4073353789126881	1.1575840833988353	1.8828858441495777	0.0	0.6915720471439477	0.65064657068587	1.70916117380164	1.4139076456225297	2.3661325801368847	1.2300614966497114	1.1023847198904244	1.390605745171981	1.2091536974451873	1.397123197785053	1.8073127592374367	2.5795824131241463	0.5727180395742189	0.7032944462907281	1.942568750746702	0.2386182008554071	1.3834705460046999	1.7225064845139837	1.078718682205191	1.696447726258747	0.32968979275102145	1.7641708682552784	0.9904197925854067	2.541274494199201	1.7325430093376586	3.047297843964943	1.3394313164130751	2.29150128620502	1.246916346262496	0.6133133856585455	2.53276375649027	1.177820006663157	1.4371554145487673	3.344181228774272	0.6028277281916739	3.5964928461763668	2.0585409670665666	2.3894811182018203	0.897807309166236	3.3712525533844038	2.433085286798998	1.3432638575160105	0.9558197598891269	2.528797759678708	3.2416877851582724	1.1637864271587786	2.5816288646979593	1.6209712778067014	1.2261563930704313	1.4216223654166062	3.468371225588386	1.6471260853931162	1.3958402162208827	0.8034589524521544	0.5718968173023548	2.053566847124571	2.1255008947167005	2.7404444971649538	2.000172775939378	1.6783308807502617	0.8984287019495866	1.9813321406022022	2.1128761251089734	2.904725202009136	0.9612328395029703	1.3690947573302457	0.912631616124498	2.612379907187987	1.3367432822453946	2.329867836787387	1.705004075734309	1.5426814040478187
806rcbc528-S433	2.1288105578053536	1.6488263716776603	2.9862264392524924	1.982382728129349	1.9402842296514076	2.248956549074934	1.512606616648751	2.6822308790888973	1.281503573066036	0.8743267118149991	1.8161232804069543	0.9886606156857023	0.9210116386034899	1.2872202089957117	1.8928811994029495	1.0006650831281292	1.2993078114385364	0.6915720471439477	0.0	1.2578687930628807	1.404891368816668	0.9921289766088134	2.0839106248770327	0.8088755860065061	1.495443397872126	0.8403060065989394	0.9329072988886611	1.5000281512054245	1.2398481235015872	2.106793031589013	0.6175438512630768	0.9487548090771262	1.4668660768948094	0.6594565807630537	0.801393830105625	2.072915918838189	0.5202118440135988	1.0830411134528153	0.7916679612651094	1.2189181768119948	0.8723781011293255	2.3151076081833324	1.6641135987627629	2.4217651268571845	1.1383847918604781	2.032059832116701	0.8456215366871831	0.5064954196723733	2.460269365646153	1.2815000683797961	0.8963383676805919	2.731247262896455	0.959793312095137	2.95903469334546	1.7878003730125167	1.9007048845383068	0.26402584453522265	2.7779496120612532	2.0877158403224017	0.7035004590482767	1.4118105975306465	2.18308394071944	2.6072523043675218	1.6998665401859034	2.377204749113554	1.512461585845213	1.5855011259632064	0.8012385188115566	2.8837421597050383	1.2312340593961852	0.8506840925586289	0.7908101272188585	1.0796871223126734	1.7294016957817775	1.5729448682680314	2.1386448269917344	1.6910176650644455	1.0951813532206371	0.21360941388751029	1.4464192431954492	1.6327692919463819	2.297658673253153	0.5994075184478295	1.0494899215533475	0.5085295867482397	2.1466177612221817	0.7174017803868411	2.0837061651769813	1.6571178177102623	0.9122841258662371
806rcbc379-S513	2.382388465457576	0.5636454482722065	3.966102685448701	2.3826796615375083	2.761107326857088	3.203208851791304	0.5925290760896207	3.6631145328643377	1.4081135538662934	1.206496060661414	1.329049822435849	1.9869142622567775	1.2441462846192575	1.987662626593911	0.9463470222910144	1.2236190432586966	2.273565087653378	0.65064657068587	1.2578687930628807	0.0	2.118154652416052	1.7428196668497795	2.3841900242503815	1.5294923880826052	0.6831273362733947	1.7480630688394274	1.4597047431509005	1.39150754330803	2.2673438196857902	2.7508148858238135	1.0511223874757065	1.1700734730757807	2.186218993482187	0.6071010464404525	1.7645157557045508	1.2818958919281014	1.4916856370605553	2.0889518574603803	0.4890801757462298	2.2156536378668665	1.1690947697320477	2.846509347558744	1.62795206552627	3.3966050155123	1.8139797272878582	2.319555314514647	1.5091491847590144	0.9623000943977015	2.4377307369862544	1.191850805455889	1.771016057863353	3.661782955814651	0.876852306507369	3.950204936012324	2.43103144237558	2.8130257953856233	1.4936585554235677	3.6674449967973985	2.8486375635608225	1.7880321999038158	0.6931158061617503	2.9595051697238786	3.5972916823622363	0.6047416553464001	2.933202004542351	1.6617744213209176	1.4556077876071514	1.8425450983081084	3.746911052484684	2.133412505316344	1.7880256637462209	1.0009604670188992	0.2593678645569106	2.389972666830276	2.4651536112216825	3.06270742940234	2.378377861731838	2.139722600162761	1.4371271368412122	2.27773627277976	2.488228730501512	3.224552766730784	1.2728871927076577	1.8143802247932799	1.2894109149279367	2.7801138693446963	1.7934636177797472	2.6736129664237596	1.9952604787321055	1.9619166185276058
GnotobioticExp-DTT-184-S194	3.1597710991333345	2.5947565929738503	2.9708898171786884	2.979460604320661	0.6552353774036886	1.1736051406029249	2.297041187285393	2.8020922185910693	2.410131206303371	2.092930321785955	1.8772497366021705	0.6262092913326462	2.1084642855701636	0.6465692939792492	2.9955757799673037	1.843027447626783	1.1964779408878958	1.70916117380164	1.404891368816668	2.118154652416052	0.0	2.208165259866686	2.936060139830652	1.9314832669089976	2.5421545285046143	1.753974437353797	2.208845037863753	2.848443128999231	0.8200963777121778	2.581552027998056	1.139341216478467	1.3243534226885953	2.32835090209481	1.6411760112269114	1.4582040149554596	3.1575327907302477	1.320756516233931	1.829248442785031	1.7011764864292533	0.7440546894963561	2.1475132427508905	0.9203044171066717	2.680036002876698	2.754795327452468	0.5354137117554892	3.0183035618437746	1.3959196119366784	1.3471908570004212	3.6439257285656814	2.6084285485159864	1.6416215868562705	2.9090882858606655	1.3296399144034212	2.97737269831589	0.38360045847622054	0.868998305319544	1.45726295076048	3.1401843760869435	0.7371629107556026	1.3907944225067956	2.5965465913818075	0.8562919206187483	2.8308896620504114	2.6830836593950242	1.0061552121523596	2.7641603662425607	1.5611052333400424	1.360327111218664	3.2029246523590587	0.34361317098642663	1.9382236594330582	1.2501477730885266	2.043869245119169	0.46725529864430804	1.3494890421345376	2.2149002054288647	0.3037977250530926	0.8792644712373804	1.3532398047038274	2.2362806987471875	0.8105158904940288	2.4847839929160522	1.3563160449809257	0.3587696673496919	1.2183864677924723	2.718603811160608	1.1401499828545156	0.6809563157758649	0.6345393392629374	1.670518489345568
806rcbc430-S335	1.263989949236482	1.8454018587478909	2.609287215664214	1.0933339342536759	2.676239702478478	2.765655897823554	2.1238796857851754	2.2540064916106517	0.7748170520989003	0.596103639168195	2.7075535504615065	1.6445238724047935	0.6003358613782239	1.869195925531205	1.917446302958604	0.9936418592722874	1.5084650715040124	1.4139076456225297	0.9921289766088134	1.7428196668497795	2.208165259866686	0.0	1.3323875221995134	0.37932718467757964	1.5517698237125843	0.559161355099567	0.31912272084581156	1.0704669974433059	1.7092267248325383	1.5342811756991133	1.5631107723343634	1.910995850181997	0.7227673957168228	1.335434746188009	0.8652046033118478	1.8862974864925628	0.9134162358553856	0.7187793109792077	1.414970693540725	1.728485835543715	0.6080230047440618	3.083262460448681	1.1317114334545972	1.8854831223633004	2.073960058358776	1.1961000634203167	1.0688097284450135	1.2069665381743802	1.6387253090000071	0.9528516120292068	0.7529560489396264	2.245956578337042	1.8515121118688294	2.5652316916626225	2.5797147689765576	2.420633735034334	0.9686528184471077	2.1553818863549563	2.8223955652396824	0.8762055360954724	1.5156194514716934	2.9262084814049993	2.1215055289188673	1.8903552542099205	3.210406987955698	0.7857073868429811	2.5415340428334496	0.9555970392538696	2.2747838726273417	1.998202393140379	0.318680880620326	1.4569467726445235	1.492859505898758	2.4128142030337263	1.708625271245083	1.8430303262466075	2.4472590097101805	1.5493042370733305	0.9213211314481761	0.7718651740333776	2.10205190627912	1.8806776658859354	1.0273077684705745	1.890125584761259	1.1039169844857721	1.4854262550548019	1.1157524606682683	2.869852946834467	2.5645513406456204	0.724170998326437
GnotoExpt-DTT460-S608	0.4591434840386974	2.2288710849541378	2.411566710094546	0.43095780719659477	3.403751865932787	3.337842292774478	2.9284323647444666	2.101707480509147	1.0317840196891257	1.3580211219741825	3.52759210477923	2.4365308016516503	1.291506660666867	2.370596683262875	2.301772256591307	1.3231985426488753	1.9765423315489423	2.3661325801368847	2.0839106248770327	2.3841900242503815	2.936060139830652	1.3323875221995134	0.0	1.2933762048978863	1.9158464413542269	1.3662673780278074	1.3320899081834152	1.6859949541884587	2.379273643056755	0.9105078697687075	2.4764703894537177	2.917799232400828	0.847997255241717	2.1898743251783426	1.5684348002748982	1.9394109613972945	1.7473970170967064	1.4227427511407302	2.1908055954115677	2.3962883679004814	1.4455848914514682	3.6330495403819207	0.8208906354852552	1.7913303763847526	2.9853594359914144	0.31655506849161247	1.5661244332815967	1.9997691760411962	1.1410483102374882	1.6340728447027992	1.3759718857021952	1.9730967836983968	2.6862163583227994	2.3888978176158786	3.245075472628106	2.9611040854964865	2.156411696589574	1.7925196818562552	3.492431407611774	1.727628369679187	2.1594972370171033	3.6271266933290307	2.0037327458297143	2.3149462949828448	3.888650978338103	1.1035679014749253	3.4697663823815157	1.7051228517918	1.831662244781429	2.8193734465192613	1.4265316019963106	2.080991521183283	2.1420097713283464	2.9469081716352776	1.975507443745325	1.7636636167895923	3.0918792394540833	2.2480340509134007	1.9977098057915128	1.0362669831055842	2.5623682809396744	1.722023072561818	1.7189997457679311	2.6946019688756992	1.8746943511342573	0.7983305311111119	1.920215304423119	3.4888625168438336	3.2792061991158574	1.5411994859156153
GnotoExpt-DTT598-S333	1.3352260851927276	1.6666920374133143	2.5714966308228933	1.1756963622328285	2.439455975604811	2.5555248019112713	1.9643137050349864	2.234089912334492	0.6556574520447422	0.41235588474133633	2.4722626274517765	1.400656296763688	0.40090934574630777	1.5482392737518733	1.8308162205901304	0.6421420397839336	1.268251922084972	1.2300614966497114	0.8088755860065061	1.5294923880826052	1.9314832669089976	0.37932718467757964	1.2933762048978863	0.0	1.3884308213801926	0.3294516211353767	0.35868437119762625	1.1691540890945786	1.4797728606103446	1.435897064972547	1.3086518020947504	1.7123425433718995	0.7161136063662302	1.1010262272325053	0.5918623296501788	1.7955500296080562	0.6107667324166712	0.6392412492971287	1.167507274133556	1.4858467763683865	0.4931519791600043	2.784404273474607	1.0127867657434577	1.912746048455768	1.8337659495550886	1.2322191703204468	0.7032432853463637	0.8994877739663988	1.7605077901269013	0.985278259416525	0.47338634897170473	2.228024252620542	1.5906970437263204	2.539534281953394	2.2977610283813497	2.1805457464460813	0.8677797998665722	2.1908940805671193	2.56953727168533	0.6558247545247591	1.4363962639860293	2.684812124566649	2.1330830619696814	1.7357532245216563	2.9372230045519725	0.8835869389233799	2.3224866535171	0.7156271704585297	2.2917933539017517	1.7605644837003174	0.33359288083629096	1.1156023966362159	1.275124018303637	2.1108780422480926	1.4605899759338377	1.7310383057539434	2.1636949456537957	1.3171897890729185	0.7315696232990665	0.7711977826517713	1.8290733233405816	1.8214409615929406	0.6731467413040808	1.619020685350237	0.7755061345029658	1.432456608992533	0.8687373455446893	2.582656558947522	2.266619312855933	0.593352198279184
GnotobioticExp-FP-190-S53	1.8573051579264221	0.33300951953898184	3.843442886360158	1.919684191167625	3.1839173277703927	3.517138101142954	1.1707901067490167	3.5231425080465195	0.9878284980359474	0.9868531597085336	2.0089668701832624	2.284846583399019	1.0012429678522636	2.258379923332857	0.5446844012088509	1.0784562676345415	2.380261320066482	1.1023847198904244	1.495443397872126	0.6831273362733947	2.5421545285046143	1.5517698237125843	1.9158464413542269	1.3884308213801926	0.0	1.674255758132666	1.2332479007377546	0.9601314923869246	2.4981695243408226	2.4698287053437964	1.5278680536788478	1.7590491171637237	1.9196708127119775	0.9997919727412284	1.7874857527236183	0.6407953960173269	1.6017059144719767	2.013778359140164	0.9084181331280355	2.4614729194526324	0.9520113918387056	3.2954543125117923	1.101308794540645	3.2202871404927396	2.3115084208521792	1.8210987860213232	1.549156251496012	1.232043677381912	1.8142914913631782	0.80554249427977	1.7193109893982261	3.484050810132381	1.4714741989916615	3.82381843333942	2.8744118572016237	3.1053204615587493	1.709452362986446	3.424520575279905	3.274872653617511	1.8592020686410402	0.4795223902783511	3.398249704487956	3.4393779471191688	0.4025350719887799	3.4353839707258085	1.184224791179757	2.1272870718181527	1.9077151518222142	3.498099419655782	2.5210678622817646	1.6901675902482856	1.3059882867731116	0.5753284868512667	2.754865700467241	2.538226128777907	2.965864918624808	2.7912832583444036	2.351599159908225	1.626513771587919	2.0642091973087746	2.7294874047733932	3.079595778628372	1.3863649818400692	2.2269024548601974	1.476521349207717	2.4625940697947573	1.942965137256822	3.1277621015470247	2.5292727587491313	1.9396204095299456
