# Constructed from biom file
#OTU ID	TL1a_DTT_169_Re_extracted	TL1a_FP_205	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_139	TL1a_DTT_241	TL1a_DTT_205	TL1a_DTT_73	TL1a_DTT_97	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_685	TL1A_FP_637	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	167.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	9565.0	39366.0	47724.0	27186.0	45048.0	47083.0	125245.0	35884.0	42462.0	32027.0	34521.0	55484.0	31830.0	7497.0	11125.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	181.0	0.0	92.0	68.0	39.0	0.0	0.0	90.0	151.0	45.0	111.0	0.0	52.0	42.0	62.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	22328.0	39.0	17.0	65.0	14.0	329.0	19.0	48.0	16.0	227.0	27.0	13.0	38.0	0.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	5029.0	0.0	6674.0	5852.0	1437.0	42.0	1.0	8106.0	5275.0	3204.0	10673.0	2.0	1899.0	2222.0	2049.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	3692.0	0.0	447.0	146.0	169.0	114.0	1.0	300.0	543.0	629.0	450.0	0.0	302.0	181.0	472.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	187.0	0.0	906.0	1012.0	1723.0	0.0	0.0	1077.0	1239.0	1141.0	1982.0	0.0	1123.0	933.0	2123.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	15.0	0.0	5.0	0.0	0.0	14.0	1.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	497.0	8.0	5.0	14.0	0.0	29.0	7.0	9.0	0.0	20.0	4.0	0.0	10.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.0	9.0	17.0	16.0	18.0	33.0	26.0	17.0	0.0	7.0	37.0	16.0	5.0	9.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	345.0	94.0	11.0	54.0	6.0	26.0	1.0	56.0	5.0	70.0	7.0	3.0	19.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	213.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	14.0	0.0	22.0	15.0	0.0	2.0	16.0	3.0	30.0	15.0	0.0	15.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII	67.0	39.0	52.0	69.0	30.0	73.0	201.0	26.0	121.0	46.0	123.0	15.0	35.0	10.0	31.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	5304.0	4313.0	3197.0	3518.0	2766.0	8075.0	12448.0	3379.0	4188.0	3044.0	5834.0	2095.0	2630.0	3130.0	1962.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	23.0	7.0	32.0	0.0	18.0	5.0	119.0	0.0	527.0	48.0	0.0	4.0	11.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	2375.0	979.0	615.0	367.0	1173.0	1086.0	2295.0	211.0	561.0	1595.0	963.0	913.0	258.0	44.0	99.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	886.0	761.0	631.0	612.0	435.0	419.0	2169.0	1679.0	1076.0	316.0	913.0	307.0	784.0	11.0	71.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	0.0	0.0	910.0	2479.0	1071.0	0.0	0.0	1603.0	877.0	0.0	8260.0	0.0	869.0	94.0	209.0
