OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.13B.FP153,Itg.20.FP508.S11,Vil1.06B.DTT72,Lyz2.06B.DTT272.S114,Itg.20.DTT508.S3,Lyz2.03B.DTT236.S76,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Lyz2.02B.DTT224.S64,Vil1.09B.FP105,Vil1.02B.DTT24,Vil1.04B.FP48,Lyz2.07B.DTT284.S126,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Itg.02.DTT412.S4,Itg.26.FP544.S48,Itg.10.FP460.S62,Itg.04.DTT424.S16,Itg.18.FP496.S99,Vil1.08B.DTT96,Vil1.010B.DTT120,Itg.06.FP436.S37,Vil1.01B.FP12,Vil1.10B.FP117,Vil1.05B.DTT60,Lyz2.04B.DTT248.S89,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.06B.FP72,Vil1.02B.FP24,Itg.26.DTT544.S40,Lyz2.05B.FP260.S57,Itg.12.FP472.S74,Vil1.14B.FP165,Itg.16.DTT484.S79,Vil1.07B.FP84,Vil1.04B.DTT48,Itg.08.FP448.S49,Itg.04.FP424.S24,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Lyz2.01B.DTT212.S52,Lyz2.07B.FP284.S82,Lyz2.08B.FP296.S95,Lyz2.03B.FP236.S84,Vil1.014B.DTT168,Vil1.09B.DTT108,Itg.22.FP520.S23,Vil1.08B.FP93,Lyz2.06B.FP272.S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150,taxonomy
k__Bacteria;p__Actinobacteria,91,25,7,368,0,22,92,0,585,254,17,27,137,16,310,141,184,123,156,29,109,158,28,264,0,5,263,157,182,0,28,12,2,3,2191,249,31,46,159,263,144,836,65,140,58,34,34,42,5,53,118,113,146,17,81,71,160,75,141,33,80,75,29,176,42,238,387,50,0,64,0,18,38,13,244,64,238,51,186,114,178,208,0,983,212,100,
k__Bacteria;p__Bacteroidetes,6093,5240,47247,18140,0,2982,20127,7070,16732,12007,7171,11538,12159,3680,18514,12072,11396,27490,10064,17807,16862,13547,2873,2371,41,54,19156,32442,28423,0,4503,3316,4451,36,12376,20130,13783,3362,34080,23301,27989,16124,5918,21388,2587,2500,23558,7248,6687,3533,11074,14652,4746,464,12095,10106,9024,8039,64441,14904,16533,7195,11280,1833,17579,75681,36163,5474,954,14954,152,6461,13678,11582,11159,2767,2655,10788,3074,23446,13248,15231,41,27090,20919,28210,
k__Bacteria;p__Cyanobacteria,57,2,13,11,0,8,22,4,16,35,0,25,65,10,8,47,14,8,0,41,0,2,39,0,0,0,0,0,49,0,13,0,17,0,27,6,27,0,15,33,37,38,22,0,2,14,12,36,9,5,2,0,74,3,5,94,4,0,87,71,0,0,0,4,5,35,30,7,7,17,0,26,10,6,0,0,0,5,15,9,0,0,0,20,39,101,
k__Bacteria;p__Deferribacteres,163,1,0,1,0,1,1,1,10,1248,1,1,156,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,39,0,1,1,1,0,30,1,1,0,1,69,1,168,1,1,1,2,1,1,1,0,1,0,274,1,1,3419,1,0,25,1,0,0,0,1,1,1,1,1,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1488,1133,
k__Bacteria;p__Firmicutes,42640,19319,29987,70783,252,6308,34949,45128,62006,28175,29677,25150,41611,9753,36326,45266,49259,68586,42119,58166,40778,60605,51209,68066,261,3041,38870,53564,38401,208,31445,24573,25060,254,34634,57206,35231,22211,69670,56469,38660,37930,8598,68324,56725,8746,52465,30734,48992,16472,14000,60241,29436,3223,54373,53514,32656,16353,67381,81528,27048,24345,21807,51851,106698,32711,95907,14596,181331,65824,70356,54125,417760,37612,11720,6270,45235,8339,42646,24002,18254,147460,45955,105933,110417,126621,
k__Bacteria;p__Proteobacteria,1312,1043,3211,4372,14154,2063,2386,277,3707,1480,384,672,1320,1262,3737,2482,2322,2504,1021,1135,2178,1305,598,536,21453,10657,2323,5009,1810,12093,6048,1143,7498,10733,1885,2478,1516,1258,1496,1560,1912,2384,1509,1360,501,310,1161,965,541,496,1533,1285,5653,10531,1298,1470,3516,745,1056,2137,1099,1091,1814,812,510,3290,1138,403,10365,1524,73,919,1100,233,1283,776,937,561,678,1370,1079,2198,23,6414,4473,908,
k__Bacteria;p__Tenericutes,127,0,48,0,0,0,0,0,12,18,0,0,624,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,740,0,7,0,33,0,0,0,0,0,0,196,82,15,19,0,0,0,0,0,0,0,0,0,116,12,0,819,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,14,0,0,0,0,3,0,0,0,0,1,0,1,
k__Bacteria;p__Verrucomicrobia,0,0,7317,0,19,125,0,0,0,87,41,0,360,75,519,0,331,0,0,0,0,0,0,0,30,17,0,213,806,0,142,43,700,16,75,119,39,24,49,219,29,123,74,0,0,0,0,58,0,21,24,0,146,17,0,75,0,568,4,122,1,208,29,1,6,60,2,7,1,11,1,6,7,2,554,17,2,32,3,6,7,51,0,145,20,1,
