OTU ID,Vil1.01B.FP11,Vil1.03B.DTT35,Vil1.03B.FP35,Vil1.01B.DTT11,Lyz2.07B.FP283.S81,Itg.24.DTT531.S26,Vil1.10B.FP116,Itg.04.DTT423.S15,Lyz2.06B.FP271.S69,Vil1.05B.FP59,Vil1.08B.FP92,Vil1.02B.DTT23,Itg.20.FP507.S10,Lyz2.06B.DTT271.S113,Vil1.04B.FP47,Lyz2.02B.DTT223.S63,Lyz2.05B.FP259.S56,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Vil1.09B.FP104,Vil1.13B.FP152,Itg.26.DTT543.S39,Vil1.14B.FP164,Itg.24.FP531.S34,Vil1.010B.DTT119,Vil1.05B.DTT59,Vil1.07B.FP83,Itg.26.FP543.S47,Vil1.08B.DTT95,Itg.18.DTT495.S90,Itg.12.FP471.S73,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.014B.DTT167,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.04.FP423.S23,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Vil1.06B.FP71,Vil1.07B.DTT83,Lyz2.01B.DTT211.S51,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.DTT283.S125,Itg.10.FP459.S61,Itg.02.DTT411.S3,Itg.16.FP483.S86,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Lyz2.05B.DTT259.S100,Vil1.04B.DTT47,Itg.08.FP447.S48,Vil1.013B.DTT155,Itg.18.FP495.S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
k__Bacteria;p__Actinobacteria,329,10,46,20,144,24,153,33,145,196,49,23,451,33,673,15,121,17,13,147,17,24,549,39,14,0,2480,55,0,73,286,28,41,15,35,77,23,68,7,76,0,202,17,29,2055,0,34,112,123,19,224,19,554,113,214,319,348,290,54,24,154,0,295,533,71,655,163,96,257,637,311,505,0,0,50,193,25,31,208,23,68,45,314,3,76,28,404,68,1268,1202,211,
k__Bacteria;p__Bacteroidetes,9607,1007,2723,6745,1855,838,24007,5996,1956,8484,13080,7481,9833,6740,6836,18816,4819,4470,3600,19689,58260,6804,19020,1173,613,0,7859,13889,31,6164,10591,4445,8391,12857,4314,13887,735,1172,3582,13274,0,3769,682,8254,10158,19,6715,1343,14390,2733,11004,5581,21669,10562,24520,15673,22690,5291,11331,3238,3228,2119,2865,22054,4788,13744,3486,1343,17128,12739,2153,7090,113,126,3720,64328,1885,2412,8313,4933,11589,3855,5702,8372,12778,22025,23686,34634,35739,22110,1151,
k__Bacteria;p__Cyanobacteria,4,8,7,0,6,12,102,98,0,9,68,9,5,6,25,4,0,11,29,49,6,20,23,0,10,0,11,57,0,37,5,35,21,2,12,24,6,19,4,10,0,0,0,2,67,0,0,2,0,26,0,14,14,5,14,2,4,3,0,2,0,3,0,14,8,4,6,19,0,12,0,3,0,0,0,33,0,4,5,0,7,0,0,22,30,16,6,12,38,1,16,
k__Bacteria;p__Deferribacteres,0,1,1,1,0,1,134,3,0,1,431,1,1,1,0,1,0,1,1,142,1,1,775,1,1,0,0,163,1,1109,1,495,1,1,1,5,1,3,1,1,1,1,0,1,1655,0,1,0,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,
k__Bacteria;p__Firmicutes,63312,8321,105418,27879,33006,47933,46319,110282,25910,106347,65084,22249,86213,19214,86818,38527,16367,34521,40972,51818,43075,33459,57627,109405,9224,687,55916,66635,837,33455,88920,24962,21963,44451,49412,44388,5411,19359,7150,62785,143,192423,30368,134600,62660,371,26848,28321,120399,5049,117582,37410,81073,130258,143412,64829,62395,109286,20998,13244,68611,24326,108395,61051,184077,30153,23017,26588,109141,143313,67207,34315,98331,32810,32249,27628,28109,5729,41155,21195,69737,92906,195771,46728,102754,42201,25772,142874,168008,60667,72441,
k__Bacteria;p__Proteobacteria,4770,1013,1225,992,776,770,1842,1244,2611,6261,1060,1526,5659,1117,4104,541,1143,648,820,1210,1697,2169,1273,462,23585,8700,3775,1256,17655,1946,1468,852,464,399,355,1568,19605,1006,304,1124,12560,220,294,445,5038,7257,10827,1366,1883,1778,810,651,5719,520,3107,2250,2423,2066,2050,2107,1000,3595,1170,7012,2238,3198,1020,427,788,3779,1123,1363,81,199,438,3071,697,380,1037,604,549,852,3331,146,1753,3479,2586,993,9497,6626,7953,
k__Bacteria;p__Tenericutes,0,0,0,0,0,0,462,39,0,34,603,0,0,0,0,0,0,0,0,525,37,0,133,0,24,0,0,0,7,106,0,0,0,0,0,0,22,25,0,0,0,0,0,0,19,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,86,22,0,0,
k__Bacteria;p__Verrucomicrobia,122,45,325,32,36,97,940,38,40,541,88,47,0,0,1352,0,0,26,139,889,15503,44,161,0,77,0,77,0,22,0,0,0,0,0,33,90,39,51,14,35,0,0,0,0,225,0,488,48,0,192,0,0,0,0,0,0,157,0,82,81,0,824,0,1,1,4,114,2,1,1,1,649,1,1,0,6,9,42,2299,19,6,2,1,1,16,4,143,39,573,1,4570,
