	shannon
Mouse9A-DTT98	5.980465446162875
Mouse5A-DTT29	4.557158936324663
Mouse5A-FP28	4.474194691424823
Mouse6A-DTT35	4.952336378775129
Mouse1B-DTT15	4.5881063217116145
Mouse1B-DTT18	4.408052238010442
Mouse10A-DTT109	5.187689046853834
Mouse9A-DTT100	4.442423042007024
Mouse10A-FP110	4.7860201251467505
Mouse9A-DTT101	4.623616702985635
Mouse3A-FP16	3.8379640646617763
Mouse5A-FP26	4.87692396675331
Mouse7A-FP40	4.74566261037722
Mouse1A-FP05	3.7826551125167738
Mouse6A-FP32	5.158666869744785
Mouse10A-FP109	4.664880455200079
Mouse3A-FP17	3.3636212190812187
Mouse10A-DTT110	4.956715662440036
Mouse9A-DTT99	4.975635522621564
Mouse9A-DTT97	4.663974777501732
Mouse7A-FP38	5.483482611069264
Mouse1A-FP02	5.555057083512881
Mouse5A-DTT27	4.419511555937511
Mouse10A-FP111	5.4540779332630995
Mouse8A-DTT90	4.487541501534977
Mouse2A-FP11	4.668155965075331
Mouse3A-FP18	3.292593217099123
Mouse4A-DTT19	5.136608756138107
Mouse5A-DTT30	4.62915244123048
Mouse5A-DTT28	5.125654820889691
Mouse9A-FP97	5.186203167505476
Mouse9A-FP98	5.07400486412477
Mouse6A-FP31	5.595366297667267
Mouse10A-DTT111	5.08292254890989
Mouse4A-FP22	0.938723820673555
Mouse1A-FP03	5.89037751907045
Mouse10A-DTT113	4.628162110387017
Mouse4A-FP23	1.0196433916804997
Mouse1A-FP01	5.590460299890505
Mouse6A-FP35	5.08394656128402
Mouse7A-DTT38	5.570388580127065
Mouse7A-DTT41	4.56442813017469
Mouse4A-DTT22	2.1525703751821923
Mouse8A-FP87	5.842322144925041
Mouse2A-FP07	5.070854793498101
Mouse3A-FP13	4.518988557853101
Mouse9A-DTT102	4.8007707666616195
Mouse10A-DTT112	5.1671236492656965
Mouse1A-FP06	3.4715763570351394
Mouse8A-FP85	5.758617447626201
Mouse6A-DTT31	5.995275877507825
Mouse7A-DTT42	4.949523048194004
Mouse1B-DTT16	4.3934119462832015
Mouse1A-FP04	3.28191833496342
Mouse10A-DTT114	5.662134275221786
Mouse2A-FP12	4.653692326766636
Mouse2A-FP10	4.727587229775838
Mouse7A-FP42	4.757167980982233
Mouse7A-FP41	4.5094876000837365
Mouse10A-FP113	4.87771089631216
Mouse9A-FP102	5.181482890481969
Mouse1B-DTT14	5.293565699380819
Mouse8A-DTT85	5.541547149494278
Mouse3A-FP15	4.719530608601356
Mouse8A-DTT86	5.08295331816063
Mouse9A-FP101	4.910007597371702
Mouse10A-FP112	5.574488228080134
Mouse4A-FP20	5.547476938410015
Mouse1B-DTT13	5.128189772638266
Mouse6A-DTT34	1.9092321588063768
Mouse5A-FP29	5.000450745396899
Mouse6A-FP34	4.704716253798208
Mouse6A-FP36	4.974463705482444
Mouse2A-FP09	6.07142506645395
Mouse5A-DTT26	5.247165202629921
Mouse5A-FP25	4.856756102859958
Mouse5A-FP30	4.871770203025415
Mouse7A-FP39	5.436235764402437
Mouse4A-FP24	1.8504134534851564
Mouse4A-DTT21	4.085910544961945
Mouse4A-DTT24	4.481709606245298
Mouse1B-DTT17	4.324441236977829
Mouse8A-FP90	4.40114673756053
Mouse10A-FP114	4.8898202958012265
Mouse3A-FP14	4.534107832242934
Mouse4A-FP21	5.593641262275071
Mouse8A-FP86	5.333226941027225
Mouse8A-DTT88	4.648382068365308
Mouse9A-FP99	5.847565477876159
Mouse2A-FP08	5.525466581302155
Mouse5A-DTT25	4.935948907365314
Mouse7A-DTT39	5.2897617479161205
Mouse8A-DTT89	4.265078832614313
Mouse4A-DTT20	4.879989155583354
Mouse6A-DTT32	5.493825186017776
Mouse6A-DTT33	4.588933383274161
Mouse6A-DTT36	4.513854112977357
Mouse4A-DTT23	2.583069721838248
Mouse7A-FP37	4.974486495676892
Mouse7A-DTT37	5.262385750822801
Mouse6A-FP33	5.640571349856472
Mouse4A-FP19	5.679588319295711
Mouse8A-FP89	4.867936038612648
Mouse8A-DTT87	3.9051359361572247
Mouse7A-DTT40	4.856997871071662
Mouse9A-FP100	4.608636901710113
Mouse5A-FP27	3.678561843732305
Mouse8A-FP88	4.814754804429576
