feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Desulfobacterota
TL1a_FP_162	4.27644287658443	1.50730615881563	-0.742548751150234	2.5118140722044	-7.71139912949218	0.158384773037964
TL1a_FP_88	4.44518375789175	4.07087296473941	-2.33863803115985	-1.06848331995261	-4.07910420600036	-1.02983116551834
TL1a_FP_230	5.15099057231155	4.28360542841133	-5.62491941564207	-2.58039697791864	-1.28111399378838	0.0518343866262143
TL1a_FP_89	4.26908400548946	1.91957858316674	-0.595377964159604	2.22774731780356	-7.51110141279092	-0.309930529509239
TL1a_FP_234	4.79570570604625	2.08201274618747	-3.00293458087334	-2.35359002297179	-2.56929859579848	1.0481047474099
TL1a_FP_128	5.6225301417854	5.4082664897071	-3.51432514092831	-0.0178175794618299	-3.2911815896141	-4.20747232148826
TL1a_FP_129	5.66444199992199	4.87432413649674	-2.41929804684591	-2.21862735138376	-2.67061247512682	-3.23022826306224
TL1a_FP_287	3.511776152554	1.58520089121938	-0.60055666301909	-0.539533510069253	-2.57096583256273	-1.38592103812231
TL1a_FP_86	4.66994303253253	4.1462407931929	-2.11703841469294	-1.54853367934027	-3.71097214059108	-1.43963959110114
TL1a_FP_198	3.8758926893669	5.47061469437454	0.0547468097553096	0.687242123140746	-3.09833800926343	-6.99015830737406
TL1a_FP_161	3.95404648349802	1.08045295607939	0.129605562649242	2.32655004755313	-7.23999515787717	-0.250659891902608
TL1a_FP_266	4.56871938492338	3.04212688374881	-0.821541881438607	-4.22748986585936	-2.1660668296822	-0.395747691692017
TL1a_FP_197	4.19230255713502	3.04726356210567	-2.7466775057686	1.19152163482782	-2.93773274253131	-2.7466775057686
TL1a_FP_159	5.8090799541611	3.80378052772869	-0.697361587835351	-3.91623741270355	-3.91623741270355	-1.08302406864734
TL1a_FP_132	5.37757752551713	3.09625599456853	-1.57834374915439	-3.44156218236459	-3.6928766106455	0.238949022078827
TL1a_FP_130	3.23578391870749	1.03826800852143	0.113638408927427	1.39207170149428	-4.72308431795625	-1.05667771969437
TL1a_FP_90	1.92219337839536	2.06959922686062	2.04118222400876	2.65132031236546	-7.19570270318954	-1.48859243844066
TL1a_FP_195	6.52781651717669	4.66920030699529	-4.21499432607698	-0.631475387620872	-2.13555278439715	-4.21499432607698
TL1a_FP_158	5.44813868244785	3.10341406325971	-1.19427142298042	-2.32273667479821	-4.72063194759658	-0.313912700332331
TL1a_FP_231	5.50581225912524	4.05781081082821	-5.36189867904035	-3.75246076660625	-1.9279114745552	1.47864785024834
TL1a_FP_284	5.84213503790609	3.22450060005417	-2.76871241758793	-1.15927450515383	-0.0673512046365185	-5.07129751058198
TL1a_FP_267	4.63270628146011	3.34008800232988	-1.54417634900868	-3.94207162180705	-2.84345933313894	0.356913020164697
TL1a_FP_269	2.43499075706593	1.51867858919431	-1.04793345737886	-2.01467309054378	-1.53440125927085	0.643338460933248
TL1a_FP_288	3.80327489270393	3.13342551092792	-1.32014244080144	-2.27565388582888	-0.666215973394778	-2.67468810360675
TL1a_FP_87	4.96486799371273	5.54932148802478	-3.84670975821496	1.14372282856377	-5.63846922744302	-2.17273332464329
TL1a_FP_196	5.86981542799579	4.8515438860816	-4.71381005050665	-2.22890340071865	-0.451130173465333	-3.32751568938676
TL1a_FP_131	4.32474746780449	4.45013131259122	-2.33943643717334	-2.77475450843118	-1.26062677580141	-2.40006105898977
TL1a_FP_270	4.063531430419	1.5900083583425	-1.04631034692719	-0.0322554462871474	-3.84629804335509	-0.728675952192062
TL1a_FP_160	1.40419101914213	1.22433931755811	-0.0526591990164463	-2.05635476653832	-1.52895001396942	1.00943364282395
TL1a_FP_194	6.79637832078702	3.62505864686206	-4.10071279472589	-1.00967034136758	-1.21034103682973	-4.10071279472589
TL1a_FP_286	2.86588876847058	3.77446175820138	-1.57184302998882	-3.15942214861042	1.02180240058863	-2.93088774866134
TL1a_FP_232	2.20792762804806	4.51133674214331	-4.17962486535549	-3.15000544817433	0.635806246115802	-0.0254403027773677
TL1a_FP_233	3.23515571702256	2.41301841521487	-4.00496999106518	-1.0365298597992	-1.18313333399107	0.576459052618016
TL1a_FP_268	3.13007624171653	2.40650412447608	-1.56285134404839	-2.29053050815071	-2.28513965951584	0.601941145522334
TL1a_FP_285	5.06009078174795	4.42850114229835	-3.39794199315767	-0.876667699198791	-0.311962841755897	-4.90201938993394
TL1a_FP_85	4.76044772306971	3.5573098424564	-3.17460284582949	-0.828000867418669	-3.77243984658511	-0.542714005692843
TL1a_FP_127	6.94322983705656	5.51791822080129	-4.01116674907849	-3.31801956851854	-1.12079499118232	-4.01116674907849
TL1a_FP_193	6.8873206147067	3.07766759271924	-4.01407452237591	-1.18086117831969	-1.44912516491437	-3.32092734181596
TL1a_FP_265	5.33559473939545	3.12557525162771	-0.0365232895216621	-1.92807222935809	-3.83761473424253	-2.65895973790088
TL1a_FP_157	5.75101383705851	2.95822762844251	-0.522792656518188	-5.46443507912749	-2.89948572166596	0.177471991810621
TL1a_FP_283	5.48688925030955	4.7806199461237	-2.51969398035826	-4.25429503574637	-0.625519505702138	-2.86800067462648
TL1a_FP_229	6.17638492459547	3.66855184466291	-4.26596161921936	-1.55791141811715	-2.32005147016404	-1.70101226175782
TL1A_FP_626	3.36305049064082	2.56338408107493	-1.92598479998285	1.31439723010632	-3.11556886685668	-2.19927813498253
TL1A_FP_677	1.81130633544181	2.95620889992415	2.35957744482388	2.88583648002044	-5.5557707244392	-4.45715843577109
TL1A_FP_674	3.87811298313349	3.09379942732771	-2.83506411438565	0.174212384276094	-4.13434709851592	-0.176713581835717
TL1A_FP_678	2.78607616110284	1.78312726352194	0.543810858342317	2.43512131763933	-5.65466785814999	-1.89346774245643
TL1A_FP_625	3.64623664072223	1.78337313209428	-1.61711477809434	2.11139447079037	-2.75921217870219	-3.16467728681035
TL1A_FP_630	3.05538827443917	2.47521917806479	-1.06696413633341	0.731812905553291	-3.25020247169489	-1.94525375002895
TL1A_FP_673	4.14779004351772	2.92911196806539	-3.6136001173075	1.14285951622682	-2.69730938543335	-1.90885202506908
TL1A_FP_675	3.853928062754	3.51278928062369	-3.48982152937113	-0.727704106998641	-3.33567084954387	0.186479142535949
TL1A_FP_627	3.00489808544136	3.64859617016774	-2.68421592792463	0.918130503669452	-3.54921336541124	-1.33819546594268
