Module	TKO.DTT.5	TKO.DTT.4	TKO.DTT.6	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.2	TKO.DTT.34	TKO.DTT.33	TKO.DTT.35	IL17.DTT.143	IL17.DTT.28	IL17.DTT.27	IL17.DTT.142	IL17.DTT.29	IL17.DTT.144	IL17.DTT.26	IL17.DTT.25	IL17.DTT.141	IL17.DTT.140	IL17.DTT.90	TKO.DTT.45	IL17.DTT.139	TKO.DTT.44	TKO.DTT.47	TKO.DTT.46	TKO.DTT.48	IL17.DTT.132	IL17.DTT.131	IL17.DTT.130	TKO.DTT.144	TKO.DTT.143	TKO.DTT.21	TKO.DTT.20	IL17.DTT.129	IL17.DTT.128	TKO.DTT.16	TKO.DTT.18	TKO.DTT.17	TKO.DTT.142	IL17.DTT.120	IL17.DTT.49	TKO.DTT.19	TKO.DTT.141	TKO.DTT.140	IL17.DTT.127	TKO.DTT.156	TKO.DTT.155	TKO.DTT.154	TKO.DTT.32	TKO.DTT.31	IL17.DTT.118	TKO.DTT.23	IL17.DTT.117	TKO.DTT.22	IL17.DTT.119	TKO.DTT.24	TKO.DTT.153	TKO.DTT.152	TKO.DTT.151	IL17.DTT.199	IL17.DTT.116	IL17.DTT.115	TKO.DTT.128	TKO.DTT.127	TKO.DTT.126	TKO.DTT.125	TKO.DTT.124	TKO.DTT.123	TKO.DTT.87	TKO.DTT.129	TKO.DTT.78	IL17.DTT.106	TKO.DTT.77	IL17.DTT.220	IL17.DTT.189	IL17.DTT.222	IL17.DTT.188	IL17.DTT.221	IL17.DTT.103	IL17.DTT.105	IL17.DTT.104	IL17.DTT.53	TKO.DTT.139	IL17.DTT.52	IL17.DTT.51	TKO.DTT.90	IL17.DTT.50	TKO.DTT.132	TKO.DTT.92	TKO.DTT.91	TKO.DTT.94	TKO.DTT.93	TKO.DTT.95	IL17.DTT.217	TKO.DTT.89	TKO.DTT.88	IL17.DTT.219	IL17.DTT.218	TKO.DTT.131	TKO.DTT.130	IL17.DTT.86	TKO.DTT.106	IL17.DTT.85	TKO.DTT.105	IL17.DTT.88	TKO.DTT.104	IL17.DTT.87	TKO.DTT.103	TKO.DTT.60	TKO.DTT.109	TKO.DTT.108	TKO.DTT.107	TKO.DTT.56	TKO.DTT.55	TKO.DTT.58	TKO.DTT.57	TKO.DTT.59	IL17.DTT.200	IL17.DTT.202	IL17.DTT.201	IL17.DTT.89	IL17.DTT.203	TKO.DTT.113	TKO.DTT.112	TKO.DTT.111	TKO.DTT.110	TKO.DTT.70	TKO.DTT.72	TKO.DTT.71	TKO.DTT.74	TKO.DTT.73	TKO.DTT.76	TKO.DTT.75	TKO.DTT.69
MF0040	527.0	534.33	1499.67	2279.0	824.0	1616.0	1259.0	547.43	1334.0	939.67	432.67	1.67	754.33	14.0	34.67	5.0	910.67	702.0	1610.0	1880.0	1174.67	959.0	1279.0	880.0	377.0	91.0	1098.0	2031.0	1684.67	1448.33	662.0	604.67	814.67	867.0	2177.33	668.33	1173.67	2146.0	2292.67	1145.29	1507.67	1282.67	1299.33	593.67	796.0	691.33	455.83500000000004	133.0	119.96	1110.0	1276.33	2629.0	760.67	890.67	470.0	2493.43	1206.0	433.5	480.5	620.33	472.67	563.33	364.67	613.0	477.0	1072.0	579.67	28.33	1653.62	960.0	682.67	311.33	232.33	537.33	1538.04	871.67	860.14	695.0	2454.1	315.33	1199.67	1014.0	211.67	1658.67	464.0	1970.33	319.0	1940.0	347.0	893.67	1232.0	102.0	581.96	57.67	5527.38	172.67	243.0	461.24	729.9	207.67	450.0	849.33	27.0	1115.33	293.0	687.33	688.67	1060.33	722.67	1775.0	790.33	442.0	19.0	2378.0	2325.0	1225.0	1861.0	1594.0	650.96	30.33	548.33	391.0	102.16499999999999	26.0	25.33	1244.33	1409.67	32.335	625.0	195.29	638.0	3325.76	84.67	918.33	490.67
MF0084	173.0	83.0	673.0	247.0	5.0	95.0	36.0	187.0	28.0	455.0	432.0	0.0	0.0	0.0	34.0	0.0	0.0	27.0	0.0	0.0	0.0	7.0	0.0	6.0	352.0	57.0	803.0	3.0	0.0	0.0	25.0	25.0	19.0	6.0	0.0	0.0	55.0	94.0	107.0	10.0	0.0	0.0	178.0	0.0	2.0	0.0	40.0	26.0	41.0	11.0	107.0	21.0	37.0	0.0	7.0	0.0	297.0	3.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	132.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	309.0	0.0	82.0	0.0	433.0	15.0	0.0	7.0	3.0	158.0	130.0	0.0	0.0	76.0	8.0	0.0	8.0	0.0	0.0	0.0	19.0	0.0	42.0	319.0	1.0	0.0	0.0	4.0	574.0	35.0	28.0	75.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	5.0	576.0	165.0	19.0	360.0	23.0	8.0	13.0
MF0082	173.0	83.75	677.0	296.5	33.75	110.25	38.75	203.5	135.25	465.25	432.0	0.0	0.0	0.0	34.0	0.0	0.0	37.75	0.0	0.0	0.0	104.75	0.0	104.0	352.5	57.5	809.25	7.5	0.0	0.0	42.25	25.0	84.75	144.75	0.0	0.0	55.0	101.0	108.0	10.75	0.0	0.0	224.75	0.0	49.5	0.0	46.75	27.25	41.5	116.75	147.75	24.75	37.0	0.0	7.0	0.0	298.75	70.25	0.0	53.25	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	114.75	0.0	133.5	0.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.25	0.0	0.0	309.0	0.0	90.25	0.0	489.0	15.0	0.0	7.0	4.5	158.0	135.0	0.0	0.0	76.0	14.25	0.0	9.0	0.0	0.0	0.0	49.0	0.0	64.0	335.0	7.25	0.0	0.0	112.0	610.75	38.0	112.25	81.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	5.0	578.5	165.0	124.0	427.25	23.0	51.0	60.0
MF0080	185.75	223.375	0.0	1611.75	1248.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1699.75	0.0	0.0	0.0	0.0	0.0	1619.375	0.0	0.0	1473.5	0.0	1533.375	0.0	40.0	0.0	213.375	0.0	1850.375	0.0	0.0	0.0	0.0	0.0	1867.25	0.0	72.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.0	382.375	156.75	131.25	0.0	0.0	456.25	0.0	0.0	0.0	0.0	0.0	1112.75	1088.625	0.0	785.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2765.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.75	0.0	260.0	886.0	0.0	0.0	0.0	18.625	0.0	912.875	0.0	0.0	0.0	0.0	0.0	2499.875	1325.375	0.0	1966.75	0.0	1098.875	0.0	1278.625	573.0	0.0	0.0	0.0	1008.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1311.0	0.0
MF0005	6967.5	4539.5	6052.5	5994.5	7588.5	11920.58	11857.75	1535.25	9206.0	4597.59	865.17	1216.92	12075.0	355.0	2830.42	1533.0	7786.25	9377.58	11499.33	18414.0	13317.5	27610.5	15414.25	6404.83	11282.5	879.5	5739.0	15802.0	15355.67	8970.25	4123.33	12243.59	16802.0	5904.08	14287.5	4260.5	7438.42	14796.92	16622.17	15315.12	13010.42	11569.0	9178.16	15796.5	9951.0	3500.41	3639.25	7823.92	6438.79	5054.33	9707.41	9482.5	12626.0	10689.0	5216.08	20782.51	17703.08	20180.5	4568.92	13323.0	3754.84	6598.0	4592.75	4534.0	8750.67	2979.33	1953.84	114.83	13666.0	19118.0	8325.0	4315.75	6649.5	2887.25	11414.16	8127.5	6741.34	5208.42	9578.32	4514.0	8948.0	11100.25	2039.67	12927.17	3080.0	13590.75	1022.08	14246.08	3441.58	8626.09	9185.67	3402.25	6304.54	9345.5	9334.35	1606.25	1038.75	6998.89	12808.2	4226.25	5764.5	7188.0	924.5	12071.25	3462.5	4233.83	3931.17	7732.0	5279.75	14743.33	8797.25	5256.42	2691.17	6752.25	6014.0	11822.75	15818.5	12415.23	5440.54	187.66	7064.0	4179.17	4399.58	2519.17	318.75	10202.91	10460.0	131.09	1995.58	1142.0	6076.58	13924.34	2177.5	14570.5	22999.0
MF0049	4896.0	2291.325	13989.095	28167.674999999996	21546.84	11013.57	8651.715	11136.39	57464.005000000005	10222.425	1299.0	645.67	33856.58	268.92	1504.92	2073.0	29793.085	4061.005	40812.745	14093.99	21541.755	57189.5	8568.92	39472.67	8592.91	1556.58	15053.91	9333.915	4836.67	37845.174999999996	4504.95	2056.76	39529.17	28682.17	6504.83	36765.09	2782.34	5433.91	4266.0	2486.89	6444.835	6581.0	21653.239999999998	33176.875	19310.305	6092.745	10556.494999999999	9276.755000000001	8893.185	38357.165	21822.495	9096.33	1577.5	38923.84	653.665	5623.64	3814.92	48424.17	34590.59	10859.915	21117.995000000003	29178.08	6497.755	14977.0	4910.925	5078.09	2365.01	96.0	40342.515	59400.245	25179.83	6416.075	7549.665	4828.995	8505.689999999999	40493.495	4290.474999999999	32828.735	5705.215	6596.915	19893.335	22869.085	1158.17	7314.595	1396.835	29174.84	1808.085	18343.905	4071.25	17591.915	14939.925	4386.545	15612.365	14512.46	10508.72	1704.5	4863.505	24458.565000000002	28967.255	3896.755	6927.335	25467.91	2879.92	7849.655	8989.585	1308.33	15264.835	21590.335	9988.279999999999	6038.825	4562.835	11765.505000000001	1677.835	33484.09	30260.42	7540.745	46241.435	3107.615	31196.86	897.655	35198.415	7480.505	3248.98	1882.0	506.99	17385.005	13494.84	210.83999999999997	4958.825	1513.1	32412.5	30186.385000000002	2899.175	30868.665	53642.335
MF0006	19441.0	34831.66	36727.29	63320.32	60385.11	70474.3	105174.57	32385.63	105062.72	24651.19	5576.71	29143.32	91009.68	23152.91	18397.82	17422.0	78652.52	50934.91	121591.28	111446.01	95888.58	111255.21	88670.92	86004.15	22098.13	15996.39	24840.58	95621.45	85628.07	92991.48	26057.97	64353.4	99153.51	67160.66	88433.03	72098.62	45278.38	82397.19	90989.31	79551.59	75865.82	67739.0	72826.16	93718.7	76023.09	21754.07	27555.09	22458.27	16705.66	75036.19	76677.07	62341.79	65352.9	87891.03	32890.94	114053.48	92874.15	99263.35	66639.23	79183.04	48946.15	67288.57	32889.77	44273.91	50585.48	20985.02	21149.3	15283.64	103633.38	120311.68	75245.96	10741.9	25978.64	10985.32	68417.46	101424.98	41933.29	74912.85	60826.62	24944.48	67282.71	81512.25	15279.37	73541.1	39521.36	115011.11	6957.85	98558.22	23211.6	62190.55	62730.93	14876.67	51088.75	25108.87	70161.29	13604.46	30597.32	73221.54	109617.69	13669.02	29399.71	72255.38	14515.06	70790.0	22713.15	39689.33	39975.22	69895.94	38225.99	79807.57	49240.81	32486.52	9904.51	68868.08	48129.12	51717.03	95133.0	66217.19	72126.04	22998.0	77414.09	31456.02	19289.74	9709.8	12403.01	73851.96	68992.03	19844.09	9735.97	25991.65	72154.5	99062.71	17082.34	74008.38	112099.96
MF0047	3062.25	7752.95	12521.3	23597.84	23477.795	22405.025	17518.34	8498.055	44784.59	6745.425	494.16499999999996	43.46	35269.165	178.92	126.08500000000001	3666.25	28739.96	15497.545	43955.66	34728.82	32632.254999999997	49238.42	27008.465	33045.5	2018.035	1228.58	8719.41	25831.75	23392.085	33963.015	8583.365	18844.22	41220.915	27162.045	22517.165	30857.095	12134.880000000001	24763.205	26531.165	24079.39	22243.71	19142.745	26410.825	38148.995	27996.555	5925.87	6898.58	2556.34	4395.6	30964.08	26789.620000000003	17825.08	19591.995	33215.755	8016.455	32062.18	28249.875	44718.63	28326.129999999997	26137.335	18942.245	25467.620000000003	9137.46	15726.92	14937.76	4332.09	3485.0950000000003	73.96000000000001	40714.85	49370.535	27045.79	4425.28	6883.21	3241.62	14856.289999999999	35495.905	10873.59	27058.275	14054.055	8517.79	23736.54	28453.375	3345.585	21208.845	4673.42	38348.549999999996	1592.0	29918.115	6975.375	24038.12	22040.01	2750.965	20023.905	6111.085	12268.94	1096.915	4148.965	24097.505	33856.89	2561.21	7023.17	30372.915	2201.295	22309.53	8098.625	7297.665	14850.585	27667.335	11573.55	25088.99	15361.55	9886.715	1061.92	32009.01	24669.465	16643.91	44049.25	19837.68	28449.235	703.78	30694.96	9692.84	1844.645	293.0	545.325	26907.05	23722.254999999997	274.8	2923.365	1703.31	32368.125	36963.595	1804.55	32850.165	43367.54
MF0048	14284.0	6997.15	20119.27	34449.85	34130.01	22180.97	13556.68	14185.75	68356.35	16532.18	1339.83	2473.17	58510.16	932.59	5696.92	3813.0	44916.84	13208.01	73567.24	37337.39	49129.93	83977.67	26887.68	46376.92	24156.07	3006.16	19984.82	40490.75	29132.42	62779.61	10203.4	16103.52	63613.58	35308.76	32707.91	56685.52	13131.51	21302.24	21410.08	19834.62	21914.17	19434.66	30995.57	66508.66	40773.36	12658.41	19160.74	25278.51	13966.29	47565.83	32185.66	29457.83	13977.16	51541.68	6045.58	31512.42	21377.17	73148.76	43192.51	25943.84	31153.57	40906.99	17357.09	24323.84	18080.6	9823.6	4742.52	280.42	61732.62	77815.82	49333.91	7703.73	18350.67	5893.24	33725.13	59284.98	17525.75	43856.13	16633.73	11843.33	31414.66	36582.92	5370.92	21537.94	6725.59	53986.18	2885.92	34591.4	10003.67	30753.57	24893.1	6509.68	27011.15	27659.25	12934.94	3898.75	5307.76	31013.82	41551.04	12404.84	19656.84	46278.66	4006.26	22740.14	19214.75	7015.08	25641.17	42451.75	21982.97	20355.65	13664.68	22984.26	5209.17	45999.6	41580.51	14824.74	71055.87	14984.23	46376.31	1595.23	51873.67	19463.51	10234.54	6163.33	1166.07	33926.27	26726.18	301.43	7173.65	2857.54	54229.17	48914.0	3897.85	54825.0	78879.33
MF0004	0.0	0.0	0.0	0.0	0.0	11936.75	0.0	3645.36	15504.0	2915.5	0.0	0.0	11277.5	0.0	0.0	0.0	14394.75	9440.75	16488.0	20111.5	0.0	10499.0	16185.75	14408.5	1085.75	674.0	4468.0	0.0	0.0	0.0	0.0	0.0	11776.5	11854.75	0.0	0.0	0.0	0.0	0.0	15302.33	13512.75	11943.0	13614.5	0.0	0.0	2546.75	0.0	0.0	585.08	12205.0	13961.25	0.0	0.0	0.0	0.0	20767.11	0.0	0.0	0.0	0.0	0.0	11123.75	0.0	5304.0	8827.5	0.0	0.0	0.0	10809.08	0.0	7878.25	0.0	3023.25	0.0	9599.14	14467.5	6869.68	13725.25	8381.81	4586.75	12917.25	16266.25	0.0	12067.0	2866.5	16491.75	0.0	17488.75	3667.25	0.0	0.0	0.0	8205.33	0.0	8345.02	0.0	0.0	12564.19	19156.74	1211.25	2957.0	10234.5	0.0	12832.25	0.0	0.0	0.0	9847.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9210.33	0.0	0.0	4731.5	1074.42	0.0	0.0	0.0	0.0	0.0	1252.75	1818.33	0.0	16354.61	0.0	0.0	8426.75
MF0001	1767.5	4477.25	4682.58	6556.83	13626.58	12704.58	10880.25	2094.36	18603.33	1974.67	40.0	16.25	30021.67	106.0	55.5	1532.5	17957.08	10561.58	38508.33	24688.0	13745.83	38754.17	18917.75	15247.83	882.25	373.5	2264.5	15970.5	15367.5	12665.17	4052.83	12241.92	25588.0	7803.08	14335.67	5034.17	7498.75	14954.42	16786.5	15341.91	15918.75	13664.33	10429.83	24439.08	12851.0	2479.58	5548.17	3709.17	2796.91	11131.33	11718.08	11203.33	12704.33	10445.83	5247.08	21187.44	17916.58	26912.75	7069.75	14206.83	5822.67	5799.25	4607.08	11095.0	9501.67	1953.33	1981.17	38.75	24513.08	26365.25	21973.42	1112.58	3470.75	706.75	9063.05	39175.83	7109.38	22379.42	9208.68	4122.75	12502.42	14797.08	2074.0	12856.0	2936.0	30965.42	591.83	22531.08	4087.08	9194.42	9584.67	1245.5	10144.66	2470.42	7732.99	335.33	1371.92	21073.09	28014.54	1832.08	3885.5	8854.17	1257.58	12503.42	4741.75	4282.0	6783.5	12358.17	5284.28	14933.33	9082.92	3966.42	590.17	8403.17	8844.42	8419.33	22784.53	12488.53	8344.66	231.08	13411.75	4716.67	1116.25	431.67	267.83	15830.08	12401.83	79.42	1549.08	595.83	7720.58	14269.94	323.75	20705.83	51551.75
MF0045	2770.0	10018.265	5494.915	7800.23	7548.13	12851.13	11551.9	7804.23	17723.755	4626.455	2940.435	0.0	10779.935	11235.7	7748.235	0.0	11133.915	9868.53	15150.48	20142.65	14963.815	21163.5	16508.95	10524.835	4015.45	6529.7	3909.58	16127.6	15431.735	11066.935	4421.58	12326.055	14391.915	8468.92	17382.235	10542.505	9691.385	15120.02	17530.735	15616.97	13725.235	11827.415	10927.345	12287.165	11976.4	2948.045	3721.7200000000003	2079.92	1650.955	10603.25	11688.295	11099.98	12978.865	9639.415	8203.18	21045.61	18234.03	17267.17	9865.335	14152.645	6217.495	7529.215	5033.415	6274.45	9196.77	3679.33	6117.505	7479.615	14259.955	19481.33	9661.355	1394.845	3583.615	3001.215	12966.005	11679.245	7206.54	8863.74	9456.385	3841.665	9444.355	11560.83	3761.135	13070.985	13981.3	15211.885	2173.63	15565.58	4005.13	11138.655	10798.37	4144.2	7764.105	1590.5549999999998	8228.715	5332.265	11395.82	8819.205	15110.785	1945.915	5924.85	8813.785	4666.98	12852.985	2863.2	12937.965	5219.435	9522.685	5787.815	15400.13	9227.735	4404.42	1454.17	11021.57	9568.085	10728.23	15759.91	12807.33	9577.255	10730.645	10763.835	5100.92	5521.74	2969.07	5520.395	11977.345	11957.415	9624.655	2340.58	10871.04	10792.335	17560.525	6641.985	11165.335	18830.415
MF0089	279.75	366.035	2261.59	7068.59	7335.295	2370.7749999999996	462.59	2029.16	14636.339999999998	1431.005	217.57999999999998	0.0	13897.250000000002	25.045	18.875	831.75	10327.125	1154.045	14634.535000000002	4185.195	5807.045	20112.67	2412.715	8671.375	475.91	227.83	2273.91	706.875	0.0	9659.225	1427.4900000000002	160.635	13174.455	6224.67	135.875	10325.93	119.295	695.0799999999999	498.705	63.705	821.125	1224.16	4290.535	13848.160000000002	7502.305	1328.33	1311.705	222.58999999999997	332.08000000000004	9078.08	4806.455	577.08	178.745	8444.67	39.415	197.78500000000003	433.71	15771.09	8818.795	2357.42	5769.035	6009.705	1078.0	4537.92	1049.135	1004.2149999999999	592.76	12.17	15063.25	17181.285	9123.58	821.9900000000001	341.045	494.08	136.41000000000003	13354.320000000002	176.455	9997.025000000001	121.375	1571.125	4895.955	5976.25	0.0	1717.635	10.295	9563.884999999998	277.21	4546.99	936.875	5797.41	3265.885	293.215	5315.635	516.375	319.465	132.04	839.5899999999999	4742.965	5028.92	347.375	1396.67	7445.5	707.4200000000001	1784.6149999999998	3070.25	63.125	4689.5	7021.545	1976.99	770.825	1215.3849999999998	2593.59	98.16999999999999	9366.385	8751.215	869.5350000000001	15441.9	292.66499999999996	9050.715	266.24	10268.295	2051.84	228.57999999999998	38.665	72.785	6225.01	4121.42	19.839999999999996	875.95	139.0	11728.124999999998	8584.16	219.715	12083.499999999998	18632.205
MF0002	14726.5	2304.07	16230.52	25561.52	26226.93	7808.64	18720.0	11296.57	62958.52	14195.59	435.16	2442.25	41841.16	809.84	5537.5	1636.5	25397.09	2738.43	49368.16	13154.39	26021.43	81978.5	8631.43	38597.59	23278.82	2445.16	19059.32	23720.75	13627.75	44792.61	4724.57	3955.68	55542.16	27795.18	17874.41	38398.52	5173.34	6135.07	3914.66	3807.75	7683.25	7521.66	19489.16	50892.16	22368.86	9004.75	11887.82	20862.59	8157.25	35945.0	20465.25	24162.0	1195.16	36467.68	837.5	10598.91	2837.34	64024.68	30716.09	9305.93	24404.73	28884.41	11576.84	16769.84	8336.93	6571.02	2322.93	222.84	47105.5	79203.07	37685.82	2781.32	10860.84	2264.66	24389.76	46780.98	10772.36	30249.71	7678.21	5330.25	17487.57	18478.84	2813.75	6935.77	3502.59	37744.43	1707.09	16832.32	5265.09	14319.48	11780.18	2929.18	16306.61	17857.91	7067.11	3313.75	4320.09	26348.33	31061.64	9836.59	14467.84	27611.16	4327.18	8171.64	14658.5	2093.25	18237.0	25144.75	14928.47	3711.82	3626.43	16820.09	5045.5	27198.43	30630.09	2887.41	57889.79	1582.4	36221.77	1006.32	42697.59	13736.34	8831.25	5164.16	713.91	19756.36	12526.68	199.34	4859.57	2070.0	37994.59	20742.16	1581.93	41832.34	80026.16
MF0046	5501.5	4868.08	8318.08	7763.66	7120.41	11500.91	12099.75	2018.36	6950.66	2068.01	904.67	25.92	8822.67	171.0	124.17	1608.5	9433.58	9144.91	12274.66	17730.0	16182.83	4609.34	15040.25	7530.16	1236.25	525.5	3296.0	13930.0	13307.67	9174.17	4655.66	12241.26	8299.67	6516.41	12204.17	5441.67	6627.42	13023.59	14756.17	14697.74	13890.42	10962.33	9633.49	8907.58	10848.0	2705.24	15453.84	12648.84	10294.91	6865.66	9748.74	21548.66	12487.33	8543.33	4926.41	20470.27	17671.41	7204.58	5759.92	13026.49	4417.51	6769.58	4774.08	5541.0	8364.34	3378.66	2462.51	95.08	14567.41	8622.25	8663.76	1874.74	3912.08	1565.08	10082.01	8248.33	8645.48	6430.09	10660.42	3622.08	8304.76	10451.41	2273.67	12681.17	3109.0	13770.42	1186.16	13947.41	4567.91	9885.76	10184.34	3053.5	6879.16	6774.76	10444.73	690.33	1502.59	7523.46	13338.77	3462.08	4218.5	8163.67	295.41	11463.92	2379.25	4097.83	3912.17	8478.67	5130.48	14121.66	8226.92	3471.59	632.84	7642.84	4526.09	7869.66	7042.56	11211.56	6438.16	170.74	6803.08	6596.84	758.58	989.34	242.49	10466.24	10218.33	134.76	1730.41	1221.83	8614.91	16604.1	489.42	7341.99	3711.42
MF0087	400.5	726.41	5566.34	15568.84	15566.42	4707.4	1035.84	5088.66	35587.34	3380.84	432.0	26.25	26409.665	42.42	34.0	1560.5	18443.25	1938.92	30343.495000000003	8971.32	13232.505000000001	43354.17	5126.59	20778.75	973.66	526.83	5716.66	1358.75	206.25	21344.6	2350.99	312.76	28815.08	15759.67	302.91499999999996	25669.095	203.42	1606.83	1020.58	98.08	2788.75	2925.245	10762.41	27759.745000000003	13475.93	2902.165	2873.08	445.34	631.33	21260.83	11511.08	1236.83	350.16	25041.254999999997	79.33	1592.7450000000001	654.75	33887.34	21002.42	5106.67	14083.825	18347.58	2845.335	9799.42	2164.925	2085.09	1311.675	38.67	32394.5	41568.91	18554.495000000003	1621.49	559.92	794.83	1039.495	28702.405	1275.58	21416.315000000002	758.915	3748.5	10247.08	13727.585	233.75	3110.76	110.92	20824.925	409.25	10374.825	1795.25	12224.825	7182.76	563.09	11281.595000000001	1073.75	457.09	257.58	2300.84	13816.34	14863.419999999998	605.25	2581.17	16728.915	1819.67	3797.74	5982.75	144.25	9488.5	14962.335	4003.49	1346.49	2259.76	5555.505	217.83499999999998	18066.26	16979.59	1695.41	31465.15	535.33	21473.425	464.99	24771.17	5241.255	497.66499999999996	53.5	251.745	12790.345000000001	8913.255000000001	60.84	1286.24	165.0	22232.25	16658.66	409.59	23999.0	37977.08
MF0043	0.0	0.0	71.0	34.0	0.0	82.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.5	17.5	18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.5	0.0	59.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	63.5	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	79.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0
MF0044	14061.5	21286.43	23447.69	40072.65	34130.36	31351.07	25550.98	26037.03	70522.05	18862.0	5452.7	29100.89	49321.69	22921.74	18226.89	13090.5	49396.26	21107.66	66396.29	50103.19	55266.9	64142.37	38811.33	56115.32	20134.72	14443.56	17921.92	43268.95	35761.89	60369.64	12845.15	26379.04	55641.25	43549.41	41434.54	56509.45	20854.28	32858.44	35714.8	32032.61	31349.89	28990.33	40160.6	52960.28	43098.91	12181.84	16409.09	17044.26	13921.5	52669.53	41445.34	36000.13	25829.23	56774.35	16359.03	45613.8	36827.32	58619.44	47535.13	36336.72	33440.14	45458.17	17562.01	26715.24	22810.8	12801.35	14366.94	15119.4	60682.74	74187.77	41384.53	7718.01	16281.9	9172.42	35848.17	56402.65	19977.24	47789.28	23493.18	13921.41	36976.28	45096.67	8726.69	31333.41	29675.19	55604.86	5146.02	46484.15	11210.52	35552.79	32116.5	12252.08	27923.16	20145.77	21384.02	12201.12	26670.81	38408.51	55597.24	9215.76	20355.04	47229.89	12287.81	31588.52	14194.4	26365.51	24450.54	40645.28	21621.04	32198.75	20478.06	20983.26	5366.17	46732.9	33452.86	25316.54	58227.32	25823.33	50325.12	22514.61	49852.35	19885.01	15366.4	8519.63	11621.7	35878.05	33068.35	19327.65	7352.4	21680.08	53223.42	55308.21	16093.57	42227.73	60269.2
MF0088	400.0	133.0	2842.83	9024.33	4698.83	2715.83	9133.25	2753.43	16952.33	1685.17	0.0	3.0	5219.17	1.5	3.75	356.0	6399.33	772.83	6553.33	3112.5	4286.33	10237.17	1785.0	11477.33	557.5	380.66	3233.5	475.0	70.5	10833.67	816.58	131.92	7048.75	7232.33	77.67	11400.67	63.0	711.67	486.5	19.37	623.0	1329.33	5657.08	4782.08	4302.25	1441.83	1118.67	68.17	216.12	11380.33	7062.83	127.33	112.33	11396.33	15.33	129.76	175.58	8673.5	8024.5	2716.83	5460.17	9194.41	1486.33	4171.0	1037.17	813.33	354.67	13.17	9114.29	16874.0	5444.17	312.83	75.0	162.0	1279.14	7608.33	443.84	6611.17	1484.9	828.0	3663.17	3915.83	0.0	1918.0	11.5	5001.67	218.83	3935.33	946.83	5527.67	3806.42	64.0	3738.62	207.42	3748.68	283.33	1329.51	7222.47	7768.84	229.83	777.5	5142.67	657.83	2016.92	2018.5	32.0	3756.5	4350.67	2230.23	407.83	1268.67	2460.67	614.17	8560.17	5231.17	104.33	8538.73	99.73	7416.62	182.83	9497.0	1368.17	360.54	5.17	57.83	3877.83	3614.33	92.17	541.33	798.79	4895.33	6221.26	76.5	3939.33	7950.0
