Eigvals,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.39347676,55.27874778,2.859266251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4923840279,0.4826510805,0.02496489159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioGeo-Vil1-14B-FP166_merged_R1_001.fastq_profiled_metagenome,1.89195878,0.1582194597,-0.2628355609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-14B-FP164_merged_R1_001.fastq_profiled_metagenome,-1.309258743,-0.4129664575,-0.1675947109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-13B-FP154-REP1_S47_R1_001.fastq_profiled_metagenome,0.3980030967,0.4154836485,-0.4647319304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-13B-FP152_merged_R1_001.fastq_profiled_metagenome,0.8623807028,-0.1230112511,-0.2237359162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-10B-FP118-REP1_S45_R1_001.fastq_profiled_metagenome,1.875910615,-0.4884472226,-0.4194619587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-10B-FP116-REP1_S44_R1_001.fastq_profiled_metagenome,-0.824824723,1.885389362,-0.05906477763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-09B-FP106_merged_R1_001.fastq_profiled_metagenome,0.9428081661,-0.3798749865,-0.2690348753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-09B-FP104_merged_R1_001.fastq_profiled_metagenome,-1.17379407,1.040013699,-0.2226696001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-08B-FP94-REP1_S42_R1_001.fastq_profiled_metagenome,1.201430514,-0.7090173096,-0.4148175656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-08B-FP92-REP1_S41_R1_001.fastq_profiled_metagenome,-1.187520996,-0.4806618239,-0.3648873261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-07B-FP83_merged_R1_001.fastq_profiled_metagenome,0.7376209295,-1.218137305,0.2166483121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-07B-FP79_merged_R1_001.fastq_profiled_metagenome,-1.245565268,0.05636604327,-0.1897833502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-06B-FP67_merged_R1_001.fastq_profiled_metagenome,-1.409435984,-0.4975763308,-0.3074227235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-05B-FP59-REP1_S37_R1_001.fastq_profiled_metagenome,0.1961901518,-0.7018468969,0.3351245573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-05B-FP55_merged_R1_001.fastq_profiled_metagenome,-1.126120049,0.3778114936,0.328300395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-04B-FP47_merged_R1_001.fastq_profiled_metagenome,0.7357799906,-0.9653693089,0.2426658363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-04B-FP43-Rep1_S88_R1_001.fastq_profiled_metagenome,-1.299297699,-0.1600303752,-0.002758304162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-03B-FP35-REP1_S38_R1_001.fastq_profiled_metagenome,-0.06694831191,-0.4926655371,0.2914491094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-03B-FP31_merged_R1_001.fastq_profiled_metagenome,-1.072176872,-0.05874403975,0.05207210182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-02B-FP23_merged_R1_001.fastq_profiled_metagenome,1.014644964,-0.7146804515,0.3292238124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-02B-FP19_merged_R1_001.fastq_profiled_metagenome,-0.7829341546,0.2204001034,0.31856877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-01B-FP11_merged_R1_001.fastq_profiled_metagenome,0.9357037549,-1.114446144,0.01373622007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-Vil1-01B-FP07-Rep1_S107_R1_001.fastq_profiled_metagenome,-1.465638727,-0.2189488661,0.2292310127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-SLCFP131-REP1_S33_R1_001.fastq_profiled_metagenome,1.006705817,1.782781499,0.02138091653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-SLCFP095_merged_R1_001.fastq_profiled_metagenome,1.748471308,0.02628092657,-0.1465867952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-SLCFP091-REP1_S29_R1_001.fastq_profiled_metagenome,-0.02320694095,2.545273441,-0.3705493879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioGeo-SLCFP077_merged_R1_001.fastq_profiled_metagenome,0.8367969141,0.3419726493,0.278696395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
