Eigvals,14,,,,,,,,,,,,,
14.90666301,14.19572748,2.385166413,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,
Proportion explained,14,,,,,,,,,,,,,
0.4734144049,0.450836104,0.07574949114,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,
Site,14,14,,,,,,,,,,,,
BioGeo-TL1a_FP_77-REP1_S4_R1_001.fastq_profiled_metagenome,0.1702003214,-0.09274711462,0.03642274351,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_73-REP1_S3_R1_001.fastq_profiled_metagenome,-1.55116997,0.03625987578,-0.1724821782,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_65_merged_R1_001.fastq_profiled_metagenome,0.007869625335,0.41683828,-0.4423770413,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_61_merged_R1_001.fastq_profiled_metagenome,-1.802869533,0.07096023305,0.05132585728,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_241_merged_R1_001.fastq_profiled_metagenome,-0.4740088129,0.6556319279,-0.2889569906,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_209-REP1_S11_R1_001.fastq_profiled_metagenome,1.997049429,2.036634862,-0.2076011777,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_205_merged_R1_001.fastq_profiled_metagenome,-0.5188256724,1.550963207,0.009736498497,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_143_merged_R1_001.fastq_profiled_metagenome,-0.06826660634,-0.3089048881,0.8507634494,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_139_merged_R1_001.fastq_profiled_metagenome,-0.8078215967,0.5640760253,-0.1055481863,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1a_FP_101-REP1_S6_R1_001.fastq_profiled_metagenome,0.2257184149,-0.0824532745,1.004082986,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1A_FP_689-Rep1_S104_R1_001.fastq_profiled_metagenome,1.336902873,-0.6130557318,0.1442908945,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1A_FP_685-REP1_S22_R1_001.fastq_profiled_metagenome,-0.134398276,-1.692430127,-0.3558817866,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1A_FP_641_merged_R1_001.fastq_profiled_metagenome,1.485810658,-1.01307448,-0.236340179,0,0,0,0,0,0,0,0,0,0,0
BioGeo-TL1A_FP_637_merged_R1_001.fastq_profiled_metagenome,0.1338091457,-1.528698795,-0.2874348894,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,
