	TL1a_DTT_173_Repeat	TL1a_DTT_76_Repeat	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_173	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_DTT_245_Repeat	TL1a_FP_172	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_DTT_142_Repeat	TL1a_DTT_78	TL1a_DTT_209	TL1a_DTT_210	TL1a_DTT_64	TL1a_DTT_65	TL1a_DTT_246	TL1a_DTT_66	TL1a_DTT_77	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_640	TL1A_DTT_640	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_689
TL1a_FP_174	1.58828685369746	2.01762457834252	3.633088942876146	2.3185530606162112	0.5283643425989569	2.29034648695451	2.0984007798864863	0.7224283493897323	1.6556313740362107	2.332797543163493	0.44142288800902996	0.0	2.9908238386461043	1.011577270322028	1.406968782796186	1.1044543209489934	3.037239409324252	1.2678696932732982	1.9114883781669427	0.852347834730123	3.461469856550399	1.5389262292581438	2.4004174518878014	1.4405033335451127	2.430102444618353	1.8646898200439679	1.4254550209427945	1.4502625708851207	2.5985472977547754	3.0029660591010114	3.888487448677313	2.6117458382563488	1.2366848400674473	2.243552958677139	2.5645907043659752	1.1292178229388126	1.910965338587948	1.3881337836402463	1.4473091222635224	1.8409081222453414	2.0532865560465403	1.4336850377914356	2.0755325761571344	2.0946130297718493
TL1a_FP_144	1.71271777661189	1.5998912215150336	1.1417220258379484	0.7619500751390996	2.47997064309879	3.7181961427494628	0.9151086449586949	3.2620215520902978	1.3614723545163816	2.474980659241249	3.3354518254327994	2.9908238386461043	0.0	2.377953740945355	2.0768359638437293	3.432555851747904	1.0164345149941068	2.0503520899789645	2.035594264873787	2.8125123904201326	0.6761233786171337	4.128518585752876	3.3981216184953897	2.099843306167542	3.53517333651424	1.8909777777687686	2.815458052475777	1.8021977296928549	2.3960330760090196	1.7196505261917245	2.5108784576251573	1.0750005792210169	1.8163372550933068	1.6826501988704783	1.2774285235170275	2.7101217846350862	1.7567624215694488	1.7431185722477962	1.7810080469538507	1.3609702980848895	1.5270411170129141	1.5855688838523447	1.472251692185579	1.136789048806855
TL1a_FP_142	1.2498878578613526	1.8179499316637664	3.177524990435926	1.7394288275547722	0.6733021002813229	3.000588872630059	1.5000419869633208	1.5361165235440368	1.2674848686824072	1.4010403873063086	1.2414355906315893	1.011577270322028	2.377953740945355	0.0	1.440579617533369	1.5665496918600492	2.204339675193882	0.40646785741766556	0.9285673270005372	1.5215626643249758	2.9236661936510253	2.333921931776413	2.9246856490073974	1.5703689528420914	1.7207651370079469	1.957111408610421	1.3199154297736753	1.2867559055017153	2.7455487771975853	2.8433186985457786	3.799646644777382	2.2465432522994973	0.6343994505345728	2.137638591944419	2.287692860455635	1.6572959286369977	0.9610281784332946	0.8220600525922829	1.1166767051107827	1.3599686879441386	1.1462919581975834	0.8973231842613154	1.1731807238275445	1.2982109406573494
TL1a_DTT_245_Repeat	0.528304869473119	0.6578999018463392	2.385795591319465	1.3637809706506807	1.026113145182528	1.8867602891044657	1.4320820164663928	1.3132705876372348	0.8702497170618326	2.6386527567924105	1.6174378339274633	1.406968782796186	2.0768359638437293	1.440579617533369	0.0	1.5352356856694376	2.5318959353819204	1.4756572655971765	2.0300864795622546	0.9090579230933505	2.3448165084842496	2.0970059296246815	1.6352023497369446	0.2330803860364763	3.0639907797199912	0.7215728138230175	1.1870045162917557	0.3168960210321701	1.3163374819647766	1.6267613971669954	2.5076281350041834	1.3384721647825748	1.1012341610110408	0.8667719418522	1.2416852144164876	0.7160955244201824	1.8608535332432998	0.849904617990574	0.5144480770581875	0.8319134855529549	1.8654202568253018	0.9265785920154456	1.8411717302156174	1.56916180692886
TL1a_FP_172	1.7456298669594712	2.12739274836799	3.838971946145291	2.676429080365502	1.2460770878288214	2.142719514269737	2.644840412631645	0.695993497133618	2.148055027706611	2.8833336500339177	0.796384350109249	1.1044543209489934	3.432555851747904	1.5665496918600492	1.5352356856694376	0.0	3.577095143659569	1.9224362922211282	2.4403016197871943	1.204265718968788	3.7806905824519457	0.9143774405520954	2.1191676012754637	1.651798815765476	2.628340657825646	2.178185248672245	0.8540731063157052	1.7028711748022498	2.5532777269923974	3.0685559491904795	3.836206677132565	2.8022337535079456	1.8534533415255754	2.3495270487300917	2.727927345955934	1.2722086966097872	2.4543569768020563	1.7309777689766135	1.6573688111720157	2.0860129388954602	2.604711253190879	1.9301189132966279	2.6095973632324405	2.5592906579556955
TL1a_FP_66	2.0823015102090348	2.242385162440132	2.089552320269197	1.2901636333440374	2.552964457673563	4.328713423759492	1.1499465377099232	3.4784373058916565	1.7139024371597273	1.733616599453867	3.374437730804995	3.037239409324252	1.0164345149941068	2.204339675193882	2.5318959353819204	3.577095143659569	0.0	1.8370493691958327	1.5080917888638017	3.1428602831257253	1.6059081533481678	4.35790788433158	4.072224898555128	2.6026634854133386	2.9240798333300324	2.5522892477622743	2.9724498064117784	2.2165093299490244	3.222206878091051	2.658084596048313	3.4959043895190325	1.9233747455557335	1.8181243612290188	2.442505254524995	2.1290920353740934	3.127058639252585	1.3019546723171282	1.8774155926795317	2.0970215311770297	1.7528957924312372	1.0737264537459366	1.7299663229021685	1.0406060416178382	1.02568888605586
TL1a_FP_143	1.2132359411407065	1.7385698323328138	2.9322122391039644	1.4786723923059082	0.8586882248904154	3.1362415274378037	1.169523028256534	1.8147517610125183	1.0549457163033553	1.2291637964959394	1.5745043394386755	1.2678696932732982	2.0503520899789645	0.40646785741766556	1.4756572655971765	1.9224362922211282	1.8370493691958327	0.0	0.6944278588112351	1.6726935183986271	2.634681214525832	2.667366769505887	3.042330810255424	1.5817274516650799	1.8665615999490486	1.8735955539414602	1.6030223488298125	1.2523075500623766	2.719103739802531	2.71063252299531	3.6836344975984487	2.061902192767213	0.42141605285991185	2.0490134283395673	2.128775979573015	1.7875610767647405	0.6460824318864599	0.7465865033178365	1.0935769072269428	1.2199185770028107	0.7981711395599207	0.7047493747914563	0.8291063130133317	0.9790360433748672
TL1a_FP_100	1.6394910700149443	2.1423755059016654	3.0121732142646636	1.6170810887488545	1.5320136990802187	3.7924047100571103	1.3367074118711226	2.452944868075347	1.4833223202832697	0.6188528219706879	2.161630834324102	1.9114883781669427	2.035594264873787	0.9285673270005372	2.0300864795622546	2.4403016197871943	1.5080917888638017	0.6944278588112351	0.0	2.3511120683696056	2.65361497226336	3.2524443525548303	3.645674786345831	2.162249336624435	1.548400785890876	2.4114323775076736	1.9948084099983003	1.7692665787517639	3.20687600223539	3.0338409719312724	3.9947999733962685	2.3040056798033137	1.0095901603063329	2.4666814902324057	2.4289013028527124	2.441172290363648	0.2876991420176626	1.1912626207507562	1.5605416203219427	1.536873788904093	0.5135432483618766	1.1724944888916387	0.5640455181322592	0.9485305423052683
TL1a_FP_246	1.3386289407449645	1.539841935614667	3.2179187892489707	2.1365233530363468	0.8566377795542903	1.5078469188512487	2.0382079108429396	0.6190450623652799	1.4796921479988177	2.8846735296215273	1.029179679761073	0.852347834730123	2.8125123904201326	1.5215626643249758	0.9090579230933505	1.204265718968788	3.1428602831257253	1.6726935183986271	2.3511120683696056	0.0	3.148353609825019	1.4598071268463984	1.5817522186069888	0.8448561988298282	3.132009171497319	1.2334033466167695	1.426653284506693	1.1030482110878166	1.8342030532348492	2.3922754583105865	3.19502820387066	2.1893586741784006	1.4155924318679842	1.6622379944957841	2.0768016722909226	0.3211820299643933	2.253738128398314	1.4039304465372109	1.2446053511389947	1.6363231218669507	2.3218297814126254	1.4381480018172144	2.3217947356569857	2.1765755451204893
TL1a_FP_78	2.037658109632419	1.7475476766375133	0.5135764261265685	1.1903961737573225	2.9527208646487337	3.8168171645851063	1.4988859890688828	3.623441186707977	1.8080985623546295	3.109438260692434	3.7826381216779223	3.461469856550399	0.6761233786171337	2.9236661936510253	2.3448165084842496	3.7806905824519457	1.6059081533481678	2.634681214525832	2.65361497226336	3.148353609825019	0.0	4.439516008976499	3.4236576914331556	2.353182733984642	4.108108934559202	2.064883019104698	3.1292939013143544	2.125237833718165	2.3004662566422986	1.4550820126924462	2.0443889667061654	1.0627135843273166	2.3542931328512697	1.7206660623258918	1.2378375583522583	2.987378136143953	2.3771185646450843	2.198664194286301	2.140762800702509	1.7167043565714937	2.157995023131722	2.0813081878329656	2.098754667278303	1.7274004580741573
TL1a_FP_210	2.456638280694792	2.7172460511951653	4.454918893214459	3.39047443448766	1.8684530929072711	1.8259461284819598	3.341686464083442	0.9284156247558957	2.7985724199319315	3.6801775287696588	1.1978022388116258	1.5389262292581438	4.128518585752876	2.333921931776413	2.0970059296246815	0.9143774405520954	4.35790788433158	2.667366769505887	3.2524443525548303	1.4598071268463984	4.439516008976499	0.0	2.0225207199572623	2.1278683546902193	3.389063534817963	2.5780615734090855	1.7201238181767802	2.333574350758799	2.830722359189571	3.5364492180137965	4.197149516808411	3.417501516366778	2.567917073174651	2.8522370367410113	3.2983352130645103	1.551271698833742	3.258419856125094	2.4981103238973112	2.372790806653162	2.8091417578482587	3.4001655863571805	2.6469911573394085	3.407972010692544	3.3412079708688665
TL1a_FP_208	2.1164233924916056	1.8760203301935319	3.2491864829437653	2.813418953785292	2.3403136302107477	0.6390144709990532	2.9566241586051993	1.8378565636287143	2.41672448935114	4.240800471150965	2.4250826368418044	2.4004174518878014	3.3981216184953897	2.9246856490073974	1.6352023497369446	2.1191676012754637	4.072224898555128	3.042330810255424	3.645674786345831	1.5817522186069888	3.4236576914331556	2.0225207199572623	0.0	1.53179413631861	4.4777809010827	1.598071433450338	2.2048774648177996	1.9344938116722978	1.187829486037873	2.1028984988188295	2.4507960910007993	2.4167935917049084	2.690743264367677	1.737691614946388	2.2062494555871273	1.322138868069525	3.491082283754958	2.4793976578547228	2.137753674378607	2.3828713642629533	3.497167323358583	2.548538141484111	3.4727015485005333	3.1765607418205257
TL1a_DTT_244_Repeat	0.7067294284878095	0.7042208989962787	2.3864440287201774	1.4279944491607015	1.0956361110607775	1.7509286259251104	1.4720805115252817	1.3369447826776004	0.9043051069514197	2.7678214988461494	1.6774523313959222	1.4405033335451127	2.099843306167542	1.5703689528420914	0.2330803860364763	1.651798815765476	2.6026634854133386	1.5817274516650799	2.162249336624435	0.8448561988298282	2.353182733984642	2.1278683546902193	1.53179413631861	0.0	3.234726754132195	0.5362110742380727	1.3929744235642476	0.4412548122013312	1.210333108811093	1.5810252101585944	2.4481305438561027	1.3552667011925856	1.191876796002158	0.8296427449323964	1.2353966378617245	0.637201740886993	1.9828523106191944	1.004628278242604	0.6925760576054154	0.9574903466630804	1.9751947504046188	1.023885883601834	1.9522994282432249	1.673095887256597
TL1a_FP_101	2.7695566313929123	3.3491316171301238	4.419862372900609	3.0531121034790556	2.3305587174576003	4.563562790490278	2.846470201901453	2.9109383437012375	2.8449765635613704	1.2942565602813396	2.4248263844903697	2.430102444618353	3.53517333651424	1.7207651370079469	3.0639907797199912	2.628340657825646	2.9240798333300324	1.8665615999490486	1.548400785890876	3.132009171497319	4.108108934559202	3.389063534817963	4.4777809010827	3.234726754132195	0.0	3.6386656650625326	2.406986366213173	2.9087814913238246	4.343735394738917	4.330658906581101	5.261076150932531	3.6582091827026937	2.2501335270468297	3.6986526835439686	3.756701887001507	3.2806526862986303	1.8266818602644015	2.3580609141539544	2.6744572832222486	2.8087585826261425	2.05195697244166	2.4694535429916176	2.094074128896849	2.4354409638011414
TL1a_FP_244	1.0046657794731477	0.6995653759902025	2.0715440125545075	1.3597735183435256	1.5170110607608656	1.8330597460930755	1.4306747764197778	1.8025615915181177	0.9613078113003215	3.0146046947733085	2.150184907838514	1.8646898200439679	1.8909777777687686	1.957111408610421	0.7215728138230175	2.178185248672245	2.5522892477622743	1.8735955539414602	2.4114323775076736	1.2334033466167695	2.064883019104698	2.5780615734090855	1.598071433450338	0.5362110742380727	3.6386656650625326	0.0	1.9061794369505607	0.7676214658429041	0.9675953192550576	1.245829042305145	2.1021894379477413	1.1338382002115448	1.4557408491157775	0.6151315727242636	0.9788266138693781	1.0350705619780083	2.1892464008298456	1.3180333139625235	1.0337921493153481	1.094381108900235	2.1256936610464687	1.2420079855906703	2.096224226425978	1.7624273816838272
TL1a_DTT_142_Repeat	1.1738987427992358	1.5957947366649126	3.1838909734454384	2.058923007148409	1.2168472310618164	2.4420090079359444	2.1287110024994096	1.254689452327028	1.700770239447025	2.497092005053105	1.3389285847520715	1.4254550209427945	2.815458052475777	1.3199154297736753	1.1870045162917557	0.8540731063157052	2.9724498064117784	1.6030223488298125	1.9948084099983003	1.426653284506693	3.1292939013143544	1.7201238181767802	2.2048774648177996	1.3929744235642476	2.406986366213173	1.9061794369505607	0.0	1.268275282414784	2.250506996806131	2.5487857326366186	3.3477142672551663	2.196681354807775	1.4934551425842078	1.8773229823907265	2.1623815153542605	1.369465148381237	1.9705211840491315	1.2084214380189435	1.1270569202988214	1.47810268268374	2.0896288608212643	1.4765306108428127	2.0783873293829065	1.973615146967818
TL1a_DTT_78	0.2971118588895324	0.582156861999081	2.2208970731654625	1.0769749368688986	0.988524703889917	2.181594131057789	1.1223944194540105	1.502875235762609	0.5701277468672984	2.3840681898442058	1.7095700128649918	1.4502625708851207	1.8021977296928549	1.2867559055017153	0.3168960210321701	1.7028711748022498	2.2165093299490244	1.2523075500623766	1.7692665787517639	1.1030482110878166	2.125237833718165	2.333574350758799	1.9344938116722978	0.4412548122013312	2.9087814913238246	0.7676214658429041	1.268275282414784	0.0	1.4759924664405604	1.6084263258177933	2.543748331997011	1.1780816341598044	0.8571740586781945	0.8653674087316154	1.1290778285719527	0.9736225086795606	1.5797191381083395	0.5932385198900265	0.2736077624655953	0.5472528162180581	1.5663600826792472	0.6356130139748916	1.539434601950785	1.2554338218507253
TL1a_DTT_209	1.604455385651144	1.096529631475712	2.081124919183752	1.9511847309443013	2.3031683387243866	1.6765666616998836	2.2050995727184075	2.2972389056726983	1.7978737034691794	3.824635278125514	2.7735873276098877	2.5985472977547754	2.3960330760090196	2.7455487771975853	1.3163374819647766	2.5532777269923974	3.222206878091051	2.719103739802531	3.20687600223539	1.8342030532348492	2.3004662566422986	2.830722359189571	1.187829486037873	1.210333108811093	4.343735394738917	0.9675953192550576	2.250506996806131	1.4759924664405604	0.0	0.9235112261655913	1.4094472945378536	1.3781966960970975	2.308023853738874	0.7972444682643457	1.1512544322408655	1.533698586019849	2.9855221341106795	2.0473886004311694	1.6906437517549728	1.7124557035870398	2.914857118689626	2.058692165728189	2.8741813136979513	2.491295181945083
TL1a_DTT_210	1.6250427530483382	1.0470836110542905	1.1679480512641915	1.497348135193156	2.583127072655405	2.5808728856047245	1.8670219208558951	2.8782366822059298	1.6913678995705148	3.6266937149368657	3.2415815078285086	3.0029660591010114	1.7196505261917245	2.8433186985457786	1.6267613971669954	3.0685559491904795	2.658084596048313	2.71063252299531	3.0338409719312724	2.3922754583105865	1.4550820126924462	3.5364492180137965	2.1028984988188295	1.5810252101585944	4.330658906581101	1.245829042305145	2.5487857326366186	1.6084263258177933	0.9235112261655913	0.0	0.9765171656857201	0.7707267229032096	2.311887114888112	0.7624359335995926	0.6070747065755409	2.1286829457627885	2.7755080679444246	2.0362840439574206	1.7510043338370722	1.536873900064272	2.64199785755838	2.0068641489270957	2.588357255290705	2.159647560407556
TL1a_DTT_64	2.562646713920215	1.9837756043842991	1.5853770155106743	2.434536955293789	3.505666828661853	2.9746362431526365	2.819807393046339	3.662776631883709	2.6661811287799924	4.581472274579656	4.092667919884086	3.888487448677313	2.5108784576251573	3.799646644777382	2.5076281350041834	3.836206677132565	3.4959043895190325	3.6836344975984487	3.9947999733962685	3.19502820387066	2.0443889667061654	4.197149516808411	2.4507960910007993	2.4481305438561027	5.261076150932531	2.1021894379477413	3.3477142672551663	2.543748331997011	1.4094472945378536	0.9765171656857201	0.0	1.7051694705328193	3.283931727709743	1.6813374142238648	1.5749161260191369	2.9042314673614897	3.736673409173569	2.994807085541706	2.6914919259965537	2.497779284894794	3.596256870967012	2.9801057648417486	3.540136060751857	3.1080135079452362
TL1a_DTT_65	1.1172302741396491	0.7010010309611008	1.0495365980406883	0.7334422071466736	2.125832806051996	2.8262986132628956	1.1477366512910283	2.6488059797186745	1.0864658318893028	2.8817658386750242	2.8869267177377753	2.6117458382563488	1.0750005792210169	2.2465432522994973	1.3384721647825748	2.8022337535079456	1.9233747455557335	2.061902192767213	2.3040056798033137	2.1893586741784006	1.0627135843273166	3.417501516366778	2.4167935917049084	1.3552667011925856	3.6582091827026937	1.1338382002115448	2.196681354807775	1.1780816341598044	1.3781966960970975	0.7707267229032096	1.7051694705328193	0.0	1.6954442261747764	0.6851726843264393	0.2282918360843234	1.9886567113389162	2.0387758911491294	1.4338786830158474	1.2415825829718787	0.8981814403119683	1.8914142916375307	1.3817096927013588	1.8351488359655517	1.4030019479518858
TL1a_DTT_246	0.856362851197543	1.3428210950555817	2.6135624268389925	1.1840136847497125	0.735370009808642	2.8153091203685228	0.9136535563927878	1.675001538091514	0.6552212090658546	1.594704799708954	1.576053238540219	1.2366848400674473	1.8163372550933068	0.6343994505345728	1.1012341610110408	1.8534533415255754	1.8181243612290188	0.42141605285991185	1.0095901603063329	1.4155924318679842	2.3542931328512697	2.567917073174651	2.690743264367677	1.191876796002158	2.2501335270468297	1.4557408491157775	1.4934551425842078	0.8571740586781945	2.308023853738874	2.311887114888112	3.283931727709743	1.6954442261747764	0.0	1.640093354652695	1.7418113969144964	1.4812457084438022	0.8547756988922652	0.43891527706120026	0.7368639144825108	0.8711789530149296	0.9075251173013529	0.31613174371877495	0.911537441050157	0.8628596022975779
