	TL1a_DTT_173_Repeat	TL1a_DTT_76_Repeat	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_173	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_DTT_245_Repeat	TL1a_FP_172	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_DTT_142_Repeat	TL1a_DTT_78	TL1a_DTT_209	TL1a_DTT_210	TL1a_DTT_64	TL1a_DTT_65	TL1a_DTT_246	TL1a_DTT_66	TL1a_DTT_77	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_640	TL1A_DTT_640	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_689
TL1a_DTT_66	0.9332503635051028	0.35390470043191313	1.6379475091623	1.1601629795492092	1.8299950655383692	2.1452026690224213	1.436903176381128	2.139236970639671	1.075852835839797	3.0806044284115592	2.4810742445773437	2.243552958677139	1.6826501988704783	2.137638591944419	0.8667719418522	2.3495270487300917	2.442505254524995	2.0490134283395673	2.4666814902324057	1.6622379944957841	1.7206660623258918	2.8522370367410113	1.737691614946388	0.8296427449323964	3.6986526835439686	0.6151315727242636	1.8773229823907265	0.8653674087316154	0.7972444682643457	0.7624359335995926	1.6813374142238648	0.6851726843264393	1.640093354652695	0.0	0.4901184794338596	1.413398999645241	2.23061092181552	1.3625277693930027	1.0418012532800827	0.9473387036781998	2.142635461871854	1.3538757480099688	2.0981542070724832	1.7028843110573848
TL1a_DTT_77	1.1100987497537345	0.601157451673607	1.1637944005168621	0.9050859304117194	2.100721719637164	2.6231172480475506	1.2787831730343446	2.5510613769092276	1.1224872456026505	3.020299233811744	2.8306722898719285	2.5645907043659752	1.2774285235170275	2.287692860455635	1.2416852144164876	2.727927345955934	2.1290920353740934	2.128775979573015	2.4289013028527124	2.0768016722909226	1.2378375583522583	3.2983352130645103	2.2062494555871273	1.2353966378617245	3.756701887001507	0.9788266138693781	2.1623815153542605	1.1290778285719527	1.1512544322408655	0.6070747065755409	1.5749161260191369	0.2282918360843234	1.7418113969144964	0.4901184794338596	0.0	1.856778421717113	2.16881845585834	1.474538007000345	1.234452135356975	0.9568354442699412	2.03574527056101	1.4306313205966465	1.9825338142128928	1.5553319837376522
TL1a_DTT_208	1.2105523929445106	1.3209623916690445	3.0137574665864566	2.02919734031145	1.030155400858916	1.354004302561268	2.0020898854387785	0.8031921774901036	1.4255751938817491	3.006146261869633	1.27520059881933	1.1292178229388126	2.7101217846350862	1.6572959286369977	0.7160955244201824	1.2722086966097872	3.127058639252585	1.7875610767647405	2.441172290363648	0.3211820299643933	2.987378136143953	1.551271698833742	1.322138868069525	0.637201740886993	3.2806526862986303	1.0350705619780083	1.369465148381237	0.9736225086795606	1.533698586019849	2.1286829457627885	2.9042314673614897	1.9886567113389162	1.4812457084438022	1.413398999645241	1.856778421717113	0.0	2.3192958480739336	1.382878696540871	1.14691401468449	1.5196887834701491	2.3661095101818583	1.43542152334914	2.357136716444534	2.158737301821172
TL1A_DTT_642	1.4511828848150812	1.9166836664676419	2.737842263176936	1.3407349548068905	1.48001414771251	3.657991129464816	1.0520635942984657	2.4231512293226447	1.2414125664004336	0.8572128683538189	2.1946212415854336	1.910965338587948	1.7567624215694488	0.9610281784332946	1.8608535332432998	2.4543569768020563	1.3019546723171282	0.6460824318864599	0.2876991420176626	2.253738128398314	2.3771185646450843	3.258419856125094	3.491082283754958	1.9828523106191944	1.8266818602644015	2.1892464008298456	1.9705211840491315	1.5797191381083395	2.9855221341106795	2.7755080679444246	3.736673409173569	2.0387758911491294	0.8547756988922652	2.23061092181552	2.16881845585834	2.3192958480739336	0.0	1.023901228073596	1.3837727086269747	1.307571526400767	0.24392892577781142	0.9663967198055015	0.2918775994653865	0.66861980631169
TL1A_FP_641	0.47322535821143696	1.027971693623204	2.396299785078184	1.0154671717411987	0.8643617338314804	2.6929717328985117	0.9407115921410505	1.652628795618649	0.5904473613280546	1.8060558385434187	1.6526239222801664	1.3881337836402463	1.7431185722477962	0.8220600525922829	0.849904617990574	1.7309777689766135	1.8774155926795317	0.7465865033178365	1.1912626207507562	1.4039304465372109	2.198664194286301	2.4981103238973112	2.4793976578547228	1.004628278242604	2.3580609141539544	1.3180333139625235	1.2084214380189435	0.5932385198900265	2.0473886004311694	2.0362840439574206	2.994807085541706	1.4338786830158474	0.43891527706120026	1.3625277693930027	1.474538007000345	1.382878696540871	1.023901228073596	0.0	0.37158039739437054	0.5420972120179901	1.0528378141478298	0.28744841366821466	1.0330662764956435	0.8529007284052434
TL1A_FP_689	0.14863091018638458	0.7095203302877613	2.264005487300469	1.0258900241758473	0.9531140524417284	2.395581909334936	1.0737339374109318	1.553062344412491	0.5922481646653057	2.1761181124941094	1.6856265652655522	1.4473091222635224	1.7810080469538507	1.1166767051107827	0.5144480770581875	1.6573688111720157	2.0970215311770297	1.0935769072269428	1.5605416203219427	1.2446053511389947	2.140762800702509	2.372790806653162	2.137753674378607	0.6925760576054154	2.6744572832222486	1.0337921493153481	1.1270569202988214	0.2736077624655953	1.6906437517549728	1.7510043338370722	2.6914919259965537	1.2415825829718787	0.7368639144825108	1.0418012532800827	1.234452135356975	1.14691401468449	1.3837727086269747	0.37158039739437054	0.0	0.44095069115755836	1.387334673666021	0.5164512464101313	1.3597669010058042	1.0993405030932464
TL1A_FP_640	0.3597804451292953	0.6193779054175673	1.869352689049328	0.600253967226029	1.3246251854149402	2.691152305838628	0.7741220255803137	1.9892091945118924	0.4812420382235973	2.1491197563947155	2.1065821722390154	1.8409081222453414	1.3609702980848895	1.3599686879441386	0.8319134855529549	2.0860129388954602	1.7528957924312372	1.2199185770028107	1.536873788904093	1.6363231218669507	1.7167043565714937	2.8091417578482587	2.3828713642629533	0.9574903466630804	2.8087585826261425	1.094381108900235	1.47810268268374	0.5472528162180581	1.7124557035870398	1.536873900064272	2.497779284894794	0.8981814403119683	0.8711789530149296	0.9473387036781998	0.9568354442699412	1.5196887834701491	1.307571526400767	0.5420972120179901	0.44095069115755836	0.0	1.2384714839911084	0.5634681055955224	1.1942345101320084	0.8326918725153195
TL1A_DTT_640	1.4367601336337044	1.8450911489691524	2.5366371686723848	1.1716901107200715	1.596312562834848	3.6835906938515093	0.8750353377177822	2.5445400195761554	1.1646284805191376	1.0093594325483897	2.3584445526852873	2.0532865560465403	1.5270411170129141	1.1462919581975834	1.8654202568253018	2.604711253190879	1.0737264537459366	0.7981711395599207	0.5135432483618766	2.3218297814126254	2.157995023131722	3.4001655863571805	3.497167323358583	1.9751947504046188	2.05195697244166	2.1256936610464687	2.0896288608212643	1.5663600826792472	2.914857118689626	2.64199785755838	3.596256870967012	1.8914142916375307	0.9075251173013529	2.142635461871854	2.03574527056101	2.3661095101818583	0.24392892577781142	1.0528378141478298	1.387334673666021	1.2384714839911084	0.0	0.9547289094300985	0.06602439043280234	0.4915264957018812
TL1A_FP_688	0.6043948616334099	1.0517798515973247	2.3152572667829543	0.9046468702585089	0.909382190613193	2.733167971606888	0.7217015316000303	1.7611740267659508	0.3833060551283229	1.782396288967062	1.7569210474294599	1.4336850377914356	1.5855688838523447	0.8973231842613154	0.9265785920154456	1.9301189132966279	1.7299663229021685	0.7047493747914563	1.1724944888916387	1.4381480018172144	2.0813081878329656	2.6469911573394085	2.548538141484111	1.023885883601834	2.4694535429916176	1.2420079855906703	1.4765306108428127	0.6356130139748916	2.058692165728189	2.0068641489270957	2.9801057648417486	1.3817096927013588	0.31613174371877495	1.3538757480099688	1.4306313205966465	1.43542152334914	0.9663967198055015	0.28744841366821466	0.5164512464101313	0.5634681055955224	0.9547289094300985	0.0	0.9367303709285766	0.7387616077334698
TL1A_DTT_641	1.4032776897374095	1.801514933164596	2.4751540710647673	1.114414582790506	1.6096181877978513	3.6692482140306857	0.833581306908556	2.5522169049446477	1.1353623118449883	1.0629329701588197	2.3797865230809307	2.0755325761571344	1.472251692185579	1.1731807238275445	1.8411717302156174	2.6095973632324405	1.0406060416178382	0.8291063130133317	0.5640455181322592	2.3217947356569857	2.098754667278303	3.407972010692544	3.4727015485005333	1.9522994282432249	2.094074128896849	2.096224226425978	2.0783873293829065	1.539434601950785	2.8741813136979513	2.588357255290705	3.540136060751857	1.8351488359655517	0.911537441050157	2.0981542070724832	1.9825338142128928	2.357136716444534	0.2918775994653865	1.0330662764956435	1.3597669010058042	1.1942345101320084	0.06602439043280234	0.9367303709285766	0.0	0.43293249172336634
TL1A_DTT_689	1.1077793349102114	1.421076679129737	2.072574542940341	0.6831450507928064	1.5841864980872566	3.4195543892140656	0.49005908843399903	2.4766238035908033	0.8277373603375577	1.4894094400395559	2.406517263026535	2.0946130297718493	1.136789048806855	1.2982109406573494	1.56916180692886	2.5592906579556955	1.02568888605586	0.9790360433748672	0.9485305423052683	2.1765755451204893	1.7274004580741573	3.3412079708688665	3.1765607418205257	1.673095887256597	2.4354409638011414	1.7624273816838272	1.973615146967818	1.2554338218507253	2.491295181945083	2.159647560407556	3.1080135079452362	1.4030019479518858	0.8628596022975779	1.7028843110573848	1.5553319837376522	2.158737301821172	0.66861980631169	0.8529007284052434	1.0993405030932464	0.8326918725153195	0.4915264957018812	0.7387616077334698	0.43293249172336634	0.0
