	IL17.DTT.118	IL17.DTT.119	IL17.DTT.120	IL17.DTT.130	IL17.DTT.131	IL17.DTT.132	IL17.DTT.143	IL17.DTT.144	IL17.DTT.142	IL17.DTT.202	IL17.DTT.203	IL17.DTT.220	IL17.DTT.221	IL17.DTT.222	IL17.DTT.28	IL17.DTT.29	IL17.DTT.106	IL17.DTT.53	IL17.DTT.52	IL17.DTT.88	IL17.DTT.89	IL17.DTT.90	TKO.DTT.4	TKO.DTT.5	TKO.DTT.6	TKO.DTT.46	TKO.DTT.47	TKO.DTT.48	TKO.DTT.34	TKO.DTT.35	TKO.DTT.16	TKO.DTT.17	TKO.DTT.18	TKO.DTT.22	TKO.DTT.23	TKO.DTT.24	TKO.DTT.58	TKO.DTT.59	TKO.DTT.60	TKO.DTT.70	TKO.DTT.71	TKO.DTT.72	TKO.DTT.78	TKO.DTT.76	TKO.DTT.77	TKO.DTT.88	TKO.DTT.89	TKO.DTT.90	TKO.DTT.94	TKO.DTT.95	TKO.DTT.106	TKO.DTT.107	TKO.DTT.108	TKO.DTT.112	TKO.DTT.113	TKO.DTT.124	TKO.DTT.125	TKO.DTT.126	TKO.DTT.130	TKO.DTT.131	TKO.DTT.132	TKO.DTT.142	TKO.DTT.143	TKO.DTT.144	TKO.DTT.154	TKO.DTT.155	TKO.DTT.156
IL17.DTT.90	3.3583771081600995	2.789977782930095	2.7681665516582648	0.8663973588614362	2.750844748160076	2.2888359437257906	3.057097169230814	2.6325074135358504	3.7140258685111096	3.001243014422235	3.508780579542117	3.646132055686885	3.741768790844777	2.9158523471927915	3.934400489422537	3.3377798089053337	3.6640454652366694	2.6873471765208476	4.1520490321649	3.2483123675523062	1.749358757058991	0.0	2.7407591436392473	3.625833293666527	0.9138797774190353	2.734133983797615	2.6534134716820144	1.1998721568682997	2.0824309756767225	1.9878711387931292	2.7629363136650444	1.6063080707342199	1.0066818348594284	4.290062454137646	2.872709795477151	2.3488406564132736	2.612407386690035	2.6036514643239794	2.0358161786039877	3.8174794337119344	3.931929449017477	2.342644723288427	2.4202641483324854	3.1301957920943058	3.0974546788793855	2.2722623261672887	3.196358849743633	2.8858623719732845	3.9429108191630893	3.4576049604672616	2.541495985770017	2.921504933948034	1.4729347826842032	3.2218239540502647	4.503692376979937	3.9081857147988313	2.243692848086542	2.1303600188998146	1.5975166671293042	2.857633809922878	1.4812967436816817	2.7247087002952575	2.4706585382792103	1.2666875948990564	2.5974044754057504	3.74001101556869	1.599953676804002
TKO.DTT.4	1.2927520981880047	1.4283690967452527	1.7960883222317732	3.3955962585182466	0.8209381930558824	1.0883842190341164	2.0079546903336256	1.8823778509039444	1.7875925685708942	1.7114100712407678	1.8552664543353923	0.995844215137612	1.3151340324569372	0.5886350997538964	2.1210524258688497	1.7431472697533745	1.1638681633517192	1.3677861595347414	1.5526487120689485	0.8490546268180263	1.1210968497831333	2.7407591436392473	0.0	1.10098335273279	2.0060566445386074	1.6082748677159324	1.3966657169538674	1.9139113132294157	3.0236790105627813	1.9888043617088234	0.22545318068096987	1.1676272087301918	1.8798992916410018	1.7127201255994442	0.8399350294598111	1.1731210036812312	0.42949219381988285	0.7590051614443748	1.3568715422916744	1.8436476084733255	2.0521969896393806	1.646374541156133	0.5279605549313274	0.9517953495752427	0.7494784509960443	2.365075762640454	1.281594687199671	1.0524176174853055	1.3185231029013968	1.6635781865509958	1.8567194371161009	1.6795324144855812	2.0425335798048847	1.2087779352518555	2.1363445051236694	1.854580256177502	0.8458321716476636	0.9365350321192814	1.5610935397056982	0.6795422600047726	1.3494359600175707	1.7266856489453373	1.6910532427266824	1.5010426816384026	1.1897137558753463	1.1970740918762741	1.7213361802579323
TKO.DTT.5	1.353590368327642	1.8587556700075374	2.1373323414959895	4.231155999391141	1.201392386359898	1.76236066161243	2.038533960254966	2.114384978511104	1.4124915046299633	1.8963968064727308	1.6043799396228966	0.6120616942418274	0.9825974890141626	1.0368537430095992	1.689354416121245	1.6289555828820548	0.1873719938275335	1.447621804324599	0.5403811869578453	0.734466890782348	1.8903722406808163	3.625833293666527	1.10098335273279	0.0	2.8548381672556595	2.0186050804598423	1.8304149883092675	2.6801887137614266	3.723196413979613	2.6857904082147037	1.1882628912935198	2.177680481568089	2.8196485049342095	0.9276761013185533	1.3558555454122285	1.8726549277805251	1.38129880132821	1.4609646954461772	2.1525268446094175	1.406782054069054	1.6326479090263375	2.142019029958051	1.2184656637053652	1.0276477077959776	0.7471361108449158	2.986232355606762	1.3266431497934164	1.164287251936455	0.3577986507034932	1.3572648202967161	2.3174876254418164	1.8369973086175728	2.825544613805321	1.1888332926315361	1.1062233754885669	1.323952813285604	1.6426320018642866	1.7011492730474007	2.4621664477196	0.8580428201754156	2.1913589854000266	2.2332351413739286	2.231537316698447	2.374833774929859	1.4879394892518618	0.2927481139695245	2.4298071086923043
TKO.DTT.6	2.4606213859039734	1.8826694593109559	1.8668873609381456	1.734593907987545	1.8761671585021538	1.3900298506780604	2.7396220441352135	2.3523683375120763	3.207608300884198	2.661903176103035	3.056781682188167	2.8291754060663377	2.8692629654229656	2.072833698680578	3.464942975999213	2.9066474909316313	2.8668601336068105	2.1569670391527436	3.390187078664474	2.595291328209258	0.978639676197119	0.9138797774190353	2.0060566445386074	2.8548381672556595	0.0	2.437127213183163	2.2909198070620964	1.0788784391809993	2.474460211304708	1.959158414089776	1.9982207783931623	0.9968534948412474	0.34954161889577323	3.443752502292223	2.003076181501535	1.455248106681442	1.8243744573486604	1.742083105623261	1.1511252744604112	3.300542323321203	3.453476338025533	2.0857646783190376	1.6963618635285784	2.54472820657635	2.432347051255836	2.3517049759253927	2.6945830936967483	2.320179536556045	3.165378489921524	2.5664202559500353	2.3533806152925365	2.562811965480944	1.5180460340277795	2.685182303486423	3.8014085669496676	3.3632398875435063	1.7184100264052593	1.6100592495589119	1.3820328469669958	2.1752112423216285	0.6720653340234032	1.8384920230515083	1.5759628019110745	0.5613810466520023	1.7049536779498342	2.930855824263248	0.6985230850663814
TKO.DTT.46	2.8339694640986273	2.88120526544494	3.131862431986333	2.9988548443722545	2.2292355929072727	2.370231917740254	0.8358261538079891	0.7295325467437282	1.2468619813421762	0.3871374912464796	1.074267808906539	2.321544345141951	2.7607914080403573	2.1311760469418646	1.4308573087072587	0.8535171908681517	2.1798251391005983	1.0754219725133205	2.3296933437133927	1.3078169496568928	1.7499574938705986	2.734133983797615	1.6082748677159324	2.0186050804598423	2.437127213183163	0.0	0.2254906695884726	1.5743805751500413	1.8612714734444809	0.9214316151481748	1.8187586718470354	1.7052142747765875	2.3802236749194314	2.908447239467043	2.4046875123706943	2.5166731404065077	1.9528803986050083	2.252963463669559	2.5381546837553532	1.3528039806144712	1.3983778795076625	0.4544048131926187	1.42229100701326	1.0120486983499641	1.2889758182418023	1.0519221185051932	0.7793537635610003	0.9111229798756602	2.2533048973218754	2.924926187856956	0.3696304494350623	0.4886350417216192	1.3435128004847772	0.8989918849483209	2.4550042233299427	1.4907860633281451	0.92853344359513	0.9535194348447538	1.2370413436907775	1.294902583815286	1.9594959959225966	3.142713805672361	2.9990935420962517	1.9146960906938695	2.4021129508556105	2.2866750814350234	2.5379461425021543
TKO.DTT.47	2.6122854654159755	2.6591833566871173	2.9108233524226583	2.977712474445391	2.004037432174193	2.1535837797425006	0.8670505696395494	0.7317220264018109	1.2018806675370066	0.44824519613436026	1.0497257765681633	2.1230126554792794	2.550292067583085	1.9103225260275802	1.4252789190750332	0.8328269065939671	1.9859083500562489	0.9128346977128514	2.1705584975283836	1.1288887588029288	1.5550933221596288	2.6534134716820144	1.3966657169538674	1.8304149883092675	2.2909198070620964	0.2254906695884726	0.0	1.4927237179943775	1.9713453727659762	0.9726481865327075	1.6091373812224705	1.5415508888832417	2.2349761186754704	2.720575400814615	2.1846376167474495	2.3018812795442023	1.7424699789823972	2.0340396084614882	2.334120241998471	1.3083851786782363	1.3893266684255445	0.44459848542419395	1.1978861267009635	0.8428635444808584	1.0927182899519208	1.1818971875378907	0.6697519850615178	0.7197178775532244	2.078444102528247	2.7049215660535886	0.5103474537173057	0.4857673582240565	1.3284277715773676	0.768976004741573	2.337497412787898	1.4331141380830814	0.7292328014838575	0.7569630810035316	1.1577514572334546	1.0795672828251577	1.7800466866110918	2.925011421095836	2.7837546969303295	1.7553979731330212	2.179282093973539	2.0925163655997117	2.349499412461305
TKO.DTT.48	2.8173713188522673	2.464433614791321	2.5475844887848806	1.5766825477510658	2.1154839426861676	1.8718364526048037	1.8635157126483877	1.441406220778528	2.539027623644293	1.8110875354733993	2.3187490806890874	2.8322920176193676	3.049375155738602	2.2228032782782527	2.7451937277251552	2.145446436754612	2.7568064553901563	1.5593509345167478	3.1776745815018503	2.201879669031111	1.0609093516025458	1.1998721568682997	1.9139113132294157	2.6801887137614266	1.0788784391809993	1.5743805751500413	1.4927237179943775	0.0	1.5179937103823034	0.9578340210347998	2.02017447405782	1.0344179437916705	1.1410508606312162	3.47620930845902	2.319016503787649	2.0081474810034066	1.9617982002869818	2.061040793483003	1.8250603447720188	2.6449283910598855	2.745753407991622	1.1592384678494243	1.5171484855503683	2.0385466243227865	2.0627935282541108	1.3153065281491563	2.0495052120865687	1.7626086920914346	3.0054947225803597	2.8591878289895254	1.3874115453327232	1.7238296314989197	0.5192397430021145	2.0863738392935107	3.4394110551793324	2.7453764656443718	1.2213208068889643	1.0847609778271743	0.6986450014586191	1.8437757603942309	1.013941395583335	2.5665471825617305	2.3215490173093114	0.8110997758295686	2.04999015822717	2.8558798250656765	1.4930181512765903
TKO.DTT.34	4.164084010404474	3.906356715888177	4.042149395168563	1.7841164240626386	3.4735401721276022	3.308717283677628	2.181433289411359	1.8607056831783158	3.0297851725382734	2.114978504542723	2.7621587781083488	3.9474215102769854	4.288744161004255	3.489820819445045	3.126666244539871	2.573284283352218	3.8519780908887853	2.4689168532856147	4.121536382881335	3.0682356744810666	2.5083903675822254	2.0824309756767225	3.0236790105627813	3.723196413979613	2.474460211304708	1.8612714734444809	1.9713453727659762	1.5179937103823034	0.0	1.0540291572574256	3.1710968826989947	2.2951430523433003	2.4649555208035707	4.59922242509125	3.64148391683275	3.4323969537264993	3.1778466013215683	3.39888682301415	3.2607779947325115	3.137052108927924	3.1339549894014813	1.6059525700257635	2.727221268885088	2.801581113735688	2.994154322500091	0.8169699514281561	2.6279801456519274	2.5948121081151405	4.00633527546743	4.243995770793072	1.5195584615008764	2.1274417075174306	1.0831684735397769	2.73367438772098	4.24690014364092	3.2828964688563875	2.187483672774919	2.1180417890697565	1.559064944740107	2.880876487507061	2.487630784624689	4.024083600400786	3.8030143067499482	2.2704847600713274	3.490665322181339	3.959877475485563	2.9960047563351018
TKO.DTT.35	3.1716054771341797	3.0024323529080625	3.1935719343559077	2.132562969102677	2.496490369819024	2.4171952488154136	1.435778541819703	1.0838922364081367	2.131309837891039	1.2379769071320443	1.9083711362827913	2.8970463755177507	3.2550092913362447	2.477595876241499	2.2995237899294327	1.700303026029028	2.816333824283196	1.546281393973289	3.088442877964057	2.028294985798451	1.649706139218802	1.9878711387931292	1.9888043617088234	2.6857904082147037	1.959158414089776	0.9214316151481748	0.9726481865327075	0.9578340210347998	1.0540291572574256	0.0	2.1506972042884205	1.4621400346553513	1.9088309935903003	3.551623808054952	2.6603497945775048	2.5496552958997585	2.185967050308679	2.4370584672643063	2.445245810850078	2.2406164698683733	2.2864825907873576	0.6424899507358006	1.7151373542688122	1.771071399741122	1.9520082968315091	0.43567455627043944	1.6422875342323435	1.5846254276081233	2.9627385362613095	3.286325412934011	0.6506190722827903	1.2460739582818436	0.5186126030686027	1.7361529205501371	3.2808114939483017	2.3743860008439897	1.1474804973354822	1.0924861848128995	0.7196071250735872	1.8465161582793936	1.7165856366275052	3.1737612562164963	2.9814827075222694	1.5586582216712592	2.574674725900917	2.9192249159282633	2.3026756908041217
TKO.DTT.16	1.1450352737233782	1.2699973258126183	1.6662950467805215	3.4552861636321763	0.7422330605046173	0.9813842109121984	2.2303096905945243	2.0945783978556634	1.9978016492962836	1.9341142530151891	2.075410243660895	0.9658318255736665	1.2210892144891612	0.4773924669688475	2.331908091455737	1.966932424388884	1.2222355706822996	1.569644602129018	1.627101272051383	1.0426926643823233	1.166624353382805	2.7629363136650444	0.22545318068096987	1.1882628912935198	1.9982207783931623	1.8187586718470354	1.6091373812224705	2.02017447405782	3.1710968826989947	2.1506972042884205	0.0	1.1862306017531	1.854917933771436	1.6835142880138743	0.6637135559727947	1.0325971495498136	0.2459977670853792	0.5992558031261492	1.2381838670106722	2.0495041143909636	2.2612294309738146	1.845331309978081	0.6770109649819014	1.167555002428431	0.9512199799400018	2.537864327983666	1.5018330796601085	1.2741109366474137	1.3768296659728037	1.6087172931572944	2.059153207270435	1.9030056334769392	2.1711128987006796	1.4271611548460854	2.260173650395359	2.052773671856317	1.0204944869707402	1.1050736712966684	1.6692071409326592	0.8813650767103384	1.3597767867903794	1.5585275489583563	1.5513909830381352	1.5269360150573614	1.1389893716319637	1.2322377328950147	1.6772473119484275
TKO.DTT.17	2.0247257982121334	1.6812679205753853	1.8990004179870057	2.293192325994094	1.410964540557933	1.110198364761884	2.2073842420177656	1.8763218291890997	2.489539274316976	1.9689067242682297	2.4009124830474895	2.1214591282800757	2.3016390644475737	1.4461729666701943	2.782231160281787	2.228803446703505	2.229435336697082	1.6560119746751862	2.6763480075163395	1.795504226891043	0.6308006645623854	1.6063080707342199	1.1676272087301918	2.177680481568089	0.9968534948412474	1.7052142747765875	1.5415508888832417	1.0344179437916705	2.2951430523433003	1.4621400346553513	1.1862306017531	0.0	0.8032844743286136	2.8161604641025746	1.465818110156622	1.1841605343043577	1.0635447679297878	1.2005229001971403	1.0304820203246912	2.5800090952738914	2.7417681012046082	1.4906286585086927	0.9941984632947218	1.7282573769257148	1.6586660657442502	1.8949181325949063	1.899086339602506	1.612326662639478	2.452001390405949	2.3148673076752555	1.7345454761596073	1.9194140302483278	1.2437010879377606	1.8957470715227434	3.151812422737001	2.6454922827918175	0.8690984861459568	0.8291048861572592	0.7702803931251003	1.4606588288784699	0.5488538159179664	1.7828411360801726	1.6165622119562926	0.5170229845245677	1.4858131100664764	2.285682587688275	1.1064406204452815
TKO.DTT.18	2.3984545746861095	1.8377463447934008	1.8958436177813789	1.8391799804379458	1.8391898391623216	1.340363695817469	2.7827350962509474	2.4019182203989202	3.1950507414815537	2.637815921574945	3.0676113623481824	2.7409214284064203	2.8019268398893153	1.9868013691164828	3.4689737982569997	2.904722638156362	2.8383597382746206	2.2150543166928522	3.3436701518387184	2.53126430920956	0.9918309888836787	1.0066818348594284	1.8798992916410018	2.8196485049342095	0.34954161889577323	2.3802236749194314	2.2349761186754704	1.1410508606312162	2.4649555208035707	1.9088309935903003	1.854917933771436	0.8032844743286136	0.0	3.3874353518081417	1.9014010596958333	1.3736006647642398	1.671576344909221	1.6357106200604818	1.0588450358840542	3.2877340179849166	3.4448673267262677	2.070102105681215	1.648249359491314	2.479163247617601	2.378115597206894	2.3125219848127894	2.6407338660832704	2.3024408669269367	3.110006360733785	2.613320375434342	2.3216212760226425	2.5615825803838956	1.4974308435685912	2.6352050422782805	3.8054284247259504	3.3520003284712594	1.6222415847162839	1.5399250105534876	1.2597999822203236	2.1422178727970804	0.6669082198413508	1.788935289954429	1.5650148815813478	0.5440471379632299	1.7434160207871137	2.8918461463110225	0.8224723228353831
TKO.DTT.22	1.2473924119926154	1.9597142187882621	2.2374508237647586	4.976604836853099	1.5797053877713698	2.1353306906680114	2.959495925060702	3.0408877931044227	2.241644403948422	2.803620582595899	2.4811578401524215	0.7267599662468174	0.6822746645953501	1.4074330642619683	2.4832768744387375	2.525009142833279	0.79885552016439	2.356101038027748	0.7893087423935555	1.6022021662890777	2.5545368169952347	4.290062454137646	1.7127201255994442	0.9276761013185533	3.443752502292223	2.908447239467043	2.720575400814615	3.47620930845902	4.59922242509125	3.551623808054952	1.6835142880138743	2.8161604641025746	3.3874353518081417	0.0	1.5693317490253527	2.1737681883754476	1.822144800207428	1.7961244044085947	2.5107367287816564	2.2100352582010463	2.4199112218779337	3.043820718510673	1.9654625236056318	1.9014887105342249	1.631788151036818	3.8714087223216422	2.206897931951557	2.0835876157287814	0.6980572280970297	1.3578744602308954	3.219707511036268	2.757383680345926	3.6575661665475785	2.0735809199411057	1.4357199210791602	2.0968555781494147	2.4471875249355888	2.51672886435483	3.2396335802507714	1.731469433674957	2.810053745940769	2.304196560273547	2.411853476576623	3.0273732156750754	1.8640663722455915	0.6641433857246869	2.911174366782771
TKO.DTT.23	0.5758722248775476	0.6509389634309585	1.078833647364467	3.64539046243155	0.4143319801974313	0.6574194108215597	2.702498829179219	2.554211154883097	2.4689227566498335	2.490118113250296	2.546524053880408	1.005654688469268	0.92846273256739	0.3502506006214384	2.7903999246290683	2.469798148865151	1.2938492832128414	1.927592016428928	1.7915641584441213	1.5235677381201598	1.2951409454784646	2.872709795477151	0.8399350294598111	1.3558555454122285	2.003076181501535	2.4046875123706943	2.1846376167474495	2.319016503787649	3.64148391683275	2.6603497945775048	0.6637135559727947	1.465818110156622	1.9014010596958333	1.5693317490253527	0.0	0.6414503278484814	0.5497983884247328	0.2731237224679164	0.9683976539534017	2.5096412593371933	2.73314447181153	2.363787887740903	1.0457748438198855	1.7091536338097029	1.416597229463635	3.0706532473083925	2.0575873981420743	1.7502100748642488	1.5245120496909637	1.1552626722084158	2.6140600620115757	2.4247730157974186	2.5844265724716244	1.9625848749592798	2.4537205173317473	2.4864672622535946	1.5585370208125433	1.594657777929245	2.1128722098688155	1.296478514364843	1.4356568605399402	0.9749208467641948	1.0325498601067966	1.6634368341156804	0.7734444169737368	1.2692061796436467	1.4932558875442454
TKO.DTT.24	1.0456957286058912	0.5044480405351436	0.7851779852627929	3.1632249429800448	0.6908039559311746	0.20751173787597865	2.823916476084853	2.5884891905645584	2.809779795502111	2.6532688479877558	2.814189321809539	1.6258064829633678	1.523025930028761	0.8749024960610318	3.1222334833590817	2.713325377254291	1.820918493156795	2.0306268675329595	2.3598437652609237	1.921904847065543	1.000734675706077	2.3488406564132736	1.1731210036812312	1.8726549277805251	1.455248106681442	2.5166731404065077	2.3018812795442023	2.0081474810034066	3.4323969537264993	2.5496552958997585	1.0325971495498136	1.1841605343043577	1.3736006647642398	2.1737681883754476	0.6414503278484814	0.0	0.8134161036506821	0.468219324472876	0.3460219313509638	2.868544400940378	3.0799636624212745	2.366451945974651	1.1619930731889032	2.0393203944327367	1.7801222060111948	2.981784782703531	2.3471798147831726	1.9780466296623136	2.0998635181215994	1.4114347727624426	2.6447881445057932	2.5684840540105625	2.3520395689508433	2.273333624118657	2.951943477016215	2.8694339115125556	1.6021708039204783	1.588584815995991	1.92452478616905	1.580873454036478	1.0120853430657617	0.6367765082752139	0.5438741167158421	1.2447016021527835	0.701607566921942	1.8261567449565477	0.9131739605152678
TKO.DTT.58	1.0996819282823473	1.0961889834176564	1.4947684437514897	3.3384293642671685	0.6785983282366819	0.7847330099595843	2.372937515377042	2.200787642622731	2.2108246376472898	2.0924209788349217	2.266802120829004	1.1269132954807495	1.2898634858638451	0.49350346591318345	2.5425491512298812	2.152324594832924	1.3940900289110938	1.682126487641831	1.8345420941015476	1.2678851532283693	1.0619596014056714	2.612407386690035	0.42949219381988285	1.38129880132821	1.8243744573486604	1.9528803986050083	1.7424699789823972	1.9617982002869818	3.1778466013215683	2.185967050308679	0.2459977670853792	1.0635447679297878	1.671576344909221	1.822144800207428	0.5497983884247328	0.8134161036506821	0.0	0.41687877567948817	1.006941314115427	2.2666346219543354	2.4769951880821863	1.9325253498711055	0.7362148704141964	1.3790246156783779	1.1614003123227117	2.5910588839869853	1.7027481650081449	1.44186601233357	1.5775354991477617	1.5960320908405599	2.1622497907702924	2.0525402096396563	2.149723761617421	1.6334658177408636	2.4693310880215353	2.2733489368159354	1.090051221537317	1.153668515654428	1.6413474867364417	1.0497281149779387	1.2116681159475355	1.3545948070257	1.3435321436629504	1.3896878075909673	1.0408702720002407	1.4001652594653473	1.4878025726841233
TKO.DTT.59	0.8283235620214949	0.6862457180793818	1.0797252813574494	3.3740361783798063	0.411306903272943	0.45430658558128073	2.5780108273064086	2.3941191421186074	2.4408335824536547	2.3659511072380637	2.4851025960123105	1.188895532416781	1.1788519393545673	0.432898852079588	2.76289825990608	2.3906573450595916	1.423675030585077	1.8059418115091905	1.9339789062235757	1.5115003362753459	1.0439323377536123	2.6036514643239794	0.7590051614443748	1.4609646954461772	1.742083105623261	2.252963463669559	2.0340396084614882	2.061040793483003	3.39888682301415	2.4370584672643063	0.5992558031261492	1.2005229001971403	1.6357106200604818	1.7961244044085947	0.2731237224679164	0.468219324472876	0.41687877567948817	0.0	0.7556082788728519	2.4925303601472897	2.709639455290223	2.17758946635032	0.8869957378744272	1.6556701381930894	1.386354467752881	2.855316551712569	1.9864887937516096	1.6582401292772981	1.6703899655158194	1.2986536514908797	2.4360922463413015	2.2974315433319785	2.334632757588727	1.9038018239597825	2.560226063991703	2.4857948190247	1.369462831605919	1.3929600573074212	1.8666371738173209	1.2295073346722767	1.1692817763922811	0.9677962096808018	0.9571786686589304	1.39335705470888	0.7132566659839329	1.4229593300613146	1.2685525922698382
TKO.DTT.60	1.3901671987470545	0.7866786860169414	0.9408055132750944	2.8673627207953842	0.9874505240852058	0.4116368150194568	2.8745438011413853	2.5958856516364044	2.9695027003426215	2.709380038375486	2.940239184888302	1.9396027444319328	1.8661242633433381	1.1717023944145277	3.2771089297982328	2.8224014957257793	2.115856349570982	2.1107128086023734	2.654951796669414	2.117858571373114	0.916231198047209	2.0358161786039877	1.3568715422916744	2.1525268446094175	1.1511252744604112	2.5381546837553532	2.334120241998471	1.8250603447720188	3.2607779947325115	2.445245810850078	1.2381838670106722	1.0304820203246912	1.0588450358840542	2.5107367287816564	0.9683976539534017	0.3460219313509638	1.006941314115427	0.7556082788728519	0.0	3.037647305279929	3.2391814267866326	2.342298351388647	1.2789286278603278	2.194365752950034	1.9683486265067696	2.8807050009228696	2.4738137662736395	2.0996309279869076	2.3979625196941017	1.7060910194208816	2.6229256122644515	2.623798886052352	2.1889940448894354	2.415471640304468	3.22189174708966	3.05389012964444	1.6198168391172973	1.5870148620725089	1.786928975687341	1.7499409783779816	0.8174696456118979	0.7768970944295255	0.6034901873258829	1.023525321096602	0.9250504153399447	2.132610302953214	0.6675797154122857
TKO.DTT.70	2.6920652126855935	3.0328205951459	3.2796524447522346	4.171862517445853	2.2958956796028187	2.713444314523705	1.0982634405418439	1.4215751978461675	0.11024508232296129	1.0272490824654374	0.43754265186522184	1.924274916438254	2.3802731834982906	2.1604430931168714	0.3081743289063094	0.5738684792604688	1.577638359251192	1.2381344805059902	1.4483598057007225	1.0140002619087336	2.383161147954584	3.8174794337119344	1.8436476084733255	1.406782054069054	3.300542323321203	1.3528039806144712	1.3083851786782363	2.6449283910598855	3.137052108927924	2.2406164698683733	2.0495041143909636	2.5800090952738914	3.2877340179849166	2.2100352582010463	2.5096412593371933	2.868544400940378	2.2666346219543354	2.4925303601472897	3.037647305279929	0.0	0.22932364528670754	1.62890706175393	1.7673118108078019	0.9219296417219917	1.1116293274569946	2.3474441008260727	0.732827858142174	0.9886691339336966	1.5281541920507504	2.6082752255814947	1.6343215388577734	1.028286715232011	2.5854438678175935	0.7093806540573638	1.2374652971581688	0.1576628567443587	1.734017221819019	1.7811220064457105	2.42038538928172	1.290688192301586	2.6932939819793034	3.3834084026276887	3.2985199371957337	2.76539974816163	2.504841453924904	1.6879123633156703	3.127147499521067
TKO.DTT.71	2.9210874001130174	3.254183358268796	3.4958957421018333	4.2450394592430705	2.5165994935651197	2.922350478634449	1.0838885630208235	1.4496845626110217	0.2705296282431792	1.0503032289567091	0.4536409322308877	2.1497694643379304	2.6073590523300467	2.384566934725125	0.1304809748748383	0.6091374841522027	1.801987293091093	1.3728396843962432	1.6484156069799374	1.2319643735421848	2.5564056136144644	3.931929449017477	2.0521969896393806	1.6326479090263375	3.453476338025533	1.3983778795076625	1.3893266684255445	2.745753407991622	3.1339549894014813	2.2864825907873576	2.2612294309738146	2.7417681012046082	3.4448673267262677	2.4199112218779337	2.73314447181153	3.0799636624212745	2.4769951880821863	2.709639455290223	3.2391814267866326	0.22932364528670754	0.0	1.6876667213514045	1.9635781495546458	1.1148134838064767	1.328121288121917	2.351278569684642	0.8764415883924008	1.1628766142181093	1.7431390662770303	2.8255479888900132	1.6567029842149545	1.0671023274835292	2.656955574541663	0.8818451397646384	1.367670903653333	0.3264238183821617	1.8858538326640546	1.9289293333733895	2.5285827549201323	1.499311739578053	2.8619787187140777	3.6023356301201153	3.5112078980604844	2.920684578422551	2.716644243966147	1.9115061627932173	3.3082346032451206
TKO.DTT.72	2.8136805626160832	2.757395772003652	2.9562838536399574	2.5933559730319202	2.1493092876167723	2.2076236611828004	0.8614718791488407	0.5343013983903868	1.518753395791568	0.6707341294158037	1.2881696443799122	2.44077680392579	2.821319233717496	2.1202123912036823	1.6953777237195242	1.0859799270100714	2.2811815254191306	0.9553841665944802	2.5252208082412713	1.4903350483756355	1.4856096938918064	2.342644723288427	1.646374541156133	2.142019029958051	2.0857646783190376	0.4544048131926187	0.44459848542419395	1.1592384678494243	1.6059525700257635	0.6424899507358006	1.845331309978081	1.4906286585086927	2.070102105681215	3.043820718510673	2.363787887740903	2.366451945974651	1.9325253498711055	2.17758946635032	2.342298351388647	1.62890706175393	1.6876667213514045	0.0	1.336846894152502	1.226635060357425	1.4192826119584594	0.8692485032848054	1.0701966215827483	0.9926711039650149	2.424013155505158	2.850780609399903	0.31212830609440984	0.6307089791788948	0.9719859270938698	1.156827523150541	2.6573134761553487	1.757980797040302	0.8514631711055507	0.7987037580375655	0.9733586716784662	1.3306820135095099	1.6702999235750324	2.9906469728995115	2.810526254483365	1.5977235410878772	2.2466038424557433	2.3958962249283813	2.23957265888396
TKO.DTT.78	1.4824738055677797	1.4691841208506888	1.727317597738654	3.039499015834408	0.8182571680237049	1.0022547643348676	1.6948345864503833	1.512596206107266	1.6946600818375124	1.5054576178485968	1.6704904788902148	1.3178700121555773	1.5741802606809356	0.8050239181722642	2.0033626424208264	1.5556378808524887	1.2807286104069762	0.957322308657654	1.7347632964723383	0.9162221064693772	0.7295141520320835	2.4202641483324854	0.5279605549313274	1.2184656637053652	1.6963618635285784	1.42229100701326	1.1978861267009635	1.5171484855503683	2.727221268885088	1.7151373542688122	0.6770109649819014	0.9941984632947218	1.648249359491314	1.9654625236056318	1.0457748438198855	1.1619930731889032	0.7362148704141964	0.8869957378744272	1.2789286278603278	1.7673118108078019	1.9635781495546458	1.336846894152502	0.0	0.9440927678710122	0.750802275847362	2.103107181676196	1.210021660687839	0.824480050717436	1.52810792043648	1.619201246983184	1.6008870141382168	1.420639962993207	1.7160655549891828	1.1462908415031587	2.1711361464340606	1.7963113841764324	0.6291253808549276	0.6285409328038811	1.3252584883778347	0.50703566777828	1.0280502294962623	1.7555270738153814	1.6305997827741623	1.1768065451341718	1.0091604051524263	1.361773131030078	1.434178833391355
