# Constructed from biom file
#OTU ID	TL1a_DTT_76_Repeat	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_76	TL1a_FP_142	TL1a_FP_172	TL1a_FP_100	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_244	TL1a_DTT_142_Repeat	TL1a_DTT_64	TL1a_DTT_208	TL1A_FP_640	TL1A_DTT_640	TL1A_FP_688	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	36.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	6.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	7166.0	51962.0	38461.0	12575.0	47710.0	27074.0	48869.0	2393.0	9094.0	57499.0	4552.0	3578.0	7521.0	704.0	10697.0	2774.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	24.0	0.0	115.0	273.0	0.0	12.0	1101.0	9.0	26.0	7.0	0.0	2.0	37.0	6.0	18.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	82.0	0.0	531.0	28.0	175.0	1065.0	144.0	104.0	68.0	139.0	379.0	0.0	1975.0	10.0	16.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	6915.0	1367.0	4002.0	8277.0	12259.0	3204.0	15358.0	4037.0	3669.0	6128.0	14772.0	11865.0	2870.0	1483.0	3366.0	2488.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	555.0	92.0	314.0	851.0	156.0	121.0	462.0	11208.0	13654.0	1136.0	170.0	3756.0	15669.0	92.0	25.0	60.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	242.0	365.0	19.0	711.0	34.0	0.0	658.0	0.0	0.0	0.0	10.0	1699.0	0.0	30.0	65.0	14.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	46.0	286.0	82.0	495.0	368.0	71.0	653.0	0.0	31.0	68.0	6.0	1099.0	12.0	34.0	149.0	14.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	2099.0	2182.0	298.0	22684.0	395.0	30.0	1293.0	5.0	0.0	34.0	5.0	20692.0	0.0	1533.0	303.0	2166.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	1095.0	11.0	30.0	171.0	7.0	0.0	5089.0	1530.0	9.0	33.0	338.0	629.0	6448.0	0.0	5.0	40.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	912.0	0.0	0.0	27.0	0.0	0.0	1.0	0.0	42.0	0.0	0.0	87.0	13.0	0.0	3.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	2425.0	11765.0	1237.0	22516.0	1053.0	232.0	4638.0	177843.0	15941.0	97108.0	137.0	50779.0	26981.0	21881.0	1523.0	13179.0
