	TKODTT49	TKODTT98	TKODTT133	TKODTT50	TKODTT97	TKODTT25	TKODTT62	TKODTT145	TKODTT147	TKODTT80	TKODTT26	TKODTT8	TKODTT9	TKODTT117	TKODTT99	TKODTT79	TKODTT39	TKODTT38	TKODTT7	TKODTT135	TKODTT51	TKODTT37	TKODTT27	TKODTT116	TKODTT158	TKODTT61	TKODTT159	TKODTT157	TKODTT81	TKODTT115	TKODTT146	TKODTT63	TKODTT134
TKODTT49	0.0	0.7277355127104422	1.0988309249546258	1.595623495379003	1.4771867930466525	1.2676778902943544	0.3444610716501318	3.022978244432449	2.5030149964177943	2.5544662279082035	1.7225630774061755	1.436986357410933	1.243174998807591	1.0036619242572848	1.2003071660325209	2.3729357024365676	1.9232157033585335	1.733978866366341	2.759447938580788	1.2889870522119151	1.0315448260157114	0.8264307790150852	1.6800266877498236	0.8031643264930864	3.3189022787992193	1.3128140974507312	3.1250436565329025	3.1056635145595415	2.5211431754253586	0.8090397440422487	2.544836992763757	1.1029232432374871	0.9270018409261936
TKODTT98	0.7277355127104422	0.0	1.27816621173178	1.7103689675027085	1.8031344791391597	0.731233110336564	0.5235140339057668	2.7986384697379383	1.972039284568262	1.9030164767188873	1.1390690874944096	0.7499984800444125	0.5795971188086022	0.7600644336670724	0.9741697097028744	1.742407296383014	1.454542643886224	1.3805756325274117	2.4825462141488654	1.1745213805677168	1.0877893468038395	0.3135618261788745	1.1715349379224242	0.2670113693598514	2.672376541015473	1.6596837729050125	2.472251561224287	2.502387048501464	1.8938586160340185	0.9581315716295304	1.9434815382875938	0.8819239953749903	1.1216830662535324
TKODTT133	1.0988309249546258	1.27816621173178	0.0	2.6873182532463304	0.5578611834975353	1.3567046556829343	1.338299094828097	2.145679752382128	2.103841326289248	2.955130239133453	2.337116878912582	1.806743724425142	1.774170847629941	0.7695396293754764	0.6717680279727459	2.451088782640827	2.717045048359783	2.6332264453179985	1.922061541950442	0.5231833563871372	2.099385903546683	1.2033065721056355	2.407918902734232	1.4906580831283345	3.2856840044351086	0.4491565330304329	3.1709786112828144	2.920651481452678	3.0190385593763156	0.3346506989812003	2.292308773260654	2.0629834861767433	0.18038421859655193
TKODTT50	1.595623495379003	1.7103689675027085	2.6873182532463304	0.0	3.0529999367029794	2.286086844745913	1.3716798244115902	4.4410755397404476	3.548461083050792	2.6128892795118737	1.7698343183119178	2.030469517882821	1.7548316693667847	2.387356444422442	2.630894364216957	2.9530570327220964	1.4599693748675078	1.0913575060592808	4.149482428688446	2.7890776642628046	0.6349403923990391	1.901767039022658	1.5305707283254493	1.5421737151829218	3.8309977231968957	2.892492788463614	3.5684576700297788	3.8393378171586465	2.4253639739793886	2.381718052471156	3.436232603315778	0.9196683255448291	2.5110253511988248
TKODTT97	1.4771867930466525	1.8031344791391597	0.5578611834975353	3.0529999367029794	0.0	1.9031869820443537	1.7724531121730251	2.2764984406091897	2.5424067108092374	3.509693661843051	2.880921879790576	2.3627637515486195	2.320526232249421	1.317085615915874	1.2008657875537154	2.9795966503827267	3.2402218337525475	3.1296494330863323	2.125025090125939	1.0054866507065034	2.508015840690412	1.7440626090419338	2.9382483019448524	2.0087101683721484	3.78794157404787	0.1864019175631461	3.6889542984159096	3.3910408133876837	3.5734529309206424	0.8582302736547985	2.7708850583221105	2.5313212602807362	0.6853181322153126
TKODTT25	1.2676778902943544	0.731233110336564	1.3567046556829343	2.286086844745913	1.9031869820443537	0.0	1.160612241988095	2.238018320597587	1.3019960950111131	1.6171571116424115	1.1353460048003077	0.5744949521030603	0.6959002373185235	0.587459659814422	0.7770807090257951	1.1568595431987192	1.645770078108978	1.71885886324496	1.9236622527414133	0.9989638256905329	1.6667735681291227	0.46496790654214587	1.2965662611937927	0.7692937366098631	2.0784054364282665	1.7703636510268428	1.9110841225340294	1.838237019511835	1.703446607816301	1.102878658859594	1.2960444605766435	1.4022019175764557	1.2737045603030621
TKODTT62	0.3444610716501318	0.5235140339057668	1.338299094828097	1.3716798244115902	1.7724531121730251	1.160612241988095	0.0	3.131062554122543	2.4415025597976414	2.2755423480244383	1.4181189381015284	1.198735997085991	0.9693118185700865	1.0562796843337474	1.2814102585092488	2.1881197454020844	1.5880859631706714	1.3981153590879987	2.8442935000694036	1.4227550924456434	0.7644650550605014	0.697569075276959	1.3589005577149105	0.5286363987651005	3.135105738288877	1.6121201755574333	2.9245402733346872	2.971292046884215	2.223060192683157	1.0200688588295834	2.4333718758918517	0.7699867006041359	1.162748265417085
TKODTT145	3.022978244432449	2.7986384697379383	2.145679752382128	4.4410755397404476	2.2764984406091897	2.238018320597587	3.131062554122543	0.0	1.4901196369608474	3.3437118752728465	3.2848764715160472	2.7253141473681963	2.914919798907334	2.0794733200493765	1.8893591235995735	2.4627251630358598	3.8375259501412615	3.9522442434923795	0.3743003106521446	1.7838301022947944	3.8078455078326816	2.5583435865737423	3.4913548333049538	2.941910688475285	2.738487765137574	2.2985155823175383	2.816455646088457	2.1941974153788215	3.5543305908917544	2.2859814737143984	1.859802409549193	3.610204214395722	2.276027306923281
TKODTT147	2.5030149964177943	1.972039284568262	2.103841326289248	3.548461083050792	2.5424067108092374	1.3019960950111131	2.4415025597976414	1.4901196369608474	0.0	1.9044873800867914	2.0379700565670866	1.5577464483504646	1.8194877674520782	1.547155847789424	1.479353965148307	1.042081955635657	2.5950528304830938	2.797134075115017	1.176439977071941	1.581457110438083	2.946790822609391	1.7481347173451	2.2843943799752755	2.044252377073904	1.3833390894022404	2.48104401503226	1.4015856965089777	0.9048867414928033	2.1351317555466776	2.0287396750108795	0.3720694982304283	2.6382008544007416	2.123778047195372
TKODTT80	2.5544662279082035	1.9030164767188873	2.955130239133453	2.6128892795118737	3.509693661843051	1.6171571116424115	2.2755423480244383	3.3437118752728465	1.9044873800867914	0.0	0.9041768742855054	1.1799973817416018	1.330975545809508	2.195268142831431	2.353136215907447	0.9004421664267818	1.1878069962050417	1.545326516240253	3.028635493450968	2.5822566630139465	2.243413399703664	1.8342672993627003	1.0970197843472114	1.7594640077085717	1.3579911988926894	3.3765300603198276	1.0787164366113253	1.6124839857293185	0.27089660768372786	2.6811201026696376	1.5791233543312972	1.860410883491241	2.853954780829672
TKODTT26	1.7225630774061755	1.1390690874944096	2.337116878912582	1.7698343183119178	2.880921879790576	1.1353460048003077	1.4181189381015284	3.2848764715160472	2.0379700565670866	0.9041768742855054	0.0	0.623776370479687	0.5820050004390571	1.6323454124308572	1.851161644252773	1.2361776516618155	0.5628244307718451	0.7956653925879104	2.962265917344844	2.084040594074886	1.345024394841119	1.137246356222171	0.26253439203123013	0.939423858766354	2.066308562950107	2.730885010000891	1.8024803771308509	2.1247927695094044	0.8094174503860055	2.0234091831904664	1.8238092770384735	0.9623639872432457	2.203428398653951
TKODTT8	1.436986357410933	0.7499984800444125	1.806743724425142	2.030469517882821	2.3627637515486195	0.5744949521030603	1.198735997085991	2.7253141473681963	1.5577464483504646	1.1799973817416018	0.623776370479687	0.0	0.282924225764844	1.076557141870237	1.2614282158662746	1.0473007624182316	1.1378389135288554	1.2666621037145416	2.391403677834523	1.4988207750887823	1.4703055924772153	0.6767492348599795	0.813024078603917	0.675006639421717	1.9659425654636469	2.2278899302430912	1.7472932966798196	1.8750264475548832	1.2180726727729951	1.5193727751527148	1.411947327405174	1.1137324658062047	1.6911140324594687
TKODTT9	1.243174998807591	0.5795971188086022	1.774170847629941	1.7548316693667847	2.320526232249421	0.6959002373185235	0.9693118185700865	2.914919798907334	1.8194877674520782	1.330975545809508	0.5820050004390571	0.282924225764844	0.0	1.0967855620345142	1.3107627050417041	1.3129501269062525	1.002638900361528	1.0594868025172999	2.5857127169263325	1.542997253718202	1.1914831337072664	0.5950341341117322	0.6845894579654147	0.445001458343417	2.2318443139073465	2.1771050390147844	2.003939117362809	2.154401157253905	1.3145023584984652	1.4636758913533225	1.6904309095970076	0.83578193987827	1.6379571692008434
TKODTT117	1.0036619242572848	0.7600644336670724	0.7695396293754764	2.387356444422442	1.317085615915874	0.587459659814422	1.0562796843337474	2.0794733200493765	1.547155847789424	2.195268142831431	1.6323454124308572	1.076557141870237	1.0967855620345142	0.0	0.28508557086693026	1.7015244262623979	2.0773975120528165	2.0658519417047168	1.7881058279633302	0.47416242404876324	1.7539292873630372	0.5557990604039816	1.743259766910277	0.9311825036350144	2.5772059352992316	1.188539643724806	2.439313684995232	2.2630036663488866	2.2702901541680047	0.5401448232235689	1.6579869863012935	1.59497926579239	0.6977054235789085
TKODTT99	1.2003071660325209	0.9741697097028744	0.6717680279727459	2.630894364216957	1.2008657875537154	0.7770807090257951	1.2814102585092488	1.8893591235995735	1.479353965148307	2.353136215907447	1.851161644252773	1.2614282158662746	1.3107627050417041	0.28508557086693026	0.0	1.7997861104556279	2.308182711760455	2.307288271456735	1.5918982698334805	0.23922790747415898	2.000606794953627	0.8114037936513837	1.9778836645862303	1.1756949926241875	2.620537103401674	1.1050777388691957	2.5070108312845263	2.2694423837648676	2.4478533892493637	0.5608572283616758	1.6337397278235313	1.840194435991221	0.6525899966124207
TKODTT79	2.3729357024365676	1.742407296383014	2.451088782640827	2.9530570327220964	2.9795966503827267	1.1568595431987192	2.1881197454020844	2.4627251630358598	1.042081955635657	0.9004421664267818	1.2361776516618155	1.0473007624182316	1.3129501269062525	1.7015244262623979	1.7997861104556279	0.0	1.7536296470406867	2.0306777629687454	2.1632854983988534	1.9960449605885704	2.4365206285610874	1.5557896096461912	1.4918871734464356	1.681451482611173	0.9543864509529003	2.8646801463628297	0.7607133767434463	0.8930115392563127	1.1360282667713897	2.2391300444473425	0.7524691449975228	2.0783222732496953	2.396248067450861
TKODTT39	1.9232157033585335	1.454542643886224	2.717045048359783	1.4599693748675078	3.2402218337525475	1.645770078108978	1.5880859631706714	3.8375259501412615	2.5950528304830938	1.1878069962050417	0.5628244307718451	1.1378389135288554	1.002638900361528	2.0773975120528165	2.308182711760455	1.7536296470406867	0.0	0.3706896590802067	3.51388386563849	2.536326518291287	1.2287955795312615	1.5373030172432267	0.35729418793178747	1.2315775516854663	2.4992888661328663	3.0846043955986104	2.2233398431881195	2.6290401501504177	0.9759310415088207	2.389726701709581	2.367004137073676	0.8977426632707297	2.5645694366587994
TKODTT38	1.733978866366341	1.3805756325274117	2.6332264453179985	1.0913575060592808	3.1296494330863323	1.71885886324496	1.3981153590879987	3.9522442434923795	2.797134075115017	1.545326516240253	0.7956653925879104	1.2666621037145416	1.0594868025172999	2.0658519417047168	2.307288271456735	2.0306777629687454	0.3706896590802067	0.0	3.6324447151637633	2.5234807676642625	0.9111601215330095	1.5105841866909884	0.5413128940272233	1.1535229235904725	2.8285883728256085	2.9705642848046887	2.556308733737602	2.918526561879529	1.3435882478094479	2.301404377943544	2.6028871235263185	0.6407375479010541	2.4694994250266658
TKODTT7	2.759447938580788	2.4825462141488654	1.922061541950442	4.149482428688446	2.125025090125939	1.9236622527414133	2.8442935000694036	0.3743003106521446	1.176439977071941	3.028635493450968	2.962265917344844	2.391403677834523	2.5857127169263325	1.7881058279633302	1.5918982698334805	2.1632854983988534	3.51388386563849	3.6324447151637633	0.0	1.5117583058833524	3.5151172265070887	2.2526459328522708	3.1722921215346784	2.630821827614447	2.4890126447383984	2.1350932779306953	2.5485061024606512	1.9546289142770712	3.2362474148646503	2.0347767757307094	1.5461775784842755	3.3006045257025014	2.0369171903725367
TKODTT135	1.2889870522119151	1.1745213805677168	0.5231833563871372	2.7890776642628046	1.0054866507065034	0.9989638256905329	1.4227550924456434	1.7838301022947944	1.581457110438083	2.5822566630139465	2.084040594074886	1.4988207750887823	1.542997253718202	0.47416242404876324	0.23922790747415898	1.9960449605885704	2.536326518291287	2.5234807676642625	1.5117583058833524	0.0	2.1640982367880635	1.0202128495063312	2.2056861893373405	1.3799059495205224	2.7896831271730687	0.9267403332591261	2.6910611839336767	2.409178851285187	2.6814252149111883	0.5363074184678375	1.7772715550532243	2.0332557221378273	0.5662386019944169
TKODTT51	1.0315448260157114	1.0877893468038395	2.099385903546683	0.6349403923990391	2.508015840690412	1.6667735681291227	0.7644650550605014	3.8078455078326816	2.946790822609391	2.243413399703664	1.345024394841119	1.4703055924772153	1.1914831337072664	1.7539292873630372	2.000606794953627	2.4365206285610874	1.2287955795312615	0.9111601215330095	3.5151172265070887	2.1640982367880635	0.0	1.2692181847688628	1.1554562716027368	0.9199263332507797	3.3533642513251847	2.3442152094947466	3.1051714535814066	3.3043703285123907	2.1049493499665384	1.7816157771357406	2.860657428866359	0.4013622881639593	1.924270161742947
TKODTT37	0.8264307790150852	0.3135618261788745	1.2033065721056355	1.901767039022658	1.7440626090419338	0.46496790654214587	0.697569075276959	2.5583435865737423	1.7481347173451	1.8342672993627003	1.137246356222171	0.6767492348599795	0.5950341341117322	0.5557990604039816	0.8114037936513837	1.5557896096461912	1.5373030172432267	1.5105841866909884	2.2526459328522708	1.0202128495063312	1.2692181847688628	0.0	1.212195033047758	0.3887714086955272	2.4957435765002685	1.5946511948184694	2.307197095267891	2.290891205436844	1.8570703824522614	0.8876549817905396	1.743422218886953	1.0595227408760415	1.0705783645529054
TKODTT27	1.6800266877498236	1.1715349379224242	2.407918902734232	1.5305707283254493	2.9382483019448524	1.2965662611937927	1.3589005577149105	3.4913548333049538	2.2843943799752755	1.0970197843472114	0.26253439203123013	0.813024078603917	0.6845894579654147	1.743259766910277	1.9778836645862303	1.4918871734464356	0.35729418793178747	0.5413128940272233	3.1722921215346784	2.2056861893373405	1.1554562716027368	1.212195033047758	0.0	0.9434213318998852	2.3133622185194516	2.7821710774560997	2.0455913163881325	2.3820993784717515	0.950752526998794	2.083084947935718	2.0810106759605795	0.786691527537679	2.26267272067329
TKODTT116	0.8031643264930864	0.2670113693598514	1.4906580831283345	1.5421737151829218	2.0087101683721484	0.7692937366098631	0.5286363987651005	2.941910688475285	2.044252377073904	1.7594640077085717	0.939423858766354	0.675006639421717	0.445001458343417	0.9311825036350144	1.1756949926241875	1.681451482611173	1.2315775516854663	1.1535229235904725	2.630821827614447	1.3799059495205224	0.9199263332507797	0.3887714086955272	0.9434213318998852	0.0	2.623110409661711	1.8544885734439813	2.4059827203887805	2.4922365672341193	1.7264634491648618	1.160833056031711	1.9842519106912917	0.6754771903522896	1.3347611646908626
TKODTT158	3.3189022787992193	2.672376541015473	3.2856840044351086	3.8309977231968957	3.78794157404787	2.0784054364282665	3.135105738288877	2.738487765137574	1.3833390894022404	1.3579911988926894	2.066308562950107	1.9659425654636469	2.2318443139073465	2.5772059352992316	2.620537103401674	0.9543864509529003	2.4992888661328663	2.8285883728256085	2.4890126447383984	2.7896831271730687	3.3533642513251847	2.4957435765002685	2.3133622185194516	2.623110409661711	0.0	3.6939123950509267	0.2810224985838338	0.5464372773849916	1.622792136842964	3.1152085311586544	1.0752267899401764	2.98059176011752	3.255237516092453
TKODTT61	1.3128140974507312	1.6596837729050125	0.4491565330304329	2.892492788463614	0.1864019175631461	1.7703636510268428	1.6121201755574333	2.2985155823175383	2.48104401503226	3.3765300603198276	2.730885010000891	2.2278899302430912	2.1771050390147844	1.188539643724806	1.1050777388691957	2.8646801463628297	3.0846043955986104	2.9705642848046887	2.1350932779306953	0.9267403332591261	2.3442152094947466	1.5946511948184694	2.7821710774560997	1.8544885734439813	3.6939123950509267	0.0	3.585563261413708	3.3095676845413875	3.433790380401581	0.7150093126118767	2.696304659451432	2.3712674693042706	0.5570188554407174
TKODTT159	3.1250436565329025	2.472251561224287	3.1709786112828144	3.5684576700297788	3.6889542984159096	1.9110841225340294	2.9245402733346872	2.816455646088457	1.4015856965089777	1.0787164366113253	1.8024803771308509	1.7472932966798196	2.003939117362809	2.439313684995232	2.5070108312845263	0.7607133767434463	2.2233398431881195	2.556308733737602	2.5485061024606512	2.6910611839336767	3.1051714535814066	2.307197095267891	2.0455913163881325	2.4059827203887805	0.2810224985838338	3.585563261413708	0.0	0.6823630049978808	1.3434096768217398	2.9780885523997114	1.0656917934416086	2.730025304815932	3.1268676963732243
TKODTT157	3.1056635145595415	2.502387048501464	2.920651481452678	3.8393378171586465	3.3910408133876837	1.838237019511835	2.971292046884215	2.1941974153788215	0.9048867414928033	1.6124839857293185	2.1247927695094044	1.8750264475548832	2.154401157253905	2.2630036663488866	2.2694423837648676	0.8930115392563127	2.6290401501504177	2.918526561879529	1.9546289142770712	2.409178851285187	3.3043703285123907	2.290891205436844	2.3820993784717515	2.4922365672341193	0.5464372773849916	3.3095676845413875	0.6823630049978808	0.0	1.8807059571737272	2.7896893405672922	0.681672093230387	2.9527451154343995	2.9143526742257038
TKODTT81	2.5211431754253586	1.8938586160340185	3.0190385593763156	2.4253639739793886	3.5734529309206424	1.703446607816301	2.223060192683157	3.5543305908917544	2.1351317555466776	0.27089660768372786	0.8094174503860055	1.2180726727729951	1.3145023584984652	2.2702901541680047	2.4478533892493637	1.1360282667713897	0.9759310415088207	1.3435882478094479	3.2362474148646503	2.6814252149111883	2.1049493499665384	1.8570703824522614	0.950752526998794	1.7264634491648618	1.622792136842964	3.433790380401581	1.3434096768217398	1.8807059571737272	0.0	2.72878817688195	1.8208767877904024	1.729292605042674	2.9050053354249576
