feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Deferribacterota	Site	Duodenum	-4.32706872113467	0.65778619579466	60	11	2.32749878026743e-08	1.30339931694976e-06
k__Bacteria.p__Deferribacterota	Site	Ileum	-3.79075799931703	0.65778619579466	60	11	4.54813672808604e-07	8.48985522576062e-06
k__Bacteria.p__Deferribacterota	Site	Jejunum	-3.84313176032205	0.65778619579466	60	11	3.40980153037701e-07	8.48985522576062e-06
k__Bacteria.p__Proteobacteria	Site	Duodenum	1.42215558023838	0.319425003780853	60	54	5.55515217972892e-05	0.000777721305162049
k__Bacteria.p__Proteobacteria	Site	Ileum	1.36184950414537	0.319425003780852	60	54	0.00010177164636465	0.00113984243928408
k__Bacteria.p__Proteobacteria	Site	Jejunum	1.05850185924923	0.319425003780853	60	54	0.00182349125506065	0.0170192517138994
k__Bacteria.p__Cyanobacteria	Site	Duodenum	1.78763889197216	0.612204153470914	60	5	0.0054519639140933	0.0436157113127464
k__Bacteria.p__Actinobacteriota	Site	Ileum	1.30857517162011	0.494034184534677	60	25	0.0111030444222239	0.0777213109555676
k__Bacteria.p__Bacteroidota	Sex	M	-0.374901130312164	0.172984730730483	60	60	0.0348177379371708	0.216643702720174
k__Bacteria.p__Actinobacteriota	Site	Jejunum	1.03515244113015	0.494034184534677	60	25	0.0418020621976314	0.234091548306736
