"","V1"
"K00001",0.000758413103864788
"K00003",0.00065822204993089
"K00004",4.53856892393204e-06
"K00005",0.000143114000850919
"K00008",0.000263369918044529
"K00009",0.000444342056046206
"K00010",2.42770267618968e-05
"K00012",0.000939829724013384
"K00013",0.000262121463997796
"K00014",0.000372565912496804
"K00015",1.76386627560254e-06
"K00016",0.00176576433308283
"K00018",0.000169207548895174
"K00019",1.98335016842739e-06
"K00020",0.000211770840625794
"K00023",7.49504357932818e-07
"K00024",0.000163411043440595
"K00027",0.000750255875847269
"K00029",0.000126126896118674
"K00030",5.10187326591203e-05
"K00031",0.000145256323338049
"K00033",0.000646312132050527
"K00034",1.6879007453044e-06
"K00036",0.000645107568580621
"K00040",6.4191676287352e-05
"K00041",0.000123556771222772
"K00042",8.90101635669636e-05
"K00045",2.47517609082514e-06
"K00046",0.000139886830832385
"K00048",0.000400467665280837
"K00050",3.15899531155095e-05
"K00052",0.000265013090770819
"K00053",0.000265094409582788
"K00054",0.000533264714558721
"K00055",0.000180974717764434
"K00057",0.000848685107953608
"K00058",0.000389945117859703
"K00059",0.00152081121968907
"K00060",5.8449511864162e-05
"K00064",2.06294731369518e-05
"K00065",3.48784778639496e-05
"K00067",0.000605714177942317
"K00068",4.24663173876588e-05
"K00073",2.42805508103438e-05
"K00074",0.000182041731686127
"K00075",0.000901578018303356
"K00076",0.000107605734778697
"K00077",0.000388348877947397
"K00082",2.01327195921566e-06
"K00086",6.945681414419e-05
"K00087",4.91858898005147e-05
"K00088",0.000863864341864505
"K00090",2.06294731369518e-05
"K00091",1.91379818451305e-06
"K00094",2.06294731369518e-05
"K00096",7.03854490591264e-06
"K00097",0.000154926954568434
"K00098",2.18633189474464e-05
"K00099",0.000324424450936453
"K00100",0.000588766186494432
"K00101",2.13159435886136e-05
"K00102",4.32694550881515e-05
"K00104",7.37646074677952e-05
"K00105",2.59350930266216e-07
"K00108",2.25656608973634e-05
"K00111",0.00059609327713787
"K00112",2.27583390815443e-05
"K00113",2.34448095332061e-05
"K00116",2.31609427325885e-05
"K00117",2.06294731369518e-05
"K00121",2.14842456855417e-05
"K00122",1.58714982551748e-08
"K00123",0.000172181718885855
"K00124",7.99930074206675e-05
"K00127",3.67044429238737e-05
"K00128",0.000238949248343552
"K00130",2.26893710596215e-05
"K00131",2.09390922689211e-07
"K00132",3.96621272256205e-07
"K00133",0.000855583725229569
"K00134",0.000901151699212278
"K00135",0.00019609152132365
"K00137",2.06294731369518e-05
"K00138",2.18633189474464e-05
"K00140",3.42183051748696e-06
"K00145",0.000261108520312775
"K00146",2.06294731369518e-05
"K00147",0.000603740877831588
"K00156",2.7800988152189e-05
"K00158",0.000174184427596223
"K00161",0.00037288760524055
"K00162",0.000372715640978407
"K00163",2.13159435886136e-05
"K00164",3.22865145608652e-05
"K00166",5.29006432720383e-06
"K00167",5.29006432720383e-06
"K00169",2.65440448442322e-05
"K00170",2.65440448442322e-05
"K00171",1.97562870313283e-05
"K00172",2.65440448442322e-05
"K00174",0.000238632857297779
"K00175",0.000238967172700471
"K00176",0.000144175103201923
"K00177",0.000144672174468775
"K00179",9.65233814412342e-05
"K00180",9.65233814412342e-05
"K00183",5.28762923043336e-08
"K00184",5.45149397920209e-05
"K00185",4.77007438329649e-05
"K00189",8.18766931479581e-07
"K00194",2.36290104804397e-06
"K00196",2.59759694657481e-05
"K00197",2.59157477354826e-06
"K00198",2.78627739529012e-05
"K00208",0.000509268081829588
"K00209",2.60408291306627e-06
"K00210",4.53748749431486e-06
"K00215",0.000812662042170988
"K00216",2.06294731369518e-05
"K00219",4.26678961483027e-05
"K00220",7.49504357932818e-07
"K00226",0.000478412447524006
"K00228",2.13159435886136e-05
"K00230",2.78343655800091e-05
"K00231",6.67031483894182e-06
"K00239",0.0001120908113881
"K00240",0.000117271959603231
"K00241",9.29834724199627e-05
"K00242",2.31289272980658e-05
"K00243",0.00071793485899515
"K00244",0.00070844614982155
"K00245",4.89537858720386e-05
"K00246",4.89405667989625e-05
"K00247",2.06294731369518e-05
"K00248",6.92541912323392e-05
"K00249",2.39548276292498e-06
"K00252",1.99922166668257e-06
"K00253",7.49504357932818e-07
"K00254",3.32431959104658e-05
"K00257",6.63904611294452e-05
"K00259",0.00016080361910939
"K00260",3.76315639387027e-06
"K00261",7.42418665236936e-06
"K00262",0.000610138532528154
"K00265",0.000122182983575902
"K00266",0.000519267056881044
"K00274",1.44374398146586e-07
"K00275",3.06328007394559e-05
"K00276",2.06294731369518e-05
"K00278",0.000232187952693507
"K00281",3.36852713296688e-05
"K00282",9.97886095156721e-05
"K00283",0.000100185228326431
"K00284",0.000123462399029212
"K00285",2.42339221184228e-05
"K00286",0.000783357723620061
"K00287",0.000825108745165427
"K00290",8.54773792939191e-05
"K00294",8.00791341148625e-06
"K00297",0.000202894804207347
"K00299",2.52505114999387e-05
"K00302",1.37294090332356e-06
"K00303",2.11320007884549e-06
"K00304",6.86470451661778e-07
"K00305",6.86470451661778e-07
"K00311",1.14612316869188e-06
"K00313",6.19016384839316e-05
"K00318",6.04969872318917e-06
"K00322",2.06294731369518e-05
"K00324",2.79211218939038e-05
"K00325",2.42752975154278e-05
"K00330",0.000111831351103514
"K00331",0.000111262768030611
"K00332",2.80968699722805e-05
"K00333",2.80968699722805e-05
"K00334",0.000150726016857465
"K00335",0.000166061791181924
"K00336",0.000192190122779955
"K00337",0.000112186107809365
"K00338",0.000111028875613379
"K00339",0.000111659386841371
"K00340",0.000111434732292754
"K00341",0.000111446044799023
"K00342",0.000111659386841371
"K00343",0.000111262768030611
"K00344",4.33600949023435e-05
"K00346",6.64535664563626e-05
"K00347",6.64535664563626e-05
"K00348",6.64535664563626e-05
"K00349",6.64535664563626e-05
"K00350",6.64535664563626e-05
"K00351",6.64535664563626e-05
"K00354",0.000293007915931703
"K00355",4.20621659920293e-06
"K00356",2.49945416111402e-06
"K00362",2.18791904457016e-05
"K00363",2.20511547078446e-05
"K00364",0.000554785630886308
"K00366",6.63760508584403e-05
"K00370",0.000118684980075561
"K00371",0.000118684980075561
"K00372",1.65172386275824e-07
"K00373",0.000118669108577306
"K00374",0.000140208315924668
"K00375",0.000162731087150232
"K00376",6.30339062710406e-08
"K00380",2.47885920787787e-05
"K00381",2.53109209875632e-05
"K00382",0.000594470011718064
"K00383",0.000155384310124886
"K00384",0.00198028795162295
"K00385",2.45661098095727e-06
"K00389",2.06294731369518e-05
"K00390",7.02410437306004e-05
"K00394",2.274435768056e-05
"K00395",2.274435768056e-05
"K00404",2.49945416111402e-06
"K00405",2.49945416111402e-06
"K00406",1.77204621753424e-06
"K00407",7.49504357932818e-07
"K00410",6.30339062710406e-08
"K00411",7.49504357932818e-07
"K00412",7.49504357932818e-07
"K00413",7.49504357932818e-07
"K00425",0.000668966875063565
"K00426",0.000668966875063565
"K00427",2.06294731369518e-05
"K00428",3.86955695673243e-05
"K00432",8.61567449194692e-05
"K00433",3.92884764997839e-06
"K00437",2.15233358491067e-05
"K00450",9.79636264704805e-07
"K00451",1.71964262143e-07
"K00457",1.71964262143e-07
"K00459",9.85681503218644e-06
"K00483",3.62379750688826e-07
"K00491",1.28175228688693e-06
"K00507",1.98774374326254e-06
"K00523",6.7877578129039e-06
"K00525",0.000882477176220935
"K00526",0.000690908882605105
"K00527",0.00121639930760924
"K00528",0.000293735216375088
"K00529",2.13159435886136e-05
"K00532",2.44003985359611e-06
"K00533",3.30515180209058e-05
"K00534",5.26720967994763e-07
"K00537",0.000698262006119573
"K00547",0.000479206357513135
"K00548",0.000260752669969318
"K00549",3.38077528645508e-05
"K00554",0.000855651980693755
"K00556",4.54357826996808e-05
"K00557",0.000312130903688841
"K00558",0.00043309834461234
"K00560",0.000815430958916245
"K00561",8.14908665064163e-07
"K00563",0.000487761957276917
"K00564",0.000575250599342941
"K00566",0.000918216694070894
"K00567",0.000832298606246866
"K00568",2.20562027641355e-05
"K00570",6.86470451661778e-07
"K00571",0.00112481845492144
"K00573",4.70491551114952e-05
"K00574",0.000561343987826412
"K00575",0.000160231073986388
"K00588",2.10544026560533e-06
"K00595",9.82960812785961e-05
"K00598",2.12281720036639e-05
"K00600",0.000859059518746339
"K00602",0.000695360810085105
"K00603",2.30324988412159e-05
"K00604",0.000859789569305825
"K00605",0.000120834252169646
"K00606",0.000133339579554762
"K00609",0.00094284472540406
"K00610",0.000163771667779984
"K00611",0.000313253915795699
"K00612",1.71964262143e-07
"K00613",2.64381461521668e-08
"K00615",0.000940889695653623
"K00616",0.000161404269021464
"K00619",2.35339943559294e-05
"K00620",0.000175202944220677
"K00625",0.000799210218969781
"K00626",0.00043595101826605
"K00627",0.000396362708788262
"K00631",2.06294731369518e-05
"K00632",4.44847090404678e-05
"K00633",0.000377649134212201
"K00634",2.66318967291615e-05
"K00638",1.58544288671418e-05
"K00639",6.45566733643553e-05
"K00640",0.000365844649738349
"K00641",1.08990373600091e-05
"K00643",7.49504357932818e-07
"K00645",0.000350332346306511
"K00647",2.32121103903324e-05
"K00648",0.00070924072654719
"K00651",0.000582466991116811
"K00652",0.000192110281504444
"K00655",0.000905762095168592
"K00656",0.000792440546776188
"K00657",0.000270872316802225
"K00658",3.98763112860548e-05
"K00661",0.00111637692283121
"K00662",0.000230477459898464
"K00666",7.92581042879332e-05
"K00673",2.06294731369518e-05
"K00674",0.000220950675815751
"K00675",2.34444130085079e-05
"K00677",0.000181656941364517
"K00680",0.000704304076149836
"K00681",8.62706634166586e-05
"K00683",1.64352084444535e-06
"K00684",4.91288983558891e-05
"K00685",8.55980403043814e-06
"K00686",1.42362577406768e-07
"K00687",4.06609678518459e-06
"K00688",0.000858871593161373
"K00690",8.69207173708158e-05
"K00691",0.000529996455560953
"K00692",0.0001820033398364
"K00694",2.91683002991166e-05
"K00697",2.13159435886136e-05
"K00700",0.000743728195925971
"K00702",1.55691684444015e-05
"K00703",0.000698051577883933
"K00705",0.000303248904305396
"K00712",0.000433193183744015
"K00721",0.000191828391866392
"K00737",1.15995027447496e-05
"K00748",0.000120180758880341
"K00752",8.18766931479581e-07
"K00754",0.00175129681076898
"K00756",0.00044743138093163
"K00757",0.000239166528897952
"K00758",2.13159435886136e-05
"K00759",0.000821525154645657
"K00760",0.00108294925529328
"K00761",0.000852346971955817
"K00762",0.000892114059595455
"K00763",0.000860876828703153
"K00764",0.000849183477458638
"K00765",0.000257800289422926
"K00766",0.000142138690424732
"K00767",0.000178020895494566
"K00768",0.000201120175456352
"K00769",2.35078434394771e-05
"K00772",3.36197216281823e-05
"K00773",0.00068850894249842
"K00782",0.000432827792001101
"K00783",0.000874060621308571
"K00784",0.000741887659311968
"K00786",7.64944558735781e-06
"K00788",0.000318318396077249
"K00789",0.000878111044806698
