# Constructed from biom file
#OTU ID	TL1a_DTT_268_Repeat	TL1a_DTT_269_Repeat	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_DTT_270_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_630	TL1A_DTT_628	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	20658.0	6321.0	25300.0	16495.0	19828.0	41004.0	3886.0	23559.0	2902.0	18473.0	8732.0	31205.0	13946.0	17580.0	33361.0	23847.0	31659.0	5480.0	15945.0	5030.0	40810.0	25901.0	6208.0	41098.0	17547.0	39009.0	24868.0	36111.0	15990.0	9525.0	16804.0	45578.0	41892.0	42890.0	34524.0	19005.0	26658.0	6998.0	9598.0	7326.0	29174.0	6967.0	3745.0	14223.0	9202.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	1953.0	3055.0	12872.0	6160.0	1783.0	458.0	7408.0	11623.0	5981.0	3114.0	724.0	28430.0	109077.0	103642.0	104577.0	3706.0	3059.0	4383.0	15812.0	11778.0	13330.0	6059.0	4328.0	6038.0	109628.0	22977.0	43830.0	18568.0	3804.0	14440.0	11827.0	14242.0	7887.0	5659.0	44131.0	19786.0	816.0	2799.0	4628.0	5490.0	3882.0	4314.0	11935.0	2167.0	2160.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group	51.0	0.0	1098.0	234.0	77.0	11.0	153.0	264.0	42.0	112.0	9.0	220.0	2069.0	2042.0	621.0	163.0	102.0	82.0	1896.0	174.0	505.0	317.0	77.0	490.0	306.0	1606.0	1448.0	217.0	211.0	1202.0	1652.0	532.0	304.0	159.0	5329.0	97.0	16.0	24.0	26.0	85.0	0.0	32.0	335.0	8.0	46.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	280.0	123.0	3303.0	3486.0	231.0	136.0	862.0	1823.0	1027.0	1133.0	188.0	1884.0	4921.0	4755.0	5727.0	1069.0	687.0	952.0	4004.0	2107.0	2949.0	1879.0	404.0	918.0	5149.0	2769.0	3121.0	1576.0	927.0	4239.0	3837.0	3309.0	2787.0	1062.0	7402.0	2592.0	74.0	175.0	577.0	443.0	117.0	913.0	1880.0	247.0	478.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	636.0	281.0	120.0	60.0	36.0	9.0	0.0	62.0	0.0	367.0	8.0	156.0	70.0	106.0	28.0	415.0	144.0	29.0	33.0	15.0	615.0	156.0	83.0	24.0	4.0	45.0	4.0	56.0	39.0	7.0	61.0	244.0	14.0	1018.0	42.0	182.0	1865.0	92.0	4.0	45.0	31.0	9.0	21.0	51.0	31.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	82.0	0.0	16.0	5.0	0.0	0.0	29.0	30.0	0.0	387.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	37.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	2.0	0.0	0.0	34.0	17.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	13.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	0.0	3.0	4.0	0.0	0.0	0.0	18.0	44.0	3.0	0.0	4.0	0.0	3.0	27.0	0.0	5.0	11.0	6.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	908.0	0.0	158.0	65.0	343.0	0.0	378.0	185.0	860.0	70.0	28.0	550.0	2.0	0.0	22.0	158.0	22.0	15.0	43.0	42.0	26.0	222.0	0.0	0.0	0.0	229.0	22.0	0.0	5.0	0.0	266.0	26.0	11.0	24.0	96.0	0.0	17.0	9.0	4.0	4.0	0.0	0.0	1.0	6.0	33.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales	0.0	17.0	134.0	73.0	0.0	8.0	4.0	96.0	27.0	0.0	4.0	0.0	140.0	1.0	131.0	32.0	0.0	60.0	64.0	56.0	80.0	47.0	0.0	0.0	161.0	55.0	80.0	107.0	23.0	5.0	69.0	111.0	71.0	0.0	48.0	130.0	1.0	13.0	23.0	45.0	0.0	51.0	101.0	6.0	35.0
