	Vil1.01B.FP11	Lyz2.02B.FP222.S70	Itg.22.FP518.S21	Vil1.03B.FP35	Vil1.13B.FP153	Vil1.07B.FP82	Lyz2.07B.FP283.S81	Itg.20.FP508.S11	Vil1.10B.FP115	Vil1.10B.FP116	Vil1.04B.FP46	Vil1.14B.FP163	Lyz2.06B.FP271.S69	Vil1.02B.FP22	Lyz2.01B.FP210.S58	Vil1.05B.FP58	Lyz2.07B.FP282.S80	Itg.16.FP484.S87	Vil1.05B.FP60	Lyz2.01B.FP212.S60	Vil1.09B.FP105	Vil1.05B.FP59	Vil1.08B.FP92	Itg.20.FP507.S10	Vil1.04B.FP48	Lyz2.03B.FP234.S82	Vil1.04B.FP47	Itg.24.FP530.S33	Vil1.03B.FP36	Itg.02.FP412.S12	Lyz2.02B.FP224.S72	Lyz2.05B.FP259.S56	Itg.04.FP422.S22	Itg.20.FP506.S9	Vil1.09B.FP104	Itg.26.FP544.S48	Vil1.13B.FP152	Itg.10.FP460.S62	Vil1.14B.FP164	Itg.06.FP434.S35	Itg.18.FP496.S99	Itg.24.FP531.S34	Itg.02.FP410.S10	Itg.06.FP436.S37	Vil1.03B.FP34	Vil1.07B.FP83	Vil1.01B.FP12	Itg.26.FP543.S47	Vil1.10B.FP117	Itg.26.FP542.S46	Itg.16.FP482.S85	Itg.12.FP471.S73	Lyz2.08B.FP294.S92	Vil1.06B.FP72	Vil1.02B.FP24	Lyz2.05B.FP260.S57	Itg.04.FP423.S23	Itg.12.FP472.S74	Lyz2.04B.FP246.S43	Vil1.14B.FP165	Lyz2.06B.FP270.S68	Vil1.07B.FP84	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Itg.08.FP448.S49	Vil1.13B.FP151	Vil1.01B.FP10	Itg.04.FP424.S24	Itg.08.FP446.S47	Vil1.06B.FP71	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.FP284.S82	Itg.10.FP459.S61	Itg.12.FP470.S72	Itg.10.FP458.S60	Lyz2.08B.FP296.S95	Itg.16.FP483.S86	Lyz2.03B.FP236.S84	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Lyz2.05B.FP258.S55	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Itg.22.FP520.S23	Vil1.08B.FP91	Vil1.06B.FP70	Vil1.08B.FP93	Itg.08.FP447.S48	Itg.18.FP494.S97	Vil1.09B.FP103	Lyz2.06B.FP272.S70	Itg.18.FP495.S98	SLCFP072	LYZFP308	LYZFP307	LYZFP331	SLCFP131	SLCFP078	SLCFP070	SLCFP023	SLCFP022	LYZFP355	LYZFP319	SLCFP005	SLCFP024	SLCFP053	LYZFP320	SLCFP095	SLCFP077	LYZFP356	LYZFP354	SLCFP112	LYZFP332	LYZFP306	SLCFP071	SLCFP004	SLCFP094	SLCFP052	SLCFP076	LYZFP330	SLCFP054	SLCFP114	SLCFP006	LYZFP343	SLCFP132	LYZFP344	LYZFP342	SLCFP096	LYZFP318	SLCFP148	SLCFP166	SLCFP150	SLCFP167	SLCFP149
Itg.10.FP460.S62	0.6632801161103048	0.7620855197052585	0.29529976554649995	0.6015406944289382	0.7143016635034052	0.7397566149380372	0.721446913028916	0.5775371218041755	0.591827620855197	0.6034386513341521	0.5828960589483085	0.5760857429943061	0.28212571173383943	0.42904990510215474	0.813330356146031	0.8050686613821592	0.7030255665959585	0.5287484648877973	0.5375683822708496	0.6492129061069555	0.6842692865914927	0.6302333370548174	0.7177626437423245	0.5665959584682372	0.4403260020096014	0.5933906441889025	0.5354471363179636	0.3766886234230211	0.4874399910684381	0.35112202746455284	0.6547951322987607	0.5500725689404935	0.6801384392095567	0.6513341520598415	0.6779055487328347	0.2537680026794686	0.6700904320643073	0.0	0.4782851401138774	0.7163112649324551	0.3630679915150162	0.3024450150720107	0.42011834319526625	0.5329909567935692	0.47303784749358047	0.6959919615942838	0.5669308920397454	0.26604890030144024	0.6238695991961595	0.23445350005582227	0.6559115775371218	0.3174053812660489	0.6840459975438204	0.5910461091883443	0.33560343865133413	0.49793457630903204	0.5374567377470135	0.4337389751032712	0.5468348777492464	0.528525175840125	0.4437869822485207	0.5959584682371329	0.5382382494138662	0.7495813330356146	0.17907781623311378	0.6648431394440103	0.6882884894495925	0.433515686055599	0.3916489896170593	0.6503293513453166	0.7060399687395333	0.5930557106173943	0.6493245506307915	0.185664843139444	0.39644970414201186	0.2575639164898962	0.6515574411075137	0.5831193479959808	0.40794909009713076	0.7124037065981914	0.3570391872278665	0.5592274198950542	0.5774254772803394	0.36284470246734396	0.327006810315954	0.19013062409288825	0.6621636708719437	0.6870603996873953	0.7803952216143798	0.2870380707826281	0.4671206877302668	0.6496594842022999	0.21938148933794796	0.43708831081835436	0.3977894384280451	0.6773473261136541	0.5732946298984035	0.8145584459082282	0.4570726805850173	0.5508540806073462	0.40080384057161994	0.5746343641844368	0.5817796137099476	0.7233448699341297	0.6072345651445796	0.4204532767667746	0.5471698113207547	0.418778608909233	0.6336943172937367	0.5022887127386402	0.6564698001563023	0.6584794015853522	0.7655464999441778	0.39455174723679803	0.850173049011946	0.576978899184995	0.3558110974656693	0.4273752372446131	0.548621190130624	0.41185664843139447	0.6997878754047114	0.7048118789773362	0.5303114882215028	0.38093111532879315	0.334375348889137	0.7799486435190354	0.5140113877414313	0.7203304677905549	0.7951322987607458	0.5414759406051133	0.6425142346767891	0.7839678463771352	0.5649212906106955	0.7324997208886904	0.41007033605001675	0.6789103494473596
Vil1.14B.FP164	0.6378251646756726	0.7945740761415653	0.46723233225410293	0.7850842916154963	0.7699006363737859	0.6731048342078821	0.6674109634922407	0.6438539689628223	0.3936585910461092	0.35402478508429164	0.49972088869040976	0.2277548286256559	0.5588924863235458	0.3824941386624986	0.8436976666294518	0.807971419001898	0.6524505972982025	0.4568493915373451	0.42369096795802164	0.6732164787317182	0.3958914815228313	0.6794685720665401	0.6373785865803282	0.6734397677793904	0.36630568270626324	0.8165680473372781	0.505303114882215	0.6073462096684158	0.4207882103382829	0.42324438986267726	0.6773473261136541	0.5163559227419895	0.7180975773138327	0.6197387518142236	0.38818800937814	0.3546946522273082	0.7610807189907335	0.4782851401138774	0.0	0.673997990398571	0.5575527520375125	0.7399799039857095	0.5708384503740092	0.5625767556101373	0.5789885006140448	0.6048900301440214	0.5593390644188903	0.3838338729485319	0.37713520151836555	0.42558892486323546	0.5540917717985933	0.4702467343976778	0.7055933906441889	0.4553980127274757	0.3750139555654795	0.43820475605671544	0.7163112649324551	0.41944847605224966	0.8587696773473261	0.15083175170257898	0.4625432622529865	0.41554091771798596	0.8662498604443452	0.7888802054259239	0.3995757508094228	0.7742547728033939	0.6332477391983923	0.6770123925421458	0.4486993412973094	0.5027352908339846	0.7160879758847829	0.7898850061404488	0.5826727699006363	0.5575527520375125	0.4821926984481411	0.5631349782293179	0.6386066763425254	0.4932455063079156	0.721446913028916	0.74053812660489	0.49067768225968517	0.48520710059171596	0.5731829853745674	0.43150608462654905	0.665624651110863	0.4971530646421793	0.5712850284693536	0.5189237467902199	0.6696438539689629	0.5375683822708496	0.5480629675114436	0.38461538461538464	0.4334040415317629	0.5659260913252205	0.48509545606787985	0.5747460087082729	0.6612705146812549	0.6087975884782851	0.5288601094116333	0.6109188344311711	0.5766439656134866	0.548621190130624	0.6012057608574299	0.6446354806296751	0.7743664173272301	0.7184325108853411	0.5212682817907781	0.5805515239477503	0.8163447582896058	0.745785419225187	0.7575080942279782	0.5732946298984035	0.714078374455733	0.49056603773584906	0.7177626437423245	0.6842692865914927	0.5644747125153511	0.7244613151724908	0.6968851177849726	0.6093558110974656	0.8570950094897846	0.47694540582784417	0.5614603103717762	0.37579546723233226	0.667745897063749	0.7302668304119683	0.5115552082170369	0.6624986044434521	0.7462319973205315	0.793234341855532	0.4897845260689963	0.6604890030144022	0.48799821368761864	0.6076811432399241	0.4250307022440549	0.6661828737300436
Itg.06.FP434.S35	0.262699564586357	0.35112202746455284	0.6980015630233337	0.49570168583230995	0.8951657921178966	0.5342190465557665	0.2580104945852406	0.6215250641956012	0.5945070894272636	0.5787652115663726	0.5047448922630345	0.7407614156525623	0.6089092330021213	0.5294183320308139	0.38729485318745116	0.40013397342860335	0.29541141007033606	0.523277883219828	0.5045216032153623	0.35145696103606117	0.6744445684939153	0.3216478731718209	0.7294853187451156	0.5930557106173943	0.5217148598861225	0.3837222284246958	0.4834207882103383	0.7934576309032042	0.31974991626660715	0.7799486435190354	0.32030813888578763	0.566372669420565	0.4051579770012281	0.6916378251646756	0.60980238919281	0.7145249525510774	0.8918164564028135	0.7163112649324551	0.673997990398571	0.0	0.6704253656358156	0.8359941944847605	0.7484648877972535	0.35246176175058613	0.4052696215250642	0.3686502177068215	0.4091771798593279	0.6421793011052808	0.6459752149157084	0.6598191358713855	0.5845707268058502	0.5751925868036173	0.21893491124260356	0.49804622083286815	0.6474265937255778	0.573741207993748	0.3862900524729262	0.5624651110863013	0.6524505972982025	0.7204421123143909	0.5751925868036173	0.4907893267835213	0.5988612258568717	0.35904878865691636	0.6157195489561237	0.865021770682148	0.21636708719437311	0.6322429384838674	0.5635815563246622	0.48788656916378254	0.22541029362509768	0.3980127274757173	0.2980908786424026	0.67087194373116	0.5473931003684269	0.5677124037065981	0.5042983141676901	0.5646980015630233	0.5136764541699229	0.3303561460310372	0.8020542592385843	0.5747460087082729	0.22898291838785306	0.5429273194149827	0.6612705146812549	0.7055933906441889	0.6889583565926092	0.39991068438093114	0.7831863347102824	0.5317628670313721	0.602322206095791	0.6531204644412192	0.6589259796806967	0.6099140337166462	0.6436306799151502	0.5975214915708384	0.5202634810762532	0.6731048342078821	0.6281120911019314	0.4680138439209557	0.5550965725131183	0.6016523389527744	0.5904878865691637	0.5415875851289494	0.5849056603773585	0.8608909233002121	0.6132633694317293	0.6957686725466116	0.5213799263146143	0.6906330244501507	0.39991068438093114	0.6050016746678576	0.2486323545830077	0.7774924639946411	0.8521826504409958	0.4486993412973094	0.5452718544155409	0.797476833761304	0.7407614156525623	0.643519035391314	0.4225745227196606	0.612928435860221	0.7615272970860779	0.7100591715976331	0.8014960366194038	0.3228759629340181	0.6925309813553645	0.5328793122697332	0.43920955677124035	0.9244166573629563	0.5882549960924417	0.8151166685274087	0.40884224628781957	0.4831974991626661	0.5420341632242939	0.4578541922518701
Itg.18.FP496.S99	0.72993189684046	0.790108295188121	0.37054817461203526	0.6460868594395445	0.7273640727922296	0.7061516132633694	0.6853857318298537	0.7063749023110416	0.6439656134866585	0.6668527408730601	0.6070112760969074	0.7175393546946522	0.4617617505861337	0.566372669420565	0.8277324997208887	0.8405716199620409	0.6935357820698894	0.5996427375237244	0.6943172937367422	0.7832979792341186	0.7476833761304008	0.698336496594842	0.8254996092441665	0.6685274087306018	0.5153511220274646	0.7734732611365412	0.507312716311265	0.5296416210784861	0.5389081165568829	0.5141230322652673	0.8070782628112091	0.5775371218041755	0.7060399687395333	0.7751479289940828	0.7157530423132745	0.5057496929775595	0.682482974210115	0.3630679915150162	0.5575527520375125	0.6704253656358156	0.0	0.3822708496148264	0.3117115105504075	0.6881768449257564	0.4846488779725355	0.69409400468907	0.7377470135089874	0.46968851177849724	0.6950988054035949	0.48107625320978004	0.7036954337389751	0.42313274533884115	0.7673328123255554	0.6726582561125377	0.5427040303673105	0.5435971865579994	0.5087640951211343	0.5529753265602322	0.7159763313609467	0.6585910461091884	0.5494027017974769	0.6818131070670984	0.7177626437423245	0.7849726470916601	0.366082393658591	0.6765658144468014	0.7050351680250083	0.28737300435413643	0.5059729820252317	0.6576978899184995	0.7512560008931561	0.7722451713743441	0.6821480406386067	0.3123813776934241	0.46165010606229767	0.3267835212682818	0.8310818354359719	0.6449704142011834	0.6918611142123479	0.767891034944736	0.3805961817572848	0.617059283242157	0.6865021770682148	0.5268505079825835	0.2295411410070336	0.35246176175058613	0.8157865356704254	0.6854973763536899	0.8588813218711622	0.36440772580104946	0.2727475717316066	0.7208886904097354	0.42759852629228534	0.15998660265713965	0.5997543820475606	0.8345428156748912	0.7106173942168137	0.7542704030367311	0.6186223065758625	0.762643742324439	0.559115775371218	0.6420676565814447	0.6033270068103159	0.7124037065981914	0.7043653008819918	0.30713408507312717	0.653008819917383	0.4556213017751479	0.7050351680250083	0.26102489672881546	0.7934576309032042	0.6927542704030367	0.7025789885006141	0.6624986044434521	0.8594395444903428	0.701462543262253	0.5055264039298872	0.3140560455509657	0.3174053812660489	0.36050016746678576	0.8346544601987272	0.7154181087417663	0.6723233225410293	0.6354806296751144	0.3315842357932343	0.7101708161214693	0.6771240370659819	0.6920844032600201	0.7208886904097354	0.3138327565032935	0.7832979792341186	0.9183878530758066	0.5328793122697332	0.7087194373115999	0.43719995534219047	0.6422909456291169
Itg.24.FP531.S34	0.854527185441554	0.8695991961594284	0.38305236128167913	0.6470916601540695	0.7243496706486546	0.8831081835435972	0.8659149268728369	0.7310483420788211	0.8282907223400692	0.8541922518700458	0.7908898068549738	0.8457072680585017	0.4375348889136988	0.6913028915931674	0.8777492463994641	0.8298537456737747	0.8778608909233002	0.7897733616166127	0.8169029809087864	0.8771910237802836	0.9075583342637044	0.7561683599419449	0.8787540471139891	0.6755610137322764	0.7012392542145808	0.6039968739533326	0.6851624427821815	0.3309143686502177	0.7335045216032153	0.5222730825053031	0.8742882661605448	0.7599642737523724	0.7024673439767779	0.7851959361393324	0.9084514904543932	0.5195936139332366	0.6821480406386067	0.3024450150720107	0.7399799039857095	0.8359941944847605	0.3822708496148264	0.0	0.38707156413977895	0.7868706039968739	0.5774254772803394	0.8816568047337278	0.8304119682929553	0.4875516355922742	0.882884894495925	0.4043764653343753	0.8963938818800938	0.5289717539354695	0.8562018532990957	0.8583230992519817	0.5891481522831306	0.6852740873060177	0.5153511220274646	0.7139667299318968	0.505191470358379	0.7977001228089762	0.5813330356146031	0.8692642625879201	0.43284581891258234	0.8557552752037513	0.43072457295969635	0.668750697778274	0.8630121692530981	0.3783632912805627	0.621301775147929	0.8444791782963046	0.8467120687730267	0.6915261806408396	0.859662833538015	0.25678240482304343	0.568493915373451	0.30289159316735514	0.8636820363961147	0.8425812213910908	0.5272970860779279	0.8630121692530981	0.40794909009713076	0.8032823490007815	0.8138885787652116	0.5901529529976555	0.30914368650217705	0.33761304008038406	0.8789773361616613	0.8690409735402479	0.9046555766439656	0.413531316288936	0.4857653232108965	0.9131405604555096	0.46142681701462546	0.44970414201183434	0.5975214915708384	0.849168248297421	0.7223400692196048	0.9170481187897733	0.6426258792006252	0.7329462989840348	0.5377916713185218	0.7803952216143798	0.6890700011164452	0.8821033828290722	0.5513006587026906	0.30713408507312717	0.7885452718544156	0.48509545606787985	0.5492910572736407	0.4246957686725466	0.749916266607123	0.8754047113989059	0.8726135983030032	0.5229429496483198	0.9385955118901418	0.7158646868371107	0.49246399464106283	0.30144021435748575	0.47750362844702465	0.4339622641509434	0.7261359830300324	0.8931561906888467	0.7243496706486546	0.6640616277771575	0.25912693982360163	0.8713855085408061	0.7000111644523836	0.8578765211566373	0.8822150273529084	0.44635480629675117	0.8697108406832645	0.9390420899854862	0.6742212794462432	0.8760745785419225	0.6254326225298649	0.7846377135201519
Itg.02.FP410.S10	0.7429943061292844	0.8304119682929553	0.23757954672323323	0.6303449815786536	0.7232332254102937	0.8319749916266607	0.7648766328011611	0.6225298649101262	0.6948755163559227	0.6838227084961482	0.6942056492129061	0.7185441554091772	0.439879423914257	0.6266607122920621	0.8517360723456514	0.7838562018532991	0.7780506866138216	0.7331695880317071	0.7281455844590823	0.8152283130512449	0.6800267946857207	0.6976666294518253	0.7973651892374679	0.5914926872836888	0.6209668415764207	0.7249078932678352	0.5868036172825722	0.3571508317517026	0.6436306799151502	0.27252428268393436	0.7693424137546053	0.6858323099251982	0.6724349670648655	0.6966618287373004	0.6950988054035949	0.5036284470246735	0.680361728257229	0.42011834319526625	0.5708384503740092	0.7484648877972535	0.3117115105504075	0.38707156413977895	0.0	0.6825946187339511	0.5786535670425366	0.7666629451825387	0.7264709166015407	0.5260689963157307	0.7138550854080608	0.401920285809981	0.8362174835324327	0.5893714413308028	0.7481299542257452	0.7764876632801161	0.5744110751367646	0.5087640951211343	0.5025120017863124	0.7108406832644859	0.6657362956346992	0.6271072903874065	0.4440102712961929	0.7476833761304008	0.6623869599196159	0.8167913363849503	0.5076476498827732	0.6380484537233448	0.7477950206542369	0.25075360053589374	0.6631684715864686	0.7547169811320755	0.7649882773249972	0.7164229094562912	0.7577313832756504	0.38573182985374566	0.59919615942838	0.43719995534219047	0.7466785754158759	0.7834096237579546	0.6228647984816345	0.8102043094786201	0.15339957575080942	0.7206654013620631	0.7087194373115999	0.5828960589483085	0.21837668862342302	0.28614491459193925	0.7830746901864464	0.7867589594730379	0.8380037959138105	0.498939377023557	0.4664508205872502	0.7441107513676454	0.49413866249860444	0.3784749358043988	0.5087640951211343	0.777380819470805	0.6083510103829407	0.7630903204197834	0.5289717539354695	0.7175393546946522	0.49011945964050463	0.7926761192363515	0.752149157083845	0.8307469018644635	0.6320196494361952	0.41174500390755836	0.8094227978117673	0.3942168136652897	0.6633917606341408	0.31662386959919614	0.7630903204197834	0.833314725912694	0.8340962375795468	0.5797700122808976	0.7980350563804846	0.5981913587138551	0.4565144579658368	0.39723121580886456	0.3419671765099922	0.28603327006810314	0.8129954225745227	0.6924193368315285	0.6355922741989506	0.6637266942056492	0.37590711175616837	0.8457072680585017	0.6018756280004466	0.8179077816233113	0.8562018532990957	0.37579546723233226	0.7391983923188568	0.8453723344869934	0.48409065535335494	0.8188009378140002	0.5718432510885341	0.7512560008931561
Itg.06.FP436.S37	0.2886010941163336	0.45238361058390086	0.553868482750921	0.44590822820140674	0.8726135983030032	0.6980015630233337	0.44211231439097914	0.47292620296974436	0.5451602098917048	0.5597856425142347	0.5469465222730825	0.5578876856090209	0.5710617394216814	0.41230322652673884	0.5037400915485095	0.5109969855978564	0.43474377581779616	0.5207100591715976	0.322764318410182	0.3115998660265714	0.629786758959473	0.3572624762755387	0.6642849168248297	0.5383498939377024	0.43440884224628784	0.4250307022440549	0.5998660265713966	0.7460087082728593	0.25834542815674894	0.5094339622641509	0.3056827062632578	0.510550407502512	0.5024003572624762	0.5803282349000781	0.6304566261024896	0.4531651222507536	0.8694875516355923	0.5329909567935692	0.5625767556101373	0.35246176175058613	0.6881768449257564	0.7868706039968739	0.6825946187339511	0.0	0.45584459082282014	0.4566261024896729	0.15663726694205649	0.5146812548844479	0.5350005582226192	0.5243943284581891	0.6105839008596629	0.6103606118119906	0.3340404153176287	0.4861002567824048	0.4645528636820364	0.5814446801384392	0.45249525510773697	0.49603661940381827	0.6100256782404823	0.5620185329909568	0.5376800267946857	0.4754940270179748	0.5505191470358379	0.44244724796248747	0.4682371329686279	0.8415764206765658	0.3263369431729374	0.5716199620408619	0.5048565367868706	0.5802165903762421	0.35435971865579996	0.40214357485765323	0.3454281567489115	0.5745227196606006	0.6183990175281903	0.5531986156079044	0.24606453053477728	0.5584459082282014	0.31662386959919614	0.40024561795243946	0.6544601987272525	0.49793457630903204	0.18086412861449147	0.4552863682036396	0.5914926872836888	0.5168025008373339	0.5410293625097689	0.489449592497488	0.7417662163670872	0.6185106620520263	0.6965501842134644	0.5694987160879759	0.5025120017863124	0.7038070782628112	0.4298314167690075	0.38081947080495704	0.33504521603215365	0.8121022663838339	0.4492575639164899	0.22038629005247293	0.46332477391983923	0.6517807301551859	0.6998995199285475	0.5857988165680473	0.5016188455956235	0.798593278999665	0.5821145472814558	0.5847940158535224	0.4708049570168583	0.6439656134866585	0.43943284581891257	0.5845707268058502	0.4437869822485207	0.6633917606341408	0.8518477168694876	0.29306687506977785	0.43139444010271294	0.7602992073238808	0.701574187786089	0.5483979010829518	0.5259573517918946	0.6438539689628223	0.5711733839455174	0.5266272189349113	0.7210003349335715	0.46522273082505305	0.4977112872613598	0.6313497822931785	0.5859104610918835	0.877637601875628	0.4263704365300882	0.6965501842134644	0.43552528748464886	0.5681589818019426	0.49369208440326	0.6474265937255778
Vil1.03B.FP34	0.4876632801161103	0.569610360611812	0.46187339510996983	0.3462096684157642	0.8837780506866139	0.6351456961036062	0.418778608909233	0.6408395668192475	0.5212682817907781	0.5272970860779279	0.5521938148933795	0.6576978899184995	0.48900301440214355	0.4249190577202188	0.617059283242157	0.5803282349000781	0.42302110081500505	0.5600089315619069	0.45439321201295074	0.5586691972758736	0.6426258792006252	0.4971530646421793	0.760522496371553	0.5948420229987719	0.5668192475159094	0.510550407502512	0.5577760410851847	0.5628000446578095	0.33738975103271185	0.6370436530088199	0.5726247627553869	0.48118789773361614	0.6055598972870381	0.7079379256447471	0.5742994306129284	0.5008373339287708	0.8805403594953668	0.47303784749358047	0.5789885006140448	0.4052696215250642	0.4846488779725355	0.5774254772803394	0.5786535670425366	0.45584459082282014	0.0	0.4578541922518701	0.5063079155967399	0.4551747236798035	0.5922741989505415	0.46220832868147815	0.6415094339622641	0.47638718320866363	0.5242826839343531	0.5257340627442224	0.4975996427375237	0.3762420453276767	0.566372669420565	0.5168025008373339	0.4338506196271073	0.6364854303896393	0.41743887462319973	0.5403594953667522	0.39220721223623983	0.568493915373451	0.43898626772356814	0.854415540917718	0.46578095344423354	0.479959807971419	0.4732611365412526	0.5375683822708496	0.5121134308362175	0.5101038294071676	0.40649771128726137	0.4531651222507536	0.45584459082282014	0.3994641062855867	0.5892597968069666	0.6182873730043541	0.36932008484983814	0.5434855420341632	0.6221949313386178	0.5169141453611701	0.4590822820140672	0.47337278106508873	0.4732611365412526	0.46611588701574186	0.712068773026683	0.42402590152952996	0.8215920509099028	0.40984704700234453	0.5687172044211232	0.58858992966395	0.45350005582226194	0.5386848275092107	0.5741877860890924	0.591827620855197	0.46622753153957797	0.6454169922965278	0.7048118789773362	0.5356704253656358	0.4663391760634141	0.5489561237021324	0.4876632801161103	0.5582226191805292	0.4089538908116557	0.7342860332700681	0.5517472367980351	0.7006810315954003	0.4147594060511332	0.5705035168025009	0.5614603103717762	0.6112537680026795	0.4643295746343642	0.6785754158758512	0.7961370994752708	0.45573294629898403	0.4758289605894831	0.7135201518365524	0.6896282237356258	0.6034386513341521	0.593837222284247	0.5912693982360165	0.7936809199508764	0.6163894160991403	0.6535670425365636	0.45584459082282014	0.745785419225187	0.5398012727475717	0.46901864463548065	0.7648766328011611	0.5040750251200179	0.8460422016300101	0.31070670983588256	0.5030702244054929	0.46187339510996983	0.5510773696550184
Vil1.07B.FP83	0.3789215138997432	0.6200736853857318	0.6899631573071341	0.6817014625432622	0.9016411745003907	0.2740873060176398	0.28904767221167804	0.5880317070447695	0.5639164898961706	0.5366752260801607	0.3117115105504075	0.6564698001563023	0.5807748129954226	0.4762755386848275	0.6649547839678464	0.6955453834989394	0.26493245506307916	0.33113765769788994	0.43563693200848497	0.5631349782293179	0.612928435860221	0.5962934018086413	0.6478731718209222	0.5853522384727029	0.41554091771798596	0.6579211789661717	0.3188567600759183	0.8358825499609244	0.40002232890476724	0.744780618510662	0.5166908563134979	0.3418555319861561	0.7177626437423245	0.6986714301663504	0.5176956570280228	0.6736630568270626	0.8991849949759965	0.6959919615942838	0.6048900301440214	0.3686502177068215	0.69409400468907	0.8816568047337278	0.7666629451825387	0.4566261024896729	0.4578541922518701	0.0	0.4395444903427487	0.6247627553868482	0.5994194484760522	0.6498827732499721	0.3785865803282349	0.42514234676789103	0.4549514346321313	0.37345093223177406	0.5836775706151613	0.43306910796025455	0.701462543262253	0.432510885341074	0.7004577425477281	0.6484313944401027	0.59919615942838	0.3775817796137099	0.7032488556436307	0.6277771575304232	0.5962934018086413	0.8675895947303784	0.3862900524729262	0.6790219939711957	0.4169922965278553	0.3478843362733058	0.46131517249078935	0.6621636708719437	0.2122362398124372	0.678352126828179	0.40493468795355586	0.5935022887127387	0.46377135201518366	0.34364184436753376	0.6240928882438317	0.5818912582337836	0.7903315842357932	0.35246176175058613	0.4183320308138886	0.4914591939265379	0.6818131070670984	0.6868371106397231	0.5908228201406721	0.30802724126381603	0.7121804175505192	0.4758289605894831	0.48118789773361614	0.5508540806073462	0.5947303784749358	0.5573294629898403	0.612928435860221	0.6013174053812661	0.4722563358267277	0.6258792006252093	0.5726247627553869	0.6029920732388077	0.5746343641844368	0.4550630791559674	0.47493580439879424	0.3455398012727476	0.606564698001563	0.8778608909233002	0.4601987272524283	0.6899631573071341	0.6630568270626326	0.7234565144579659	0.6619403818242715	0.3837222284246958	0.5108853410740203	0.735179189460757	0.859662833538015	0.4837557217818466	0.5585575527520376	0.8234900078151167	0.770123925421458	0.6456402813442	0.7117338394551748	0.4097354024785084	0.7380819470804957	0.6431841018198058	0.8049570168583231	0.32365747460087085	0.6600424249190577	0.3637378586580328	0.33593837222284245	0.9574634364184437	0.5233895277436642	0.7776041085184772	0.503181868929329	0.2910572736407279	0.43094786200736857	0.33906441889025346
Vil1.01B.FP12	0.28614491459193925	0.508429161549626	0.5967399799039858	0.5375683822708496	0.8447024673439768	0.696215250641956	0.426147147482416	0.47337278106508873	0.5573294629898403	0.564363067991515	0.5241710394105169	0.5280785977447806	0.5757508094227978	0.39857095009489785	0.5554315060846265	0.5673774701350899	0.42022998771910236	0.5103271184548398	0.3226526738863459	0.35860221056157193	0.6239812437199955	0.4412191582002903	0.6190688846712069	0.5341074020319303	0.4073908674779502	0.5256224182203862	0.6029920732388077	0.7896617170927765	0.2754270403036731	0.5446019872725243	0.3462096684157642	0.5361170034609802	0.5734062744222396	0.5581109746566931	0.6285586691972759	0.5016188455956235	0.8467120687730267	0.5669308920397454	0.5593390644188903	0.4091771798593279	0.7377470135089874	0.8304119682929553	0.7264709166015407	0.15663726694205649	0.5063079155967399	0.4395444903427487	0.0	0.5610137322764318	0.5342190465557665	0.568605559897287	0.6037735849056604	0.6575862453946634	0.3698783074690186	0.46622753153957797	0.46231997320531426	0.6227531539577984	0.5515239477503628	0.5218265044099587	0.6546834877749247	0.5395779836998995	0.5841241487105058	0.445126716534554	0.599084514904544	0.494696885117785	0.5189237467902199	0.8158981801942615	0.32220609579100146	0.614938037289271	0.5689404934687954	0.5617952439432846	0.40627442223958915	0.5047448922630345	0.32723009936362624	0.6249860444345204	0.6503293513453166	0.6070112760969074	0.18711622194931338	0.5441554091771799	0.4095121134308362	0.45629116891816457	0.6949871608797589	0.537903315842358	0.25689404934687954	0.4416657362956347	0.6333593837222284	0.5511890141788546	0.4897845260689963	0.48107625320978004	0.6965501842134644	0.6671876744445685	0.7485765323210897	0.5575527520375125	0.5318745115552083	0.7551635592274198	0.4455732946298984	0.35536451937032487	0.3186334710282461	0.8248297421011499	0.40102712961929216	0.2654906776822597	0.47303784749358047	0.6608239365859104	0.7408730601763983	0.5910461091883443	0.5383498939377024	0.8407949090097131	0.6016523389527744	0.5900413084738193	0.5462766551300658	0.6886234230211008	0.48096460868594393	0.5565479513229876	0.5059729820252317	0.6746678575415875	0.865021770682148	0.3570391872278665	0.43675337724684604	0.7947973651892375	0.7360723456514457	0.5585575527520376	0.5701685832309925	0.6459752149157084	0.5603438651334152	0.5248409065535335	0.7608574299430613	0.5201518365524171	0.46924193368315287	0.6346991180082617	0.5968516244278218	0.9205090990286926	0.3880763648543039	0.6389416099140337	0.4896728815451602	0.5668192475159094	0.5047448922630345	0.6121469241933684
