	Vil1.01B.FP11	Lyz2.02B.FP222.S70	Itg.22.FP518.S21	Vil1.03B.FP35	Vil1.13B.FP153	Vil1.07B.FP82	Lyz2.07B.FP283.S81	Itg.20.FP508.S11	Vil1.10B.FP115	Vil1.10B.FP116	Vil1.04B.FP46	Vil1.14B.FP163	Lyz2.06B.FP271.S69	Vil1.02B.FP22	Lyz2.01B.FP210.S58	Vil1.05B.FP58	Lyz2.07B.FP282.S80	Itg.16.FP484.S87	Vil1.05B.FP60	Lyz2.01B.FP212.S60	Vil1.09B.FP105	Vil1.05B.FP59	Vil1.08B.FP92	Itg.20.FP507.S10	Vil1.04B.FP48	Lyz2.03B.FP234.S82	Vil1.04B.FP47	Itg.24.FP530.S33	Vil1.03B.FP36	Itg.02.FP412.S12	Lyz2.02B.FP224.S72	Lyz2.05B.FP259.S56	Itg.04.FP422.S22	Itg.20.FP506.S9	Vil1.09B.FP104	Itg.26.FP544.S48	Vil1.13B.FP152	Itg.10.FP460.S62	Vil1.14B.FP164	Itg.06.FP434.S35	Itg.18.FP496.S99	Itg.24.FP531.S34	Itg.02.FP410.S10	Itg.06.FP436.S37	Vil1.03B.FP34	Vil1.07B.FP83	Vil1.01B.FP12	Itg.26.FP543.S47	Vil1.10B.FP117	Itg.26.FP542.S46	Itg.16.FP482.S85	Itg.12.FP471.S73	Lyz2.08B.FP294.S92	Vil1.06B.FP72	Vil1.02B.FP24	Lyz2.05B.FP260.S57	Itg.04.FP423.S23	Itg.12.FP472.S74	Lyz2.04B.FP246.S43	Vil1.14B.FP165	Lyz2.06B.FP270.S68	Vil1.07B.FP84	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Itg.08.FP448.S49	Vil1.13B.FP151	Vil1.01B.FP10	Itg.04.FP424.S24	Itg.08.FP446.S47	Vil1.06B.FP71	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.FP284.S82	Itg.10.FP459.S61	Itg.12.FP470.S72	Itg.10.FP458.S60	Lyz2.08B.FP296.S95	Itg.16.FP483.S86	Lyz2.03B.FP236.S84	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Lyz2.05B.FP258.S55	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Itg.22.FP520.S23	Vil1.08B.FP91	Vil1.06B.FP70	Vil1.08B.FP93	Itg.08.FP447.S48	Itg.18.FP494.S97	Vil1.09B.FP103	Lyz2.06B.FP272.S70	Itg.18.FP495.S98	SLCFP072	LYZFP308	LYZFP307	LYZFP331	SLCFP131	SLCFP078	SLCFP070	SLCFP023	SLCFP022	LYZFP355	LYZFP319	SLCFP005	SLCFP024	SLCFP053	LYZFP320	SLCFP095	SLCFP077	LYZFP356	LYZFP354	SLCFP112	LYZFP332	LYZFP306	SLCFP071	SLCFP004	SLCFP094	SLCFP052	SLCFP076	LYZFP330	SLCFP054	SLCFP114	SLCFP006	LYZFP343	SLCFP132	LYZFP344	LYZFP342	SLCFP096	LYZFP318	SLCFP148	SLCFP166	SLCFP150	SLCFP167	SLCFP149
Vil1.01B.FP11	0.0	0.4053812660489003	0.6584794015853522	0.502065423690968	0.8869040973540248	0.5860221056157195	0.34274868817684495	0.5089873841688065	0.6543485542034163	0.629786758959473	0.5639164898961706	0.6376018756280004	0.555878084179971	0.5294183320308139	0.44847605224963716	0.47292620296974436	0.35491794127498044	0.5673774701350899	0.4242491905772022	0.34665624651110866	0.6393881880093781	0.37579546723233226	0.6230880875293067	0.48922630344981577	0.5545383498939377	0.4464664508205872	0.5755275203751256	0.8094227978117673	0.3305794350787094	0.719437311599866	0.32030813888578763	0.5931673551412303	0.4907893267835213	0.6132633694317293	0.6620520263481077	0.6459752149157084	0.885006140448811	0.6632801161103048	0.6378251646756726	0.262699564586357	0.72993189684046	0.854527185441554	0.7429943061292844	0.2886010941163336	0.4876632801161103	0.3789215138997432	0.28614491459193925	0.6111421234788433	0.6273305794350788	0.6152729708607793	0.6340292508652451	0.6723233225410293	0.2523166238695992	0.5365635815563247	0.5441554091771799	0.6205202634810763	0.4720330467790555	0.6218599977671095	0.6587026906330244	0.6326895165792118	0.5742994306129284	0.5178073015518588	0.6020989170481188	0.4034833091436865	0.617170927765993	0.8558669197275873	0.12001786312381378	0.6411745003907559	0.6456402813442	0.5142346767891035	0.25175840125041865	0.45093223177403147	0.3199732053142793	0.6479848163447582	0.6480964608685944	0.5903762420453277	0.37199955342190466	0.5899296639499833	0.4608685943954449	0.37177626437423245	0.7569498716087976	0.6034386513341521	0.17896617170927767	0.4913475494027018	0.6578095344423356	0.6560232220609579	0.5979680696661829	0.4758289605894831	0.6817014625432622	0.6562465111086301	0.7317182092218377	0.6837110639723122	0.5677124037065981	0.7423244389862678	0.5350005582226192	0.5175840125041866	0.36451937032488557	0.7939042089985486	0.5068661382159205	0.40102712961929216	0.4875516355922742	0.7033605001674668	0.7291503851736072	0.6042201630010048	0.5408060734620966	0.8678128837780507	0.6995645863570392	0.6362621413419671	0.5149045439321202	0.7069331249302222	0.4322875962934018	0.643407390867478	0.3650775929440661	0.7402031930333817	0.8564251423467679	0.2982025231662387	0.4934687953555878	0.8161214692419336	0.7582896058948309	0.6130400803840571	0.4847605224963715	0.6651780730155186	0.6639499832533214	0.6437423244389863	0.8002679468572067	0.44211231439097914	0.5916043318075248	0.6198503963380596	0.5614603103717762	0.9397119571285029	0.5104387629786759	0.7054817461203527	0.47493580439879424	0.5547616389416099	0.5946187339510997	0.502177068214804
Lyz2.02B.FP222.S70	0.4053812660489003	0.0	0.7290387406497711	0.5320978006028805	0.9046555766439656	0.7834096237579546	0.5454951434632132	0.7740314837557217	0.7715753042313275	0.7934576309032042	0.7490231104164341	0.8051803059059953	0.7369655018421346	0.7319414982695098	0.05984146477615273	0.17650999218488334	0.5434855420341632	0.7638718320866361	0.5960701127609691	0.16545718432510886	0.811097465669309	0.2314390979122474	0.7950206542369097	0.7510327118454839	0.7693424137546053	0.35101038294071674	0.7565032935134531	0.8222619180529195	0.4897845260689963	0.8351010382940717	0.22864798481634477	0.777380819470805	0.18845595623534667	0.8081947080495702	0.8125488444791783	0.7941274980462208	0.9023110416434074	0.7620855197052585	0.7945740761415653	0.35112202746455284	0.790108295188121	0.8695991961594284	0.8304119682929553	0.45238361058390086	0.569610360611812	0.6200736853857318	0.508429161549626	0.735179189460757	0.8091995087640951	0.7153064642179301	0.8135536451937032	0.7831863347102824	0.3342637043653009	0.7072680585017305	0.7663280116110305	0.7845260689963157	0.36652897175393545	0.7717985932789997	0.6902980908786424	0.8073015518588813	0.6717650999218489	0.721446913028916	0.6361504968181311	0.047895500725689405	0.7399799039857095	0.8739533325890365	0.382940716757843	0.6696438539689629	0.7562800044657809	0.7259126939823601	0.2603550295857988	0.28770793792564475	0.5500725689404935	0.7163112649324551	0.737300435413643	0.6566930892039745	0.5868036172825722	0.795355587808418	0.5470581667969187	0.0688846712068773	0.8521826504409958	0.7845260689963157	0.42145807748129954	0.7323880763648543	0.7213352685050798	0.7645416992296528	0.7491347549402702	0.602322206095791	0.8567600759182762	0.7389751032711845	0.802724126381601	0.8135536451937032	0.773249972088869	0.8055152394775036	0.7551635592274198	0.6183990175281903	0.6168359941944848	0.8415764206765658	0.7637601875628001	0.5095456067879871	0.6499944177738082	0.823824941386625	0.7895500725689405	0.7031372111197945	0.6357039187227866	0.8970637490231104	0.8210338282907224	0.8299653901976108	0.5556547951322988	0.7195489561237022	0.22887127386401698	0.7636485430389639	0.2008484983811544	0.8842246287819583	0.8651334152059842	0.5271854415540917	0.6413977894384281	0.836440772580105	0.7958021659037624	0.7533772468460422	0.18532990956793569	0.7959138104275986	0.8880205425923858	0.8351010382940717	0.8423579323434186	0.4952551077369655	0.8186892932901642	0.6949871608797589	0.6062297644300547	0.9516579211789662	0.5941721558557552	0.920955677124037	0.5702802277548287	0.6575862453946634	0.75315395779837	0.7486881768449257
Itg.22.FP518.S21	0.6584794015853522	0.7290387406497711	0.0	0.5281902422686168	0.7147482415987496	0.8030590599531093	0.7052584570726805	0.5303114882215028	0.5692754270403036	0.5830077034721447	0.6235346656246511	0.6077927877637602	0.39834766104722563	0.4986044434520487	0.7428826616054482	0.7031372111197945	0.6853857318298537	0.6321312939600313	0.5727364072792229	0.6556882884894496	0.6398347661047226	0.5827844144244725	0.7276990063637379	0.5045216032153623	0.5422574522719661	0.624539466339176	0.5773138327565033	0.31271631126493243	0.5006140448810986	0.2485207100591716	0.6467567265825611	0.6197387518142236	0.5945070894272636	0.6127051468125488	0.6362621413419671	0.3560343865133415	0.6714301663503405	0.29529976554649995	0.46723233225410293	0.6980015630233337	0.37054817461203526	0.38305236128167913	0.23757954672323323	0.553868482750921	0.46187339510996983	0.6899631573071341	0.5967399799039858	0.3762420453276767	0.6219716422909456	0.25443786982248523	0.7399799039857095	0.46734397677793904	0.6754493692084403	0.655018421346433	0.4527185441554092	0.5072010717874288	0.4110751367645417	0.5571061739421681	0.5965166908563135	0.5248409065535335	0.3531316288936028	0.666629451825388	0.6024338506196271	0.6984481411186781	0.34341855531986154	0.6305682706263258	0.6614938037289271	0.2959696326895166	0.49625990845149043	0.6832644858769678	0.6947638718320867	0.5996427375237244	0.6412861449145919	0.25320978006028805	0.48799821368761864	0.2904990510215474	0.6353689851512784	0.6897398682594619	0.5134531651222507	0.686725466115887	0.1949313386178408	0.6281120911019314	0.5908228201406721	0.4861002567824048	0.23300212124595288	0.1665736295634699	0.6716534553980127	0.6651780730155186	0.8003795913810428	0.41219158200290273	0.4527185441554092	0.640281344200067	0.39622641509433965	0.42704030367310486	0.36239812437199953	0.645528636820364	0.5317628670313721	0.7504744892263034	0.4284916824829742	0.5529753265602322	0.3536898515127833	0.6718767444456849	0.6627218934911243	0.7091660154069442	0.5859104610918835	0.4589706374902311	0.6731048342078821	0.37010159651669083	0.6005358937144133	0.35648096460868595	0.6319080049123591	0.7275873618399018	0.7212236239812437	0.4884447917829631	0.7872055375683823	0.5508540806073462	0.2969744334040415	0.44077258010494585	0.4107402031930334	0.2896058948308585	0.7132968627888802	0.6588143351568606	0.5758624539466339	0.5235011722675003	0.37333928770793795	0.749916266607123	0.5376800267946857	0.7002344535000559	0.7644300547058167	0.5145696103606118	0.5899296639499833	0.816456402813442	0.427263592720777	0.6968851177849726	0.47247962487439993	0.6932008484983812
Vil1.03B.FP35	0.502065423690968	0.5320978006028805	0.5281902422686168	0.0	0.8876856090208776	0.8407949090097131	0.5984146477615273	0.6725466115887015	0.7637601875628001	0.7814000223289048	0.7810650887573964	0.811097465669309	0.5894830858546388	0.6716534553980127	0.5471698113207547	0.46499944177738084	0.6106955453834989	0.7872055375683823	0.5808864575192587	0.5335491794127498	0.826950988054036	0.4426705370101596	0.8151166685274087	0.6267723568158982	0.7926761192363515	0.43932120129507646	0.7761527297086078	0.6051133191916936	0.46109188344311713	0.690856313497823	0.5267388634587473	0.7006810315954003	0.49782293178519593	0.744668973986826	0.8288489449592498	0.6522273082505303	0.8841129842581221	0.6015406944289382	0.7850842916154963	0.49570168583230995	0.6460868594395445	0.6470916601540695	0.6303449815786536	0.44590822820140674	0.3462096684157642	0.6817014625432622	0.5375683822708496	0.6324662275315396	0.8088645751925868	0.5926091325220498	0.8627888802054259	0.711957128502847	0.5056380484537234	0.7466785754158759	0.6707602992073238	0.6428491682482974	0.44959249748799823	0.7492463994641063	0.4838673663056827	0.8022775482862565	0.5682706263257787	0.7797253544713632	0.43507870938930443	0.5172490789326784	0.632912805626884	0.8573182985374568	0.5135648096460869	0.4794015853522385	0.706821480406386	0.768002679468572	0.5045216032153623	0.44188902534330693	0.6095791001451378	0.568493915373451	0.6860555989728704	0.5459417215585576	0.5835659260913252	0.8388969521044993	0.35502958579881655	0.5209333482192698	0.6721000334933571	0.7403148375572178	0.4718097577313833	0.6650664284916825	0.526403929887239	0.5451602098917048	0.7790554873283465	0.6541252651557441	0.8585463882996539	0.6305682706263258	0.7729150385173608	0.8345428156748912	0.6278888020542592	0.734174388746232	0.6132633694317293	0.5968516244278218	0.46991180082616946	0.8546388299653902	0.7375237244613152	0.4702467343976778	0.517918946075695	0.7841911354248075	0.7175393546946522	0.7643184101819805	0.4664508205872502	0.7615272970860779	0.78899184994976	0.7323880763648543	0.3879647203304678	0.5708384503740092	0.49034274868817684	0.8278441442447247	0.5344423356034387	0.7558334263704365	0.8853410740203193	0.37970302556659596	0.5300881991738305	0.7358490566037735	0.7058166796918611	0.6293401808641286	0.5076476498827732	0.8241598749581333	0.8318633471028246	0.7810650887573964	0.6958803170704477	0.5307580663168472	0.7795020654236909	0.746790219939712	0.6620520263481077	0.7808417997097242	0.6254326225298649	0.8940493468795355	0.4579658367757061	0.716199620408619	0.6787987049235235	0.7532656023222061
Vil1.13B.FP153	0.8869040973540248	0.9046555766439656	0.7147482415987496	0.8876856090208776	0.0	0.9110193145026236	0.8978452606899632	0.8261694763871832	0.8500614044881099	0.8689293290164117	0.8056268840013397	0.856536786870604	0.7311599866026571	0.8179077816233113	0.9081165568828848	0.8919281009266495	0.9025343306910796	0.8337613040080384	0.8726135983030032	0.8982918387853076	0.9042089985486212	0.8413531316288936	0.889248632354583	0.806966618287373	0.7137434408842246	0.9043206430724573	0.7243496706486546	0.7236798035056381	0.790108295188121	0.711957128502847	0.8939377023556995	0.888132187116222	0.7709054370883108	0.8509545606787987	0.8948308585463883	0.7926761192363515	0.19749916266607123	0.7143016635034052	0.7699006363737859	0.8951657921178966	0.7273640727922296	0.7243496706486546	0.7232332254102937	0.8726135983030032	0.8837780506866139	0.9016411745003907	0.8447024673439768	0.7402031930333817	0.8918164564028135	0.726805850173049	0.9235235011722674	0.739533325890365	0.8875739644970414	0.880763648543039	0.780506866138216	0.889248632354583	0.7235681589818019	0.8202523166238695	0.9044322875962933	0.8173495590041309	0.7891034944735961	0.8672546611588702	0.9071117561683599	0.8971753935469465	0.7147482415987496	0.3150608462654907	0.8947192140225522	0.7191023780283577	0.7972535447136317	0.8643519035391314	0.8894719214022552	0.9033158423579324	0.8877972535447136	0.719437311599866	0.7492463994641063	0.7218934911242604	0.8704923523501172	0.8694875516355923	0.8962822373562577	0.8988500614044881	0.7203304677905549	0.8932678352126828	0.8826616054482528	0.8071899073350453	0.7218934911242604	0.7139667299318968	0.8694875516355923	0.891369878307469	0.9067768225968517	0.7213352685050798	0.7407614156525623	0.8885787652115664	0.7422127944624316	0.7385285251758401	0.7130735737412079	0.8281790778162331	0.8706039968739533	0.949313386178408	0.6959919615942838	0.832309925198169	0.6429608127721336	0.897621971642291	0.8719437311599866	0.9058836664061628	0.8984034833091437	0.7539354694652227	0.9019761080718991	0.698336496594842	0.9006363737858658	0.7284805180305906	0.8567600759182762	0.8946075694987161	0.9049905102154739	0.7671095232778832	0.9569052137992632	0.8854527185441554	0.6664061627777158	0.7234565144579659	0.7147482415987496	0.6987830746901864	0.8833314725912694	0.9066651780730155	0.7553868482750921	0.8208105392430501	0.7158646868371107	0.906106955453835	0.7388634587473485	0.889248632354583	0.9096795802165903	0.7755945070894272	0.8694875516355923	0.8843362733057943	0.8336496594842023	0.895612370213241	0.7666629451825387	0.7972535447136317
Vil1.07B.FP82	0.5860221056157195	0.7834096237579546	0.8030590599531093	0.8407949090097131	0.9110193145026236	0.0	0.45841241487105056	0.7188790889806855	0.6135983030032377	0.6131517249078933	0.312269733169588	0.7221167801719326	0.6322429384838674	0.5921625544267054	0.8177961370994753	0.8556436306799151	0.4591939265379033	0.3613933236574746	0.6556882884894496	0.762755386848275	0.6591492687283689	0.7793904208998549	0.7524840906553534	0.6898515127832979	0.49291057273640726	0.8386736630568271	0.29541141007033606	0.8806520040192028	0.62241822038629	0.8232667187674445	0.7429943061292844	0.35402478508429164	0.8727252428268394	0.805850173049012	0.592832421569722	0.7384168806520041	0.9086747795020654	0.7397566149380372	0.6731048342078821	0.5342190465557665	0.7061516132633694	0.8831081835435972	0.8319749916266607	0.6980015630233337	0.6351456961036062	0.2740873060176398	0.696215250641956	0.686725466115887	0.6899631573071341	0.7328346544601987	0.3151724907893268	0.45584459082282014	0.6102489672881545	0.4628781958244948	0.6698671430166351	0.47906665178073016	0.8560902087752595	0.4869934129730937	0.8644635480629675	0.7134085073127163	0.7112872613598303	0.4984927989282126	0.868147817349559	0.796360388522943	0.6624986044434521	0.9025343306910796	0.5933906441889025	0.8479401585352239	0.4531651222507536	0.386066763425254	0.6125935022887128	0.8479401585352239	0.4529418332030814	0.7493580439879424	0.40828402366863903	0.7170927765993078	0.6961036061181199	0.3172937367422128	0.8366640616277772	0.7562800044657809	0.8298537456737747	0.33493357150831754	0.6200736853857318	0.6072345651445796	0.798593278999665	0.7790554873283465	0.7419895054147594	0.5029585798816568	0.797476833761304	0.5208217036954338	0.47125153511220275	0.6228647984816345	0.6397231215808865	0.5653678687060399	0.7768225968516245	0.8163447582896058	0.6806966618287373	0.6398347661047226	0.7386401696996763	0.8153399575750809	0.7923411856648431	0.41185664843139447	0.4053812660489003	0.3942168136652897	0.797476833761304	0.8924863235458301	0.42290945629116894	0.7617505861337501	0.8275092106732165	0.8731718209221838	0.8471586468683711	0.36820363961147706	0.6794685720665401	0.709947527073797	0.8613375013955565	0.683599419448476	0.7905548732834654	0.8393435301998436	0.841688065200402	0.7927877637601876	0.8717204421123144	0.38182427151948195	0.8100926649547839	0.6559115775371218	0.8284023668639053	0.402925086524506	0.7714636597074913	0.38852294294964834	0.40839566819247514	0.9580216590376242	0.7313832756503293	0.8463771352015184	0.6583677570615162	0.3651892374679022	0.5063079155967399	0.35413642960812775
Lyz2.07B.FP283.S81	0.34274868817684495	0.5454951434632132	0.7052584570726805	0.5984146477615273	0.8978452606899632	0.45841241487105056	0.0	0.5103271184548398	0.5950653120464441	0.5805515239477503	0.4195601205760857	0.7270291392207212	0.617170927765993	0.5276320196494362	0.5887015741877861	0.6195154627665513	0.07937925644747125	0.46153846153846156	0.5026236463101484	0.5277436641732723	0.6351456961036062	0.5312046444121916	0.6393881880093781	0.48453723344869937	0.4837557217818466	0.5813330356146031	0.4221279446243162	0.8209221837668862	0.3687618622306576	0.7810650887573964	0.4932455063079156	0.5094339622641509	0.6293401808641286	0.5842357932343418	0.5635815563246622	0.7223400692196048	0.8957240147370772	0.721446913028916	0.6674109634922407	0.2580104945852406	0.6853857318298537	0.8659149268728369	0.7648766328011611	0.44211231439097914	0.418778608909233	0.28904767221167804	0.426147147482416	0.6492129061069555	0.6419560120576085	0.6657362956346992	0.5095456067879871	0.5197052584570727	0.3996873953332589	0.46980015630233335	0.6419560120576085	0.5242826839343531	0.6134866584794015	0.5011722675002791	0.6684157642067656	0.7144133080272412	0.5947303784749358	0.4719214022552194	0.6261024896728815	0.5483979010829518	0.6233113765769789	0.867143016635034	0.33761304008038406	0.6568047337278107	0.5087640951211343	0.4626549067768226	0.41565256224182207	0.5960701127609691	0.17271407837445574	0.6781288377805069	0.49949759964273754	0.5891481522831306	0.49302221726024337	0.4914591939265379	0.5836775706151613	0.5086524505972982	0.8040638606676342	0.5114435636932009	0.33716646198503963	0.548621190130624	0.6830411968292955	0.7127386401696997	0.6539019761080719	0.37300435413642963	0.7062632577872056	0.48654683487774925	0.5616835994194485	0.6102489672881545	0.6588143351568606	0.5687172044211232	0.5921625544267054	0.587585128949425	0.5151278329797924	0.6343641844367534	0.5427040303673105	0.5681589818019426	0.5034051579770012	0.5531986156079044	0.5563246622753154	0.47259126939823604	0.5965166908563135	0.8825499609244166	0.5571061739421681	0.5750809422797811	0.5997543820475606	0.7095009489784526	0.592832421569722	0.5172490789326784	0.4426705370101596	0.7887685609020878	0.8579881656804734	0.5235011722675003	0.5381266048900302	0.8219269844814112	0.7587361839901753	0.6208551970525845	0.6294518253879647	0.5439321201295076	0.6791336384950318	0.7145249525510774	0.8142235123367199	0.3405157977001228	0.5758624539466339	0.4708049570168583	0.3804845372334487	0.9431729373674221	0.5629116891816457	0.7349559004130848	0.437758177961371	0.40794909009713076	0.5143463213129396	0.3382829072234007
Itg.20.FP508.S11	0.5089873841688065	0.7740314837557217	0.5303114882215028	0.6725466115887015	0.8261694763871832	0.7188790889806855	0.5103271184548398	0.0	0.7009043206430725	0.7041420118343196	0.581221391090767	0.6744445684939153	0.5299765546499944	0.5190353913140561	0.7961370994752708	0.7438874623199732	0.5328793122697332	0.5654795132298761	0.5515239477503628	0.6710952327788322	0.690856313497823	0.6138215920509099	0.6242045327676677	0.12493022217260244	0.535893714413308	0.6401696996762308	0.6014290499051022	0.6871720442112315	0.5079825834542816	0.5276320196494362	0.625544267053701	0.6246511108630122	0.6958803170704477	0.3708831081835436	0.7342860332700681	0.5556547951322988	0.8227084961482639	0.5775371218041755	0.6438539689628223	0.6215250641956012	0.7063749023110416	0.7310483420788211	0.6225298649101262	0.47292620296974436	0.6408395668192475	0.5880317070447695	0.47337278106508873	0.5464999441777381	0.7103941051691415	0.5539801272747572	0.6946522273082505	0.6313497822931785	0.5746343641844368	0.6229764430054706	0.5032935134531651	0.6829295523054594	0.6547951322987607	0.5962934018086413	0.6937590711175616	0.6533437534888914	0.5795467232332254	0.5977447806185107	0.6930892039745451	0.7397566149380372	0.5521938148933795	0.7936809199508764	0.568605559897287	0.6250976889583566	0.5972982025231662	0.6323545830077034	0.6186223065758625	0.6285586691972759	0.5314279334598638	0.6003126046667411	0.644523836105839	0.6144914591939266	0.4861002567824048	0.617059283242157	0.5865803282349	0.7235681589818019	0.5986379368091995	0.620185329909568	0.44278218153399573	0.4667857541587585	0.5794350787093893	0.5187004577425477	0.6085742994306129	0.6700904320643073	0.6876186223065759	0.643407390867478	0.7222284246957686	0.7485765323210897	0.5300881991738305	0.7262476275538685	0.36820363961147706	0.5797700122808976	0.4655576643965613	0.9199508764095121	0.3458747348442559	0.5069777827397566	0.432510885341074	0.734174388746232	0.7748129954225745	0.6950988054035949	0.6401696996762308	0.7484648877972535	0.7226750027911131	0.40024561795243946	0.6916378251646756	0.6849391537345093	0.6317963603885229	0.7063749023110416	0.7749246399464106	0.5640281344200067	0.9554538349893937	0.5066428491682483	0.45048565367868704	0.7164229094562912	0.6511108630121692	0.49279892821257115	0.7260243385061963	0.7649882773249972	0.5059729820252317	0.5697220051356481	0.6892932901641174	0.7853075806631685	0.35391314056045553	0.732164787317182	0.8004912359048789	0.8227084961482639	0.6137099475270738	0.5977447806185107	0.599084514904544	0.7070447694540583	0.5604555096572513	0.5419225187004577
Vil1.10B.FP115	0.6543485542034163	0.7715753042313275	0.5692754270403036	0.7637601875628001	0.8500614044881099	0.6135983030032377	0.5950653120464441	0.7009043206430725	0.0	0.19158200290275762	0.48308585463882997	0.48822150273529086	0.7023556994529419	0.4259238584347438	0.8208105392430501	0.8057385285251758	0.5719548956123702	0.4360835101038294	0.49581333035614605	0.6367087194373116	0.46522273082505305	0.7180975773138327	0.7298202523166238	0.7558334263704365	0.40605113319191694	0.8033939935246176	0.5373450932231774	0.710952327788322	0.479959807971419	0.5235011722675003	0.6890700011164452	0.45718432510885343	0.8087529306687506	0.6795802165903763	0.3191916936474266	0.4511555208217037	0.8415764206765658	0.591827620855197	0.3936585910461092	0.5945070894272636	0.6439656134866585	0.8282907223400692	0.6948755163559227	0.5451602098917048	0.5212682817907781	0.5639164898961706	0.5573294629898403	0.5251758401250418	0.2702913922072122	0.5366752260801607	0.5188121022663839	0.5078709389304454	0.7232332254102937	0.4311711510550407	0.4914591939265379	0.39711957128502845	0.8052919504298314	0.41252651557441106	0.8528525175840125	0.4454616501060623	0.5716199620408619	0.4415540917717986	0.8515127832979792	0.7590711175616836	0.48543038963938817	0.8459305571061739	0.650887573964497	0.7822931785195936	0.44468013843920956	0.5128949425030702	0.7240147370771464	0.7729150385173608	0.5030702244054929	0.6534553980127275	0.512560008931562	0.6541252651557441	0.6362621413419671	0.4781734955900413	0.7182092218376689	0.7231215808864575	0.6161661270514681	0.43072457295969635	0.5766439656134866	0.5211566372669421	0.7642067656581445	0.6146031037177626	0.6278888020542592	0.5422574522719661	0.777380819470805	0.5583342637043653	0.5862453946633918	0.21837668862342302	0.5824494808529641	0.590711175616836	0.5888132187116222	0.6131517249078933	0.697220051356481	0.5526403929887239	0.658144468013844	0.6216367087194373	0.6724349670648655	0.5115552082170369	0.5247292620296975	0.5613486658479402	0.7983699899519928	0.8371106397231216	0.46779055487328347	0.6800267946857207	0.820698894719214	0.8413531316288936	0.7786089092330021	0.47683376130400806	0.6676342525399129	0.6543485542034163	0.7332812325555431	0.7366305682706263	0.6617170927765993	0.8198057385285252	0.8170146254326225	0.7071564139778944	0.8495031818689294	0.4212347884336273	0.6543485542034163	0.5212682817907781	0.7686725466115887	0.6351456961036062	0.6291168918164564	0.5757508094227978	0.64764988277325	0.9121357597409847	0.5631349782293179	0.7197722451713744	0.5435971865579994	0.5727364072792229	0.45450485653678685	0.5985262922853634
Vil1.10B.FP116	0.629786758959473	0.7934576309032042	0.5830077034721447	0.7814000223289048	0.8689293290164117	0.6131517249078933	0.5805515239477503	0.7041420118343196	0.19158200290275762	0.0	0.4590822820140672	0.42893826057831863	0.6829295523054594	0.3943284581891258	0.8453723344869934	0.8154516020989171	0.557999330132857	0.43485542034163227	0.46578095344423354	0.6660712292062074	0.36273305794350785	0.724684604220163	0.6589259796806967	0.735290833984593	0.4109634922407056	0.7990398570950095	0.5293066875069777	0.7384168806520041	0.46723233225410293	0.5513006587026906	0.6636150496818131	0.482081053924305	0.8380037959138105	0.6498827732499721	0.2586803617282572	0.45807748129954223	0.8612258568717205	0.6034386513341521	0.35402478508429164	0.5787652115663726	0.6668527408730601	0.8541922518700458	0.6838227084961482	0.5597856425142347	0.5272970860779279	0.5366752260801607	0.564363067991515	0.5336608239365859	0.15954002456179525	0.5405827844144244	0.4950318186892933	0.5056380484537234	0.6966618287373004	0.4090655353354918	0.4759406051133192	0.40415317628670316	0.8336496594842023	0.41654571843251087	0.8532990956793569	0.38707156413977895	0.5757508094227978	0.36943172937367424	0.8546388299653902	0.7822931785195936	0.5153511220274646	0.8729485318745116	0.6238695991961595	0.7968069666182874	0.4797365189237468	0.48520710059171596	0.7058166796918611	0.7769342413754605	0.48397901082951883	0.6765658144468014	0.5351122027464553	0.6799151501618845	0.6262141341967177	0.4670090432064307	0.7150831751702579	0.7389751032711845	0.6254326225298649	0.45048565367868704	0.5691637825164676	0.4933571508317517	0.7648766328011611	0.6108071899073351	0.5609020877525958	0.49056603773584906	0.690856313497823	0.576978899184995	0.5903762420453277	0.25823378363291283	0.5631349782293179	0.6073462096684158	0.5786535670425366	0.6278888020542592	0.6798035056380485	0.5490677682259685	0.6331360946745562	0.6723233225410293	0.6684157642067656	0.49927431059506533	0.5462766551300658	0.5998660265713966	0.7970302556659595	0.8321982806743329	0.45975214915708384	0.6589259796806967	0.8273975661493804	0.8703807078262811	0.7882103382829072	0.518030590599531	0.6886234230211008	0.620185329909568	0.72993189684046	0.7138550854080608	0.6522273082505303	0.8393435301998436	0.8113207547169812	0.6938707156413978	0.8655799933013286	0.4321759517695657	0.6063414089538908	0.49938595511890144	0.7762643742324439	0.6553533549179412	0.6179524394328458	0.5880317070447695	0.670983588254996	0.9170481187897733	0.5505191470358379	0.6506642849168248	0.5442670537010159	0.5564363067991515	0.46868371106397233	0.5946187339510997
