NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01782	55	9.721961975097656	0.05761989	No	
row_1	K01825	56	9.721961975097656	0.12904847	No	
row_2	K00626	1099	6.851698398590088	-0.061134826	No	
row_3	K01582	1176	6.532844066619873	-0.008787346	No	
row_4	K00128	1867	5.138759136199951	-0.11059503	No	
row_5	K00290	2587	3.331786632537842	-0.21968366	No	
row_6	K01843	3261	1.828018069267273	-0.31722322	Yes	
row_7	K01034	3266	1.8173189163208008	-0.2467989	Yes	
row_8	K01035	3267	1.8173189163208008	-0.17537034	Yes	
row_9	K00658	3526	0.8991218209266663	-0.16871706	Yes	
row_10	K00824	3568	0.7573378682136536	-0.10758223	Yes	
row_11	K00135	3681	0.414715975522995	-0.06427316	Yes	
row_12	K00164	3778	0.25234735012054443	-0.016947024	Yes	
row_13	K01692	3808	0.15038706362247467	0.047200605	Yes	
