NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00216	7	9.721961975097656	0.08915295	Yes	
row_1	K01252	36	9.721961975097656	0.17303745	Yes	
row_2	K02363	71	9.721961975097656	0.2554167	Yes	
row_3	K02364	72	9.721961975097656	0.34632578	Yes	
row_4	K04781	237	9.721961975097656	0.39609087	Yes	
row_5	K04783	238	9.721961975097656	0.48699996	Yes	
row_6	K04785	239	9.721961975097656	0.57790905	Yes	
row_7	K04786	240	9.721961975097656	0.6688182	Yes	
row_8	K04784	830	9.45014476776123	0.61196005	No	
row_9	K02552	3379	1.418702483177185	0.063631825	No	
row_10	K02361	3455	1.211964726448059	0.13572507	No	
