NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02399	73	9.721961975097656	0.008592684	No	
row_1	K02402	74	9.721961975097656	0.03561971	No	
row_2	K02403	75	9.721961975097656	0.06264674	No	
row_3	K02423	76	9.721961975097656	0.089673765	No	
row_4	K04562	1544	5.939109802246094	-0.25375378	No	
row_5	K02391	1591	5.820183753967285	-0.2383429	No	
row_6	K02556	2121	4.509781837463379	-0.34490174	No	
row_7	K02557	2211	4.280148029327393	-0.34034947	No	
row_8	K02401	2266	4.087284564971924	-0.3269588	No	
row_9	K02421	2273	4.045776844024658	-0.3014469	No	
row_10	K02388	2614	3.3127472400665283	-0.3602785	Yes	
row_11	K02406	2686	3.2419140338897705	-0.35118076	Yes	
row_12	K02390	2796	3.0396101474761963	-0.35167897	Yes	
row_13	K02392	2811	3.016937255859375	-0.3281873	Yes	
row_14	K02398	2986	2.65775203704834	-0.34509966	Yes	
row_15	K02410	3011	2.5892751216888428	-0.32413325	Yes	
row_16	K02417	3049	2.4987521171569824	-0.30644965	Yes	
row_17	K02396	3051	2.489581346511841	-0.27967516	Yes	
row_18	K02420	3055	2.4842846393585205	-0.2534057	Yes	
row_19	K02416	3059	2.478557586669922	-0.22713625	Yes	
row_20	K02408	3073	2.445847749710083	-0.20339204	Yes	
row_21	K02412	3074	2.4457037448883057	-0.17636502	Yes	
row_22	K02419	3075	2.4457037448883057	-0.14933799	Yes	
row_23	K02387	3079	2.431502103805542	-0.12306854	Yes	
row_24	K02411	3137	2.239018678665161	-0.110435456	Yes	
row_25	K02409	3147	2.175323009490967	-0.085681155	Yes	
row_26	K02389	3151	2.16953706741333	-0.0594117	Yes	
row_27	K02397	3202	2.032639980316162	-0.04501094	Yes	
row_28	K02418	3216	1.9952049255371094	-0.021266738	Yes	
row_29	K02394	3220	1.9688010215759277	0.0050027133	Yes	
row_30	K02422	3247	1.880502462387085	0.025464084	Yes	
row_31	K02386	3281	1.7362765073776245	0.044157777	Yes	
row_32	K02393	3282	1.7362765073776245	0.07118481	Yes	
row_33	K02407	3292	1.7049847841262817	0.09593911	Yes	
row_34	K02413	3332	1.5984934568405151	0.11311765	Yes	
row_35	K02400	3369	1.4601922035217285	0.13105376	Yes	
row_36	K02414	3530	0.8850134611129761	0.11767675	Yes	
