NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00128	1867	5.138759136199951	-0.37748027	Yes	
row_1	K00121	1997	4.852085590362549	-0.31893444	Yes	
row_2	K02588	2043	4.721109867095947	-0.23931487	Yes	
row_3	K02586	2048	4.702765941619873	-0.1494093	Yes	
row_4	K02591	2049	4.702765941619873	-0.058500193	Yes	
row_5	K00100	2437	3.6695401668548584	-0.06468092	Yes	
row_6	K04072	2763	3.1141061782836914	-0.055307195	Yes	
row_7	K01560	2995	2.6196134090423584	-0.022350937	Yes	
row_8	K00001	3048	2.4995076656341553	0.055512495	Yes	
row_9	K13953	3639	0.5858992338180542	-0.0015964741	Yes	
row_10	K13954	3716	0.3331722319126129	0.070245884	Yes	
