NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01607	42	9.721961975097656	0.04207351	Yes	
row_1	K02554	93	9.721961975097656	0.08213596	Yes	
row_2	K04073	223	9.721961975097656	0.10233918	Yes	
row_3	K05708	256	9.721961975097656	0.14692652	Yes	
row_4	K05709	257	9.721961975097656	0.1995581	Yes	
row_5	K05710	258	9.721961975097656	0.25218967	Yes	
row_6	K05711	259	9.721961975097656	0.30482125	Yes	
row_7	K05712	260	9.721961975097656	0.35745284	Yes	
row_8	K05713	261	9.721961975097656	0.41008443	Yes	
row_9	K05714	262	9.721961975097656	0.46271598	Yes	
row_10	K00529	1692	5.6130452156066895	0.1561218	No	
row_11	K00121	1997	4.852085590362549	0.13233307	No	
row_12	K00055	2596	3.3127472400665283	0.034637846	No	
row_13	K04072	2763	3.1141061782836914	0.04553991	No	
row_14	K00001	3048	2.4995076656341553	0.026778826	No	
row_15	K01821	3127	2.259716510772705	0.059802562	No	
row_16	K01666	3148	2.1745283603668213	0.10740649	No	
row_17	K13953	3639	0.5858992338180542	0.036860585	No	
row_18	K13954	3716	0.3331722319126129	0.07038709	No	
