NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K03823	1992	4.861187934875488	-0.40884003	No	
row_1	K03430	2590	3.328343629837036	-0.46770516	Yes	
row_2	K06162	2619	3.3127472400665283	-0.38382065	Yes	
row_3	K05780	2655	3.2942819595336914	-0.30169228	Yes	
row_4	K06163	2657	3.2942819595336914	-0.21103406	Yes	
row_5	K06164	2658	3.2942819595336914	-0.12012497	Yes	
row_6	K06166	2659	3.2942819595336914	-0.029215876	Yes	
row_7	K05306	2706	3.20249605178833	0.050152827	Yes	
row_8	K06165	2718	3.190025568008423	0.13830227	Yes	
row_9	K06167	3082	2.4197661876678467	0.13814262	Yes	
row_10	K06193	3201	2.032665252685547	0.1994481	Yes	
