OTU.ID	Mouse9A.DTT98	Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse10A.DTT109	Mouse9A.DTT100	Mouse10A.FP110	Mouse9A.DTT101	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse10A.FP109	Mouse3A.FP17	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse10A.FP111	Mouse8A.DTT90	Mouse2A.FP11	Mouse3A.FP18	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse9A.FP97	Mouse9A.FP98	Mouse6A.FP31	Mouse10A.DTT111	Mouse4A.FP22	Mouse1A.FP03	Mouse10A.DTT113	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse8A.FP87	Mouse2A.FP07	Mouse3A.FP13	Mouse9A.DTT102	Mouse10A.DTT112	Mouse1A.FP06	Mouse8A.FP85	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse10A.DTT114	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse10A.FP113	Mouse9A.FP102	Mouse1B.DTT14	Mouse8A.DTT85	Mouse3A.FP15	Mouse8A.DTT86	Mouse9A.FP101	Mouse10A.FP112	Mouse4A.FP20	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse8A.FP90	Mouse10A.FP114	Mouse3A.FP14	Mouse4A.FP21	Mouse8A.FP86	Mouse8A.DTT88	Mouse9A.FP99	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse8A.DTT89	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse8A.FP89	Mouse8A.DTT87	Mouse7A.DTT40	Mouse9A.FP100	Mouse5A.FP27	Mouse8A.FP88	taxonomy
913c718842e7f5a6b4efaa18f5fc02c7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
f93270766bc0ce6fe4487e622ee9efa4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
b4c9bc9315d2331ee859d99151ef4b46	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	48	24	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	42	8	0	0	0	0	0	0	0	0	0	0	0	2	13	11	6	9	0	11	0	0	0	0	0	0	0	0	NA
5ea47811a8275ec5dadade92ce4f0434	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	8	0	0	0	0	0	0	0	0	0	3	0	0	11	4	3	0	0	2	0	0	0	0	0	0	0	0	NA
7da6abb1135f87a952a882170df0ce0e	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
de45168364fd3b3487f0d079c9ffe5d8	0	0	0	7	0	0	7	0	0	0	0	4	0	0	3	0	0	0	4	0	1	0	1	0	11	0	0	15	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	4	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	4	0	0	0	2	0	0	2	5	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	NA
ec4075339e16f5cd45fd5a7955596899	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
e8760ab74d8bf916e7b9e6742d3fb1fd	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
8ada693664fde2b0ea99df4da8ee36bf	0	0	0	5	38	8	7	0	8	0	0	2	5	0	76	2	0	1	0	3	25	0	25	0	0	0	2	23	0	35	0	0	17	0	0	0	0	0	0	5	30	0	0	0	8	16	0	0	0	0	77	0	2	0	0	0	0	0	0	0	0	24	1	10	0	0	8	30	20	0	0	3	0	0	7	0	0	1	0	45	10	3	0	0	10	22	0	0	0	17	42	7	0	80	80	33	3	0	0	7	5	10	0	0	5	0	0	0	NA
7fae0a4914d95fd2426aa8a2ea9ef487	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
84be8fb224a05a9ff4dde9702032e1e6	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	5	0	5	9	29	0	6	7	5	0	0	0	0	0	0	7	2	1	4	0	0	0	0	10	0	2	0	0	7	0	0	0	2	0	3	8	0	0	0	4	0	0	0	0	0	0	4	7	10	0	0	0	5	1	0	0	0	0	5	0	0	0	5	0	34	6	0	0	0	0	1	9	0	3	2	0	0	0	3	5	37	0	0	0	0	3	9	3	6	0	0	0	0	NA
2c2018d4ecccfa3cb27b99a04c9222b1	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	NA
34942e2265fbf2f5c32c4a98cbed2d29	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	NA
6d84bd87f6387f8776d121a2b8ba2b6b	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	NA
47b2b1223d7d4207e0340988d37ca900	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
19645c06dec4a4cef0a42981aa3b8fb1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	NA
6b0ff3b95f5a0170f8cf05f2d648be69	0	0	0	3	53	7	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	4	0	0	3	8	67	0	2	0	0	9	0	0	0	0	0	0	4	0	0	0	0	3	2	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	34	0	4	0	0	0	13	12	0	0	0	0	0	0	0	2	0	0	100	12	4	0	0	10	27	0	0	0	9	0	0	0	309	46	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
d1c633647923cef0bc49e96ec24b5f20	0	0	0	3	7	9	0	0	0	0	0	2	3	0	4	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	22	0	2	0	0	12	27	0	0	0	0	0	0	0	0	0	3	2	2	10	0	0	17	0	65	0	0	0	0	9	0	16	0	6	34	0	0	0	5	0	0	0	0	0	0	43	3	0	0	0	13	0	2	0	0	10	20	0	0	6	0	27	4	0	0	0	0	0	0	NA
8253a32e37cc65a796a92ee67b50d870	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	NA
30ab808928dd752d7fc5e409c1ad226f	0	0	0	3	0	0	0	0	0	0	0	219	17	2	128	0	0	0	0	0	93	164	195	0	0	0	0	0	0	0	0	0	190	0	0	184	0	0	198	0	359	0	0	0	0	0	0	0	3	0	184	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	234	0	0	0	35	6	0	327	0	0	0	0	0	0	0	0	0	0	0	0	68	306	0	0	304	181	0	1	17	50	685	0	0	0	46	0	0	0	NA
68a8aa159486ec82617d0e6f4d6fbfab	0	0	0	3	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
e43cadf01bc378116a494927c947fa20	0	0	0	2	6	0	28	0	5	0	0	14	0	0	15	4	0	5	5	6	13	7	4	8	0	3	0	9	0	3	21	15	13	7	0	27	0	0	2	2	0	0	0	16	34	13	6	5	0	16	8	0	0	0	0	0	0	0	0	0	4	2	5	25	6	2	5	11	4	2	16	2	2	15	3	14	0	10	0	3	0	0	0	0	14	4	14	0	24	29	0	5	0	0	0	5	2	0	22	0	9	11	0	0	0	0	0	0	NA
8ef45ad4f5c8a05a95ded8e691c668e0	0	0	0	2	33	5	0	0	0	0	0	37	6	0	51	0	0	0	0	0	18	23	22	0	0	0	0	111	0	8	0	0	45	0	0	0	0	0	3	0	7	0	0	0	35	3	0	0	0	0	48	16	0	0	0	0	0	0	2	0	0	17	0	9	0	0	0	55	29	0	128	0	0	50	57	70	0	53	0	35	5	5	0	0	8	71	0	0	0	28	10	38	0	57	95	49	0	0	28	55	80	272	0	0	0	0	0	0	NA
2b5a24fa514cce4cfee06743f45aa749	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
82c60bcf0bbfabadce4c4cdca1bf5a3d	0	0	0	2	1	0	41	0	1	0	0	3	1	0	0	7	0	15	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	19	0	0	0	0	0	0	37	0	2	5	0	15	2	7	0	6	0	0	0	3	0	0	10	0	0	0	2	0	0	4	0	0	2	0	0	3	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	NA
6b694d799e64e40662193c9cb8639bac	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	NA
9f8668eb1c5f9d9a992dd49245db090e	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	NA
9e1cf4efe56f0e4c2529b5128c049632	0	0	0	2	0	0	0	0	12	1	0	2	12	0	41	5	0	2	0	0	23	35	72	9	0	0	0	0	0	4	0	0	96	27	0	9	1	0	36	4	18	0	0	0	0	0	0	5	0	0	156	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	3	0	3	0	48	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	44	35	0	0	111	39	0	3	3	4	187	0	0	0	4	0	0	1	NA
ead0bbd9dbb2a572621a9d9a18788962	0	0	0	0	428	62	93	0	0	0	3	0	0	0	0	13	3	1	0	0	0	0	0	4	10	0	1	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	1137	0	36	0	0	0	686	0	0	28	0	8	0	0	0	0	0	0	228	423	47	602	0	14	4	163	0	0	0	0	0	0	0	0	0	0	2	0	183	29	0	30	3	815	6	0	0	0	0	8	19	0	0	0	0	0	0	0	0	295	426	0	0	0	29	NA
95baeadbc98c4162ec7e6ff45e2b1367	0	0	0	0	194	13	72	0	21	0	4	62	0	4	0	26	19	26	0	4	0	391	173	77	0	0	9	75	0	58	0	0	0	37	0	51	0	0	352	0	7	0	2	0	68	14	0	10	0	0	0	0	13	0	9	4	0	0	0	0	0	626	10	44	0	0	37	41	325	0	66	2	0	333	139	5	4	9	0	79	6	63	0	3	26	63	0	5	0	53	233	4	0	92	0	0	0	0	0	0	0	72	2	0	2	0	0	0	NA
6ad97b1b1dd1694689baf4fa1d29a6ea	0	0	0	0	127	4	0	0	0	0	2	7	0	0	12	0	5	0	0	0	0	0	164	0	0	0	3	132	0	5	0	0	15	0	0	4	0	0	0	2	11	0	0	0	0	0	0	0	0	0	66	0	11	0	0	3	0	0	0	0	0	169	0	26	0	0	0	23	49	0	30	0	0	8	91	2	0	0	0	96	4	27	0	0	5	10	0	0	0	2	121	9	0	86	110	70	0	0	0	0	11	82	0	0	0	0	0	0	NA
2eb28184f3e44a2421fad870e3591c85	0	0	0	0	42	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	3	2	1	0	0	0	0	15	0	0	0	0	17	0	0	0	0	0	4	0	2	0	0	0	7	7	0	0	0	0	67	0	2	0	0	0	0	0	0	0	0	82	0	7	0	0	0	12	10	0	0	0	0	72	0	0	0	6	0	7	0	17	0	0	5	10	0	0	0	6	1	1	0	13	24	15	0	0	0	0	90	11	0	0	0	0	0	0	NA
5d840a3d35f8a3604af59b35c289f7ff	0	0	0	0	41	32	9	0	31	0	3	7	0	0	6	8	6	42	0	0	2	0	0	55	0	0	19	15	0	9	0	0	0	65	0	0	2	0	0	0	0	2	0	0	4	27	0	1	0	0	22	0	2	0	30	0	0	0	0	0	0	107	0	46	0	0	41	31	16	0	0	0	0	141	0	0	0	8	0	23	0	11	0	9	38	89	0	0	0	23	0	3	0	22	0	0	0	0	0	0	0	54	0	0	0	0	0	0	NA
737aa480dd2e5e960c8090115d9128d5	0	0	0	0	20	8	0	0	0	0	0	48	4	0	8	0	0	0	0	0	8	2	19	0	0	0	0	24	0	3	0	0	12	0	0	0	0	0	0	0	15	0	0	0	8	0	0	0	0	0	14	6	0	0	0	0	0	0	2	0	0	7	0	5	0	0	0	15	10	0	158	0	0	60	4	0	0	31	0	0	4	0	0	0	0	17	0	0	0	12	9	5	0	5	12	17	2	0	0	7	31	58	0	0	0	0	0	0	NA
d9bc18c6050ff9899689c26ed743338e	0	0	0	0	17	4	0	0	0	0	0	0	0	0	10	0	5	0	0	0	4	24	6	0	0	0	2	0	0	3	0	0	0	0	0	16	0	0	25	0	9	0	0	0	11	8	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	9	0	0	0	0	19	9	0	0	17	0	0	0	4	0	0	2	0	0	0	0	22	6	13	0	0	2	7	0	0	2	0	8	0	0	0	4	0	0	0	NA
dad19b3cc739b18cb8fde0e57a802b80	0	0	0	0	11	9	5	0	0	0	0	4	7	0	2	0	2	0	0	0	4	0	52	0	0	0	0	147	0	8	0	0	9	0	0	0	0	0	0	0	84	0	0	0	8	0	0	0	0	0	23	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	30	2	0	16	0	0	15	52	2	0	9	0	122	0	0	0	0	0	30	0	0	0	4	21	44	0	157	67	39	2	0	2	9	5	82	0	0	5	0	0	0	NA
770510618665f4507ef4d390cc63fccc	0	0	0	0	11	0	15	0	0	0	0	0	2	0	3	2	0	2	20	16	0	8	3	1	0	0	0	0	0	4	6	4	4	7	0	32	0	0	13	0	0	0	0	1	0	0	0	0	0	5	8	0	0	0	2	0	0	0	0	3	0	22	18	0	4	0	0	1	4	0	0	0	0	6	4	0	0	0	0	21	0	5	0	0	0	5	8	0	6	2	8	3	0	0	10	27	0	0	0	2	5	1	1	11	0	0	0	0	NA
00a7b0037094adc4a8f638508824284b	0	0	0	0	11	1	0	0	0	0	0	35	0	0	6	0	0	0	0	0	4	67	14	0	0	0	0	43	0	4	0	0	5	0	0	0	0	0	9	0	1	0	0	0	36	2	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0	23	13	0	100	0	0	60	41	42	0	13	0	21	0	0	0	0	5	36	0	0	0	30	3	23	0	18	4	1	0	0	7	10	11	114	0	0	0	0	0	0	NA
218bc308e5d4410d70401cb25cf9dc01	0	0	0	0	10	0	51	0	4	0	0	0	2	0	0	20	3	38	0	7	0	0	6	7	0	0	5	55	0	2	0	0	0	44	0	0	0	0	0	3	20	0	0	0	3	0	0	4	0	0	7	0	2	0	0	5	0	0	3	0	0	14	4	0	0	0	0	12	17	0	3	0	0	0	4	0	0	0	0	26	0	8	0	0	0	10	0	0	0	0	3	3	0	18	15	11	0	0	0	3	0	39	0	0	0	0	0	0	NA
f5b5d594c629642c8ceb8043dc4ddbb8	0	0	0	0	10	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	28	0	0	0	0	0	0	5	0	0	0	0	0	9	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	6	3	0	0	10	4	51	7	0	0	0	0	0	0	NA
c19cc5e644337749f878921a0f53cfd4	0	0	0	0	9	3	30	0	19	0	0	0	1	0	0	23	0	25	0	24	0	0	0	28	1	0	0	0	0	0	0	4	3	92	0	0	2	0	0	0	2	0	0	5	1	1	0	14	0	9	5	0	0	0	6	0	0	0	0	4	0	23	23	12	18	0	80	0	6	0	0	0	0	86	0	0	0	0	0	4	5	0	0	10	0	0	21	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	58	0	0	0	0	NA
f950171df010c63a734b9818e7e3882f	0	0	0	0	8	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	2	0	0	0	0	9	4	3	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	0	3	2	0	0	0	0	7	0	0	0	0	3	2	0	0	0	0	9	0	2	0	0	0	18	2	2	0	2	0	9	0	0	0	0	2	3	3	9	0	0	5	11	0	0	0	9	0	6	0	2	0	0	0	0	0	0	4	13	0	0	0	0	0	0	NA
84fdac55bc395302dea40afd516cbf9f	0	0	0	0	8	0	0	0	0	0	3	0	0	5	20	0	0	0	0	0	6	112	5	0	0	0	0	21	0	15	0	0	13	0	0	37	0	0	168	6	12	0	0	0	8	2	0	0	0	0	19	3	0	5	2	0	0	0	0	0	0	17	0	3	0	0	0	24	8	2	0	4	2	70	9	0	0	24	0	11	4	9	0	0	2	78	0	0	0	14	5	7	0	15	3	8	0	0	3	6	36	50	0	0	2	0	0	0	NA
516f99f6dbcb20a7bc67fda26b5c9d15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	4	0	0	0	76	2	0	0	0	0	0	1	0	0	0	0	9	5	0	0	0	0	47	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	37	0	0	0	0	0	0	NA
ad29fbe73274294b5b4997b224875ec0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	3	8	0	17	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	25	8	0	0	0	0	0	0	0	0	6	0	24	26	7	0	0	5	69	0	0	0	0	0	7	0	25	0	0	0	8	0	3	2	31	0	0	2	0	0	0	NA
fc81fe6b6d65804da315b826e958ee3e	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	9	9	0	0	0	2	0	0	0	0	0	57	0	0	0	0	0	13	3	0	0	0	0	9	5	0	0	4	0	18	0	4	0	0	2	16	0	0	0	3	3	9	0	29	13	10	0	0	0	0	17	26	0	0	0	0	0	0	NA
6ae041fdd983ace2321d4a2355b8a290	0	0	0	0	6	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	84	100	0	0	2	0	12	0	0	0	0	0	0	0	NA
ba14674a604faae7a83e0ab9d7151dcd	0	0	0	0	5	0	0	0	0	0	0	132	1	24	0	0	0	0	0	0	19	0	16	0	0	0	0	85	2	0	0	0	0	0	0	157	0	0	0	0	9	2	0	0	25	0	0	1	0	0	0	0	1	0	6	0	0	0	2	0	0	0	0	0	0	0	2	68	0	2	221	0	0	42	27	79	2	45	0	26	0	0	2	0	8	92	0	0	0	20	16	34	0	36	0	6	0	0	16	0	0	108	0	0	0	1	0	0	NA
9fd678a56422c64f1f41cc7f655958cc	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	10	0	2	0	0	3	0	0	0	0	0	34	0	12	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	4	0	0	0	0	0	5	0	0	6	0	2	2	0	0	0	0	4	0	0	0	0	3	0	0	5	0	10	0	0	3	0	0	5	0	0	2	0	0	0	NA
c4ee2ca0c46cede63db95758ce7ddf68	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
adfd19d27a5e55de7e1be03fd11abd38	0	0	0	0	4	0	9	3	0	0	4	131	7	0	9	0	2	21	3	0	40	0	150	6	4	0	2	0	2	7	0	0	8	30	0	0	0	0	0	1	47	0	0	40	2	12	0	4	0	28	5	0	0	0	15	0	0	0	0	0	0	12	83	13	82	0	8	14	0	0	161	0	0	106	75	4	0	137	0	0	0	0	0	1	11	0	33	0	0	13	70	101	0	0	0	5	0	0	15	15	50	10	4	87	7	0	0	2	NA
74eae83073aa4e2f5ba8279fb468a064	0	0	0	0	4	0	0	0	0	0	2	6	3	3	9	0	3	0	0	0	3	0	10	0	0	0	6	4	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	11	4	7	0	0	0	20	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	9	12	0	12	0	0	157	8	2	0	11	0	5	0	2	0	0	10	7	0	0	0	17	5	15	0	5	22	0	0	0	0	2	33	7	0	0	2	0	0	0	NA
