	TKODTT49	TKODTT54	TKODTT100	TKODTT84	TKODTT98	TKODTT29	TKODTT133	TKODTT161	TKODTT50	TKODTT53	TKODTT97	TKODTT118	TKODTT25	TKODTT120	TKODTT64	TKODTT148	TKODTT62	TKODTT145	TKODTT147	TKODTT162	TKODTT65	TKODTT80	TKODTT26	TKODTT8	TKODTT9	TKODTT83	TKODTT149	TKODTT117	TKODTT42	TKODTT99	TKODTT30	TKODTT79	TKODTT39	TKODTT38	TKODTT119	TKODTT102	TKODTT7	TKODTT41	TKODTT135	TKODTT51	TKODTT37	TKODTT101	TKODTT27	TKODTT138	TKODTT160	TKODTT116	TKODTT158	TKODTT82	TKODTT136	TKODTT52	TKODTT61	TKODTT66	TKODTT10	TKODTT28	TKODTT11	TKODTT137	TKODTT40	TKODTT12	TKODTT159	TKODTT157	TKODTT81	TKODTT115	TKODTT146	TKODTT63	TKODTT150	TKODTT134
TKODTT49	0.0	1.3878696533512596	1.8206813818622485	1.1915929564268972	0.24842015566299863	1.957890818438532	0.47764814386860993	1.786173737532628	1.177111067048603	2.570683205792403	0.5611141085549416	1.740662308509773	0.6555287109735676	0.8057392578652146	2.3857346758663986	3.4776257060125775	0.03776225059807871	2.358595380762059	1.3989624168493204	1.3564135577316685	3.0415031954293963	0.5730197943081536	0.26778811542566056	0.276983555310839	0.32131633272901183	1.2606269715901248	3.4140762291384057	0.4472933295401434	1.3010106106468726	0.573600236295861	1.609868806855957	0.8275338621174927	0.7137544756840952	0.6977756364120123	1.5106597328000761	1.0269491893577056	1.7220300122511123	2.2806393856744767	0.7314973466444109	0.7991540751190204	0.20206795711154785	2.0490738288205588	0.2748881992346573	3.46222616685626	1.0006830631193095	0.29354623457853685	1.4122662998187288	1.9888672088435142	2.475441060081151	3.1084842794521217	0.8237492751554901	2.586864115298708	2.4968387905538445	2.3984299763586114	2.1114216316059835	2.8892977988353348	2.5930823396927347	2.9308750235780887	1.1269018801344897	1.7186890864355626	0.36856616819761917	0.2916629482745845	1.3090240411656608	0.5820522868789721	3.3723012769466765	0.5395385430925446
TKODTT54	1.3878696533512596	0.0	0.8743121674071678	1.6361761151628866	1.5420008062255814	1.4263511922199177	1.5271690369230027	2.2685464430287623	1.694346684903318	1.6181906024767303	1.176973854037723	0.6132675882033367	1.6059886330270732	1.492874142248565	1.0870091565146633	3.5858142503923767	1.3897002798598896	2.743733973658416	2.2611952308253627	1.9493233024072152	1.831582540183851	1.8919105101719793	1.6371710128127146	1.6299689362311114	1.4300542618599585	0.9637169619034724	3.5724469102747007	1.5845593057021385	0.4631500341428871	1.555861289420104	0.8653326527461707	1.7119361084192801	1.4272332075725382	1.684707648660195	0.6800067896806379	1.0601872903737883	2.1765134813228872	1.0121453023633293	1.7320690865458144	1.3912255947280538	1.3309240078116116	1.6212394911469228	1.3289386760561923	3.7302822880500064	1.8230084486370104	1.437173560020061	2.3378817718254656	0.8614224676298113	1.626053246161464	1.7691361893368371	1.5063984465697724	1.6365392267888264	1.1155980332390922	1.0247059353921664	0.7288199803734109	2.819095574357934	1.2293513691250701	2.167818925315807	2.0521179953859012	2.5540863910406393	1.7341383554601522	1.4510261841362277	2.303986735146933	1.2363830792723105	3.525195824770184	1.7579347715309641
TKODTT100	1.8206813818622485	0.8743121674071678	0.0	1.6455225056939922	1.8867040532810593	0.8629438701084767	1.7631497149516482	2.120029266870184	2.3835430616461712	1.2798261157876938	1.367429984225478	0.3727506815683472	1.8340312808175674	1.569036440396984	0.804124486408872	3.2060791966396986	1.835189479890963	2.5353102090738693	2.2984866125975865	2.0143801815653117	1.5262476456811247	2.2581511208902	2.0777451198518895	1.9814200777662876	1.8581166491745913	0.8647366211551815	3.186138637101384	1.8622982125102092	0.727314063813792	1.7261297164828358	0.9235433400363479	1.9077051180314308	2.0291595457283487	2.2716256555965075	0.3521171516422258	0.9727447216343854	1.9884650908944133	0.6352607681305146	1.9018453207150983	2.0285995681144553	1.676451552370573	1.0568232714731989	1.8645220232486024	3.3565552928518514	2.0345162446859018	1.9426581357196222	2.4520149721131723	0.2920382946423677	0.9486597309844558	1.6855748074541672	1.6167234165800024	1.4710584593591132	1.1210441818946975	1.1937460077348494	1.023682089050828	2.368122090793551	1.1067126272120416	1.7152749643075935	2.204016425923428	2.591051895984756	2.1825479115799293	1.7508461307178798	2.38913259549548	1.8215122549244074	3.144277928671172	2.0136297224615443
TKODTT84	1.1915929564268972	1.6361761151628866	1.6455225056939922	0.0	1.2428171117827573	1.2175770475730854	0.7789845513471864	0.6736547548915084	2.32599541526201	1.9115033626811713	0.8354064731790202	1.792609355363633	0.61086244627121	0.4675274600796536	2.2015957272242455	2.292564077578392	1.228428632394627	1.218686409909224	0.7025102098889517	0.37991840398818416	2.5778442191685516	1.1574590439493808	1.267770920066178	1.2322821690437191	1.4559886306352952	0.798230401895517	2.237340948620324	0.8346510936416726	1.2304028884141684	0.7453377378229976	1.1754865630716942	0.5134503376069026	1.8686453913235912	1.8836521559006423	1.3439065186463062	0.8100818015563491	0.6189361706619169	2.1409397471960228	0.6434817862748125	1.9320475026433517	1.0531122217181774	1.205471164807121	1.4294526361991653	2.312910036342118	0.5280103544372028	1.4828792541407831	0.8333677559261295	1.7954646744107807	1.8162407128319384	2.878962474070882	0.38880442751942534	1.9577635178784092	2.5173954446401856	2.54385977942598	2.2594816453531092	1.7181328205842625	2.495493213377276	2.0536508100453	0.6400225792643192	0.9591940993151126	1.3403374441793807	0.9552400952312189	0.8422478822696944	1.68476941362266	2.1936871452446547	0.9254912205881948
TKODTT98	0.24842015566299863	1.5420008062255814	1.8867040532810593	1.2428171117827573	0.0	2.0163050788885886	0.47247401962672814	1.7886631787168348	1.2565913105206554	2.702269875895801	0.5911279510089247	1.8277782562390086	0.6952579421049305	0.8098144543713808	2.508328141844873	3.4975885505420194	0.255424212568964	2.370796804559338	1.3747483544580255	1.409062992074857	3.1817741226336853	0.566190258394999	0.3283937989767658	0.12086334969515913	0.2899558276672264	1.3510024978927937	3.422708166083621	0.456935769159742	1.4415996550057644	0.5282780964208309	1.761899354425279	0.8684646125622603	0.7853376872332021	0.7441941659803134	1.59647401408734	1.0583327828628892	1.713065228376848	2.387398762261278	0.7107931870053791	0.8891286566644627	0.2604694030742596	2.094832816128861	0.43619785410221534	3.4536655696897243	1.0665632906290998	0.3780240688518277	1.4078420214633751	2.0823716390132	2.5495165106372473	3.266903009663803	0.8557901847249687	2.7425086696626995	2.6328853515967356	2.537722085804183	2.258656976113874	2.916486335229695	2.727993543685127	3.03796798750461	1.1374140680200382	1.7092176111889317	0.39777077771242153	0.29081956146765753	1.2637958850992919	0.6829273393878754	3.383385626191298	0.4796327528315695
TKODTT29	1.957890818438532	1.4263511922199177	0.8629438701084767	1.2175770475730854	2.0163050788885886	0.0	1.700533700743579	1.4755364921498562	2.8399695444639343	0.9880434497206839	1.4258931624901767	1.1904409410240564	1.6679985860261834	1.3730194552719703	1.3114352822077562	2.3454389662555153	1.9858857849528995	1.7729388835035769	1.851927545875723	1.532335352199286	1.5873066310721788	2.2062670025975963	2.1600500930402506	2.073523532675097	2.107273143580199	0.7173563962420858	2.330571919103289	1.800016819177738	1.0165561089078003	1.6426784333747964	0.8304122902464978	1.6600763683500217	2.4155013578955313	2.5764901611650446	0.8080126798762519	0.9704874400726857	1.3591708592842995	1.257909144065951	1.7125344881302094	2.4423752478443586	1.7864337859813375	0.20854793437207397	2.103264284407072	2.5148672511793078	1.721874469642075	2.1801567428894693	2.0257635824689784	0.9476562035884042	0.6165950044126781	2.005752756041698	1.388681618617535	1.2123569015200866	1.759332427416095	1.8928141813061359	1.6984762363872394	1.5066645036169224	1.6498939275413371	1.1431855329345475	1.8527927158634525	2.067832372948732	2.2595692307682813	1.7853740464596528	2.009212811230929	2.1953498443570787	2.2883556166846164	1.9329905123180333
TKODTT133	0.47764814386860993	1.5271690369230027	1.7631497149516482	0.7789845513471864	0.47247401962672814	1.700533700743579	0.0	1.3248657088748652	1.6539386403984147	2.41124048009938	0.41277545973235175	1.782417592140351	0.24629636364109725	0.3743153037471542	2.3882591438993295	3.0314901101888276	0.5147593910446396	1.9046864727343271	0.9538667644437983	0.943092284216239	2.967123157575982	0.5296466025236849	0.5398456867160198	0.4544993445908847	0.7209499494291602	1.0644582137719136	2.9599279977258126	0.1175929633814939	1.2926314174629498	0.12947035792107695	1.5023126194167236	0.4192389245384962	1.1830755163384605	1.1566360913990228	1.4481677132515849	0.8237472356398859	1.2567405747509928	2.2861703944941016	0.2754953870847057	1.2692431348495816	0.3505773464986401	1.7507843729088581	0.749690687341915	2.9972951603536204	0.6377663405965289	0.761928146336462	1.011764761307441	1.9530951277139315	2.2746980910131898	3.1324886288684146	0.39638414916970893	2.4519333352722703	2.588584799925392	2.537398654836906	2.2464065673378535	2.467438895918738	2.641826487469111	2.6837853417342212	0.7229736518098306	1.295402037224854	0.6178978010637667	0.20112302976223462	0.8909805006817652	1.0345744566709523	2.9197411314145407	0.2543633362642501
TKODTT161	1.786173737532628	2.2685464430287623	2.120029266870184	0.6736547548915084	1.7886631787168348	1.4755364921498562	1.3248657088748652	0.0	2.952680791852168	2.1794555228479604	1.4483555273664837	2.3395387068926503	1.1453617345328322	1.030782820139768	2.6688933274172886	1.7234513358680168	1.8237470180819129	0.5891981914639063	0.6373950036878382	0.5547485848004511	2.904941733945848	1.6019070728779687	1.809568899911551	1.7586600022210614	2.0397279137037327	1.3486908466750198	1.643953598659157	1.3668842509098105	1.8331226847351347	1.2663656023235628	1.6822417707099633	0.998380585517274	2.489464168984255	2.46825919297282	1.8738103186750428	1.371714842433028	0.1767692468491914	2.6179865932144506	1.0984141428058378	2.563407193820327	1.6492230064716844	1.3666020207720364	2.0449338723253088	1.676653759310023	0.9327814795333286	2.0785523891884363	0.8070747637349638	2.2716907690606205	2.0459083304784498	3.3077843173773407	0.9826365070150771	2.247989378629662	3.0444623320056285	3.107790567369705	2.83909047903012	1.301554355007999	2.98369634079298	2.125208018312354	0.8567930882404103	0.6768933735399231	1.8613330734192441	1.5225848699924196	0.8614460308172996	2.318341669967981	1.6050459804993298	1.3859772270563686
TKODTT50	1.177111067048603	1.694346684903318	2.3835430616461712	2.32599541526201	1.2565913105206554	2.8399695444639343	1.6539386403984147	2.952680791852168	0.0	3.251685312415696	1.6084477543807418	2.129585036956469	1.8209140894127809	1.9604087831837573	2.7529575110802846	4.615542768724683	1.1399228409082933	3.5160693939091323	2.5556786308131008	2.4922138299533225	3.5132235578888853	1.5587724171269741	1.2229225122803566	1.2976288104408127	0.9923065445799076	2.157355566749611	4.563229210520709	1.6175795207827492	1.923258562378771	1.740065435526778	2.3278515486099143	1.9828274852912031	0.490526996992724	0.5772604576222377	2.152648169965277	1.969420669002982	2.88902039294072	2.6508402884980593	1.9039617621250096	0.4163313753431481	1.3303297660583604	2.9837761369377005	0.9093376017260426	4.627126902008469	2.1196518875655763	0.897539926643622	2.5323891888267394	2.487563848161234	3.2217026085208693	3.360328208641591	1.9807443481487788	3.2288410945952974	2.6466161263341443	2.4456567452258584	2.2236544269722693	3.988181400023957	2.8324391982520574	3.7444261465339284	2.2632279742357926	2.8515759758845105	1.2243404689500943	1.459972885678605	2.4425973349972683	0.6794957963739754	4.519493831466467	1.673072627753892
TKODTT53	2.570683205792403	1.6181906024767303	1.2798261157876938	1.9115033626811713	2.702269875895801	0.9880434497206839	2.41124048009938	2.1794555228479604	3.251685312415696	0.0	2.137736014235533	1.4706015839845339	2.3475379508607146	2.1367521339169757	1.028794533115721	2.651364387396819	2.5925639909849894	2.3371510358156113	2.5782901715386672	2.149679108594205	0.7468962563763747	2.8558327412452464	2.775661119384232	2.7574509272883208	2.7391986526188146	1.3790557376784123	2.701212932793946	2.487586798438684	1.3578852570882145	2.3943774035134573	0.9749373135017956	2.330929831038386	2.9171544647704395	3.106978597405522	1.2991747875080628	1.7487442808785654	2.1209960862582813	1.1486933601084588	2.44504957412075	2.9088681900941724	2.446128558194571	1.0805041611505233	2.6518892790607285	2.957348219694142	2.3334461270855624	2.759829354769183	2.6949122772870795	1.1029145094495938	0.6849433377665035	1.2680748282923215	2.1138378208668147	0.3276235116937109	1.4523670848604873	1.6600332458508429	1.5435684730660635	1.887667801640069	1.2522084476621091	0.624484785982714	2.5270876981598382	2.7302274566849913	2.8746705502722545	2.4726657868229185	2.7479997764033244	2.702872087788406	2.6552347662812674	2.6493641291268974
