	TKODTT49	TKODTT54	TKODTT100	TKODTT84	TKODTT98	TKODTT29	TKODTT133	TKODTT161	TKODTT50	TKODTT53	TKODTT97	TKODTT118	TKODTT25	TKODTT120	TKODTT64	TKODTT148	TKODTT62	TKODTT145	TKODTT147	TKODTT162	TKODTT65	TKODTT80	TKODTT26	TKODTT8	TKODTT9	TKODTT83	TKODTT149	TKODTT117	TKODTT42	TKODTT99	TKODTT30	TKODTT79	TKODTT39	TKODTT38	TKODTT119	TKODTT102	TKODTT7	TKODTT41	TKODTT135	TKODTT51	TKODTT37	TKODTT101	TKODTT27	TKODTT138	TKODTT160	TKODTT116	TKODTT158	TKODTT82	TKODTT136	TKODTT52	TKODTT61	TKODTT66	TKODTT10	TKODTT28	TKODTT11	TKODTT137	TKODTT40	TKODTT12	TKODTT159	TKODTT157	TKODTT81	TKODTT115	TKODTT146	TKODTT63	TKODTT150	TKODTT134
TKODTT97	0.5611141085549416	1.176973854037723	1.367429984225478	0.8354064731790202	0.5911279510089247	1.4258931624901767	0.41277545973235175	1.4483555273664837	1.6084477543807418	2.137736014235533	0.0	1.3777222656178811	0.5683064570199282	0.43216646448147245	2.0135302670939	3.08033017019354	0.5904154817332788	2.025834376165843	1.239503171667988	1.1261439241793445	2.6439697116441887	0.903884043124934	0.7715785850803384	0.6558301069138601	0.7127081190599215	0.7681027323480928	3.0178049359929755	0.5108225861144143	0.9473254437298043	0.39759391366629543	1.23388860915346	0.7142071560583167	1.1274424865340762	1.2117088579518225	1.0624618614586523	0.4759369478431075	1.3469204693839565	1.8978829732884066	0.625190939354691	1.1944199658816521	0.3694782301970979	1.5108719853000536	0.753433973329877	3.087361179491648	0.9171657444356685	0.7966899888721108	1.3396870034432407	1.5659201922278452	1.9627968097983375	2.791512107012075	0.5012733926362758	2.2041803078378135	2.211357410118234	2.1634305483054255	1.880810073150216	2.4256061323562306	2.2683295672821973	2.459527824426074	1.0495023606927485	1.5872661634617136	0.8722041799354823	0.3915624093903995	1.2280078541698818	0.9325137455861696	2.976305516950261	0.6543180308435843
TKODTT118	1.740662308509773	0.6132675882033367	0.3727506815683472	1.792609355363633	1.8277782562390086	1.1904409410240564	1.782417592140351	2.3395387068926503	2.129585036956469	1.4706015839845339	1.3777222656178811	0.0	1.8770875245082101	1.6599430444268812	0.7754046417823104	3.5173132080393943	1.748052842698527	2.787829342088658	2.4392499875723823	2.154173251697736	1.6157863889063682	2.235391870176099	2.005771035759993	1.9294921412174175	1.7445805951691855	1.009252662306744	3.4992417076960534	1.8696091557792653	0.6811775470778206	1.7668529229738987	1.0031010353423957	1.974343086661778	1.826416941188366	2.0956879106743425	0.4683877009295888	1.0829839761424687	2.215977128417338	0.6008037051795633	1.9631268542425278	1.807956003443661	1.6277102399216785	1.3915812440275261	1.7297875521730746	3.6664420834091684	2.108301272088449	1.8132591374972435	2.568970414585699	0.4060041616853704	1.2656231277465981	1.6314559933850856	1.70457725029042	1.6039157790004914	0.9282545242879758	0.9263832544158757	0.7353302720494687	2.6920438121183135	0.9956517824033018	1.9806184668582714	2.298833276145703	2.7444504950723254	2.108280921508418	1.7312185904332917	2.505270256503562	1.631428298738188	3.4557403496761667	2.0280418587283564
TKODTT25	0.6555287109735676	1.6059886330270732	1.8340312808175674	0.61086244627121	0.6952579421049305	1.6679985860261834	0.24629636364109725	1.1453617345328322	1.8209140894127809	2.3475379508607146	0.5683064570199282	1.8770875245082101	0.0	0.3476193661590134	2.4247096751026294	2.8485770738197767	0.6920283884219842	1.7106122375190946	0.7696492379070657	0.7156592358703265	2.94027266596735	0.5590770978280156	0.6718453225838571	0.6552157689429663	0.9375395746761354	1.0565841180321354	2.7816138225256655	0.2432993834370278	1.3278068372674685	0.2970073730314255	1.4580975472104358	0.17884511871949174	1.3673174241038821	1.3246576303408888	1.5070737930615963	0.8927137507819382	1.101415487036247	2.340412996755696	0.17679748068953652	1.4464808428304132	0.5622974423652798	1.7019056702733741	0.9169298939083773	2.8205866885170052	0.3921213281044479	0.945147692880024	0.8089210858686139	2.0058396440485122	2.253273600715616	3.134670517079778	0.29101945863890155	2.3714947727864972	2.6482749378005255	2.6126837488547174	2.316233920619192	2.3177004744008043	2.684108599091447	2.5878455607482334	0.5099455000409508	1.0918264171194774	0.7361405308229972	0.4256322374197087	0.733256339938732	1.218699063822431	2.7404131994529815	0.3423191183378428
TKODTT120	0.8057392578652146	1.492874142248565	1.569036440396984	0.4675274600796536	0.8098144543713808	1.3730194552719703	0.3743153037471542	1.030782820139768	1.9604087831837573	2.1367521339169757	0.43216646448147245	1.6599430444268812	0.3476193661590134	0.0	2.2118961369961494	2.704785502759683	0.8429842365468482	1.6147056526513284	0.8259501024167756	0.7325288643690339	2.7327628577691434	0.8632427278210622	0.9086161125670951	0.8154095048181471	1.0300510879902725	0.8089759213902522	2.6354414199909555	0.4693046542367458	1.1634434953802952	0.30579855573187675	1.2957161093801568	0.40135712089515835	1.4825271058030807	1.5006682796795974	1.2637450734886095	0.6041873292022455	0.9394179082550957	2.1148268511583903	0.3505689204987058	1.5581726211711646	0.6384533896158887	1.402225129974742	1.058200283552395	2.688686243605652	0.5962617827959608	1.0902883609602014	0.9534994413720795	1.7629507038341394	1.968433974423082	2.9626892965211336	0.12583333922386963	2.2024086372768124	2.4736457740291526	2.4603650454105774	2.174683420353584	2.107138846242531	2.49365704150866	2.3599080471731217	0.6837046198128874	1.1724892588781406	0.9893446102321415	0.5375863800805325	0.8511039841388215	1.3055378072027608	2.5948696397021194	0.5689213925001062
TKODTT64	2.3857346758663986	1.0870091565146633	0.804124486408872	2.2015957272242455	2.508328141844873	1.3114352822077562	2.3882591438993295	2.6688933274172886	2.7529575110802846	1.028794533115721	2.0135302670939	0.7754046417823104	2.4247096751026294	2.2118961369961494	0.0	3.523825607084058	2.3956233169989583	3.0024053213430784	2.8983663182048036	2.5291275840320333	0.884623574758791	2.837517573500255	2.638174874325135	2.597357340178643	2.4423172496813517	1.427715892277965	3.5418442424949674	2.4700311393828183	1.1168642534950959	2.3790429934923	1.1184686702027975	2.4838434064420953	2.495088204324354	2.758494310507291	0.9815077367291132	1.6654991207678485	2.5673442371909436	0.2176162421495651	2.528530825660438	2.4618999966259185	2.280458030579103	1.5031716189701434	2.378803876155179	3.7613168752408446	2.5651422207550523	2.4806189507709773	3.020741017622684	0.5162508274970717	1.0398375123880814	0.888027451650995	2.227834093850338	1.1490404981678164	0.48835090425383204	0.7059462645236212	0.6773238477815059	2.698593955195428	0.34239892472077305	1.5955713690972935	2.777527890935136	3.149712328345088	2.7410617298298234	2.368447689419656	3.0073939384030655	2.3010075630565305	3.4971478595397554	2.6409466240509283
TKODTT148	3.4776257060125775	3.5858142503923767	3.2060791966396986	2.292564077578392	3.4975885505420194	2.3454389662555153	3.0314901101888276	1.7234513358680168	4.615542768724683	2.651364387396819	3.08033017019354	3.5173132080393943	2.8485770738197767	2.704785502759683	3.523825607084058	0.0	3.5149268331514762	1.1790023000638172	2.2938048723084483	2.1772354523842754	3.3322956824527603	3.30958595229965	3.518019652326391	3.475466286438436	3.7328263458741926	2.6813292970763603	0.17529843443220136	3.0785513594777614	3.1263217923282305	2.9713724369169894	2.780060254621667	2.6979037436613753	4.160564502233115	4.166502837323316	3.0836450868292773	2.8473585789380764	1.7951178880225465	3.53645895766987	2.818906391183865	4.222030624877885	3.3345447805183244	2.155158325754127	3.72138702738674	0.4631907824384143	2.5905516130884343	3.7706721154104628	2.396417279444142	3.2730141056424435	2.5940085591520936	3.9134113905968206	2.6592710960751322	2.7280389812987638	3.9849375882157796	4.142913751920073	3.937504150803457	0.8570806903122359	3.826573269029547	2.187002297755201	2.534864031936831	2.123210888321786	3.571967117417025	3.223419558156644	2.506416570230527	3.9723163864751543	0.16700770134195553	3.10842423631506
TKODTT62	0.03776225059807871	1.3897002798598896	1.835189479890963	1.228428632394627	0.255424212568964	1.9858857849528995	0.5147593910446396	1.8237470180819129	1.1399228409082933	2.5925639909849894	0.5904154817332788	1.748052842698527	0.6920283884219842	0.8429842365468482	2.3956233169989583	3.5149268331514762	0.0	2.395848944650587	1.4339975150475557	1.392294408995408	3.0568279028010013	0.5891692498244561	0.26716523170669115	0.2864356482206304	0.2964519354886641	1.2871925604852161	3.4516060647927134	0.48283598259423954	1.3153028849847268	0.6098585639923078	1.6302828963279823	0.8633512835117503	0.6775041486722685	0.6607080130530938	1.5269751970161052	1.0538800822409293	1.7597913089390917	2.290143866355571	0.7675990003003441	0.7635429457636027	0.23257999100151788	2.079253938600533	0.2400201179968297	3.499859303748888	1.0343313034503234	0.2563369685924297	1.4448460483106416	2.001915585994434	2.4993164979219276	3.116390480598988	0.8612620512379479	2.607296939367115	2.49953162756362	2.3973038983738677	2.111302850141481	2.925787281622364	2.599177038782671	2.9580335799879403	1.160602937458625	1.7524649894839381	0.36382010421507066	0.32756353715617675	1.3417447532087776	0.5500861934761947	3.409791245946449	0.5698855334515484
TKODTT145	2.358595380762059	2.743733973658416	2.5353102090738693	1.218686409909224	2.370796804559338	1.7729388835035769	1.9046864727343271	0.5891981914639063	3.5160693939091323	2.3371510358156113	2.025834376165843	2.787829342088658	1.7106122375190946	1.6147056526513284	3.0024053213430784	1.1790023000638172	2.395848944650587	0.0	1.1173331061112042	1.0411029663562252	3.0822245315809877	2.140075512470895	2.370037504588598	2.335453002085823	2.622154634569606	1.8171301048925952	1.1014638323300956	1.938952475652774	2.292616265815638	1.8522572185501678	2.047556892639237	1.5513310375546128	3.06168156855939	3.034536850840764	2.3206370780629264	1.9062383843473552	0.7120666578741495	2.9782837557284267	1.671280757884622	3.1320781257610073	2.229301281809904	1.6218996201746783	2.61299105380137	1.1302252585316968	1.4415763517366875	2.651479122067064	1.2218220582709578	2.654811969003294	2.2545584809555983	3.5527918702418178	1.5593418406306159	2.39423942539151	3.4117672571432087	3.506709027546597	3.2517697851905423	0.9952753143396701	3.3164510148020496	2.132379732058238	1.3602667237690327	0.9667699108130219	2.416150842027306	2.1029585595510567	1.3324773054499115	2.8898186817913585	1.062687202525728	1.9533689717430425
TKODTT147	1.3989624168493204	2.2611952308253627	2.2984866125975865	0.7025102098889517	1.3747483544580255	1.851927545875723	0.9538667644437983	0.6373950036878382	2.5556786308131008	2.5782901715386672	1.239503171667988	2.4392499875723823	0.7696492379070657	0.8259501024167756	2.8983663182048036	2.2938048723084483	1.4339975150475557	1.1173331061112042	0.0	0.4856874680646678	3.2667930323413144	1.065677425888411	1.3443246927593455	1.3120638550154071	1.6528002086376787	1.4787089060794718	2.204721976229777	0.9532518296143264	1.8950128918948224	0.9190428743626164	1.8721669087406638	0.6186520841786003	2.1093129191302915	2.0224234823621674	2.005169843203069	1.380419874265618	0.67265008429501	2.827865543577641	0.6797092645129827	2.1964640587229787	1.3037358439824958	1.7967462339548088	1.6664642706858634	2.1868526104894577	0.5625142867427225	1.6744228865017572	0.24400176172834362	2.4746147482700978	2.459919073053765	3.5794011398057894	0.7714760861271185	2.6173352059570156	3.204363567468635	3.215230852780222	2.925891264340024	1.9386624112593192	3.1923721576145665	2.639314579131106	0.3300805801494664	0.3657858726426512	1.3702961604597714	1.1490638265876663	0.22833133467463818	1.9759191358343442	2.1694239425563064	0.9087694676322056
TKODTT162	1.3564135577316685	1.9493233024072152	2.0143801815653117	0.37991840398818416	1.409062992074857	1.532335352199286	0.943092284216239	0.5547485848004511	2.4922138299533225	2.149679108594205	1.1261439241793445	2.154173251697736	0.7156592358703265	0.7325288643690339	2.5291275840320333	2.1772354523842754	1.392294408995408	1.0411029663562252	0.4856874680646678	0.0	2.841862865460668	1.1628416495593807	1.361711842379721	1.3672195900047233	1.6469551624856869	1.1581024224458953	2.120633902027223	0.9568304792996762	1.5584363433430504	0.9323709076465292	1.4561824207172014	0.5481496816279905	2.054287132531722	2.0172098495072452	1.7080850502252203	1.1819795775863515	0.6021256447041022	2.4844077359925345	0.7313452623143012	2.121827432347767	1.2561422132130307	1.4947172031965381	1.6003784056924517	2.1703881484492267	0.4159034560119036	1.6461758323180578	0.5475636272004418	2.148779107935808	2.1160900692603652	3.154968474195429	0.6317661341312146	2.161493574062544	2.8411648806893703	2.866487942463912	2.5769861766177398	1.7325948269296998	2.8147855940190007	2.2368662603666523	0.4576534204715783	0.638328940674011	1.4117922659502438	1.1328525000075862	0.6585171756472645	1.8923297722462844	2.077510661487055	1.0031926616845577
TKODTT65	3.0415031954293963	1.831582540183851	1.5262476456811247	2.5778442191685516	3.1817741226336853	1.5873066310721788	2.967123157575982	2.904941733945848	3.5132235578888853	0.7468962563763747	2.6439697116441887	1.6157863889063682	2.94027266596735	2.7327628577691434	0.884623574758791	3.3322956824527603	3.0568279028010013	3.0822245315809877	3.2667930323413144	2.841862865460668	0.0	3.4095199492289585	3.2699820418563577	3.2530043495086227	3.16078800282259	1.9311555324051422	3.3911850449751033	3.0439691795441184	1.7463984634367586	2.9573436232676427	1.4947077798471715	2.9521390306883784	3.247743305761559	3.481768764404907	1.6604162373745888	2.263355724416481	2.8353521690952386	1.074301223749507	3.0478260597855575	3.217335402400246	2.9323649190642906	1.7114459925275851	3.0685866279367775	3.6581702383902455	2.9759815282772797	3.1803161936050457	3.381001293839106	1.2627306568360495	1.1044170373286637	0.6423030097796404	2.7220324207928686	0.8076658941272925	1.160721955754899	1.4133671875210183	1.437338707560524	2.575362860111259	0.9139524255159095	1.1609664243331834	3.186932134295872	3.4434485954489755	3.371151038301154	2.990961536866308	3.419995414619464	3.046313459822517	3.347434044572638	3.21540853121373
TKODTT80	0.5730197943081536	1.8919105101719793	2.2581511208902	1.1574590439493808	0.566190258394999	2.2062670025975963	0.5296466025236849	1.6019070728779687	1.5587724171269741	2.8558327412452464	0.903884043124934	2.235391870176099	0.5590770978280156	0.8632427278210622	2.837517573500255	3.30958595229965	0.5891692498244561	2.140075512470895	1.065677425888411	1.1628416495593807	3.4095199492289585	0.0	0.3614989104235747	0.4513205774281402	0.7926869418281322	1.5562929711523648	3.234753367548385	0.4167634003800394	1.7234479198970636	0.6216874561408474	1.9225035672505137	0.6516185062754222	1.1642894487826827	1.0004708098270583	1.9342134183121709	1.3464250559712267	1.5792175219257218	2.745813345447765	0.5671771351543308	1.2582870641232693	0.6357546645603284	2.251024641073416	0.7752503525801814	3.241760734818953	0.7632460193728973	0.7464341405152621	1.0112180950368248	2.431438759693987	2.778766989328242	3.5377079630688235	0.8423550292315147	2.8577372476516336	2.993892958960419	2.915759140786048	2.620128750480572	2.8414013359736527	3.06590070228606	3.130443325420997	0.7868773832167694	1.3337695044996112	0.33637136698083936	0.5278644586798761	0.9139415723219613	1.100858205187711	3.195782242799027	0.32997831105359254
