Eigvals,19,,,,,,,,,,,,,,,,,,
19.39316678,19.06782671,2.822645204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,
Proportion explained,19,,,,,,,,,,,,,,,,,,
0.4697542996,0.4618736941,0.06837200628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Site,19,19,,,,,,,,,,,,,,,,,
TL1a_DTT_268_Repeat,-0.8259642209,-0.8750733276,-0.2174413583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_269_Repeat,-1.145272357,0.1020342103,0.8548942428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_130_Repeat,-0.03986217794,-0.3591939683,-0.2264747942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_196_Repeat,-1.261026066,-0.904520874,-0.005549771927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_90_Repeat,0.4932830008,0.2541982205,0.2958876279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_198_Repeat,-0.1605729859,-1.105104145,0.2956374856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_88_Repeat,0.4353193706,-0.0849593869,0.1820939929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_89_Re_extracted,0.8914513555,-0.3311833686,-0.5360769518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_197_Repeat,-0.4629459789,-0.7306458363,0.2714056166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_270_Repeat,-0.9502079551,-1.005316154,0.02025639536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_160,0.6563864992,-1.528051678,-0.4886566964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_234,-0.21363845,2.413521998,-0.3456343461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_287,0.05563168649,0.05312088122,0.1448768765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_233,-0.979846344,1.239495297,0.1070385733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_286,-0.244377026,-0.3775624893,-0.2604002961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_232,-1.217101531,2.010142983,-0.09521108161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_629,2.780106966,0.3886705805,0.7968474032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_630,1.501882429,0.4928601919,-0.3406669991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_628,0.6867537849,0.3475668658,-0.4528259187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,,
