# Constructed from biom file
#OTU ID	TL1a_FP_140	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_FP_73	TL1a_FP_139	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_FP_637	TL1A_FP_688	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	6.0	9.0	6.0	5.0	674.0	17.0	59.0	808.0	18260.0	2349.0	22461.0	86.0	953.0	14313.0	59.0	24113.0	164.0	8366.0	22.0	3428.0	18050.0	12.0	969.0	5619.0	9853.0	0.0	4770.0	88.0	29307.0	853.0	17214.0	834.0	8.0	113.0	504.0	34.0	65.0	14.0	223.0	27.0	13.0	38.0	1359.0	347.0	101.0	321.0	0.0	5.0	0.0	0.0	3.0	1013.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae RC9 gut group;s__	1.0	0.0	0.0	0.0	3.0	0.0	27.0	64.0	6216.0	10.0	0.0	0.0	0.0	4256.0	0.0	2902.0	59.0	2616.0	2.0	0.0	1266.0	1.0	0.0	1468.0	743.0	0.0	2020.0	8.0	2399.0	53.0	10.0	59.0	0.0	0.0	459.0	0.0	0.0	3.0	258.0	0.0	0.0	0.0	87.0	90.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	907.0	545.0	938.0	254.0	34.0	306.0	451.0	480.0	1447.0	511.0	909.0	235.0	1235.0	983.0	337.0	833.0	517.0	3201.0	842.0	609.0	503.0	787.0	1012.0	2061.0	1057.0	351.0	632.0	1346.0	998.0	18.0	1358.0	256.0	1263.0	418.0	450.0	272.0	569.0	372.0	373.0	870.0	271.0	215.0	59.0	21.0	18.0	17.0	5.0	0.0	42.0	3.0	38.0	28.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group;f__;g__;s__	0.0	0.0	0.0	0.0	4.0	0.0	0.0	52.0	441.0	189.0	1192.0	0.0	114.0	162.0	0.0	68.0	6.0	391.0	0.0	166.0	86.0	0.0	205.0	219.0	1261.0	0.0	110.0	6.0	105.0	0.0	2315.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK4A136 group;s__	17.0	85.0	508.0	100.0	64.0	23.0	347.0	909.0	2131.0	1084.0	29603.0	24.0	806.0	1389.0	11.0	1033.0	286.0	2496.0	86.0	6778.0	669.0	82.0	8523.0	3375.0	7463.0	37.0	1417.0	186.0	1913.0	9.0	64061.0	474.0	71.0	584.0	351.0	50.0	62.0	46.0	194.0	108.0	120.0	71.0	1468.0	1005.0	2791.0	649.0	2982.0	2533.0	2997.0	7750.0	1227.0	1929.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus	1248.0	0.0	1097.0	692.0	0.0	0.0	0.0	1709.0	0.0	468.0	859.0	724.0	1604.0	0.0	1481.0	0.0	1337.0	0.0	5390.0	2221.0	0.0	1556.0	199.0	556.0	1095.0	377.0	0.0	7222.0	0.0	0.0	0.0	0.0	6661.0	0.0	694.0	0.0	1573.0	1551.0	1422.0	3573.0	0.0	948.0	40.0	11.0	141.0	33.0	601.0	2773.0	339.0	792.0	710.0	92.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1315.0	0.0	0.0	0.0	0.0	96.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	80.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	102.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	48.0	83.0	73.0	31.0	20.0	59.0	59.0	83.0	233.0	230.0	884.0	70.0	163.0	251.0	47.0	118.0	87.0	669.0	115.0	224.0	383.0	74.0	267.0	570.0	677.0	36.0	123.0	103.0	145.0	5.0	2073.0	63.0	77.0	33.0	78.0	52.0	121.0	128.0	95.0	357.0	51.0	45.0	11.0	7.0	6.0	11.0	9.0	23.0	9.0	3.0	8.0	14.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] fissicatena group;s__	451.0	133.0	135.0	77.0	8.0	54.0	74.0	325.0	105.0	519.0	200.0	144.0	1001.0	37.0	216.0	27.0	299.0	104.0	648.0	329.0	2.0	464.0	99.0	208.0	233.0	281.0	55.0	642.0	0.0	11.0	4.0	145.0	464.0	73.0	242.0	24.0	494.0	211.0	173.0	674.0	55.0	152.0	8.0	11.0	3.0	32.0	2.0	17.0	11.0	49.0	21.0	15.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__	2.0	165.0	0.0	0.0	8758.0	121.0	100.0	9.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	1487.0	0.0	86.0	11019.0	0.0	295.0	0.0	73.0	0.0	443.0	0.0	3.0	0.0	0.0	30.0	0.0	15.0	62.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	18.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	21.0	0.0	67.0	0.0	12.0	0.0	7.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__bereziniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.0	31.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;s__	0.0	0.0	0.0	0.0	9.0	0.0	0.0	50.0	881.0	46.0	570.0	0.0	87.0	425.0	0.0	414.0	6.0	515.0	0.0	93.0	237.0	3.0	186.0	297.0	342.0	0.0	243.0	2.0	421.0	0.0	1210.0	6.0	0.0	0.0	17.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	4.0	8.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0
