	pielou_evenness
BioGeo-TL1a_FP_77-REP1_S4_R1_001.fastq_profiled_metagenome	0.7045401375093797
BioGeo-TL1a_FP_73-REP1_S3_R1_001.fastq_profiled_metagenome	0.5889280930387686
BioGeo-TL1a_FP_65_merged_R1_001.fastq_profiled_metagenome	0.5271470721856671
BioGeo-TL1a_FP_61_merged_R1_001.fastq_profiled_metagenome	0.6189224186387372
BioGeo-TL1a_FP_241_merged_R1_001.fastq_profiled_metagenome	0.24429464492318456
BioGeo-TL1a_FP_209-REP1_S11_R1_001.fastq_profiled_metagenome	0.5308877337203795
BioGeo-TL1a_FP_205_merged_R1_001.fastq_profiled_metagenome	0.3733880130241998
BioGeo-TL1a_FP_143_merged_R1_001.fastq_profiled_metagenome	0.513668555473883
BioGeo-TL1a_FP_139_merged_R1_001.fastq_profiled_metagenome	0.4393210372367713
BioGeo-TL1a_FP_101-REP1_S6_R1_001.fastq_profiled_metagenome	0.3044309838791503
BioGeo-TL1A_FP_689-Rep1_S104_R1_001.fastq_profiled_metagenome	0.5304596409000137
BioGeo-TL1A_FP_685-REP1_S22_R1_001.fastq_profiled_metagenome	0.6690749823970435
BioGeo-TL1A_FP_641_merged_R1_001.fastq_profiled_metagenome	0.6086946764566853
BioGeo-TL1A_FP_637_merged_R1_001.fastq_profiled_metagenome	0.7035734461976486
