metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Type	MGB038	Mucosal	-1.56047293043603	0.435551826450005	43	20	0.00103368225608082	0.0877199693617435
Type	MGB049	Mucosal	-1.02506324684495	0.287332665082807	43	43	0.00104428534954456	0.0877199693617435
