	Lyz2.02B.FP222.S70	Itg.22.FP518.S21	Vil1.06B.DTT70	Vil1.07B.FP82	Vil1.10B.FP115	Itg.24.DTT530.S25	Vil1.04B.FP46	Vil1.14B.FP163	Lyz2.04B.DTT246.S87	Vil1.02B.FP22	Lyz2.01B.FP210.S58	Lyz2.06B.DTT270.S112	Itg.16.DTT482.S77	Vil1.05B.FP58	Vil1.04B.DTT46	Lyz2.07B.FP282.S80	Lyz2.03B.FP234.S82	Vil1.09B.DTT106	Itg.24.FP530.S33	Itg.06.DTT434.S27	Itg.04.FP422.S22	Itg.22.DTT518.S13	Itg.20.FP506.S9	Vil1.03B.DTT34	Itg.06.FP434.S35	Lyz2.01B.DTT210.S50	Vil1.05B.DTT58	Itg.02.FP410.S10	Itg.12.DTT470.S64	Itg.02.DTT410.S2	Vil1.03B.FP34	Itg.08.DTT446.S39	Itg.26.FP542.S46	Vil1.01B.DTT10	Itg.26.DTT542.S38	Itg.16.FP482.S85	Vil1.010B.DTT118	Lyz2.05B.DTT258.S99	Lyz2.08B.FP294.S92	Itg.04.DTT422.S14	Lyz2.04B.FP246.S43	Lyz2.06B.FP270.S68	Lyz2.07B.DTT282.S124	Vil1.13B.FP151	Vil1.01B.FP10	Itg.08.FP446.S47	Lyz2.02B.DTT222.S62	Vil1.02B.DTT22	Itg.10.DTT458.S52	Itg.12.FP470.S72	Itg.10.FP458.S60	Vil1.08B.DTT94	Lyz2.05B.FP258.S55	Itg.20.DTT506.S1	Lyz2.03B.DTT234.S74	Vil1.07B.DTT82	Vil1.08B.FP91	Vil1.013B.DTT154	Vil1.06B.FP70	Itg.18.DTT494.S89	Itg.18.FP494.S97	Lyz2.08B.DTT294.S136	Vil1.09B.FP103	LYZdtt342	SLCFP070	SLCdtt022	LYZdtt366	SLCdtt070	LYZdtt354	SLCFP022	LYZdtt330	LYZFP354	SLCFP112	LYZFP306	LYZdtt306	SLCFP004	SLCdtt004	SLCdtt112	SLCFP094	SLCdtt076	SLCFP052	SLCFP076	LYZFP330	LYZdtt318	SLCdtt052	LYZFP342	SLCdtt130	LYZFP318	SLCFP148	SLCFP166	SLCdtt148	SLCdtt166
Lyz2.02B.FP222.S70	0.0	0.7959018498486345	0.9971566054243219	0.778169823151188	0.7539461534022046	0.8903421302302167	0.7383461194244233	0.8029746281714786	0.8951892891023071	0.7156290774929885	0.04418800028004014	0.805411002548853	0.8517624882186616	0.522674621952474	0.8180476725513929	0.7712315213025461	0.4310138739970263	0.9185044676284131	0.8540271037578843	0.5566590219476968	0.39223289086660834	0.888226561817789	0.8495031103171201	0.9030760888545774	0.4255078855920877	0.7132168284789644	0.9842024738739206	0.8764822411205603	0.6936592646194202	0.8242324487976118	0.6286982705373687	0.8570782799380608	0.755271436244045	0.8347308995107264	0.8393257987903628	0.784474153836847	0.91785575398606	0.7520497761237425	0.7650759900451832	0.4514080681809488	0.8750679436957622	0.8671064099516679	0.7288035744659667	0.9208697398419442	0.5948399347767755	0.7452815725820189	0.34129168378851554	0.8665548718102283	0.7921804581872809	0.7425723056126616	0.6964858925774157	0.99730506739903	0.801736635381814	0.898384005487522	0.6663353286595699	0.9968433867336055	0.8232005327101629	0.9418069997031963	0.7142730046885704	0.8242532024951928	0.7922488510533297	0.9138544141764589	0.771625789994825	0.6421012378315917	0.8104912054027554	0.7456775785114509	0.8244887736460604	0.9154606141522029	0.8595124427652325	0.7798903947129318	0.8676116754308608	0.14918019753225736	0.9246767729932828	0.5577546681146643	0.8742504985096818	0.9356985974106042	0.9200831276789193	0.9724204095585721	0.9226947449581958	0.5429854946067583	0.8547644478785538	0.49290764586482055	0.8043502570741999	0.25689172484580014	0.8197592986460549	0.6501324251422829	0.9363439930855662	0.6793268945902707	0.9122509894094497	0.621887294166367	0.7846831381241082	0.3601181262729124
Itg.22.FP518.S21	0.7959018498486345	0.0	0.9943827679242779	0.795885084190861	0.571563088512241	0.66396832071769	0.6015635906742984	0.5912391154702268	0.7434542826036517	0.4773102878391406	0.8096371682829799	0.40214168039538717	0.7013260295935068	0.6936134040815243	0.6782187263440907	0.70006266225047	0.6412146321839612	0.8409246797545558	0.3168085633989089	0.5896866902556678	0.5864383731659805	0.6816020585109358	0.6141823941377402	0.8034193496844292	0.7318551896188285	0.6626706674515096	0.9657670044136254	0.21859100177220497	0.4680602470963861	0.24225362421124721	0.46331244447645803	0.6441100587002823	0.21985691492099438	0.6515992548979229	0.44389401840824527	0.7412522377996327	0.8415980763895311	0.6364468375572961	0.6214025556593968	0.6150149723632662	0.5905198068910786	0.5138822927702481	0.5722851432378414	0.6372022759214201	0.6451692578821236	0.5075291473521562	0.7178349150633792	0.6468778666271323	0.45057975633074304	0.44442357066816957	0.2961480601522124	0.9951174077160645	0.7161083932763991	0.7918154848092875	0.5690648381804404	0.9937981501748965	0.6683090169815834	0.72831383369149	0.6365312259175872	0.6207030100230825	0.46185090220699243	0.8259400084495142	0.6246951996809811	0.6407673925663908	0.4488892421412391	0.5592743087742286	0.7155701999329833	0.7798240617682425	0.8280791089307076	0.7301791377389217	0.7398707873452425	0.8130145528747726	0.7337932005349476	0.6535338729207826	0.7703951610427093	0.5238426006320981	0.6675630554528096	0.9131373563347653	0.48004275621138254	0.6429718928822741	0.4009767110079877	0.7103316721303191	0.7494975303982011	0.6879929807194762	0.48774481566820277	0.794790169625978	0.831240018990893	0.6028335247877109	0.8111756830539787	0.4527316382172294	0.7104807535253443	0.695139453426871
Vil1.06B.DTT70	0.9971566054243219	0.9943827679242779	0.0	0.9962312254059746	0.9966387769485154	0.925655758181364	0.9946456302817237	0.9970698199460398	0.9843980602993886	0.9944483275087369	0.99702695035461	0.9656379362568572	0.9862407431751457	0.9839407849137537	0.9542325125566581	0.9914884562187467	0.9963277968891797	0.5221485254056615	0.9956468598791166	0.977149060316168	0.9953598374144582	0.9812640862322392	0.9934051386966725	0.9803744907552492	0.9960669670438963	0.9883421278684501	0.3796701831892448	0.9951030401958784	0.9944114848036932	0.9926089665355171	0.99221470123916	0.9857446602880062	0.9956397283983491	0.9662560748234863	0.9845668846751047	0.9947309302563055	0.5255761994355598	0.9894742381979896	0.9909354335388959	0.993105920053972	0.987877235668246	0.9862626491039629	0.9845606497952608	0.9922428291935059	0.9928125041288465	0.9926171154015176	0.994456771760422	0.9659853885060191	0.9930607020144175	0.9957111493098695	0.9950013675503872	0.42132635127864854	0.9903028085262099	0.9779765493312992	0.9852772249995956	0.15824774680360512	0.9950153002589275	0.7480816117028102	0.9903852757365565	0.9815596130064741	0.9944402542829437	0.9543930985218968	0.9955614735907679	0.9791959364530423	0.9924179416258874	0.9905136744373801	0.9910430125969546	0.9741929248018558	0.994116351285094	0.9920575242034025	0.9908803156108078	0.9947885186229869	0.9857904085257548	0.9923349312562403	0.9917559769167353	0.9886502021530518	0.9737623953389667	0.965829281469476	0.9920892643504163	0.9937013224609272	0.9912827132087472	0.9960809928151535	0.9932331305251108	0.9899953419608319	0.9913534879412037	0.9933510527499813	0.9689688611141041	0.9904130506214122	0.9283065098091866	0.9966521039319384	0.9967687757858994	0.9987424562787802
Vil1.07B.FP82	0.778169823151188	0.795885084190861	0.9962312254059746	0.0	0.5839559617916529	0.8343442500636394	0.3429277511266172	0.6904024144869215	0.8457755483426773	0.5799888533293497	0.8221097532211575	0.7991734111416977	0.766729409796294	0.8400505453578079	0.6995327265753043	0.5862013292791217	0.8575647327834403	0.8820043653926531	0.88628734865294	0.6901645120199474	0.8741301810952155	0.8657359227653341	0.791869442250363	0.8433120713251007	0.4747331994288895	0.8162993852680016	0.9719820269595607	0.8211309713122575	0.5486804079528804	0.8480911955281532	0.6270954169797145	0.8092313564247361	0.7267672838011223	0.7731920082543852	0.798244849330195	0.33244094213231057	0.8830496066129795	0.6128987898789879	0.655027566290365	0.8376837701547195	0.8331221479622682	0.7994344336557733	0.7075577241909178	0.8952980855073901	0.5944243882872041	0.5283731596311173	0.8570833714187055	0.8442740153386196	0.837104405618867	0.44192218675388045	0.7048721112482076	0.9947530803545109	0.6674727705603359	0.8546239608171683	0.8161854652105348	0.9933316841799584	0.727144558358542	0.9055095784082653	0.5437008559298304	0.7004058006998705	0.45818611542683696	0.8635929288103201	0.6413308193887972	0.7309301838193041	0.7724572829912257	0.5858044340202155	0.7468784772896292	0.863551303060739	0.897214637828368	0.5602023203290711	0.8146953326626132	0.6525234990546551	0.8503043495787479	0.7481798387371142	0.881368696623342	0.8998877782707414	0.8723174030658251	0.9741378338462926	0.862882020026121	0.8415737582853002	0.7736317235963879	0.8643373097698895	0.6181411986518073	0.865816308146867	0.8105568336710924	0.4842918437229259	0.894824509220702	0.7305022918581247	0.8581360503446209	0.6371113471837387	0.6564276719960316	0.9210413345550855
Vil1.10B.FP115	0.7539461534022046	0.571563088512241	0.9966387769485154	0.5839559617916529	0.0	0.7508594901102826	0.47649174915835896	0.47003315713380067	0.8137661002600229	0.4236048986642811	0.8144950887280952	0.5503257943268868	0.7124019600840036	0.8012867421071427	0.6654360901699379	0.6722951465728924	0.8024701798301064	0.8573569354687647	0.7231415395264866	0.6184638821282141	0.8063194765391258	0.7745448041987385	0.6692195416096074	0.8376292913732394	0.6148480231114086	0.7848367848367849	0.9763533401321626	0.665051303266186	0.4037157089154231	0.5643458569125525	0.5358553582324417	0.7069839398850744	0.5312406772076372	0.7952608425343711	0.66737292155511	0.5152328351067703	0.8577527109560015	0.49085263123121137	0.7732782103333358	0.7712455606291223	0.8006033737943147	0.6386032529098897	0.5915824138074001	0.8277901570795851	0.6769211769064744	0.407175097467685	0.7400464613473791	0.7305264472031273	0.7310179379532196	0.5128335834914521	0.6478408631556885	0.994862271236082	0.6447677848126155	0.83793109338435	0.6876044595001313	0.994622518424486	0.6422949697730125	0.844445944628217	0.6217332040158327	0.6839292888710325	0.561908934505936	0.8642215528960204	0.2750523939563643	0.7078681047180121	0.6658062484166707	0.47985218214580216	0.5918774899898644	0.843903202253051	0.8951084945189105	0.5392672451573319	0.6849031458541311	0.7185061613761193	0.8374426629458505	0.7301127138570361	0.8406692263461503	0.8517539325012924	0.8262894012588448	0.9534261634298278	0.8282154180431457	0.7686743603548772	0.7097876313350338	0.8378668996454913	0.5838731462385716	0.8198059245390399	0.6739652333488354	0.6575283037351134	0.8954248366013072	0.5679637661379192	0.738013109088665	0.5416122948438277	0.4811974027502599	0.8378104748396586
Itg.24.DTT530.S25	0.8903421302302167	0.66396832071769	0.925655758181364	0.8343442500636394	0.7508594901102826	0.0	0.7868795125476999	0.7599300205228274	0.3221631090637773	0.6808118974955191	0.8792546434751298	0.50342820025501	0.5195962509012256	0.679500873471425	0.46828262790012865	0.7273913610857367	0.8301548924676077	0.6758524704244955	0.7563878682890711	0.741034670390029	0.787148564609261	0.3584092703357285	0.5391702480267409	0.7096731047027981	0.822463721792495	0.5768503937007874	0.8816371460022016	0.7289792104648447	0.7113045182149214	0.7792542430630975	0.6909716843101816	0.35052845028880425	0.7195796613939006	0.45722640673460346	0.37432403077732174	0.8118515595455368	0.6475989189938327	0.7236312274658968	0.685230553171569	0.7203386971629052	0.624217000651909	0.4346884202687608	0.7187579562697952	0.8505458505458505	0.7502288847527542	0.6353752147345989	0.8628467844705978	0.35615557139628284	0.5790575173367859	0.7475747404795287	0.7402437238413098	0.9405299579367694	0.7274384524167714	0.5956184216792875	0.6678789012710923	0.928771733034212	0.7667233057782318	0.7075295581829496	0.6856208512299883	0.5780725831046051	0.7468717279733603	0.5923831340826115	0.7860436999697746	0.5708468055498711	0.567319550716758	0.6191079928226838	0.7044320425326845	0.4575225225225225	0.8007626020907703	0.6288784256911747	0.7304808482099123	0.8413509214323588	0.5372224374528475	0.8575900604998946	0.718525874434514	0.6360744835253065	0.46486649874055413	0.6585834458406896	0.644135158122632	0.7117088355016362	0.6711203265729282	0.7717791183638671	0.8953702954581354	0.8364399234166866	0.6899202025453806	0.8894292652041718	0.6355334752779749	0.7706121935494017	0.7668047301758809	0.739868461788225	0.8048985472445672	0.9099353726841879
Vil1.04B.FP46	0.7383461194244233	0.6015635906742984	0.9946456302817237	0.3429277511266172	0.47649174915835896	0.7868795125476999	0.0	0.5615089957198918	0.8033701207903114	0.3421968440957895	0.7871485792162	0.6734677337655759	0.6905146670042672	0.7839569730960716	0.5916387288148686	0.5702301263516457	0.7704820007972685	0.8738838829843724	0.7790795461644553	0.5860386610321929	0.7667957686572392	0.7486252720815672	0.6379051323558527	0.8121765274347686	0.47948373923139126	0.7301324180431773	0.969642111126584	0.6925725185512573	0.37172981596794247	0.6561746870869937	0.5623146957006642	0.6953863428364878	0.5693604386658047	0.7144269751804608	0.6461633354768436	0.22891798744700353	0.8770372182136889	0.4861372406311366	0.6702114466422769	0.6956888988190929	0.7799591122788632	0.7479216559020134	0.5660111326352959	0.7855852580634167	0.5570999111522218	0.3898601064338294	0.7472693601421067	0.735201881615053	0.6615924860858653	0.2503916993689153	0.5892596626050507	0.9945245451424648	0.6302951446076817	0.8125073565761906	0.7054264596405403	0.9941331006377468	0.6274897426333458	0.7709319457070312	0.5457200629072119	0.5914277956094606	0.3969104266212545	0.8658904135232782	0.5294398605323176	0.6683941646225632	0.5582727661393758	0.5425500943026038	0.6396724952863083	0.8288865920919044	0.868970388197133	0.5693128549106292	0.77122357489096	0.5751942357496346	0.8117816344078475	0.7040777942294609	0.8205669265834361	0.7895402360887299	0.7784315094800797	0.9476253540460332	0.7483718633291151	0.7538189546084777	0.5931201441279135	0.8107079215940386	0.5279049843756741	0.8102969126156185	0.6072487858935498	0.4087454111512619	0.8346097517747036	0.6211708733922223	0.7585308920162455	0.5605074887010802	0.5783748328666213	0.8292731933930634
Vil1.14B.FP163	0.8029746281714786	0.5912391154702268	0.9970698199460398	0.6904024144869215	0.47003315713380067	0.7599300205228274	0.5615089957198918	0.0	0.8287028506302506	0.4015953242149137	0.8449347868063967	0.638714131812798	0.7188819078371491	0.8351922702807859	0.667764390896921	0.735533345646835	0.8362088906969138	0.8695392569385418	0.7525247874267121	0.6508667983322362	0.8168325841265219	0.7558298352233569	0.6457742070116862	0.8104246402866432	0.7444997451379364	0.8212997116994769	0.9788344877708726	0.6795551896280393	0.5092279573107509	0.5477200846939589	0.6479084086399061	0.7405666353276923	0.5433924488877038	0.8543545031209749	0.685988488139999	0.609829794445924	0.8704216660472227	0.4965456434041114	0.7911547911547911	0.7415273606653264	0.8762601406339464	0.6631912366371915	0.5699240727590539	0.8335816478559912	0.6854975253972388	0.5361179750185184	0.7352882763861185	0.7654395550374313	0.7524526545336794	0.6319665279368772	0.6804402322308889	0.9952955314876966	0.6592114756185545	0.8602669307181006	0.7559655856426869	0.9951280263807188	0.536608298397177	0.8020332090816672	0.5788981531987843	0.6156945217120184	0.6750465503115768	0.8568589096415952	0.4329385403329065	0.7462885180905651	0.7022447375316622	0.48760312001258793	0.5718186118174878	0.8566953131647548	0.9272884795879894	0.6934782752529095	0.6909090909090909	0.8111032783230603	0.8280465949820789	0.6833113446686135	0.8809143702285925	0.8152001764198793	0.8187090154793237	0.9668214566466493	0.7669952254216207	0.8000097240004538	0.7093099319929401	0.879807043933814	0.6910056903960051	0.8214057557768117	0.6416749831267198	0.8071774772094976	0.9016414071901028	0.44907785097543607	0.6402492686059511	0.605973033914684	0.38283037118194196	0.8231103372307038
Lyz2.04B.DTT246.S87	0.8951892891023071	0.7434542826036517	0.9843980602993886	0.8457755483426773	0.8137661002600229	0.3221631090637773	0.8033701207903114	0.8287028506302506	0.0	0.7509115395985941	0.8850367914611466	0.6408794788273615	0.35665437678401524	0.7508181345512749	0.5436359850729535	0.7048194805633422	0.8267092464477838	0.7808426905441023	0.8432759647282316	0.7450612167818962	0.8602672689629212	0.2751524495161535	0.5010552250350946	0.7455901373180329	0.8529259316850671	0.4214988365931762	0.9259800747718206	0.8071832207282326	0.7629323233330011	0.8276113004445533	0.7647409380915656	0.2798603396286304	0.7892494957615763	0.44643810154769137	0.44191330623909303	0.8436830835117773	0.7497393867500629	0.743872813990461	0.7045113630865014	0.7802482701783905	0.6202465097260353	0.6331578947368421	0.7363563528150915	0.8937674845218987	0.753095808198625	0.6932182271270915	0.8576475061352874	0.4154895275207014	0.5127574990964944	0.8231801977920883	0.807710084527344	0.9877583176777165	0.7500689148212809	0.5063897608334386	0.6422672627680358	0.983540509998526	0.7580000639365749	0.8182778483833165	0.7084616733027822	0.645738154287952	0.7971371644295302	0.6352678235102082	0.8407595768185754	0.4929636367438262	0.6459773877228154	0.6790020333021927	0.616079893812022	0.5240818641584346	0.742619386391214	0.7568013961170494	0.697206336081827	0.798803959587713	0.7038993121366356	0.860066822330251	0.656120121464855	0.7483407785577537	0.5761374871158418	0.6660444688443591	0.7120759360168747	0.7457053777026064	0.704764314921616	0.819365568333223	0.9170955075598985	0.8657814589432882	0.7195675325276659	0.9002266292951899	0.588194306191519	0.8151979279913026	0.80524326121489	0.8362524645753259	0.8394547866258062	0.9262101807758103
Vil1.02B.FP22	0.7156290774929885	0.4773102878391406	0.9944483275087369	0.5799888533293497	0.4236048986642811	0.6808118974955191	0.3421968440957895	0.4015953242149137	0.7509115395985941	0.0	0.778743300086897	0.5490108478646321	0.652475476944466	0.7302598334321095	0.5841563505371341	0.5660824878113059	0.6695061886829191	0.8456292517006803	0.6572938086008598	0.5330205747732077	0.7212750793463604	0.6896620764832818	0.5816753832605452	0.7657839328608286	0.569771415377511	0.7087773453227755	0.9683880637689058	0.6227826138981124	0.2416183831502393	0.5068682617153489	0.41017525948613237	0.6482078967544084	0.426413207584165	0.6955167531854648	0.4687472473862874	0.49591214692063074	0.845931909982689	0.35468753328457514	0.6512861801054708	0.6632082018221297	0.6213403529177699	0.6287602973004714	0.3945790933151415	0.795200635398964	0.517675453719086	0.288071850303102	0.639042642160678	0.6604979725766553	0.5481993915065418	0.4000556267445441	0.4776805701132958	0.9943245396521319	0.5807101636926454	0.7929923382090185	0.5384414674842245	0.9939948694029851	0.5671615966779665	0.7878054937985064	0.5071513035643899	0.548812816966344	0.5228093615190389	0.8261244572515118	0.42576667506746246	0.6320604110179155	0.47965380103151356	0.32276700328348273	0.49368027376651447	0.7987179487179488	0.8606500799351612	0.49143878972021776	0.7235910653812045	0.7201454517043697	0.7363209145956048	0.621493477613341	0.7945380445380446	0.6898771679771952	0.6883138183971935	0.9291333792935642	0.7248868053051248	0.6799915186589504	0.5517645773391121	0.7249706902810757	0.6503786563564531	0.7618027323794291	0.4491163842416248	0.6679470387104054	0.8264283621447407	0.5302025605706292	0.6993480458808353	0.46898775921434616	0.44632441153352914	0.7405540451172018
