	Lyz2.04B.FP244.S41	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.01B.FP08	Vil1.14B.FP167	Vil1.06B.FP67	Lyz2.01B.FP208.S56	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Itg.24.FP528.S31	Vil1.04B.FP43	Vil1.08B.FP95	Vil1.09B.FP106	Vil1.03B.FP32	Itg.26.FP540.S44	Vil1.06B.FP68	Lyz2.08B.FP291.S89	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Itg.20.FP504.S7	Vil1.07B.FP79	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Vil1.09B.FP107	Itg.08.FP443.S44	Lyz2.05B.FP256.S53	Lyz2.02B.FP220.S68	Vil1.08B.FP94	Itg.02.FP408.S8	Itg.16.FP479.S81	Vil1.05B.FP55	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Itg.18.FP492.S95	Itg.12.FP468.S70	Itg.12.FP467.S69	Vil1.14B.FP166	Lyz2.06B.FP268.S65	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Itg.02.FP407.S7	Itg.04.FP419.S19	Lyz2.01B.FP207.S55	Vil1.13B.FP155	Itg.08.FP444.S45	Vil1.13B.FP154	Vil1.03B.FP31	Lyz2.03B.FP232.S80	Itg.06.FP432.S33	Lyz2.07B.FP280.S78	Itg.16.FP480.S83	Vil1.07B.FP80	Itg.10.FP455.S57	Vil1.05B.FP56	Vil1.02B.FP20	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Vil1.10B.FP118	LYZFP304	SLCFP067	LYZFP328	SLCFP091	LYZFP327	SLCFP073	SLCFP128	SLCFP092	SLCFP002	SLCFP019a	LYZFP316	SLCFP049	LYZFP339	LYZFP315	SLCFP050	LYZFP352	SLCFP127	LYZFP340	LYZFP351	SLCFP074	LYZFP303	SLCFP068	SLCFP001	SLCFP110	SLCFP109	SLCFP020	SLCFP164	SLCFP163	SLCFP145	SLCFP146
Vil1.04B.FP43	0.8827451786395744	1.002847419692594	0.8069804156369272	1.2596707289845381	2.0811441131320745	1.3134557136889982	2.1539186862363304	0.36080953241162017	0.8829911582583791	0.7311218930267412	0.0	1.8760478977112194	2.29021489650869	0.8628549157511275	0.9371381761735258	1.709222136862377	0.6725158170512037	0.6312719928531891	0.2822944896630322	0.9963074862504753	0.976673505862193	2.3826707415307546	0.6422789698738548	1.068089165585978	0.9179096063757812	0.7418231640379962	0.21300372959684116	0.918264227755706	2.040183615293032	0.5049099556533869	0.7947328768472735	1.5349601003569873	1.7920203415547793	0.6839197162852843	0.7836977661248377	1.1809974827514722	0.9591129936589481	0.4228246554716446	0.7400504321353357	1.540351498363623	0.9191463248212844	0.5347819842134046	2.2098368738215868	0.9083049044414981	0.4662594625938401	1.129348128656114	0.29993523588978965	1.1565965435926213	1.6295445979671666	1.7223064520314078	0.31959893655174	1.622035266986399	0.6877877933531674	1.1341662876352123	0.610025926112131	0.18490439548746418	0.8914551289790811	1.3761284427460343	0.6274924020282177	1.665712178744658	1.0630205757611955	0.6046374789109972	1.6724340740466435	1.8708097941099422	2.327258735668727	1.973255417481451	1.8149106148243996	1.5398946188481648	1.2444448164899344	1.365124105419893	1.4248981450278415	1.264363182387497	1.6702326891775507	1.5572717080515173	2.24279349121944	1.3796938151124858	1.989751878949404	2.057037338613952	1.5949361776557898	2.1566377892175774	1.9369361680964319	1.9996055741356173	2.1845768393557217	1.2180551897645098	1.7949772975121059	1.8302975137691118	1.9712556495278077	1.482527755012637	1.753646376614969	1.378603551983695	2.481486338931613	2.525536591025532	2.6139260947129945	2.075068388890462
Vil1.08B.FP95	2.13283600514184	1.5973743641565665	1.6828978982400327	2.1221700111288455	1.0147708889484846	2.6914888438850766	3.3063433992001774	1.6776046990218336	1.6225789145167362	2.297067136573742	1.8760478977112194	0.0	0.7135012406369391	2.0800736618331594	2.4912232317999567	3.1006961375276587	2.0618469271346336	1.635261289152202	1.8073684582530647	1.8140669853263498	2.2273325307249316	0.9875565018717793	1.9120261324834504	2.6385382077025183	1.44066133670219	2.573175093244429	1.813615890844374	1.5751030506867467	0.40043042440540677	1.4269025416576124	1.8490531344253007	2.604867546529453	0.7286910933512444	2.450173782537291	1.1491421382410476	2.452859352599526	2.5482746556296014	2.031335168639735	2.0886992195399596	2.0661651742890585	2.3648384620327203	2.153972106568957	0.8388109816485806	2.5603810855478204	2.0990060581382166	2.969018611753361	2.085262856235289	2.9651935683764146	2.973520240208077	1.2151420010010425	1.7695270100625808	1.034015162894248	1.251403881754683	1.6951395412286745	1.8449287133139152	1.7818153403460522	1.7315487410562531	1.5828748405912663	1.6776149028755265	2.8650792726360823	1.8500242025575426	2.371481065506686	3.3071098273718498	0.13025745579782225	4.114303551412491	2.7889701937885354	3.6401673527466545	2.963695447900566	3.092575916641154	3.1299582440437623	2.877908128742175	2.7723873104439414	3.1521025929080806	2.741357953319393	4.075187735930667	2.819521134266769	3.8313354426814215	3.9034904552518377	2.8935891521915442	3.906878515458089	3.1612684190353977	3.7453835856505764	3.9293403548439203	3.0778805974993766	3.6291257855495327	2.725520950941052	3.2302611092226763	3.135390930877919	3.0826294147061932	2.5501462873731966	3.800373149515957	3.8183152192685057	3.9034737265505384	3.640694674605474
Vil1.09B.FP106	2.726986531289741	2.2238182772640487	2.2781432474879124	2.7716131072944687	0.6542660588272198	3.2924365213952167	3.963372816990245	2.0168898147132754	2.242671404594781	2.836400102789922	2.29021489650869	0.7135012406369391	0.0	2.6747282077618966	3.043986762311373	3.71084768439931	2.6217636947587186	2.1855316990674107	2.146152631288002	2.446190935274103	2.826476041219692	0.3043956332024313	2.4777914236364946	3.1930173146382237	2.058151262778457	3.019300135463916	2.271035923259425	2.19593452712478	0.3669515622661685	1.8322650118266	2.448719681210184	3.2548297484396262	1.4371781343068037	2.932274996815041	1.660174973429105	3.0637165027314226	3.0943934996319458	2.5373328318133668	2.658748885418507	2.7517779203997104	2.936221013753029	2.6695559260750628	0.33502453006810334	3.0820183201526317	2.6064911719519497	3.407544958083751	2.4446423573044576	3.4261449161185924	3.590569205525851	1.2453738852653555	2.2557058368674316	1.0937839982165205	1.6834876246177588	2.3461852345882046	2.3970698818897898	2.2261287938652425	2.3465534196930014	2.266660263267096	2.229481152425656	3.5033099084310724	2.4862781991626446	2.851987176245973	3.8576196170615247	0.6060736940285637	4.603091639203492	2.672733890520671	4.094149737076969	3.0655775631019235	3.412928075052164	3.3871301604680903	2.9953364419249997	2.9320825143156837	3.261151061321407	2.7674650906656915	4.528750190951812	2.9429712691441203	4.279489643232674	4.345290696877528	2.9531655187322263	4.412924594061879	3.158662844052221	4.25685610280188	4.442234903604221	3.458324428583373	4.084949478207259	2.644480835863868	3.234886467697737	3.357565247049822	3.1312527757319706	2.5979397207744266	3.782441688000507	3.7889887762109504	3.867667375212728	3.7507034613075096
Vil1.03B.FP32	0.11747479099988807	0.5919632616928885	0.4451636583889805	0.43752822340429537	2.601281311917872	0.6326768478462209	1.3746306749305939	1.1419544301445523	0.473149223857401	0.38323113134457304	0.8628549157511275	2.0800736618331594	2.6747282077618966	0.0	0.4775047479941791	1.0565558059622724	0.2321860698687845	0.5553191185137618	1.1219539669590681	0.35768564095247607	0.2694665281175508	2.8475456510664396	0.24232864992419345	0.5985344632718878	0.6706695391624473	0.92392432010862	0.7469555880420744	0.5455693783068244	2.358043579222803	1.0600060805568283	0.2605263402913529	0.6955913456511584	1.681774760356777	0.7134471655597653	1.0438451354647655	0.4030990003415797	0.5419116410598819	0.48763596776829027	0.14143067211689697	0.7642066349899687	0.31583828909471107	0.42969914492158023	2.6597751378477636	0.6769535947601961	0.4619379837743222	1.2292000686345228	1.0753775723327994	1.165566845979502	0.9258336117039753	2.229605186160632	0.6305941629509628	2.124320805371848	1.1182125387114836	0.5729411227809258	0.36772647533776803	0.800130570700341	0.39015717607409467	0.8468648899091162	0.5141220949046932	0.902132360651645	0.3999869370442913	0.6540859514786286	1.2702497469312932	2.128147081800056	2.138020022339858	2.8274137093929204	1.7656887381673274	2.3102591836730024	1.675261883485914	1.9266592018901718	2.19994508446398	2.021557960325672	2.409216758491222	2.3915080214122817	2.1626724735543816	2.156684120879994	1.9365818587733759	2.0202247821723223	2.3971569331423797	1.9199356165049553	2.745263603323719	1.7431552763719707	1.9207603259824473	1.4991977740749944	1.7290549950944416	2.685186351973911	2.770375695194554	2.0869170176485543	2.5432351230522854	2.222706047437306	3.245893115798314	3.2960717993818345	3.382192516516003	2.7484589472991656
Itg.26.FP540.S44	0.4224173018888859	1.057568496192894	0.8856143729976983	0.8088042935241146	2.899752073277236	0.4011668358642155	1.2462674484409786	1.2801412178505682	0.9351020312855084	0.21612791289559571	0.9371381761735258	2.4912232317999567	3.043986762311373	0.4775047479941791	0.0	0.7766121605344015	0.4304661235665077	0.9225083148109146	1.2082118758965268	0.8344753546623791	0.40611588594271225	3.1887606056820643	0.5862201892956608	0.1563314236569469	1.1229828329143607	0.596630678976416	0.8671634131151438	1.0088070224914867	2.746866375285717	1.3089656948921078	0.6786548153175036	0.7523375076018393	2.137462546274218	0.4099588916269651	1.4031869138864899	0.3895530940475427	0.06813472602573971	0.5464973735120622	0.4188027286178421	1.1492951004996992	0.1677906470332539	0.41202383369925033	2.9972831917107112	0.27575944419430737	0.48227985082070235	0.8018849662152464	1.030313058912127	0.7202036194970215	0.701227900892858	2.4726837120904896	0.8416235718128088	2.3910790051827235	1.423219846935192	1.047299882083473	0.7014434508391453	0.925017994399659	0.8581074898890948	1.3191157765986727	0.8790416003548731	0.787516266559574	0.8669140191305501	0.43144570955446887	0.8308240350696008	2.527035149305518	1.6669797219310738	2.781485528602233	1.2899215614759083	2.130425175940406	1.3422779316789142	1.6222808916868081	2.0272756814721404	1.8448979468227835	2.1957774060447846	2.2888581324664097	1.6864491142246971	1.990627908608039	1.464907879523599	1.5475392415513518	2.2515247693906306	1.4531199810022697	2.59285386474068	1.2771442095019674	1.458190777774727	1.1067329781932158	1.2606122180602508	2.6332431491668657	2.605135465726968	1.8079492057627644	2.374171050407997	2.1457500138669463	3.033713968423075	3.0881649121884998	3.170635600006691	2.47503547658168
Vil1.06B.FP68	0.9887829918570066	1.5936236215848893	1.4910375290562332	1.1006006203691874	3.59096489596656	0.4267424252975807	0.5614923239881514	2.0541663081645862	1.4981726227863439	0.9819180322211181	1.709222136862377	3.1006961375276587	3.71084768439931	1.0565558059622724	0.7766121605344015	0.0	1.1239172088696447	1.601548335936226	1.9832645782558607	1.3258882225545516	0.8863206217818027	3.8803386773168413	1.264278186946886	0.6695837013082507	1.7061303796154772	1.2337077014409905	1.6174407721338122	1.5718077561513795	3.3996344432219456	2.060443974515138	1.2632098501950462	0.625964898039732	2.62075371132423	1.1144182747248	2.0943144731704497	0.6614084070124069	0.7642699272640757	1.3039455237024877	1.090535283550579	1.3225086821948027	0.8231602750309469	1.18324527733083	3.675724104580167	0.8675697354252608	1.252570351596536	1.2089096784867996	1.780428088416855	1.081544736132037	0.18671517849039418	3.124877819158128	1.594967852568273	3.059163613068215	2.1521595695017557	1.5013058520568825	1.3906329933471353	1.6782025919020451	1.415654672682863	1.7037730519998737	1.5579181359428829	0.3503329334752731	1.3275211558647309	1.180692704787919	0.5334953329445872	3.1565094937347182	1.4108604780702312	3.4897653918184046	1.2971686138394247	2.7648891358346606	1.853091683202292	2.1504392452928984	2.6760646866780706	2.490457774634181	2.7984038906382134	2.978625930303596	1.5639585587800753	2.6410445548135	1.4398335996526492	1.5165301368049477	2.9074997591992164	1.170040891993393	3.239688681139326	1.023782357776379	1.1476136264586057	1.5351495693398585	1.2899555301431092	3.343581502959801	3.2418264892362076	2.3310778050619834	3.012063913618207	2.8534964538124252	3.621859560656636	3.6787702291546918	3.755705126917177	3.003202961775429
Lyz2.08B.FP291.S89	0.21313462568165678	0.7047449272614389	0.5155955786978734	0.6662066228938452	2.4961123853297975	0.702422930771377	1.5096932602883038	0.9836395891091221	0.5458472034835273	0.2525131808989112	0.6725158170512037	2.0618469271346336	2.6217636947587186	0.2321860698687845	0.4304661235665077	1.1239172088696447	0.0	0.54396888358959	0.9460271849158369	0.5159833277920891	0.31371735892995206	2.7747087068955993	0.18469435728467465	0.5817130742901101	0.7262784677004203	0.7394574861941412	0.547590568494698	0.628977619067551	2.3229192855382164	0.9472837506774833	0.288253682079883	0.8674377684225346	1.727027858192553	0.5347537285491769	0.9914102820431605	0.5269043567159882	0.489323449867274	0.26878815453699284	0.13044136731145195	0.9757021348345952	0.3227496452593447	0.24217177433564446	2.580684141652735	0.5457859912128366	0.26510798654812046	1.0771013656290236	0.8604262666333509	1.0249434989810013	1.0221172821582045	2.0938176591984954	0.5016749706594881	1.999118765356336	1.0376663404221163	0.728487979461839	0.34964918982078264	0.605575787501796	0.5015270843327215	0.9988766359787876	0.5050045527528473	1.0162519163772867	0.5823761775694941	0.49559342233875686	1.249979794829066	2.098507189383828	2.0793041676913973	2.6161840304705906	1.6632206104446174	2.0914287040151773	1.505445195958173	1.7252060942130365	1.984512425900268	1.801491343111924	2.192634527235677	2.176784939374482	2.0799019883558025	1.937606306040184	1.8503324239806824	1.9297533456272373	2.177183683323633	1.865289741267902	2.528025536200646	1.69574494935666	1.878097484094222	1.3243630334290821	1.6449219272071862	2.474629218019018	2.5535384545587814	1.8682286219881714	2.3253768871846106	2.0099689338592426	3.0368278305070966	3.0853131092001242	3.1717386652284794	2.542963166174295
Vil1.02B.FP19	0.6417099357655028	0.3843924846211529	0.21596286380709237	0.7783773098829169	2.1473737653668534	1.1764373350019597	1.911627575368773	0.7465585149481172	0.3463219507213877	0.7390091384900163	0.6312719928531891	1.635261289152202	2.1855316990674107	0.5553191185137618	0.9225083148109146	1.601548335936226	0.54396888358959	0.0	0.7888864815604419	0.4729285250346038	0.7869676879449883	2.3503621624311837	0.36469160989851496	1.0536087360428819	0.3398633567069332	1.1121685716984882	0.5713660677900453	0.3281192264819933	1.8684249374914985	0.5693904238850411	0.451196046429871	1.216576996691896	1.3742671287189565	0.9472521869420656	0.5308299177713269	0.9548509402775085	0.9727326871352604	0.5557164472038701	0.5232789294765267	1.0023971458894831	0.8032824346321813	0.6038815397125746	2.1877307799752406	1.0566235606677339	0.5664505488346738	1.4886209075785863	0.9270502407909575	1.4708938699943581	1.4676716531568879	1.8801210943668583	0.31740077955275076	1.740333886512729	0.5884094579903264	0.5414730670825553	0.22294706114543988	0.5855311647408988	0.3360987577425607	0.7811788658833642	0.04493188496894958	1.4538017880004708	0.5144454215699258	0.8219651062761844	1.7515466184605402	1.667291381014663	2.5508220129936894	2.529805977084559	2.116226084277176	2.1639244071290835	1.7354979153263974	1.9443551003776394	2.04440161424667	1.8922289921244337	2.2929211689506146	2.1559253277874597	2.526243308378946	2.0043090307818137	2.273866762978331	2.354765486368084	2.213297714349321	2.355276487839776	2.547437022630959	2.1758703295228523	2.359983167086037	1.6781643976276626	2.062374312005084	2.392657118043618	2.583961513768815	2.0937450457429794	2.371809884768612	1.9696131657978213	3.085448662947389	3.131520892803583	3.2194787728113963	2.6800746807576554
Itg.26.FP539.S43	1.1525129595733172	1.1654720119124	0.9917894241456583	1.4954529578220055	1.9199144824925902	1.5893530976739845	2.428773397784683	0.14245908703883223	1.0745872779435848	1.0060280642060309	0.2822944896630322	1.8073684582530647	2.146152631288002	1.1219539669590681	1.2082118758965268	1.9832645782558607	0.9460271849158369	0.7888864815604419	0.0	1.2127405616174574	1.2535694527668255	2.2121513730184144	0.8925770968969728	1.3322601233257625	1.0592332030683873	0.9511722704352493	0.4563074877103413	1.0895382655687935	1.9194166550000566	0.42929949007911145	1.039109824370909	1.8043628898491797	1.8333721358542507	0.932467313360735	0.7855259890886094	1.4542888896070856	1.2261213920578835	0.7037628044670323	1.0040130690999864	1.7607886201980045	1.1925934684000663	0.8076082771984718	2.058034248402023	1.1744309690590387	0.7401462227530033	1.3138885337852775	0.3644350930556339	1.3627040107229593	1.9020706562888858	1.6174924064369147	0.5155368851195533	1.5083154754248134	0.6243316449160531	1.3196348429078717	0.8258063253441341	0.4029465908273089	1.0929737692845154	1.5406027612184798	0.7979087769463334	1.94445948587633	1.273920667495171	0.8446380794638296	1.923071182536595	1.7835429783133343	2.5250988794024565	1.7536994534009573	1.9972507244096855	1.4108984373172575	1.288817962452375	1.3635456032872983	1.2917864665249346	1.1586964712411445	1.5574821228952425	1.3693509315655337	2.4160147918771666	1.2517118764945065	2.157981105543996	2.2208809912186176	1.440552644611964	2.3710700261977986	1.7671032239480124	2.2173791889981826	2.4003359107328883	1.3437909284853624	1.9699150125141904	1.6114883422323474	1.8074965993099092	1.4681152111065474	1.6027508150969538	1.1822598176215255	2.3261996605808744	2.3675941651801895	2.456268199818753	1.9830273847586222
Itg.18.FP491.S94	0.4350055147566033	0.2832511762031663	0.26384549723677564	0.3500430428753098	2.4426435638364694	0.9247303855907648	1.538920997920562	1.1902316231172991	0.21544488278171264	0.7278922133634724	0.9963074862504753	1.8140669853263498	2.446190935274103	0.35768564095247607	0.8344753546623791	1.3258882225545516	0.5159833277920891	0.4729285250346038	1.2127405616174574	0.0	0.5469772164209703	2.6447503423721326	0.39737823350282586	0.9483817554914495	0.3974095532865638	1.2467166861642696	0.8693784651948339	0.2606836383003002	2.112948465609074	1.0184477624166663	0.28682558572469935	0.8260512610856477	1.3623394254275234	1.0416022788666885	0.8815322414806575	0.671603211066896	0.8986748840576096	0.7194630064510769	0.45685517950710863	0.5481620774203474	0.6702330170718956	0.7167378725590232	2.4629985430264734	1.0259699195672425	0.7215583657942716	1.5757155837331465	1.2592338778584549	1.5176462530738724	1.1782980668935161	2.128492107693705	0.7058918155462793	2.00492552268467	1.0117918847485663	0.21981234959124077	0.42794246540947517	0.9084417413299735	0.13986106026579828	0.49275611139990366	0.4512053332729135	1.1023768246915349	0.10128786905937856	0.9636951311581458	1.6058761821601293	1.8753937940946042	2.487700286699372	2.9409709946306757	2.123306200011263	2.520303889925325	1.9772164380568131	2.2124443781881626	2.4077034777841617	2.236063560952275	2.6374689084516567	2.5513951965791115	2.518025004098152	2.3616301287850865	2.290839071179922	2.3752654145229073	2.5845637872329146	2.2672485102781277	2.930831887718888	2.0899906881558015	2.264873693068735	1.8308236438622516	2.082150154497578	2.8053244773007178	2.963660046658149	2.357565421760425	2.7424707695361548	2.369690769827106	3.4624850859189653	3.509650667276122	3.5972629478160383	3.006709578043885
Lyz2.08B.FP292.S90	0.1559016814521683	0.8126180872635878	0.6811962958313854	0.5500648900828747	2.7136384979338755	0.47850450610341966	1.2322580944317911	1.2917086755830807	0.658610762809499	0.3823756807237953	0.976673505862193	2.2273325307249316	2.826476041219692	0.2694665281175508	0.40611588594271225	0.8863206217818027	0.31371735892995206	0.7869676879449883	1.2535694527668255	0.5469772164209703	0.0	2.9957618490097895	0.4363699305658794	0.5224112805829135	0.8723825607104195	0.8901930159436798	0.8336344277725349	0.7524172053644267	2.5207502755957965	1.2393778221054002	0.3890284571719975	0.5964697293875848	1.8048224315851462	0.6839281193407064	1.2299873979158014	0.29330614455720644	0.47239001895399124	0.561068154774982	0.318650816867809	0.8352151072919196	0.27651883703628444	0.5090058415811783	2.7901825531817117	0.5544674527503729	0.5539750940091527	1.1529378278663829	1.13747361463075	1.067161857259225	0.7855413952834487	2.2818251718712523	0.8092251649445551	2.1986891447106194	1.309905995441353	0.7600722433704212	0.6039394062199632	0.893787741361449	0.6099083614606953	0.9967490899917859	0.7484786315129122	0.7285664269935835	0.5997102068476707	0.7003502299826523	1.1137221009967166	2.2778733963918767	2.003013967889067	2.887857379299713	1.6475993967856635	2.3326204164096564	1.685369060635744	1.913951997573078	2.2328296349273593	2.041052828688763	2.423537624522114	2.4428714506658498	2.046970641804831	2.182848068273193	1.8432289024121384	1.9232416678684894	2.4269343173624156	1.7693649647562164	2.7806139900926357	1.6058038972655957	1.7788384838619642	1.4407665969399222	1.6457197443836549	2.7485277354012903	2.803156178726486	2.0483329545272984	2.572108089854237	2.2818100368607173	3.2788889337352254	3.327607819436113	3.4129384922796184	2.755142520917983
Vil1.10B.FP119	2.8966475801749945	2.4285830616033572	2.462417604114136	2.979440999453382	0.5474999077764494	3.460245451183009	4.163209679940616	2.0890412819838757	2.435900432416649	2.9766593066852964	2.3826707415307546	0.9875565018717793	0.3043956332024313	2.8475456510664396	3.1887606056820643	3.8803386773168413	2.7747087068955993	2.3503621624311837	2.2121513730184144	2.6447503423721326	2.9957618490097895	0.0	2.638144993371719	3.3380511214279593	2.256967631935999	3.1101365390567195	2.380091807533263	2.3937097014899478	0.6378833181965073	1.9417681342625137	2.624291979851703	3.4541753954229204	1.7136974965368799	3.0418282536957038	1.8203985295357563	3.240102260797584	3.235406507890176	2.6649034208543045	2.818815725246111	2.985108347869789	3.0924689139650314	2.801375178810179	0.2950833970693147	3.20739663989993	2.735356600093147	3.4895419284496283	2.5064611462441317	3.5181094410727116	3.766678885724337	1.238040774986561	2.385180689299949	1.1105922806239212	1.8131341394096687	2.561127753759144	2.55660322068177	2.3306182801967927	2.538258164993645	2.505109828363283	2.3938511496106902	3.690913123605944	2.6896300706449727	2.965427523030983	3.99206876424265	0.869630286772471	4.70065981695644	2.5252151926518627	4.177063048673108	3.001736531405471	3.445256698789008	3.3867760074653894	2.9405287053065208	2.8948237078752683	3.1977222279528856	2.677937074675853	4.6095564673979394	2.890366397538602	4.360891984269669	4.422647665187378	2.8728839619917403	4.519520094530665	3.050364903986808	4.368445976115833	4.553255246242142	3.5121389864627126	4.172292239611576	2.5126166306554096	3.128694705497158	3.338475760090905	3.044383507512586	2.5211905724683628	3.663444738517402	3.6647843185589357	3.740209868079408	3.6835385559323783
Vil1.04B.FP44	0.2972961078644099	0.5372050554647344	0.33713852240811615	0.622151092445183	2.3849413479762416	0.8377116794877488	1.6120343537350086	0.9052450575546483	0.39186859112660266	0.40880616628425104	0.6422789698738548	1.9120261324834504	2.4777914236364946	0.24232864992419345	0.5862201892956608	1.264278186946886	0.18469435728467465	0.36469160989851496	0.8925770968969728	0.39737823350282586	0.4363699305658794	2.638144993371719	0.0	0.7281856897713254	0.5538567279654956	0.8697120123776932	0.5255938888483427	0.46167117054962037	2.1703932773891053	0.8223992842222391	0.21221897468231163	0.9364608462872567	1.5835920897152767	0.674594112638589	0.8343803375015532	0.6304808364372402	0.6435377947673246	0.3250373722557566	0.1810656227371324	0.9144412754260844	0.46152486616307087	0.3339840496921789	2.4527611166006604	0.7223730540524269	0.32764104879900113	1.2246065421972363	0.8812126379293811	1.1832932971380463	1.1454425071404974	2.023756833457917	0.39743773088284184	1.9137691530285326	0.8914232135928682	0.5901999503175445	0.1832560123215465	0.5737449091151465	0.34513979124505384	0.8659673920776235	0.3254737603477027	1.1310531691782733	0.46448795518374	0.5937677904215102	1.4143732110016447	1.9498028663148634	2.241636350994188	2.6096207011538666	1.8237063180778723	2.1363743321080193	1.5953316245736695	1.816093609686916	2.0244223528327483	1.8501760972770833	2.2476451269288384	2.19059016664788	2.237101168359969	1.9793668942656895	1.9995956782257176	2.080340589072628	2.210299705662606	2.032600864934686	2.5577150741097947	1.858391550052196	2.041144029674078	1.4559169874359026	1.7909276021645197	2.4690836934115135	2.587110383892727	1.9629000507332672	2.3630772321867535	2.015759738653406	3.078483263967483	3.126372981606762	3.2135851771680084	2.6117804736805352
Itg.20.FP504.S7	0.5500079335072423	1.1740668013271207	1.010919987502443	0.8743622026548373	3.0526996899775343	0.3472419076770395	1.1581804821510426	1.408673016552595	1.0665887345701013	0.36552510360906004	1.068089165585978	2.6385382077025183	3.1930173146382237	0.5985344632718878	0.1563314236569469	0.6695837013082507	0.5817130742901101	1.0536087360428819	1.3322601233257625	0.9483817554914495	0.5224112805829135	3.3380511214279593	0.7281856897713254	0.0	1.2539934564636148	0.6463573611322008	1.0127689062036982	1.1352521334715746	2.8933490487804545	1.4462173866650045	0.8189506089532775	0.741153104090811	2.2743331352704694	0.49236007867610565	1.5462628334043103	0.4191532370419908	0.11497335785204359	0.6933155116072618	0.5545621263509894	1.213342923747647	0.2867723015207398	0.5509473230596721	3.1494992898347935	0.33561517397464913	0.6213650717680836	0.7758684573222506	1.1448147561931752	0.6850466466218139	0.6017352012602745	2.626764598091656	0.9777347692483186	2.5458008225622835	1.5620456995445742	1.1547200732220009	0.8307722942568758	1.0692566032115745	0.9803248282015061	1.4238918648783647	1.0093868253559226	0.7359280632106914	0.9692037734770494	0.5162013980630635	0.7005212735786387	2.675215566701293	1.5419082747891732	2.8787950742526407	1.1946183687468752	2.1943184593168206	1.3374353374305876	1.6431699818251164	2.091803277563562	1.913531145295842	2.2472774726331988	2.372471238677435	1.5731807240877844	2.0601491173902247	1.3550478055991446	1.439948335463619	2.325779312415399	1.3300704053889376	2.660818070371956	1.1484140137897325	1.327446705508901	1.0954032665343683	1.1514688101049522	2.7285697334002132	2.66870480885484	1.8470912356931302	2.4387457604738234	2.2369266087443718	3.07478815019729	3.1315226883853096	3.2122684434858737	2.498052601078889
Vil1.07B.FP79	0.7490800550326259	0.1932263864899453	0.25689573820830336	0.7276857204801229	2.0813064034905278	1.292104070782813	1.9361696920970033	0.99382738139398	0.21722894527745018	0.961583150672597	0.9179096063757812	1.44066133670219	2.058151262778457	0.6706695391624473	1.1229828329143607	1.7061303796154772	0.7262784677004203	0.3398633567069332	1.0592332030683873	0.3974095532865638	0.8723825607104195	2.256967631935999	0.5538567279654956	1.2539934564636148	0.0	1.3948607970274107	0.8115309955533028	0.13868315418511365	1.723097421807844	0.7497183171088155	0.4966732912194183	1.2232066568238609	1.0727101737658808	1.214289000567042	0.5198194288355422	1.0453745410250401	1.183136501585792	0.8115970693979216	0.7047692425702382	0.8279384735230082	0.9761313621960864	0.8680126655280448	2.085815124975832	1.271827301303618	0.8398994153651421	1.7669439510081042	1.2097294718372165	1.7332547686133972	1.5635814914973793	1.8350708252129706	0.6293612796133929	1.6895831234248955	0.684294068832777	0.3398745307219944	0.4902453575907252	0.8254624397213023	0.29502586964380356	0.4865248259505264	0.36071722689069236	1.4945691394026088	0.4337173561777815	1.1150118027386116	1.9383880611414597	1.4952526576107557	2.7870731459092895	2.748845092246193	2.376482847755224	2.446116375075844	2.062257721921265	2.255561266278754	2.3320865728197115	2.1753589616289073	2.584607808333246	2.4147740087040623	2.786800869249963	2.284713575636893	2.54542436257232	2.6273655538733967	2.481233610170014	2.576006531632898	2.817628211442091	2.399160647282243	2.5798728610286106	1.974125724634083	2.3346160555505113	2.621069705762159	2.8592104168286436	2.3790898971427112	2.6495729806486725	2.222581665722085	3.3806761387571824	3.4232449957347204	3.511905729237089	2.990362843227684
