	Lyz2.04B.FP244.S41	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.01B.FP08	Vil1.14B.FP167	Vil1.06B.FP67	Lyz2.01B.FP208.S56	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Itg.24.FP528.S31	Vil1.04B.FP43	Vil1.08B.FP95	Vil1.09B.FP106	Vil1.03B.FP32	Itg.26.FP540.S44	Vil1.06B.FP68	Lyz2.08B.FP291.S89	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Itg.20.FP504.S7	Vil1.07B.FP79	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Vil1.09B.FP107	Itg.08.FP443.S44	Lyz2.05B.FP256.S53	Lyz2.02B.FP220.S68	Vil1.08B.FP94	Itg.02.FP408.S8	Itg.16.FP479.S81	Vil1.05B.FP55	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Itg.18.FP492.S95	Itg.12.FP468.S70	Itg.12.FP467.S69	Vil1.14B.FP166	Lyz2.06B.FP268.S65	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Itg.02.FP407.S7	Itg.04.FP419.S19	Lyz2.01B.FP207.S55	Vil1.13B.FP155	Itg.08.FP444.S45	Vil1.13B.FP154	Vil1.03B.FP31	Lyz2.03B.FP232.S80	Itg.06.FP432.S33	Lyz2.07B.FP280.S78	Itg.16.FP480.S83	Vil1.07B.FP80	Itg.10.FP455.S57	Vil1.05B.FP56	Vil1.02B.FP20	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Vil1.10B.FP118	LYZFP304	SLCFP067	LYZFP328	SLCFP091	LYZFP327	SLCFP073	SLCFP128	SLCFP092	SLCFP002	SLCFP019a	LYZFP316	SLCFP049	LYZFP339	LYZFP315	SLCFP050	LYZFP352	SLCFP127	LYZFP340	LYZFP351	SLCFP074	LYZFP303	SLCFP068	SLCFP001	SLCFP110	SLCFP109	SLCFP020	SLCFP164	SLCFP163	SLCFP145	SLCFP146
Lyz2.04B.FP244.S41	0.0	0.6845588379632542	0.5395038183899109	0.4903585723433992	2.6319087561255525	0.5659031951103779	1.32611108011501	1.181948140204883	0.5421456545861263	0.3436342086858374	0.8827451786395744	2.13283600514184	2.726986531289741	0.11747479099988807	0.4224173018888859	0.9887829918570066	0.21313462568165678	0.6417099357655028	1.1525129595733172	0.4350055147566033	0.1559016814521683	2.8966475801749945	0.2972961078644099	0.5500079335072423	0.7490800550326259	0.8825508007975637	0.752306122785924	0.6276738636027258	2.416324096318211	1.1163977589715042	0.2848070052855651	0.6618533548904227	1.7293588860673166	0.6710467073230576	1.1079412367600872	0.35007240921788774	0.4900921143279261	0.4811462472348951	0.17885447163727888	0.802770226016266	0.2656829976991475	0.42648267145777685	2.7004938904293696	0.6009045222684548	0.4653073192688585	1.176471173984912	1.0723251850261621	1.1046601844477089	0.8714074473947812	2.231534796603352	0.682881729341382	2.136319341746784	1.1829614726972335	0.6537131332074699	0.453958456938505	0.8095886622931012	0.4789474835103492	0.9132238037477213	0.6017154461053165	0.8369678998357962	0.4869795580271457	0.6447599445204296	1.1996726243990035	2.1809909962793497	2.0747935856545863	2.828076168205069	1.7037738785185645	2.2943417992346715	1.6582512148831539	1.8976695334092495	2.188567605673103	2.003811416806097	2.3904729531897573	2.38787062422356	2.1047497372931625	2.1420222723012237	1.8867394006170584	1.968706951233958	2.3841749043961276	1.8504586432445713	2.735331177091522	1.6791826442472317	1.8559498111882837	1.4528758278989702	1.6828190797318794	2.6870399135924177	2.7595023562500645	2.045760837052903	2.5303951644043536	2.222154265494873	3.23654860770651	3.285963075458882	3.371865297898962	2.7283522904882638
Vil1.01B.FP07	0.6845588379632542	0.0	0.21425311037132463	0.5688035426858544	2.2686856092987933	1.1894619679813319	1.7950557628540997	1.11187021296041	0.21985682656535427	0.9227250260145986	1.002847419692594	1.5973743641565665	2.2238182772640487	0.5919632616928885	1.057568496192894	1.5936236215848893	0.7047449272614389	0.3843924846211529	1.1654720119124	0.2832511762031663	0.8126180872635878	2.4285830616033572	0.5372050554647344	1.1740668013271207	0.1932263864899453	1.397244776727113	0.9049060005887192	0.12012913459704247	1.8813421658862748	0.8876967992547353	0.4825834532416989	1.087407295220774	1.183918696523061	1.205840200569202	0.6931664712109988	0.9381944756338306	1.1175383339105494	0.8373312776793651	0.6510596894782485	0.6807596720578508	0.9018630329606788	0.8584074084944983	2.2647967517441434	1.241300343194303	0.8442299067445512	1.7504527786201878	1.2932682992662166	1.7092136022252273	1.4400727650306424	2.027599359770587	0.6926056605845762	1.882796234821783	0.8367425416084249	0.18787364687124636	0.47259441111621064	0.9271925739099106	0.20846163266207857	0.4057684338776135	0.38778607234636736	1.3763756895022825	0.27941836652074126	1.0981737816224726	1.853896873576153	1.6571372723311	2.7143262240185524	2.888426460130263	2.330123407363297	2.5416575388720277	2.072462504473579	2.2998927868259504	2.4242829220523787	2.267098403271397	2.6705673664658267	2.531381950062964	2.727084978127885	2.3814413543641266	2.4870165223687803	2.571737099921112	2.5894837379966344	2.5036170753114044	2.9261963582532062	2.3219247270499563	2.499663269633716	1.9789007945037866	2.274857106319695	2.755829833176021	2.9638307153811763	2.44702909121823	2.751013533953471	2.3428092422458198	3.46913041531902	3.5149471698459474	3.6029966209503743	3.055636062654818
Lyz2.04B.FP243.S92	0.5395038183899109	0.21425311037132463	0.0	0.5795756905403368	2.2675577019946602	1.0720002633864059	1.7546710629983733	0.9556767632862915	0.1783256016996152	0.7315220998075671	0.8069804156369272	1.6828978982400327	2.2781432474879124	0.4451636583889805	0.8856143729976983	1.4910375290562332	0.5155955786978734	0.21596286380709237	0.9917894241456583	0.26384549723677564	0.6811962958313854	2.462417604114136	0.33713852240811615	1.010919987502443	0.25689573820830336	1.1866833723822248	0.7117693851232909	0.16211360160730892	1.9491511914348247	0.771445428026025	0.34087203597093835	1.0483672405970672	1.326882130813817	0.9990616157380278	0.660861652549452	0.8313660831880569	0.9434316883188779	0.6268480261055802	0.4699189857740364	0.7866553929520352	0.7406975700936131	0.6496555327299622	2.292905042606956	1.0536466568101952	0.6320935262029826	1.5456657345295504	1.0921181284149681	1.5095571075079726	1.3476786482324397	1.987949029955283	0.4960227150362573	1.8521292654915766	0.7664896268026624	0.3357458213636517	0.2614012651087247	0.7385417209955829	0.1251286582582689	0.5992949194370165	0.20206432426333978	1.3083608552031432	0.30190539412718664	0.8898257109491512	1.7025503110971467	1.7303325366735596	2.5436669840558506	2.730269640753109	2.1404988414655715	2.3454202968574083	1.8623254757662366	2.087105034857635	2.2282538530957368	2.068059346559456	2.469832132757705	2.3520580615632665	2.544043052712088	2.185835370617274	2.3009810104253963	2.384269488202725	2.400641759266233	2.336847813949898	2.7398333342327517	2.1564619971448993	2.337211561557699	1.7674020637366272	2.0891013044719844	2.5940236308525018	2.7750430807503315	2.236852996590118	2.559212104140319	2.1669667639000574	3.2755482390701416	3.3222110017028834	3.410080469318343	2.8495247185951404
Vil1.01B.FP08	0.4903585723433992	0.5688035426858544	0.5795756905403368	0.0	2.7880684310972437	0.7529507095478496	1.2319734641268025	1.4893116341264656	0.5649010192021082	0.793106461179155	1.2596707289845381	2.1221700111288455	2.7716131072944687	0.43752822340429537	0.8088042935241146	1.1006006203691874	0.6662066228938452	0.7783773098829169	1.4954529578220055	0.3500430428753098	0.5500648900828747	2.979440999453382	0.622151092445183	0.8743622026548373	0.7276857204801229	1.3395267825101844	1.143137602079591	0.5936802177121477	2.4308792598390503	1.342636687576999	0.5373154116227666	0.535998200532006	1.608949319264736	1.1292906108283676	1.2243092448496853	0.5139417411705538	0.867135827271303	0.9186297085113335	0.5729029574014907	0.36176003043419364	0.6478192034044137	0.8607641838531435	2.8004879555917124	1.0470467025246188	0.8922282810218959	1.606409349048128	1.4978357261761277	1.5289709809301624	0.9346917909029989	2.4657821471688934	0.9810219791139582	2.3476041465184276	1.3456338101546315	0.43387522336590795	0.6743182729322326	1.1900915655246906	0.47259561288298035	0.6252557841147091	0.7485214597581968	0.8504984406328228	0.29613275015581597	1.0633848247174031	1.459965083612963	2.1916496307801436	2.3618762553791695	3.2293015988004843	2.065209998312056	2.7412108682139187	2.072002736621427	2.3506512537813258	2.6281668680750654	2.4538674515717873	2.841204739217356	2.809199576221401	2.4271621242245356	2.5868799000289364	2.215028787681739	2.302339325483101	2.8246663992541	2.1384295951351975	3.1707287947558744	1.9591359413191591	2.122705467957162	1.8974299026249295	2.0111176310683243	3.0887858021005483	3.1970911564643067	2.521553853685843	2.97173991321593	2.635596951310616	3.6699908883854935	3.7212230009729006	3.8072644515904908	3.1739518978130636
Vil1.14B.FP167	2.6319087561255525	2.2686856092987933	2.2675577019946602	2.7880684310972437	0.0	3.1811999913169813	3.9109170193360976	1.8152636687212487	2.227981118577655	2.687302962675093	2.0811441131320745	1.0147708889484846	0.6542660588272198	2.601281311917872	2.899752073277236	3.59096489596656	2.4961123853297975	2.1473737653668534	1.9199144824925902	2.4426435638364694	2.7136384979338755	0.5474999077764494	2.3849413479762416	3.0526996899775343	2.0813064034905278	2.772623727682389	2.0637034458040864	2.2091340401201007	0.8278959919089302	1.7093101269744015	2.3686293635595765	3.216838480630051	1.6592012377414034	2.7196458684897964	1.628568903785173	2.979886994209841	2.94410685151597	2.3663169912390205	2.5614482897370605	2.8239271215248407	2.8184983372745673	2.515641084665848	0.3289630524076589	2.8793621289838964	2.4485945659175217	3.1390037818887104	2.1651497933713615	3.1672621312226674	3.49713005805662	0.7112250208152446	2.132389900851786	0.6180915549370121	1.6160269336065343	2.3979170244209715	2.3311419880205784	2.0143605872600125	2.3389451660030374	2.3754134648566234	2.1872618187498003	3.4190728453935164	2.504577214594908	2.6720873950085515	3.668704121481036	0.902420326348937	4.349449683990893	2.162334722714341	3.818065507173934	2.6147045984500132	3.115054419536043	3.011890443566198	2.5664494134126823	2.5048016538474833	2.8130563667134947	2.3065047876088998	4.255128320907144	2.503710279306257	4.020663185816333	4.076749929828954	2.4830394340803132	4.166539441406234	2.6776812034170927	4.0295685733693825	4.211047568893712	3.14610040326609	3.841628216703421	2.1519961945039072	2.757156668318985	2.9211941442971323	2.6642533339607355	2.1505561364488717	3.320508510851748	3.3188562374498374	3.3961525989019345	3.314854429464769
Vil1.06B.FP67	0.5659031951103779	1.1894619679813319	1.0720002633864059	0.7529507095478496	3.1811999913169813	0.0	0.8492199160716725	1.6498085031805212	1.085302263431466	0.5841816376638174	1.3134557136889982	2.6914888438850766	3.2924365213952167	0.6326768478462209	0.4011668358642155	0.4267424252975807	0.702422930771377	1.1764373350019597	1.5893530976739845	0.9247303855907648	0.47850450610341966	3.460245451183009	0.8377116794877488	0.3472419076770395	1.292104070782813	0.9579096676279978	1.2154388015400621	1.1601705473028907	2.9812706017116324	1.6391067475155525	0.8456156589434173	0.4382138603581621	2.2433373681569524	0.7921275764936002	1.6682663324351734	0.2543200110687957	0.41528616255679457	0.9001539340571829	0.6644448988186991	1.035138334611726	0.40529345899731256	0.7821185972984894	3.260852126561049	0.5705887999077609	0.8500248301250952	1.0634337127342157	1.4204605263135008	0.9504431749289426	0.3253528989160003	2.7415231335079775	1.1762403152252476	2.6639310898064745	1.726353670931762	1.1157219274254984	0.9660580691254079	1.2759463936930637	1.002798694712341	1.34456317165288	1.1329589626335268	0.3915993818757673	0.9357134127365316	0.8309560830810648	0.7161514200155881	2.7433465008786033	1.6344292949648598	3.1692657858996283	1.376936006364323	2.505683908182967	1.6711260034704367	1.960602788270961	2.4079551620667474	2.2213457884323273	2.5627763805326618	2.677669532997776	1.7229169842498688	2.369519796732397	1.5424525559209619	1.6254088426963953	2.6313618419868017	1.3990371566884834	2.973133969798246	1.2300881811286979	1.3901194609355223	1.3920021738325044	1.356082415758949	3.0231133945808577	2.9832932754175805	2.1387772984613034	2.7515956303743563	2.5368288022764354	3.4016462536672263	3.456592511997798	3.5375987170379495	2.8203656794890644
Lyz2.01B.FP208.S56	1.32611108011501	1.7950557628540997	1.7546710629983733	1.2319734641268025	3.9109170193360976	0.8492199160716725	0.0	2.479166452157984	1.7397236430540866	1.4297050591637879	2.1539186862363304	3.3063433992001774	3.963372816990245	1.3746306749305939	1.2462674484409786	0.5614923239881514	1.5096932602883038	1.911627575368773	2.428773397784683	1.538920997920562	1.2322580944317911	4.163209679940616	1.6120343537350086	1.1581804821510426	1.9361696920970033	1.7701093087195359	2.0449381885264053	1.7992680093745654	3.6341082735160333	2.4325271745866055	1.563426996826498	0.7134213025063251	2.7366867405819417	1.6280696198862454	2.396574705563776	0.9865192501582841	1.2505489740623918	1.7368983866164154	1.4541739602536212	1.3211463065615914	1.2362713350170047	1.6226928562222718	3.960427480459712	1.387495752490446	1.6892526540257364	1.7681617427330707	2.269306884945834	1.6422789656103076	0.5582558382160314	3.4704871027859197	1.9834723736800715	3.3967169011104406	2.4896905834216954	1.6589148610035171	1.7266598999007765	2.1056496406743674	1.6570180204452882	1.7896744418695454	1.8711091941199296	0.5124902498688255	1.5159642069302341	1.66815755154992	1.0433485790826904	3.3798454997285106	1.795502588997459	4.010438090622828	1.801128183640256	3.3140930823443204	2.398196800105848	2.7090812621144305	3.2220291584388057	3.035861399533045	3.353452953143013	3.5114634567461613	1.9977070994836017	3.185966349250186	1.9086935369265945	1.9820273560848753	3.450992561844981	1.5738596157155564	3.787286259607396	1.4531578669540373	1.5313246865364178	2.094838897343673	1.7791955320523174	3.8649455716668863	3.7918852200141626	2.8906499144430593	3.5612746627530383	3.377268004592089	4.177913738267109	4.235297472814602	4.312675343679836	3.5616228635175755
Itg.22.FP515.S18	1.181948140204883	1.11187021296041	0.9556767632862915	1.4893116341264656	1.8152636687212487	1.6498085031805212	2.479166452157984	0.0	1.0363626925587714	1.072409165295768	0.36080953241162017	1.6776046990218336	2.0168898147132754	1.1419544301445523	1.2801412178505682	2.0541663081645862	0.9836395891091221	0.7465585149481172	0.14245908703883223	1.1902316231172991	1.2917086755830807	2.0890412819838757	0.9052450575546483	1.408673016552595	0.99382738139398	1.072899359311438	0.5015947367400883	1.0400895841247266	1.7846965781552322	0.3049981009098693	1.0393768991909142	1.834246085538975	1.723778925501673	1.036115694844094	0.670927965049996	1.4967940598556697	1.3034711747503849	0.7624683424038208	1.03472890911079	1.7353265452675497	1.247529849071702	0.8711127736680562	1.939853680312199	1.267814007945783	0.8019616580411728	1.4431912601995711	0.4999591018569606	1.4869251699701656	1.9635615517092628	1.5481154588748354	0.5158740101111775	1.4248707252008126	0.49452495216121006	1.2754458719065702	0.8215038035673875	0.44441001794414964	1.0632089629020063	1.4798883634605364	0.7631366120473143	1.994735258024282	1.2489711635201324	0.9381114693551788	2.023455424236708	1.6526515607484358	2.649271909179424	1.7897794782114047	2.1269745028133755	1.5131513797534624	1.4235802080663933	1.5006145841290115	1.3948557523638216	1.2710286475221753	1.6662910702962326	1.4402080043255108	2.5457650646399377	1.3552319365793715	2.286000462334535	2.3506868098076406	1.5288443448178617	2.4915068420028095	1.8474565879650364	2.3341504647030344	2.5181775417680203	1.4832591027175475	2.094859723007766	1.6524099314924392	1.8916549961007658	1.6002713636425328	1.6941908374580226	1.2481690294192618	2.4151965366822505	2.454900086073738	2.5434864527108614	2.098172765705421
Lyz2.05B.FP255.S52	0.5421456545861263	0.21985682656535427	0.1783256016996152	0.5649010192021082	2.227981118577655	1.085302263431466	1.7397236430540866	1.0363626925587714	0.0	0.7865785137743675	0.8829911582583791	1.6225789145167362	2.242671404594781	0.473149223857401	0.9351020312855084	1.4981726227863439	0.5458472034835273	0.3463219507213877	1.0745872779435848	0.21544488278171264	0.658610762809499	2.435900432416649	0.39186859112660266	1.0665887345701013	0.21722894527745018	1.2558065593616363	0.7507826790753491	0.11249061613800065	1.9149403404230647	0.8395092903375625	0.29119797093508254	1.026759076357231	1.219100276446067	1.0630809234964298	0.6757207000839951	0.8393387447843076	0.998295711044327	0.6817900736183234	0.5244168852860202	0.7152885663733188	0.782966932864806	0.7237907633924118	2.2520696320521973	1.0883676070140187	0.707669770437277	1.61426633023022	1.1593057885263165	1.5689326864559079	1.3605177428421085	1.9226208383767525	0.5963385959136028	1.7943796930660985	0.81890614075339	0.27665858983835745	0.3906066484557815	0.7801731455142945	0.13397029435955415	0.5041875203830998	0.3411882023189447	1.2862469544954402	0.2886005712887925	0.9822752219781887	1.7393151527812039	1.6783684210970546	2.602025915560432	2.7840415260721216	2.204172329690062	2.4171524543074727	1.9682613307348025	2.171031083109053	2.305782519343097	2.137396027952508	2.546119981427895	2.420144658681142	2.61345747586054	2.2563892250712336	2.3802453078558927	2.4622119150282393	2.466595677727458	2.38454185512893	2.8113109438105535	2.2103138617737557	2.389391043091305	1.8419466463081902	2.1712690972530693	2.652755266761357	2.848802258724797	2.296178176011101	2.631786601280388	2.233106691567561	3.3643958167346413	3.408485151582889	3.496904883993131	2.9389510959887155
Itg.24.FP528.S31	0.3436342086858374	0.9227250260145986	0.7315220998075671	0.793106461179155	2.687302962675093	0.5841816376638174	1.4297050591637879	1.072409165295768	0.7865785137743675	0.0	0.7311218930267412	2.297067136573742	2.836400102789922	0.38323113134457304	0.21612791289559571	0.9819180322211181	0.2525131808989112	0.7390091384900163	1.0060280642060309	0.7278922133634724	0.3823756807237953	2.9766593066852964	0.40880616628425104	0.36552510360906004	0.961583150672597	0.5477295321291621	0.65453886666181	0.8607694218237146	2.5438332017227636	1.096748177293143	0.5340561535374827	0.8665497810565643	1.9786959830144446	0.33651179298298095	1.1996864411366095	0.49144203510256046	0.25904228756082925	0.33192408969311915	0.2750553114251772	1.1319124004549965	0.2081569647733991	0.20204893620443928	2.7864141133208835	0.3316661631135793	0.27075805134947156	0.8484150013325293	0.8512942962357856	0.7915512147755118	0.8988471730497585	2.271079676694141	0.6324370371168173	2.1846721131259628	1.2140099056325466	0.9416440780276117	0.5245626919765181	0.7122171966705706	0.7230540221917287	1.2200147829950774	0.6975555294017513	0.9517207872291356	0.7754699735578314	0.3190786145108207	1.0307852899412988	2.328209876292595	1.835375738791288	2.6168618838013646	1.4180673230104008	2.0130301039099967	1.3171439171062633	1.5688921062270784	1.9067404416944724	1.7243465116093162	2.0943719594668693	2.141564351321086	1.8311173687993232	1.8664741329644021	1.5991336849676208	1.6792956406087558	2.1201432027685505	1.6279186279856082	2.4659075803106973	1.4556283984754697	1.6395441848136043	1.116897653006966	1.3929858082156374	2.470113145801086	2.4836779208442628	1.7396160430085528	2.2533252065898877	1.9888160289065266	2.9363686394071973	2.9884649603417133	3.0729067940055868	2.4074151773678363
