	TL1a_DTT_169_Re_extracted	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_139	TL1a_DTT_171	TL1a_DTT_74	TL1a_DTT_158	TL1a_DTT_141	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_241	TL1a_DTT_159	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_195	TL1a_DTT_63	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_207	TL1a_DTT_230	TL1a_DTT_75	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_97	TL1a_DTT_229	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_98	TL1a_DTT_170	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_638	TL1A_DTT_639	TL1A_DTT_687
TL1a_DTT_141	3.105995146206261	2.5824881047981454	2.133499158066173	2.553699424681813	2.1394720232199527	2.6505056342504356	0.33180467332706165	0.41732814299896426	0.6310371317179152	2.1613971187150787	0.0	2.911569358065205	2.178455310164737	2.870440584794248	0.8131403852899419	2.292709132058844	0.6576286489963952	1.2446483597536848	0.2169002690598588	0.7500065378016163	1.027313728212131	0.7874739717275908	3.1548972931218224	1.0407782232421419	2.9157638271647994	2.691036040217506	2.629156719005955	0.7740668005284825	1.9732783174603243	1.008494211143754	2.340578347622373	3.039735778388238	2.448072439165417	0.48925113254280544	0.7292446664888749	1.24757931850292	1.1959971128830604	2.4758098228883765	1.919137905210924	0.4805038471029684	1.2424684459179323	2.315967558043357	3.134149163109989	2.9019825109944497	2.958763943359381	2.633261280353892	1.6065053431198364	0.5644477432675522	1.9938992209663413
TL1a_DTT_129	3.359846415030125	0.5840522294637687	1.4179410021037504	1.7463698734489765	2.034488346572263	0.9276592534915235	3.05559921829062	2.5581519284845537	3.353655588548239	1.0047194502991117	2.911569358065205	0.0	1.1196205292592316	2.5792361400652912	2.428684209635003	1.2728871033556928	3.4922723379526315	3.8740012504443273	2.894766969422456	2.4676427738543696	3.610592669935975	2.2282947834886917	0.6514038860446786	2.128977137110293	3.260853550490834	3.3398921596288025	1.0103101869852391	3.467530206252598	2.3842616981423674	2.614596169888445	0.6889757091709812	2.607130045538418	1.1989327915237706	2.936935373632369	2.8020337102246824	1.846352100688991	3.7421803970846157	2.811763185902659	1.9534154728677795	2.4559426386745815	2.9222367560920595	3.9667837928872784	3.892237270126925	3.778852699343074	3.6854609399012004	3.470428168752335	2.934788780246128	2.9623724309603054	3.1024209649705017
TL1a_DTT_265	2.3287987461586934	0.5878030103090273	0.32129545900604584	0.798680241608944	1.0727429199304084	0.47436761613077083	2.2234372692298736	1.810116585785357	2.4744145398897848	0.18490227310773247	2.178455310164737	1.1196205292592316	0.0	1.6181355280298932	1.5234647414677867	0.3397080338125722	2.667544849946168	3.2708140077106425	2.1075676371662655	1.9087102445528887	2.6605340962944903	1.6258121765399556	1.6005323886939975	1.5570575962720004	2.2090543531717777	2.2478689214665213	0.9584481339629801	2.5691333970174925	1.3207370055126761	1.649238949207491	0.5123935177498743	1.6962619495094786	0.501910331816875	2.268510145586897	1.9026461526152973	1.4655215400725492	2.7813599782901606	1.7313077951499567	1.0019382213319088	1.7778826151564773	2.0463150854723073	2.8537394186511165	2.809451673428733	2.6799282201233576	2.6007738835980736	2.3724092597787196	1.837386838458506	2.1290933864658412	2.0073481348949382
TL1a_DTT_285	0.9847758334509383	2.073481117381892	1.320420069807958	0.9000032962392475	1.4829717562772176	1.6623693240944366	2.721188028665047	2.609618818905772	2.80650480240904	1.7965626062353193	2.870440584794248	2.5792361400652912	1.6181355280298932	0.0	2.1535173224366635	1.5262500863532142	3.0440319470310513	3.875454768338146	2.7421758315143214	2.9525110816779834	2.7509219190854823	2.6934066337342437	3.1097526200471455	2.688329714536788	0.7844047526553237	1.104510236227055	2.3175585520611746	2.811997801268877	1.330849131058728	2.0797964670158327	2.1074675377914707	0.1795076563723397	1.6729784398829424	2.9629052911878584	2.397883065585975	2.7883489790790614	2.8546535232735635	0.8378899721622077	1.6435981744986874	2.6854814167111223	2.5165950585095396	2.11854373377883	1.4671560644960104	1.4488581457315777	1.2742465821475175	1.1855508636411682	1.5907638464339537	2.568182134896013	1.5729139069942457
TL1a_DTT_241	2.399357722745335	1.9911451122457895	1.4363082295397631	1.7914980696604847	1.3347104534843142	1.9934133087361983	0.7619488863310505	0.4874340892656613	0.9869597776289337	1.533178948873343	0.8131403852899419	2.428684209635003	1.5234647414677867	2.1535173224366635	0.0	1.5695866703200556	1.2319068017247699	2.030971290896416	0.6593421219389607	0.8830169160541818	1.2258267683408657	0.7122309760492889	2.7218664585034693	0.8068625886395547	2.2518997086661305	2.0349118584212493	2.0066800671562617	1.1157050824561856	1.1723113407473356	0.3283397428549298	1.7766587772346327	2.3207945646198973	1.7296907099254009	1.1195718790474338	0.40073594529511847	1.0945753838371015	1.3151366762003027	1.732605390151662	1.1278511282824204	0.6177907324742155	0.8354755790190199	1.9478562257047956	2.5539337829047177	2.332139727539256	2.3718170230974627	2.068896668018588	0.9982580323223205	0.8748116431145533	1.34746281125474
TL1a_DTT_159	2.149856302462361	0.6899990050789434	0.4165681061464501	0.6473993227805993	0.8113054542045478	0.5351912450720961	2.3112891820304373	1.9050688956557196	2.5398874608579733	0.4038820076632909	2.292709132058844	1.2728871033556928	0.3397080338125722	1.5262500863532142	1.5695866703200556	0.0	2.7676949881475057	3.443949671955778	2.1934593183213518	1.9978984335674348	2.7064444616174597	1.733176849637548	1.6792478846272627	1.6196808510685232	2.090577736176771	2.1032559367478223	0.8375336880656066	2.6405192087585525	1.134066271495188	1.6326569840946086	0.6704053852337316	1.6011660462984183	0.2307274849020344	2.4435261265471087	1.9162373905930448	1.5979419606299492	2.7837461224204	1.563117649141615	0.7925553214913246	1.8971334580498365	1.9650923737193988	2.7682950279742347	2.68158535038423	2.5574961793135813	2.4889544789663236	2.293573008920347	1.7739031469282238	2.2658831985728427	1.866693464958635
TL1a_DTT_243	3.1542565518266996	3.1315839077853758	2.5612127123303665	2.9106110730756245	2.521047149717582	3.1367690044782814	0.48068498532356313	1.0160271923403703	0.34752093039431387	2.6826686895268708	0.6576286489963952	3.4922723379526315	2.667544849946168	3.0440319470310513	1.2319068017247699	2.7676949881475057	0.0	1.0315070143440546	0.6857915349671724	1.3847392926417779	0.579848915080522	1.4339638772464756	3.7800876130498726	1.6682580299013285	2.9387533231947227	2.6902927364841496	3.201522276942369	0.3230078177348812	2.248270464167512	1.3045170905533234	2.9026730453877136	3.219570571680623	2.9431005826255565	0.7604395938910516	1.0218094466920944	1.9016805547465898	0.8372358487596395	2.6073611686148976	2.3378804790287915	1.1242020392184646	1.510676984923321	2.067562735626734	3.0295555865117394	2.7954555519186	2.87587203929684	2.5546884886495635	1.655784357471044	0.6185463837183474	2.0436005264593047
TL1a_DTT_205	4.1161066645416335	3.6456284200419975	3.2272963571485054	3.670414604759207	3.3644321124983287	3.723779423515047	1.342018310902526	1.6464172518528508	1.3633713970565275	3.2558804799623338	1.2446483597536848	3.8740012504443273	3.2708140077106425	3.875454768338146	2.030971290896416	3.443949671955778	1.0315070143440546	0.0	1.4219621408176384	1.8020996785660321	1.577329205103565	1.9062464155738235	4.116359829945582	2.1783754664409796	3.860933573087472	3.6640946959524734	3.776587642351199	1.3478519012553418	3.160862246732314	2.2053488903934637	3.401820743314724	4.041760887726765	3.6116929207796824	1.004339942898742	1.9120328347391509	2.2555678965455823	1.8149060209825398	3.552744241615292	3.1508487985303733	1.6360250750246068	2.3907706903025607	3.058450854885137	3.9897772057191125	3.7645739233491016	3.822727194376848	3.484993889484947	2.639613957408361	1.3172939004217736	3.052125187675959
TL1a_DTT_206	2.933455217752944	2.5306571921702616	2.0473596985068085	2.436792898921388	1.9773047815007834	2.5818854418987938	0.24658098280249	0.34656704877912037	0.5442386172154342	2.09697947537322	0.2169002690598588	2.894766969422456	2.1075676371662655	2.7421758315143214	0.6593421219389607	2.1934593183213518	0.6857915349671724	1.4219621408176384	0.0	0.7499698533438351	0.931180709498518	0.7728534905085664	3.1399470360772983	0.9869510703705193	2.761865139518629	2.5173308644777435	2.5467084103783084	0.7120464386853187	1.7948888001879577	0.8129004455665787	2.2943673494230152	2.9137896264235876	2.347140236499003	0.6777034571749805	0.5167237168349821	1.2562598279539687	1.0580011720113058	2.3043806850060804	1.7634357050130112	0.4888946751514595	1.0366783726141537	2.1451370786349093	2.968605013016034	2.7341422720369946	2.7992219935864178	2.4826237674013774	1.4253852827678146	0.5955952682673522	1.7958305189788109
TL1a_DTT_62	3.245681372942606	2.182513888877242	1.963673181009313	2.4225377867837645	1.91055391768535	2.3564472215314103	0.994856718579006	0.514797208372173	1.2810423153657016	1.8335804485931788	0.7500065378016163	2.4676427738543696	1.9087102445528887	2.9525110816779834	0.8830169160541818	1.9978984335674348	1.3847392926417779	1.8020996785660321	0.7499698533438351	0.0	1.6681351748388917	0.2998167641540479	2.5878164827962844	0.4162678554619611	3.121917473736622	2.899224143018813	2.109949576315789	1.4578216681035667	1.9094058132711274	1.1014739307745784	1.9305605660122869	3.10825531564806	2.0960029815487027	1.0640359889903264	0.9279536155236676	0.6443778056261593	1.7227202909064234	2.5651346597984404	1.6562019088204396	0.41846714038215205	1.1649824256295258	2.7294184852251546	3.42695503530282	3.2019020329085555	3.2507659330151624	2.9510784934888505	1.8575933956062507	1.2231288431692906	2.1577094772447367
TL1a_DTT_242	2.7167348857558093	3.1778631111631106	2.4985765146652676	2.7439019823660797	2.331215557865911	3.116539256797638	0.7087129300504083	1.2306512431796017	0.4081924191980616	2.7048626262080853	1.027313728212131	3.610592669935975	2.6605340962944903	2.7509219190854823	1.2258267683408657	2.7064444616174597	0.579848915080522	1.577329205103565	0.931180709498518	1.6681351748388917	0.0	1.6741708524411862	3.932774452720366	1.853481251154659	2.5228396549537195	2.234247619854125	3.2221014776197894	0.2783097833651764	1.9800614682060083	1.1597549358772494	2.9721819873206026	2.929321352960318	2.886846272632039	1.2242047385377284	0.9610727697353111	2.1537472601999754	0.3940798540095106	2.2338137871832378	2.1939542436173984	1.3946036247942741	1.3589320176603772	1.5019299828488697	2.5290127239536586	2.292626381415422	2.397668401498914	2.1000707522077353	1.2702221059223533	0.8455147059808199	1.612111567328383
TL1a_DTT_73	3.0457431166119355	1.924428401501044	1.6768115814097495	2.151389590137073	1.7072740450342005	2.078792451465739	1.000857759543356	0.44531366808586376	1.310961064462046	1.5581782855341655	0.7874739717275908	2.2282947834886917	1.6258121765399556	2.6934066337342437	0.7122309760492889	1.733176849637548	1.4339638772464756	1.9062464155738235	0.7728534905085664	0.2998167641540479	1.6741708524411862	0.0	2.4030710842839023	0.30288777316748083	2.9072864462506116	2.7166691106022225	1.9065093377839313	1.4735516833219784	1.71598738691913	0.979622403345828	1.6729240641116359	2.845493849510665	1.8449490435718359	1.0420807933908354	0.8837803104470887	0.4870233263658102	1.7652772049629912	2.3591046835897993	1.4534684484563338	0.32105796722442675	1.1792828107435898	2.641008209629387	3.253778418909231	3.0362375006506492	3.0669740168279516	2.763256959763665	1.7070970855330458	1.1419606326877458	2.0238086161879862
TL1a_DTT_195	3.8045252324323577	1.046993477945864	1.917674842060748	2.2312232517916866	2.321454810107217	1.4574222490538882	3.333561066339216	2.7935308413552598	3.6389850365231817	1.4467353107636618	3.1548972931218224	0.6514038860446786	1.6005323886939975	3.1097526200471455	2.7218664585034693	1.6792478846272627	3.7800876130498726	4.116359829945582	3.1399470360772983	2.5878164827962844	3.932774452720366	2.4030710842839023	0.0	2.250317695082705	3.7539933197843065	3.7814538374194364	1.0739361583269569	3.7763070286815936	2.7227086025914926	2.8999404092108994	1.0999577508634506	3.1426165020402554	1.5472055066957056	3.2278923621968603	3.0563135229047442	1.9586085428023507	4.023636234645425	3.23858089613305	2.222119143528156	2.678629525898765	3.093269220878518	4.360769369878109	4.3599966305856475	4.235680910774123	4.165228581625289	3.9585478067069526	3.316736924113221	3.3101442693985224	3.4538286234641538
TL1a_DTT_63	3.0165924619052014	1.8105852846579418	1.6356332455624534	2.084951139864166	1.5612828211972685	1.9921526365256503	1.2201504470015783	0.6713756981039454	1.505884364000149	1.4709779248673094	1.0407782232421419	2.128977137110293	1.5570575962720004	2.688329714536788	0.8068625886395547	1.6196808510685232	1.6682580299013285	2.1783754664409796	0.9869510703705193	0.4162678554619611	1.853481251154659	0.30288777316748083	2.250317695082705	0.0	2.9188246097833446	2.715500318059451	1.7006515303818348	1.6782634483277332	1.632683289180164	1.011312429799838	1.5646486017250882	2.8351660833425836	1.7005313345955881	1.3396447651069465	0.969791248206633	0.43330181075552887	1.8928208607070776	2.3259193058230077	1.3023528548869674	0.6006665732683832	1.1058414242420302	2.703469840467378	3.2769191068811403	3.0629894972518996	3.097988988944935	2.8149318005868564	1.747720153344703	1.4025602185730621	2.005521566419913
TL1a_DTT_85	0.44381947315141507	2.719625818035465	1.897000381390235	1.5393885511137684	1.755857732355355	2.349170612669355	2.6908245182412123	2.718710475309112	2.6827733010434116	2.374495551816068	2.9157638271647994	3.260853550490834	2.2090543531717777	0.7844047526553237	2.2518997086661305	2.090577736176771	2.9387533231947227	3.860933573087472	2.761865139518629	3.121917473736622	2.5228396549537195	2.9072864462506116	3.7539933197843065	2.9188246097833446	0.0	0.4734599142206543	2.8637877584045683	2.657568362106625	1.4278945140199735	2.088020986777167	2.711082512396998	0.8738856055076092	2.241654511977567	3.053816109764665	2.3773465971850705	3.114958366980268	2.5752026924050644	0.6931818030036412	1.9169241681499238	2.8406025704222007	2.4524733378036383	1.520175200876847	0.6828719149303418	0.684825335887135	0.5002302481154295	0.542370346716349	1.3945818940360795	2.5832714075278655	1.2636111651471607
TL1a_DTT_86	0.4948224943353714	2.774017977391034	1.949456818504686	1.6500366226422354	1.604979761836248	2.45373617499919	2.4460125279983904	2.5016128512912665	2.4076404306545003	2.393455989366231	2.691036040217506	3.3398921596288025	2.2478689214665213	1.104510236227055	2.0349118584212493	2.1032559367478223	2.6902927364841496	3.6640946959524734	2.5173308644777435	2.899224143018813	2.234247619854125	2.7166691106022225	3.7814538374194364	2.715500318059451	0.4734599142206543	0.0	2.8286556827588245	2.3912403993455444	1.2131901084620123	1.818443007074054	2.734197640181309	1.2281020103012792	2.248197585704474	2.8901296112154706	2.0948030717078305	2.9672831320873883	2.2289686839092364	0.5503176100186111	1.7516558464732723	2.6436896194689417	2.104006447087384	1.1454980787256281	0.6107808429244793	0.47543717500645355	0.47903915470859315	0.489753719842641	1.0956177382075225	2.4081631406549864	0.863803640976505
TL1a_DTT_193	2.8533463760560456	0.6644927106666562	1.2136092917191288	1.4229918579677443	1.2932981726534072	0.940801845239473	2.724339245468918	2.2191115880327397	2.983834567561412	0.8267911275091046	2.629156719005955	1.0103101869852391	0.9584481339629801	2.3175585520611746	2.0066800671562617	0.8375336880656066	3.201522276942369	3.776587642351199	2.5467084103783084	2.109949576315789	3.2221014776197894	1.9065093377839313	1.0739361583269569	1.7006515303818348	2.8637877584045683	2.8286556827588245	0.0	3.121328634957918	1.7332362003821746	2.090922193716076	0.6789123051026416	2.3730756568564955	0.6484375460294687	2.8200507980450045	2.31293568155805	1.6024297965412508	3.253474264496309	2.2812913337265357	1.2261700133160802	2.1694232645868867	2.241985522849417	3.4302759812121946	3.4243739217317053	3.2952547331681905	3.2505864615167597	3.073609591873326	2.423768198077501	2.7610657202522875	2.4778956373229395
TL1a_DTT_207	2.862057068941261	3.0644176001609065	2.4331644384561057	2.7320087769087937	2.3290248344293247	3.033824772178308	0.4763038463864341	1.0302404094486113	0.19280040073725793	2.5999977790359745	0.7740668005284825	3.467530206252598	2.5691333970174925	2.811997801268877	1.1157050824561856	2.6405192087585525	0.3230078177348812	1.3478519012553418	0.7120464386853187	1.4578216681035667	0.2783097833651764	1.4735516833219784	3.7763070286815936	1.6782634483277332	2.657568362106625	2.3912403993455444	3.121328634957918	0.0	2.0179173766942466	1.1199852574959563	2.847493206549246	2.9896180531769274	2.819454089839129	0.956777373989658	0.8751047833686804	1.952713800460937	0.5791701472844275	2.335840187358528	2.1671879096766666	1.1776708995106033	1.345335338484637	1.7469417516159669	2.7221685830329627	2.486218448796152	2.5755271149493155	2.262781402776365	1.3731667474371019	0.6332636157437115	1.7486067448107083
TL1a_DTT_230	1.4202267073886508	1.8087552625874717	1.1183030866674655	1.0500003416117107	0.4713442789898517	1.6285514989789396	1.841070306505127	1.6479704812705875	1.9394745760964582	1.4069026522095849	1.9732783174603243	2.3842616981423674	1.3207370055126761	1.330849131058728	1.1723113407473356	1.134066271495188	2.248270464167512	3.160862246732314	1.7948888001879577	1.9094058132711274	1.9800614682060083	1.71598738691913	2.7227086025914926	1.632683289180164	1.4278945140199735	1.2131901084620123	1.7332362003821746	2.0179173766942466	0.0	0.9958367441189819	1.7194629865799453	1.4801326467242615	1.2572109599227523	2.253726812106751	1.3350461738766373	1.8786214540173163	1.9592503928112843	0.750139269739184	0.5499125616248776	1.754833823944463	1.255337957106867	1.7181653810438544	1.8217358002400177	1.6488954168133516	1.6656153539159095	1.4851578560846463	0.823115576126232	1.898968815118649	0.7561720540290977
