	TL1a_DTT_169_Re_extracted	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_139	TL1a_DTT_171	TL1a_DTT_74	TL1a_DTT_158	TL1a_DTT_141	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_241	TL1a_DTT_159	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_195	TL1a_DTT_63	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_207	TL1a_DTT_230	TL1a_DTT_75	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_97	TL1a_DTT_229	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_98	TL1a_DTT_170	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_638	TL1A_DTT_639	TL1A_DTT_687
TL1a_DTT_169_Re_extracted	0.0	2.80073078126216	2.038220877124901	1.6175624724444901	1.7100411905543584	2.4427505898129263	2.8822575615530255	2.8803250266558353	2.868906691136215	2.481987293496334	3.105995146206261	3.359846415030125	2.3287987461586934	0.9847758334509383	2.399357722745335	2.149856302462361	3.1542565518266996	4.1161066645416335	2.933455217752944	3.245681372942606	2.7167348857558093	3.0457431166119355	3.8045252324323577	3.0165924619052014	0.44381947315141507	0.4948224943353714	2.8533463760560456	2.862057068941261	1.4202267073886508	2.197175517094334	2.8058967610299117	1.0445273126265706	2.2651019270978328	3.3004498340676847	2.4990955093234066	3.2399432191926882	2.7088163644373386	0.6937949380068956	1.9075753214741378	3.008574270040449	2.4666618775306013	1.6085425896260175	0.7263175123988823	0.7585123243407008	0.6705202654326438	0.8438465294558931	1.5288616373728812	2.8351837812677654	1.2643448645071997
TL1a_DTT_127_Repeat	2.80073078126216	0.0	0.8881578727103357	1.2045727405691427	1.4595239520431538	0.4478879997621367	2.6786720042789827	2.204160702158791	2.9534032055391592	0.48089487366213696	2.5824881047981454	0.5840522294637687	0.5878030103090273	2.073481117381892	1.9911451122457895	0.6899990050789434	3.1315839077853758	3.6456284200419975	2.5306571921702616	2.182513888877242	3.1778631111631106	1.924428401501044	1.046993477945864	1.8105852846579418	2.719625818035465	2.774017977391034	0.6644927106666562	3.0644176001609065	1.8087552625874717	2.134677979931085	0.25717465290131053	2.117248883843571	0.6245194376341912	2.664598451821882	2.3613665559136154	1.625757204207127	3.2865469299584746	2.239638715237854	1.3952581001262436	2.1372924987418456	2.4505760791538007	3.4187589082324585	3.337694409606774	3.220563240626772	3.136768627939798	2.930309710050032	2.397099724441553	2.606353395197949	2.5355763020541287
TL1a_DTT_157_Repeat	2.038220877124901	0.8881578727103357	0.0	0.5737804388608045	0.9612145929925447	0.6419708389313353	2.132440144038965	1.7830478698407748	2.355490893161399	0.49659547083731753	2.133499158066173	1.4179410021037504	0.32129545900604584	1.320420069807958	1.4363082295397631	0.4165681061464501	2.5612127123303665	3.2272963571485054	2.0473596985068085	1.963673181009313	2.4985765146652676	1.6768115814097495	1.917674842060748	1.6356332455624534	1.897000381390235	1.949456818504686	1.2136092917191288	2.4331644384561057	1.1183030866674655	1.52722775196299	0.8336883279336698	1.4118994759535788	0.6411333461511469	2.224596922263886	1.806905787921146	1.6072197831216124	2.6248165810936985	1.4461523649781354	0.9292088607841598	1.7801267785686237	1.9709970215817072	2.5853194150352192	2.50032743470005	2.3739489805969565	2.288156937535055	2.0583199452956245	1.5977390548203134	2.0174892321332716	1.7670402496061164
TL1a_DTT_284	1.6175624724444901	1.2045727405691427	0.5737804388608045	0.0	0.9129674812460475	0.8255410011531714	2.4961373871709847	2.208259596827418	2.6693857494312834	0.9600741769039359	2.553699424681813	1.7463698734489765	0.798680241608944	0.9000032962392475	1.7914980696604847	0.6473993227805993	2.9106110730756245	3.670414604759207	2.436792898921388	2.4225377867837645	2.7439019823660797	2.151389590137073	2.2312232517916866	2.084951139864166	1.5393885511137684	1.6500366226422354	1.4229918579677443	2.7320087769087937	1.0500003416117107	1.7874124247344119	1.2480097907747014	0.9588111818435952	0.7779976866474291	2.680923863498875	2.1104381212351395	2.1206427637153933	2.832450922722889	1.1361482940786285	1.0333707662274567	2.2398672814197447	2.182356275602842	2.501474858230609	2.179720236770595	2.0943100262304855	1.987145266272659	1.831460981055032	1.6393086726489579	2.3982832809520094	1.6758496072682998
TL1a_DTT_231	1.7100411905543584	1.4595239520431538	0.9612145929925447	0.9129674812460475	0.0	1.328853597117941	2.073876234731602	1.761150343718751	2.2249676119414508	1.1247682276708775	2.1394720232199527	2.034488346572263	1.0727429199304084	1.4829717562772176	1.3347104534843142	0.8113054542045478	2.521047149717582	3.3644321124983287	1.9773047815007834	1.91055391768535	2.331215557865911	1.7072740450342005	2.321454810107217	1.5612828211972685	1.755857732355355	1.604979761836248	1.2932981726534072	2.3290248344293247	0.4713442789898517	1.2302893140947713	1.3919602932444575	1.599955873499907	0.870420020093859	2.4199221830868414	1.5523539620239868	1.7494547408979264	2.3096152762809727	1.0864585536133018	0.2593867736737258	1.8282155958314528	1.417874883905536	2.1850005101273067	2.2141473124624103	2.064174313574826	2.060737840893825	1.902222465157353	1.2692560221498133	2.143271003078295	1.2116205903003767
TL1a_DTT_267	2.4427505898129263	0.4478879997621367	0.6419708389313353	0.8255410011531714	1.328853597117941	0.0	2.6962245814758163	2.282392806527312	2.94359416908393	0.5240101288464764	2.6505056342504356	0.9276592534915235	0.47436761613077083	1.6623693240944366	1.9934133087361983	0.5351912450720961	3.1367690044782814	3.723779423515047	2.5818854418987938	2.3564472215314103	3.116539256797638	2.078792451465739	1.4574222490538882	1.9921526365256503	2.349170612669355	2.45373617499919	0.940801845239473	3.033824772178308	1.6285514989789396	2.101423896899478	0.5955531066385839	1.6920486102176946	0.543765710189607	2.723998745270308	2.3674732961518714	1.867793048543149	3.234764533813598	1.9304855003024897	1.3277030239336265	2.2445733285895293	2.4740174296984203	3.1934443923123625	2.991849815391139	2.8945251043037024	2.7900819174542995	2.600910067482261	2.2185040014969966	2.5884827758285525	2.3363659599922078
TL1a_DTT_139	2.8822575615530255	2.6786720042789827	2.132440144038965	2.4961373871709847	2.073876234731602	2.6962245814758163	0.0	0.5613498807472544	0.3303914525350146	2.2306350271816173	0.33180467332706165	3.05559921829062	2.2234372692298736	2.721188028665047	0.7619488863310505	2.3112891820304373	0.48068498532356313	1.342018310902526	0.24658098280249	0.994856718579006	0.7087129300504083	1.000857759543356	3.333561066339216	1.2201504470015783	2.6908245182412123	2.4460125279983904	2.724339245468918	0.4763038463864341	1.841070306505127	0.871074017746321	2.4493246527911583	2.8955569055165142	2.4785839325393537	0.6628881341003388	0.5875530176078239	1.4792246219914895	0.8950862213122007	2.2819424589359247	1.8779657387635487	0.7022996591402246	1.1366172825254717	1.9984484881869111	2.860772301860169	2.6256121644696555	2.694211951170928	2.3726700463106427	1.3639143704363783	0.44902882720355564	1.7547647538745625
TL1a_DTT_171	2.8803250266558353	2.204160702158791	1.7830478698407748	2.208259596827418	1.761150343718751	2.282392806527312	0.5613498807472544	0.0	0.8711277246754415	1.784115605232086	0.41732814299896426	2.5581519284845537	1.810116585785357	2.609618818905772	0.4874340892656613	1.9050688956557196	1.0160271923403703	1.6464172518528508	0.34656704877912037	0.514797208372173	1.2306512431796017	0.44531366808586376	2.7935308413552598	0.6713756981039454	2.718710475309112	2.5016128512912665	2.2191115880327397	1.0302404094486113	1.6479704812705875	0.7391162185127297	1.9635213058184342	2.7744877777157138	2.0494691955552007	0.7749769239671715	0.5452754817496253	0.9255421684796477	1.3460220218648258	2.218461481321597	1.5295684329367665	0.19254101147692984	1.0152353492004995	2.2868961894339233	2.997584626799966	2.770555928344222	2.8168493060731588	2.5025209119255827	1.4346762120583825	0.7536575100312326	1.7936876229350087
TL1a_DTT_74	2.868906691136215	2.9534032055391592	2.355490893161399	2.6693857494312834	2.2249676119414508	2.94359416908393	0.3303914525350146	0.8711277246754415	0.0	2.494535628889925	0.6310371317179152	3.353655588548239	2.4744145398897848	2.80650480240904	0.9869597776289337	2.5398874608579733	0.34752093039431387	1.3633713970565275	0.5442386172154342	1.2810423153657016	0.4081924191980616	1.310961064462046	3.6389850365231817	1.505884364000149	2.6827733010434116	2.4076404306545003	2.983834567561412	0.19280040073725793	1.9394745760964582	0.9993670106749472	2.7316084670662018	2.9842870692353713	2.7101436987703567	0.9011539851090045	0.7220479743154126	1.7948234267438374	0.5992591324003248	2.3147325465821025	2.0510856330586718	1.0244968872145797	1.1917458529977087	1.8132281188156352	2.7735039780421418	2.534863327696426	2.62497179655889	2.314755411843565	1.3533362382787517	0.6204922245756004	1.719638174423304
TL1a_DTT_158	2.481987293496334	0.48089487366213696	0.49659547083731753	0.9600741769039359	1.1247682276708775	0.5240101288464764	2.2306350271816173	1.784115605232086	2.494535628889925	0.0	2.1613971187150787	1.0047194502991117	0.18490227310773247	1.7965626062353193	1.533178948873343	0.4038820076632909	2.6826686895268708	3.2558804799623338	2.09697947537322	1.8335804485931788	2.7048626262080853	1.5581782855341655	1.4467353107636618	1.4709779248673094	2.374495551816068	2.393455989366231	0.8267911275091046	2.5999977790359745	1.4069026522095849	1.6742056060289754	0.3498923629780637	1.8749150541278952	0.4996159408045988	2.259713654138797	1.9097571812447764	1.3515540985087848	2.818197460187393	1.8723238088148633	1.026385429183212	1.737820872714215	2.037862651720788	2.9643441866442624	2.9641981696045296	2.828566738444911	2.758103282238824	2.5275661912086815	1.93237688496835	2.156776716093837	2.1039341018449877
