OTU ID	GnotobioticExp-FP-188-S51	806rcbc422-S327	806rcbc477-S382	GnotoExpt-DTT452-S600	GnotoExpt-FP452-S673	806rcbc175-S272	GnotoExpt-DTT464-S612	GnotoExpt-FP554-S69	GnotoExpt-DTT476-S624	806rcbc495-S400	GnotoExpt-DTT596-S331	GnotoExpt-FP614-S310	GnotoExpt-FP536-S51	GnotoExpt-DTT560-S172	806rcbc403-S308	GnotoExpt-DTT608-S343	GnotoExpt-DTT566-S178	GnotoExpt-FP464-S685	806rcbc434-S339	806rcbc520-S425	806rcbc169-S266	GnotoExpt-DTT392-S538	806rcbc526-S431	GnotoExpt-DTT554-S165	GnotobioticExp-DTT-182-S192	GnotoExpt-DTT602-S337	GnotoExpt-FP548-S63	806rcbc363-S498	806rcbc371-S504	GnotoExpt-DTT548-S159	806rcbc465-S370	GnotoExpt-FP602-S298	GnotoExpt-FP608-S304	806rcbc428-S333	GnotoExpt-DTT530-S141	GnotobioticExp-DTT-200-S210	GnotobioticExp-DTT-188-S198	GnotobioticExp-FP-206-S70	GnotoExpt-DTT470-S618	GnotoExpt-FP470-S691	GnotoExpt-DTT536-S147	GnotoExpt-DTT542-S153	806rcbc377-S511	GnotobioticExp-FP-194-S58	806rcbc471-S376	GnotoExpt-FP458-S679	GnotobioticExp-FP-182-S45	806rcbc551-S456	GnotobioticExp-FP-176-S38	GnotoExpt-DTT386-S532	806rcbc489-S394	GnotobioticExp-FP-200-S64	806rcbc397-S302	GnotoExpt-FP542-S57	GnotoExpt-FP482-S703	GnotoExpt-DTT458-S606	GnotobioticExp-DTT-194-S204	GnotoExpt-FP566-S82	806rcbc557-S462	GnotoExpt-DTT614-S349	GnotobioticExp-DTT-206-S216	806rcbc563-S468	806rcbc391-S296	GnotobioticExp-DTT-176-S186	GnotoExpt-FP596-S292	806rcbc532-S437	GnotoExpt-FP560-S76	GnotobioticExp-DTT-303.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-FP-386.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-FP-362.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0	27.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	18.0	52.0	0.0	0.0	19.0	12.0	0.0	3.0	51.0	75.0	3.0	1.0	39.0	0.0	0.0	29.0	0.0	17.0	12.0	0.0	0.0	29.0	6.0	13.0	0.0	59.0	0.0	57.0	0.0	0.0	0.0	0.0	4.0	127.0	6.0	0.0	3.0	11.0	2.0	2.0	0.0	285.0	40.0	0.0	3.0	0.0	38.0	0.0	9.0	24.0	26.0	44.0	127.0	0.0	15.0	85.0	0.0	23.0	2.0	2.0	2.0	7.0	48.0	4.0	18.0	8.0	12.0	2.0	16.0	0.0	5.0	0.0	12.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	54.0	65.0	531.0	132.0	301.0	249.0	192.0	2025.0	770.0	2374.0	430.0	180.0	182.0	3164.0	139.0	169.0	1806.0	381.0	1525.0	3446.0	181.0	1467.0	1682.0	1607.0	3002.0	708.0	424.0	960.0	3433.0	442.0	386.0	274.0	549.0	44.0	258.0	1444.0	1760.0	28.0	322.0	896.0	174.0	226.0	1085.0	83.0	33.0	822.0	1215.0	592.0	116.0	1491.0	3068.0	62.0	233.0	331.0	1019.0	601.0	2446.0	1793.0	119.0	803.0	726.0	2507.0	441.0	1486.0	208.0	785.0	4423.0	348.0	79.0	1076.0	252.0	2186.0	100.0	554.0	4319.0	266.0	6011.0	1694.0	126.0	248.0	228.0	1178.0	5434.0	1299.0	935.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	5.0	84.0	373.0	1.0	534.0	578.0	0.0	746.0	4.0	152.0	348.0	580.0	185.0	573.0	183.0	262.0	398.0	784.0	873.0	147.0	658.0	1058.0	158.0	578.0	55.0	441.0	1181.0	187.0	224.0	1136.0	194.0	1012.0	656.0	109.0	582.0	392.0	12.0	57.0	4.0	223.0	149.0	130.0	224.0	98.0	174.0	477.0	20.0	174.0	40.0	987.0	157.0	204.0	545.0	185.0	318.0	8.0	338.0	463.0	155.0	509.0	312.0	624.0	286.0	103.0	1124.0	180.0	746.0	581.0	117.0	1284.0	717.0	0.0	286.0	1279.0	1010.0	312.0	845.0	140.0	257.0	1053.0	605.0	161.0	380.0	0.0	260.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	478.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	5.0	9.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	1.0	0.0	46.0	0.0	536.0	437.0	1.0	387.0	1.0	61.0	16.0	299.0	0.0	339.0	442.0	6.0	373.0	117.0	1.0	31.0	384.0	972.0	21.0	351.0	1.0	24.0	0.0	23.0	19.0	0.0	48.0	230.0	124.0	0.0	0.0	1.0	2.0	6.0	1.0	86.0	0.0	0.0	4.0	18.0	243.0	184.0	2.0	0.0	1.0	829.0	53.0	2.0	407.0	0.0	85.0	2.0	1.0	275.0	2.0	53.0	1.0	1.0	596.0	1.0	305.0	112.0	402.0	17.0	53.0	42.0	533.0	1.0	50.0	459.0	96.0	12.0	172.0	756.0	266.0	632.0	52.0	911.0	110.0	1.0	814.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	24.0	25.0	2.0	0.0	2.0	8.0	0.0	9.0	0.0	2.0	10.0	50.0	0.0	20.0	2.0	2.0	11.0	0.0	25.0	0.0	2.0	0.0	0.0	6.0	3.0	9.0	0.0	2.0	22.0	0.0	7.0	29.0	29.0	19.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	16.0	2.0	58.0	41.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	18.0	0.0	29.0	4.0	2.0	13.0	3.0	16.0	12.0	4.0	0.0	0.0	0.0	9.0	0.0	5.0	12.0	2.0	0.0	6.0	0.0	16.0	4.0	0.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0.0	0.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	6.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	5.0	5.0	11.0	10.0	0.0	4.0	8.0	0.0	7.0	0.0	6.0	5.0	21.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	10.0	8.0	0.0	3.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	4.0	0.0	0.0	0.0	13.0	2.0	35.0	17.0	54.0	25.0	19.0	0.0	25.0	30.0	37.0	0.0	23.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	1.0	310.0	190.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0	38.0	2.0	23.0	1.0	3.0	0.0	579.0	30.0	0.0	398.0	25.0	4.0	223.0	1.0	58.0	29.0	93.0	105.0	60.0	1.0	1.0	229.0	30.0	3.0	24.0	4.0	0.0	0.0	38.0	136.0	65.0	115.0	72.0	0.0	1.0	65.0	2.0	336.0	0.0	2.0	40.0	134.0	0.0	0.0	1.0	1.0	57.0	1.0	1.0	118.0	120.0	743.0	1.0	55.0	4.0	577.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	41.0	7.0	23.0	102.0	1.0	46.0	2.0	3.0	41.0	20.0
