	shannon_entropy
GnotoExpt-DTT566-S178	3.4343231802175938
GnotoExpt-FP479-S700	2.4789671541737044
806rcbc472-S377	2.887018199682838
806rcbc398-S303	3.667804737060516
806rcbc521-S426	3.4096943574096183
806rcbc496-S401	3.753754179690158
806rcbc522-S427	3.0313449228646605
GnotoExpt-DTT473-S621	1.0670319876235252
806rcbc400-S305	3.4225139417426416
806rcbc566-S471	3.2317762874048803
GnotobioticExp-DTT-186-S196	2.6707935192059393
806rcbc427-S428	3.9996935183813367
GnotoExpt-DTT569-S181	3.689546116460751
GnotoExpt-FP549-S64	1.4173960972205488
GnotoExpt-FP464-S685	2.9867770708000942
GnotoExpt-DTT467-S615	1.3366169986028793
806rcbc434-S339	2.2573875402221315
806rcbc520-S425	3.5282236919109122
806rcbc169-S266	3.794616950056173
GnotoExpt-FP551-S66	4.428143364898928
806rcbc436-S341	2.5421852044932587
806rcbc423-S328	2.772056032351669
806rcbc528-S433	2.2523212703236863
806rcbc560-S465	2.9714706644706452
GnotoExpt-DTT392-S538	4.666421806264274
GnotobioticExp-DTT-199-S209	4.24391942323168
GnotoExpt-DTT390-S536	3.1736188440075144
806rcbc426-S331	1.8271589144337905
GnotoExpt-DTT387-S533	4.698103640745736
GnotobioticExp-DTT-183-S193	2.7647064258173266
806rcbc379-S513	4.434545056479265
806rcbc526-S431	3.487222614493693
GnotoExpt-FP565-S81	3.3310996842570813
806rcbc493-S398	4.047965148608286
806rcbc567-S472	3.508507602707768
GnotobioticExp-DTT-184-S194	3.313063842114617
GnotoExpt-FP615-S311	3.2104032420007766
GnotoExpt-DTT554-S165	3.3587845645402448
GnotobioticExp-DTT-182-S192	2.842796042180235
GnotoExpt-DTT471-S619	1.2877514500535177
806rcbc396-S301	3.541728345017725
GnotoExpt-DTT602-S337	2.5977792003313325
806rcbc480-S385	2.155767078082908
GnotobioticExp-FP-186-S49	2.007058695778853
GnotobioticExp-DTT-185-S195	3.583821031705793
GnotobioticExp-FP-177-S39	2.739790138914702
GnotoExpt-FP548-S63	1.4357641908622758
GnotoExpt-FP618-S314	7.265545167249153
GnotobioticExp-DTT-177-S187	2.940649521514284
806rcbc363-S498	3.7615481455950572
806rcbc550-S455	2.8992498774386593
806rcbc430-S335	2.7356144324249465
GnotoExpt-FP529-S44	1.4050085448688094
806rcbc469-S374	2.620082439709149
806rcbc173-S270	1.220947400252928
GnotoExpt-DTT612-S347	0.07887299256565079
GnotoExpt-DTT460-S608	0.9289118312765121
806rcbc371-S504	3.838775680823275
GnotoExpt-FP609-S305	3.5318838486239876
GnotoExpt-FP557-S73	4.433148635568207
GnotoExpt-DTT548-S159	1.5556533015624179
GnotoExpt-DTT598-S333	0.29107266280844496
GnotobioticExp-DTT-207-S217	3.8900175881381878
806rcbc465-S370	2.9362525616963926
GnotobioticExp-FP-190-S53	1.7774051712164614
GnotobioticExp-FP-201-S65	3.7705235773434618
GnotoExpt-FP561-S77	3.228848623262107
GnotoExpt-FP602-S298	3.307908205409015
806rcbc427-S332	2.3595962788919094
GnotoExpt-FP462-S683	2.6306575313034317
GnotoExpt-FP608-S304	3.119972541763341
GnotoExpt-FP540-S55	5.17066844532706
GnotoExpt-FP466-S687	3.3907771012831254
806rcbc428-S333	2.4557237359451793
GnotobioticExp-DTT-204-S214	3.6533628306204786
GnotobioticExp-FP-208-S72	3.538674959445604
806rcbc431-S336	3.1225971862179356
GnotobioticExp-DTT-205-S215	3.7370961631238098
GnotoExpt-DTT457-S605	0.8113268433326514
GnotoExpt-DTT561-S173	3.2213582244469516
806rcbc168-S265	3.621906381199686
GnotoExpt-FP600-S296	4.418943063305544
806rcbc488-S393	3.9200736769305737
806rcbc171-S268	0.09302910772911879
GnotobioticExp-FP-191-S54	1.471729703532618
806rcbc464-S369	2.8662201005422774
806rcbc399-S304	3.9976624174269904
GnotoExpt-FP545-S60	4.925497149145407
806rcbc444-S445	3.9919997171031123
GnotoExpt-DTT486-S634	1.0779513329456418
GnotoExpt-DTT601-S336	0.6330679363803062
GnotoExpt-DTT530-S141	1.4438598633968092
806rcbc446-S447	1.8131610791190274
GnotoExpt-FP567-S83	3.206937523722375
806rcbc172-S269	0.2661102654929592
GnotoExpt-FP483-S704	3.2107184801198922
GnotoExpt-FP543-S58	1.4025369888390835
GnotoExpt-DTT613-S348	1.6880126973928953
GnotoExpt-DTT478-S626	0.9219125358361433
806rcbc519-S424	4.794653310288715
GnotoExpt-DTT463-S611	1.0480720282419493
GnotoExpt-FP484-S706	2.467155722520343
806rcbc438-S343	2.2089614720138653
GnotobioticExp-DTT-181-S191	2.9309739164095947
806rcbc174-S271	3.8344996871841794
GnotoExpt-FP451-S672	3.2222607710651854
GnotobioticExp-FP-187-S50	2.4263059192821603
806rcbc402-S307	3.400123660948568
GnotoExpt-DTT462-S610	0.9091936659508614
GnotoExpt-FP534-S49	3.0589142280938266
GnotoExpt-FP467-S688	3.9427904984811595
806rcbc178-S275	1.3463529606005191
GnotobioticExp-DTT-200-S210	4.143014324228158
GnotoExpt-DTT545-S156	4.330079420749457
806rcbc390-S295	3.410484885387881
GnotoExpt-DTT547-S158	1.3791675207449967
806rcbc435-S340	2.0357135871494982
GnotobioticExp-DTT-188-S198	2.8223529728678236
GnotoExpt-FP559-S75	3.269338259755529
806rcbc529-S434	4.386584160200753
806rcbc497-S402	2.7952635042230454
GnotobioticExp-DTT-196-S206	2.4464873714729785
GnotobioticExp-FP-206-S70	3.7217437421783703
GnotoExpt-DTT455-S603	0.9751461301490537
GnotoExpt-DTT477-S625	1.436684287625877
GnotobioticExp-FP-195-S59	3.6973144378285494
GnotobioticExp-DTT-192-S202	1.7536547927535224
GnotoExpt-DTT388-S534	3.6148247052180293
GnotoExpt-DTT483-S631	1.0699792689208512
GnotobioticExp-FP-179-S41	2.5963990494495617
GnotoExpt-FP601-S297	3.107967280236879
GnotoExpt-DTT616-S351	0.3505334798796888
GnotoExpt-FP533-S48	5.346925798056148
806rcbc467-S372	1.793667502311405
GnotoExpt-FP537-S52	1.3990437818616537
806rcbc376-S510	4.3576958051812
GnotoExpt-DTT470-S618	1.1725580101060813
GnotoExpt-DTT475-S623	1.1283939049830112
GnotoExpt-DTT604-S339	0.3809456318115569
806rcbc426-S427	3.679061911271602
GnotoExpt-DTT459-S607	1.5182180252473778
806rcbc524-S429	4.698827167764231
GnotoExpt-FP459-S680	3.103296025559989
GnotoExpt-FP541-S56	1.2393667828771224
GnotoExpt-DTT394-S540	3.658137718576293
GnotoExpt-FP612-S308	7.208068750199209
GnotoExpt-DTT393-S539	4.72397601269925
GnotoExpt-FP460-S681	3.946304858439033
GnotoExpt-FP486-S708	3.082622903053541
GnotoExpt-FP478-S699	3.2397980583011146
GnotoExpt-FP454-S675	3.161508294328103
GnotoExpt-DTT454-S602	1.0017849642800687
GnotoExpt-FP470-S691	2.850349556576664
GnotoExpt-FP535-S50	1.4226842611038832
GnotobioticExp-FP-205-S69	3.7321938387705105
GnotoExpt-DTT474-S622	0.9954174433375157
806rcbc552-S457	2.8909821566573632
GnotoExpt-FP468-S689	3.93157344278818
GnotoExpt-FP597-S293	3.3736531745422673
GnotoExpt-FP599-S295	3.2192550961356456
GnotoExpt-DTT599-S334	0.14407967675292604
GnotoExpt-DTT385-S531	3.4786789500688244
GnotoExpt-FP611-S307	3.9830506975438262
GnotoExpt-DTT532-S143	2.9675265221818137
GnotoExpt-DTT536-S147	1.4173695168690936
806rcbc407-S312	2.6448915351484374
GnotoExpt-DTT542-S153	1.3668619516891676
GnotobioticExp-DTT-209-S219	3.364876499630347
806rcbc491-S396	4.11718065845715
GnotoExpt-DTT466-S614	0.9833215091913391
806rcbc534-S439	4.833312781508026
806rcbc445-S446	3.225209098298447
806rcbc377-S511	3.685730040846688
GnotoExpt-DTT469-S617	1.084148987542813
GnotoExpt-FP546-S61	4.2411940639931025
806rcbc561-S466	2.873629774649101
GnotoExpt-FP481-S702	2.5643057177543067
GnotobioticExp-FP-194-S58	3.6562480040684884
GnotobioticExp-FP-181-S44	2.468249714650582
806rcbc499-S404	4.300691173310498
806rcbc471-S376	2.851304379355809
806rcbc555-S460	3.306349239929138
GnotoExpt-FP485-S707	2.78216191810408
GnotoExpt-DTT606-S341	0.04640668024144694
GnotobioticExp-FP-204-S68	2.460783425138724
GnotobioticExp-FP-202-S66	2.6804979898737153
806rcbc559-S464	2.1639761732484453
GnotoExpt-FP463-S684	3.238117170386482
GnotoExpt-FP547-S62	1.3528351012942963
GnotoExpt-DTT610-S345	0.178994458450382
GnotoExpt-FP603-S299	3.3796074259595152
GnotoExpt-FP605-S301	3.9128015281789716
806rcbc429-S334	2.531325106227185
GnotoExpt-FP458-S679	3.3367932512757483
GnotoExpt-FP480-S701	3.5083048233055805
806rcbc453-S454	4.022457454772685
GnotoExpt-FP538-S53	2.6957330702747417
GnotobioticExp-FP-182-S45	2.540034810378234
806rcbc368-S501	1.910099402940893
806rcbc551-S456	3.1067600132908533
GnotobioticExp-FP-176-S38	2.5047919195501906
GnotobioticExp-FP-210-S74	2.6704690007727367
GnotoExpt-DTT617-S352	0.0842353445174647
GnotoExpt-DTT453-S601	0.9481547506947524
GnotoExpt-DTT386-S532	4.52262231739811
806rcbc489-S394	3.793788784296924
806rcbc449-S450	3.2581627113662734
GnotoExpt-DTT391-S537	4.793080714425827
GnotobioticExp-FP-184-S47	2.8433219558829776
GnotoExpt-FP550-S65	3.6782495319967343
GnotoExpt-FP477-S698	2.9446399204521256
806rcbc404-S309	3.5517576191844666
GnotoExpt-FP563-S79	2.905547620599543
GnotobioticExp-DTT-203-S213	2.7904129616826068
GnotoExpt-FP531-S46	1.4697584540821895
GnotobioticExp-FP-200-S64	3.7269130911708945
806rcbc397-S302	3.522987074660851
GnotoExpt-FP607-S303	3.5288252600041594
806rcbc437-S342	2.212843784956895
GnotobioticExp-DTT-190-S200	3.250687816016368
GnotoExpt-DTT562-S174	2.743041468258925
GnotoExpt-FP542-S57	1.374131248915718
GnotoExpt-FP613-S309	3.3663514516891397
806rcbc565-S470	3.3402778735208924
806rcbc494-S399	3.8070395176360186
806rcbc364-S499	3.9659874219346416
GnotoExpt-DTT481-S629	1.0499162684010654
GnotoExpt-DTT544-S155	3.4697246867727074
GnotoExpt-DTT549-S160	1.4029707273031284
GnotoExpt-FP568-S84	2.763219124245413
806rcbc470-S375	3.1510570282551593
GnotoExpt-FP553-S68	3.273152663829278
GnotoExpt-DTT559-S171	3.3576691118302437
GnotoExpt-FP482-S703	3.1571235888228473
GnotobioticExp-DTT-208-S218	3.741193922241364
GnotobioticExp-FP-203-S67	4.344140630173553
806rcbc406-S311	3.865275749141382
806rcbc170-S267	3.8318579553608076
GnotoExpt-DTT465-S613	1.0783511334455425
GnotobioticExp-FP-185-S48	2.183679318516336
GnotoExpt-DTT458-S606	1.3016424258475816
806rcbc473-S378	1.980380458919219
806rcbc362-S497	3.824121226362885
GnotoExpt-DTT533-S144	5.078341870149693
GnotobioticExp-FP-183-S46	2.6336322402650025
806rcbc372-S505	3.9007755611724058
GnotoExpt-FP556-S72	3.5659182989777904
GnotoExpt-FP532-S47	2.9086778505288344
806rcbc554-S459	3.5740086192705154
GnotoExpt-DTT618-S353	0.07425715348513968
806rcbc432-S433	3.4871685722530947
GnotobioticExp-DTT-194-S204	3.7870667589492952
GnotoExpt-FP473-S694	1.3800685775215666
806rcbc370-S503	4.670629422871372
GnotoExpt-FP471-S692	2.640142803748217
806rcbc468-S373	2.7419246256023126
GnotoExpt-DTT468-S616	1.0940500965036914
806rcbc373-S506	3.4307524665854383
GnotoExpt-FP566-S82	3.3115270505675514
GnotoExpt-DTT568-S180	3.492354831537207
806rcbc525-S430	4.077178159798835
GnotobioticExp-FP-192-S55	0.9006618703326075
806rcbc557-S462	2.51922846435008
806rcbc177-S274	0.1776412865236127
GnotoExpt-DTT546-S157	4.117855630218181
GnotobioticExp-DTT-201-S211	4.106362073323553
GnotoExpt-DTT614-S349	3.2433558990842393
GnotobioticExp-DTT-206-S216	3.8692302238969773
806rcbc476-S381	3.0749824029686406
806rcbc490-S395	3.9458772841523224
GnotoExpt-DTT567-S179	3.206633051208246
806rcbc563-S468	3.000428692906979
806rcbc527-S432	3.645635436658412
GnotoExpt-DTT540-S151	5.874893666937984
GnotobioticExp-DTT-175-S185	2.8424847653498895
GnotobioticExp-FP-180-S43	2.2258959332897676
GnotoExpt-FP604-S300	3.495950223136638
806rcbc391-S296	3.4283682878255695
GnotobioticExp-DTT-202-S212	3.442560627199325
GnotobioticExp-DTT-176-S186	2.7960655351760195
806rcbc556-S461	2.7845037258373204
GnotoExpt-DTT531-S142	1.4452441220201826
GnotoExpt-FP596-S292	3.1871575735113136
GnotoExpt-DTT395-S541	4.636395369364748
GnotoExpt-DTT553-S164	6.12798775767619
GnotoExpt-DTT595-S330	0.16082128055956801
GnotoExpt-FP544-S59	3.353804734146486
806rcbc405-S310	3.735510964190284
806rcbc424-S329	2.9134080906133493
GnotobioticExp-DTT-210-S220	2.011539849316879
806rcbc531-S436	4.027578680165739
GnotoExpt-DTT558-S170	6.482152670657832
GnotoExpt-FP606-S302	4.284833764163276
806rcbc532-S437	3.7321817851926586
GnotobioticExp-FP-178-S40	2.342666864867983
GnotoExpt-FP598-S294	3.849151939610802
GnotobioticExp-DTT-187-S197	3.233876322674941
GnotoExpt-DTT461-S609	0.9442413174430014
806rcbc378-S512	3.2199751525043174
806rcbc395-S300	4.47641865926743
GnotoExpt-FP560-S76	3.4061119935668462
GnotoExpt-DTT597-S332	2.713996088864233
806rcbc478-S383	2.939760228172795
GnotobioticExp-FP-372.fastq	2.4224813517808337
GnotobioticExp-FP-319.fastq	2.902101785789329
GnotobioticExp-DTT-308.fastq	4.285189096131041
GnotobioticExp-DTT-367.fastq	4.5069564456226505
GnotobioticExp-DTT-303.fastq	4.1314509530038075
GnotobioticExp-FP-384.fastq	1.4647158925262846
GnotobioticExp-DTT-305.fastq	4.543481504959283
GnotobioticExp-DTT-370.fastq	4.428107041556159
GnotobioticExp-FP-314.fastq	3.8897364528355443
GnotobioticExp-FP-301.fastq	3.758459063673285
GnotobioticExp-DTT-319.fastq	3.9392284966335835
GnotobioticExp-FP-315.fastq	3.9494628726107632
GnotobioticExp-FP-369.fastq	3.9814851415573904
GnotobioticExp-FP-377.fastq	1.5878990267911006
GnotobioticExp-DTT-362.fastq	4.1370465063251
GnotobioticExp-DTT-325.fastq	3.8614178242008856
GnotobioticExp-FP-304.fastq	1.7845028921833295
GnotobioticExp-FP-313.fastq	3.9707753444153027
GnotobioticExp-DTT-307.fastq	3.133939299391681
GnotobioticExp-FP-375.fastq	3.8761144969524306
GnotobioticExp-FP-317.fastq	1.6701330660902023
GnotobioticExp-DTT-179.fastq	1.862426981372997
GnotobioticExp-FP-306.fastq	2.518276152578007
GnotobioticExp-DTT-381.fastq	3.82944520604735
GnotobioticExp-DTT-318.fastq	2.8815263649709326
GnotobioticExp-FP-386.fastq	3.953311759649956
GnotobioticExp-DTT-323.fastq	3.9697447280023135
GnotobioticExp-FP-305.fastq	2.4870010486604928
GnotobioticExp-DTT-311.fastq	4.420321709416823
GnotobioticExp-FP-366.fastq	3.434531716331962
GnotobioticExp-DTT-384.fastq	1.8587474182113521
GnotobioticExp-DTT-321.fastq	3.3519571174594183
GnotobioticExp-FP-371.fastq	1.9671838168210602
GnotobioticExp-DTT-320.fastq	3.5208372876295644
GnotobioticExp-FP-365.fastq	3.5004302981020494
GnotobioticExp-FP-302.fastq	3.7853899778262057
GnotobioticExp-FP-380.fastq	4.275334936397749
GnotobioticExp-FP-393.fastq	4.1663278706852465
GnotobioticExp-DTT-383.fastq	1.647116180128336
GnotobioticExp-FP-321.fastq	3.201770099337818
GnotobioticExp-FP-391.fastq	4.041805658195155
GnotobioticExp-FP-394.fastq	3.3785294814527664
GnotobioticExp-DTT-322.fastq	2.537649532856011
GnotobioticExp-FP-363.fastq	3.928423430879797
GnotobioticExp-FP-303.fastq	3.704714710196851
GnotobioticExp-DTT-306.fastq	4.744205010826861
GnotobioticExp-FP-385.fastq	3.8337344154756687
GnotobioticExp-DTT-373.fastq	4.3443635688339475
GnotobioticExp-DTT-376.fastq	3.5202605300722793
GnotobioticExp-FP-307.fastq	4.007966489380316
GnotobioticExp-FP-381.fastq	4.244373422318727
GnotobioticExp-FP-312.fastq	3.3961744372878826
GnotobioticExp-FP-309.fastq	4.148406209600272
GnotobioticExp-DTT-379.fastq	4.127283469087418
GnotobioticExp-FP-318.fastq	2.2538343902954776
GnotobioticExp-FP-370.fastq	1.7139974302028225
GnotobioticExp-FP-383.fastq	1.4673784780543813
GnotobioticExp-DTT-324.fastq	2.6571262054517217
GnotobioticExp-FP-367.fastq	3.960017344465653
GnotobioticExp-FP-378.fastq	1.1972828113534528
GnotobioticExp-DTT-372.fastq	2.5672343344747177
GnotobioticExp-FP-310.fastq	2.0622382851739225
GnotobioticExp-FP-322.fastq	1.6394556025514446
GnotobioticExp-DTT-368.fastq	4.254925533008745
GnotobioticExp-DTT-363.fastq	4.176165998354317
GnotobioticExp-DTT-315.fastq	4.15963882856591
GnotobioticExp-DTT-377.fastq	2.877109291808662
GnotobioticExp-DTT-364.fastq	4.070903610599772
GnotobioticExp-FP-373.fastq	3.9218191405611047
GnotobioticExp-FP-364.fastq	3.2228429629292417
GnotobioticExp-DTT-371.fastq	2.2937113036834837
GnotobioticExp-DTT-313.fastq	4.314477378475437
GnotobioticExp-FP-382.fastq	0.6840092561776563
GnotobioticExp-FP-387.fastq	4.029512250535919
GnotobioticExp-FP-388.fastq	2.9105884925307692
GnotobioticExp-DTT-375.fastq	4.2764924375871605
GnotobioticExp-FP-368.fastq	3.8538966069694633
GnotobioticExp-FP-361.fastq	4.066356083872486
GnotobioticExp-DTT-302.fastq	4.071446223267624
GnotobioticExp-FP-389.fastq	1.3535897815607534
GnotobioticExp-DTT-312.fastq	4.30920387818817
GnotobioticExp-FP-311.fastq	2.3359919292051714
GnotobioticExp-FP-379.fastq	4.134874997814888
GnotobioticExp-DTT-314.fastq	4.113987948687535
GnotobioticExp-DTT-374.fastq	4.23544948304926
GnotobioticExp-FP-308.fastq	4.0810054712323165
GnotobioticExp-DTT-317.fastq	4.155828298070195
GnotobioticExp-FP-392.fastq	4.053700471943568
GnotobioticExp-FP-323.fastq	1.7918899422252994
GnotobioticExp-DTT-309.fastq	4.373829308126279
GnotobioticExp-DTT-380.fastq	4.550487776230392
GnotobioticExp-DTT-310.fastq	4.271947236038115
GnotobioticExp-FP-316.fastq	2.5591625800434725
GnotobioticExp-DTT-304.fastq	4.080734400209003
GnotobioticExp-FP-396.fastq	1.8117302137072833
GnotobioticExp-FP-374.fastq	3.833872141845112
GnotobioticExp-DTT-369.fastq	4.312126883540284
GnotobioticExp-FP-324.fastq	3.632489481367933
GnotobioticExp-FP-320.fastq	2.968569725737819
GnotobioticExp-DTT-316.fastq	3.841750484263565
GnotobioticExp-FP-390.fastq	0.998361756251892
GnotobioticExp-DTT-382.fastq	0.3387602131642481
GnotobioticExp-FP-362.fastq	3.8675975578762776
GnotobioticExp-FP-376.fastq	2.191156861412325
GnotobioticExp-FP-395.fastq	1.5007196691837699
