# Constructed from biom file
#OTU ID	TL1a_DTT_268_Repeat	TL1a_DTT_269_Repeat	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_DTT_270_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_630	TL1A_DTT_628	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	27.0	0.0	12.0	0.0	0.0	12.0	0.0	0.0	0.0	28.0	0.0	0.0	1.0	7.0	0.0	7.0	1.0	0.0	3.0	0.0	49.0	0.0	34.0	8.0	0.0	9.0	0.0	1.0	40.0	0.0	0.0	52.0	11.0	0.0	18.0	43.0	28.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	13.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	17.0	1.0	0.0	0.0	2.0	56.0	0.0	0.0	0.0	3.0	15.0	56.0	1.0	1.0	10.0	4.0	6.0	0.0	4.0	3.0	22.0	0.0	21.0	0.0	1.0	0.0	0.0	2.0	11.0	0.0	0.0	5.0	12.0	0.0	9.0	4.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	632.0	31.0	12238.0	8879.0	203.0	198.0	571.0	1901.0	218.0	10599.0	176.0	1442.0	1174.0	10998.0	12053.0	11988.0	552.0	3265.0	6587.0	1074.0	7660.0	14405.0	499.0	234.0	7159.0	6538.0	3117.0	17653.0	5211.0	1920.0	6780.0	5481.0	14657.0	35434.0	6396.0	7825.0	44.0	3926.0	631.0	692.0	18572.0	601.0	419.0	8790.0	2004.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	27.0	0.0	402.0	211.0	16.0	0.0	9.0	103.0	0.0	2.0	10.0	41.0	50.0	0.0	210.0	80.0	0.0	17.0	313.0	65.0	77.0	105.0	80.0	0.0	18.0	197.0	98.0	19.0	98.0	0.0	269.0	140.0	16.0	47.0	367.0	43.0	0.0	29.0	95.0	72.0	100.0	56.0	151.0	66.0	68.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	19893.0	6018.0	7364.0	2189.0	19394.0	40766.0	2624.0	21145.0	2247.0	6047.0	8458.0	27233.0	5876.0	5498.0	11419.0	7186.0	30949.0	537.0	6005.0	1547.0	17430.0	2931.0	4799.0	40258.0	8517.0	20581.0	13889.0	14503.0	8220.0	6190.0	7105.0	28763.0	21772.0	842.0	12573.0	6771.0	26580.0	1767.0	8483.0	5952.0	51.0	5980.0	2787.0	2026.0	6013.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	12.0	0.0	1733.0	2901.0	148.0	24.0	516.0	34.0	369.0	701.0	61.0	279.0	6547.0	493.0	2370.0	3445.0	4.0	1311.0	1127.0	463.0	14100.0	4755.0	588.0	44.0	1461.0	9518.0	6657.0	2691.0	69.0	323.0	1089.0	8773.0	3682.0	4789.0	11804.0	2871.0	2.0	619.0	223.0	236.0	5740.0	185.0	85.0	1931.0	552.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	59.0	272.0	3543.0	2314.0	66.0	15.0	158.0	376.0	53.0	715.0	26.0	2217.0	274.0	570.0	7207.0	1108.0	154.0	345.0	1902.0	1814.0	1412.0	3648.0	241.0	566.0	376.0	1992.0	1032.0	1160.0	2386.0	1086.0	1561.0	2350.0	1675.0	604.0	3219.0	1078.0	33.0	116.0	133.0	314.0	906.0	120.0	229.0	461.0	305.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	23.0	0.0	19.0	0.0	0.0	0.0	7.0	0.0	14.0	410.0	0.0	4.0	24.0	20.0	102.0	38.0	0.0	4.0	8.0	52.0	134.0	58.0	0.0	0.0	15.0	189.0	66.0	76.0	6.0	3.0	0.0	68.0	76.0	1173.0	188.0	400.0	0.0	547.0	29.0	62.0	3805.0	23.0	73.0	947.0	252.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	58.0	3.0	29.0	62.0	25.0	17.0	18.0	0.0	47.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	26.0	0.0	0.0	14.0	19.0	0.0	45.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	30.0	0.0	0.0	72.0	3.0	0.0	0.0	4.0	0.0	16.0	96.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	7289.0	1100.0	214.0	100.0	5540.0	5272.0	21.0	665.0	102.0	399.0	574.0	9699.0	77.0	36.0	1077.0	103.0	2199.0	14.0	315.0	431.0	1047.0	94.0	503.0	8996.0	1107.0	294.0	66.0	221.0	4519.0	234.0	262.0	1730.0	1392.0	6.0	291.0	72.0	72573.0	43.0	3.0	5.0	0.0	7.0	2.0	10.0	25.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0	17.0	13.0	0.0	0.0	0.0	4.0	0.0	26.0	0.0	0.0	0.0	7.0	1.0	39.0	0.0	0.0	4.0	8.0	26.0	6.0	6.0	0.0	0.0	3.0	10.0	10.0	1.0	0.0	5.0	0.0	18.0	15.0	0.0	5.0	16.0	1.0	0.0	6.0	14.0	0.0	11.0	50.0	0.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	13.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	0.0	3.0	4.0	0.0	0.0	0.0	18.0	44.0	3.0	0.0	4.0	0.0	3.0	27.0	0.0	5.0	11.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	4756.0	7030.0	59.0	1060.0	414.0	11.0	9.0	79.0	1486.0	63.0	5.0	985.0	52.0	10.0	131.0	7.0	207.0	12.0	48.0	70.0	5315.0	88.0	4254.0	142.0	9.0	117.0	3.0	4.0	6772.0	9.0	19.0	35.0	12.0	17.0	77.0	8.0	98.0	28.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	51.0	0.0	1100.0	234.0	77.0	11.0	153.0	264.0	42.0	112.0	9.0	222.0	2082.0	2042.0	621.0	163.0	103.0	82.0	1896.0	173.0	503.0	317.0	77.0	490.0	306.0	1606.0	1448.0	217.0	211.0	1202.0	1653.0	532.0	304.0	159.0	5329.0	97.0	16.0	24.0	26.0	85.0	0.0	32.0	343.0	8.0	45.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII	9.0	11.0	82.0	61.0	0.0	6.0	61.0	0.0	1.0	38.0	0.0	30.0	183.0	266.0	202.0	47.0	8.0	19.0	140.0	52.0	110.0	118.0	52.0	24.0	20.0	36.0	8.0	17.0	15.0	153.0	86.0	149.0	23.0	72.0	68.0	122.0	3.0	17.0	13.0	27.0	14.0	33.0	220.0	22.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1968.0	2946.0	12865.0	6150.0	1783.0	458.0	7410.0	11697.0	5989.0	3082.0	722.0	28943.0	108580.0	100998.0	106654.0	3717.0	3080.0	4405.0	15790.0	11807.0	13363.0	6053.0	4367.0	6055.0	109660.0	22990.0	43849.0	17892.0	3805.0	14436.0	11820.0	14228.0	7874.0	5694.0	44124.0	20051.0	769.0	2799.0	4629.0	5490.0	3882.0	4314.0	11936.0	2167.0	2162.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	0.0	121.0	73.0	0.0	8.0	0.0	96.0	0.0	0.0	4.0	0.0	133.0	0.0	93.0	32.0	0.0	56.0	56.0	30.0	74.0	41.0	0.0	0.0	158.0	45.0	70.0	106.0	23.0	0.0	69.0	93.0	56.0	0.0	43.0	114.0	0.0	13.0	17.0	31.0	0.0	40.0	50.0	6.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	71.0	0.0	9.0	3.0	9.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	103.0	0.0	21.0	31.0	30.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	283.0	124.0	3290.0	3491.0	231.0	138.0	864.0	1815.0	1029.0	1135.0	188.0	1874.0	4943.0	4772.0	5743.0	1077.0	687.0	949.0	3958.0	2111.0	2937.0	1889.0	405.0	925.0	5167.0	2759.0	3127.0	1580.0	932.0	4251.0	3831.0	3322.0	2796.0	1060.0	7373.0	2596.0	77.0	174.0	576.0	448.0	117.0	910.0	1846.0	247.0	477.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	636.0	281.0	115.0	60.0	36.0	9.0	0.0	62.0	0.0	367.0	8.0	156.0	70.0	106.0	29.0	420.0	144.0	28.0	33.0	15.0	615.0	153.0	84.0	25.0	3.0	45.0	4.0	58.0	39.0	6.0	63.0	240.0	13.0	1018.0	42.0	182.0	1865.0	92.0	4.0	45.0	31.0	9.0	21.0	51.0	31.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	1265.0	0.0	131.0	0.0	73.0	0.0	0.0	171.0	0.0	1.0	214.0	32.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	1532.0	78.0	0.0	89.0	0.0	6.0	49.0	0.0	0.0	23.0	0.0	1362.0	0.0	117.0	198.0	552.0	52.0	53.0	0.0	45.0	0.0	112.0	0.0	330.0	0.0	131.0	176.0	12.0	0.0	626.0	0.0	0.0	43.0	824.0	207.0	231.0	34.0	55.0	247.0	46.0	346.0	221.0	52.0	154.0	253.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae	489.0	18.0	0.0	7.0	0.0	0.0	50.0	0.0	19.0	34.0	0.0	225.0	1.0	0.0	16.0	50.0	0.0	4.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1492.0	0.0	109.0	0.0	124.0	15.0	48.0	202.0	12.0	8.0	608.0	214.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	908.0	0.0	158.0	65.0	343.0	0.0	378.0	185.0	860.0	70.0	28.0	550.0	2.0	0.0	22.0	158.0	22.0	15.0	43.0	42.0	26.0	222.0	0.0	0.0	0.0	229.0	22.0	0.0	5.0	0.0	266.0	26.0	11.0	24.0	96.0	0.0	17.0	9.0	4.0	4.0	0.0	0.0	1.0	6.0	33.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	76.0	0.0	15.0	4.0	0.0	0.0	28.0	31.0	0.0	335.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	34.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	2.0	0.0	0.0	36.0	16.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	467.0	420.0	3.0	5.0	0.0	0.0	328.0	0.0	123.0	604.0	14.0	369.0	26.0	1229.0	0.0	193.0	1329.0	10.0	3.0	20.0	25.0	94.0	18.0	24.0	17.0	318.0	205.0	418.0	2.0	0.0	0.0	6.0	14.0	4245.0	750.0	258.0	470.0	666.0	354.0	736.0	2594.0	353.0	1028.0	2135.0	472.0
