	IL17.DTT.116	IL17.DTT.117	IL17.DTT.128	IL17.DTT.129	IL17.DTT.140	IL17.DTT.141	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.200	IL17.DTT.218	IL17.DTT.219	IL17.DTT.26	IL17.DTT.27	IL17.DTT.105	IL17.DTT.104	IL17.DTT.50	IL17.DTT.51	IL17.DTT.86	IL17.DTT.87	TKO.DTT.2	TKO.DTT.3	TKO.DTT.44	TKO.DTT.45	TKO.DTT.32	TKO.DTT.33	TKO.DTT.20	TKO.DTT.21	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.74	TKO.DTT.75	TKO.DTT.87	TKO.DTT.92	TKO.DTT.93	TKO.DTT.104	TKO.DTT.105	TKO.DTT.110	TKO.DTT.111	TKO.DTT.123	TKO.DTT.128	TKO.DTT.129	TKO.DTT.140	TKO.DTT.141	TKO.DTT.152	TKO.DTT.153
IL17.DTT.116	0.0	0.5726148584376424	1.3545986284381155	2.2253685453731378	1.1169036572726125	1.047989730235254	1.3129561309673374	1.085201953957875	0.6580350397774	1.1739278491401788	0.6105763152432352	0.6576205636675692	0.7595980028035418	1.2182264627536092	0.9714886967559403	0.5861641857226553	0.8498781788862757	1.0726567173152428	0.2769321624149279	0.3768390649087778	3.668914051552765	2.961843422636131	2.907886585450557	3.0222134727741343	3.2295991471336487	2.9559851158899733	2.831090479646672	2.8498499772739745	2.9829565752944216	2.6369060372761304	2.691075028421075	2.2645811855411537	2.864736458227461	3.1609974940006245	2.3592789713092133	2.4433455907946118	2.1473131603739026	2.6946355488996208	2.633432281692002	2.859072600018919	2.826869730494204	2.6302098027678062	2.7047120461355427	3.0852318225102677	2.667602351964017	2.5793661237885157	2.655128583207238
IL17.DTT.117	0.5726148584376424	0.0	1.5339904214916786	1.7232786624690595	0.6069603839636343	0.4962612497393408	1.1950340236537187	0.6881162171419838	0.9136769048347451	1.4238141423388406	0.9360542410128544	0.8002203160256715	0.47040105000607974	0.6787025602772957	0.535080134924736	0.05577099126267807	0.28751295070894306	0.5467390745571572	0.47533213321480433	0.23922708410950827	3.218992962244219	2.4095971364055053	2.6336094606197618	2.70832444446906	3.0117240538783543	2.699385990106157	2.5137233831327053	2.388031228108467	2.677983964983662	2.1562492601526584	2.1950810791127813	1.7013216453776192	2.3070885720308336	2.7031552604577054	1.8768848773049023	1.893729875382286	1.6160849438069533	2.1473743610446476	2.079149705090871	2.300466487995624	2.3129713517509876	2.3403513105825913	2.2824992463239075	2.5854784581332004	2.168752917887814	2.192769531837478	2.145466766927914
IL17.DTT.128	1.3545986284381155	1.5339904214916786	0.0	2.9476592574035774	2.091731368656953	1.9297106336332948	0.777175360165783	1.3181070831178803	0.6974865711131253	0.23630718401338863	0.7536209262852748	0.7477163766290118	1.1950078029760782	1.9935086040242445	2.058556397089218	1.5294324498871963	1.6922491013156145	2.028196860213033	1.16653096179703	1.5370560373900073	4.591075299026188	3.5627969105671524	2.106625616809889	2.3089817892591884	2.2687346842852225	2.116336119794386	2.154516321313955	2.6349711711771957	2.248411300675499	2.508507649497239	2.6439704156450548	2.7776337251319654	3.4699788615673164	2.876925603830529	2.3091619304896938	2.76767709400996	2.3996565271960972	3.0163369461897203	2.94639628838505	3.3582551946824424	3.6682126642093533	1.9152224902255983	2.3674817968989665	2.9908613891549765	2.615510597289474	2.1471344875273726	2.642810567741818
IL17.DTT.129	2.2253685453731378	1.7232786624690595	2.9476592574035774	0.0	1.1972128433066294	1.2589175795530727	2.263137500291625	1.668448457505712	2.4927722252143334	2.924495411965083	2.5499226941097253	2.345077440913999	1.8033821263684124	1.056170522907069	1.3552515782201868	1.6926418754932047	1.4512101396332728	1.2535157182705905	2.1282238854653954	1.8626907111665385	1.6771905194842227	0.8962689077358402	2.8860565375566254	2.8043159677525984	3.3471542926872724	2.9672339048647096	2.6452667081574353	1.9260097707380264	2.820044479670663	1.7332999483259062	1.5989097000129309	0.6875729441207253	0.881450351498581	2.201673284019033	1.5234448279963682	0.9360969651446199	1.0248907212108482	0.9905647845352381	1.0377755115758518	0.8948299251041395	0.8883483564343432	2.6106760285051185	2.060070361024295	1.8631341948108378	1.6215395498656673	2.1630251189830743	1.5735562781142256
IL17.DTT.140	1.1169036572726125	0.6069603839636343	2.091731368656953	1.1972128433066294	0.0	0.18679733307899563	1.6063413536657354	0.9491969861551331	1.506997804569704	2.0056552028350505	1.536289577068819	1.3804404493811766	0.9141711139817384	0.32922875576235283	0.21162354428478083	0.5975680921439375	0.40084583623802134	0.08158858030303533	1.0685150250906463	0.7410338484227862	2.623086161807331	1.878492811009795	2.80389699587889	2.8240051287189085	3.2306990904587995	2.882744711921288	2.6328685705731414	2.272906680737785	2.8082766772304324	2.025090698806034	2.0111754559851893	1.2552213596384456	1.7786432977901352	2.589667846775177	1.7481458037144146	1.5341166044622965	1.3487674928384954	1.7619208868728957	1.7047378675989924	1.815613362611821	1.7158789148760238	2.503103085472413	2.250326215099957	2.3815395559019428	1.9916024714720482	2.2274631513395384	1.9492910232317597
IL17.DTT.141	1.047989730235254	0.4962612497393408	1.9297106336332948	1.2589175795530727	0.18679733307899563	0.0	1.42813480132143	0.7653246743410127	1.3707202973026775	1.8546525004703074	1.4092191933336584	1.2346849297251485	0.7486291526694657	0.25272553214186755	0.3192301425024974	0.4830369783499212	0.2430767503294634	0.12890798898257386	0.9589216183851823	0.6749413042553561	2.753168124824683	1.922416314428656	2.63349576301682	2.6611183164616086	3.0560953647118807	2.7118286117543553	2.4689690768422556	2.153142492427386	2.6430303667484742	1.9065243418830116	1.907881121711144	1.2446768521866631	1.8199521105429564	2.4705113507778056	1.627573196424387	1.4869520259793374	1.2652935753888328	1.7287579098694164	1.6645347635334171	1.8304766180431236	1.8212375784130974	2.3331371639799	2.1114549329358137	2.285894258263329	1.8852491995547214	2.0754458787550485	1.8475421693789504
IL17.DTT.188	1.3129561309673374	1.1950340236537187	0.777175360165783	2.263137500291625	1.6063413536657354	1.42813480132143	0.0	0.6900324682451395	0.8309438387231455	0.8742226580806973	0.9437962191310817	0.7157056241054818	0.7344487552256964	1.415031950882611	1.6397200013029916	1.1727443285944783	1.2250059156236293	1.5492575259425023	1.0411439274769536	1.2956471755543295	3.934470393093775	2.8372550888047594	1.6262106382403947	1.771403281053794	1.920649314101345	1.6615879964364118	1.5905084597251464	1.9016955133449613	1.7245294573435366	1.7644707455114765	1.8852059037682736	2.0592212581282285	2.75314546069236	2.16792627426758	1.5479391294829106	2.012700123318213	1.6412227825034502	2.2535792516470083	2.19127954571966	2.6178388564384454	3.0092406628680877	1.3685149549801916	1.6592090455559902	2.244276763866001	1.8625264234772274	1.4644469879955841	1.8909687415689918
IL17.DTT.189	1.085201953957875	0.6881162171419838	1.3181070831178803	1.668448457505712	0.9491969861551331	0.7653246743410127	0.6900324682451395	0.0	0.9770109729287288	1.3172554749236	1.0666398693909276	0.807215648994554	0.33779637583788474	0.7506410152672677	1.0233446796907557	0.6624798868664409	0.6007032926041488	0.8912929171050165	0.8347718339836493	0.878265410868578	3.314190928391756	2.255597735753673	1.950838534006322	2.0205255026020956	2.342372511664497	2.019134803169481	1.8258435371117843	1.7708882932638708	1.9909017115705403	1.560103994761205	1.6319155258860953	1.4737862348812227	2.160027815766403	2.0783632398835463	1.2913525681106937	1.525107589113294	1.179008819013999	1.785370937925577	1.7128699359830635	2.0692658017010674	2.3588912474802015	1.6552307571531748	1.6268516394579344	2.0222843326146966	1.604223438296833	1.5164096157398343	1.5997565593269523
IL17.DTT.201	0.6580350397774	0.9136769048347451	0.6974865711131253	2.4927722252143334	1.506997804569704	1.3707202973026775	0.8309438387231455	0.9770109729287288	0.0	0.5330241586637168	0.11315797729836176	0.1701208537701048	0.7107086308622159	1.4786853002160165	1.43339881814625	0.9130605975727042	1.1284353267994782	1.447974559994686	0.48439435979816836	0.8655119774086287	4.070307720590311	3.178916767449657	2.4431351526712684	2.596382649088047	2.7074163815807317	2.476423760596127	2.415683987768033	2.6431040937993777	2.5474221375572013	2.465518054095287	2.5610450368418523	2.4167779759275696	3.0830179159982785	2.930402245719357	2.214931763454269	2.4972253967534397	2.1504953693894144	2.7542840689413794	2.6875349021309685	3.0186679738669686	3.176356037109807	2.1926379895487833	2.4355256264114464	2.9437425282988516	2.5348356268806223	2.262109281957567	2.542163078183078
IL17.DTT.200	1.1739278491401788	1.4238141423388406	0.23630718401338863	2.924495411965083	2.0056552028350505	1.8546525004703074	0.8742226580806973	1.3172554749236	0.5330241586637168	0.0	0.5634788713760319	0.6274818565500948	1.1389920837116163	1.93996386940489	1.9507601827481378	1.4226468565000772	1.6128964183052665	1.9432872123043292	1.0169002543076724	1.3965729948216323	4.5433797701501355	3.571391374024379	2.3128696978072307	2.5064063618697507	2.493017003803269	2.3269447727173795	2.3453314540289942	2.76580231942626	2.4479247286317234	2.623672340318011	2.7486331999073075	2.7908582161270807	3.4766766191170375	3.0215985149259437	2.40754182981329	2.8133435969980702	2.44969639118803	3.0665120736395504	2.996993514105067	3.3826284524861916	3.632683549306097	2.1077845184116364	2.5126005849450794	3.108238325962315	2.720465763698293	2.302660931576127	2.741764864259225
