# Constructed from biom file
#OTU ID	IL17.DTT.115	IL17.DTT.116	IL17.DTT.117	IL17.DTT.118	IL17.DTT.119	IL17.DTT.120	IL17.DTT.127	IL17.DTT.128	IL17.DTT.129	IL17.DTT.130	IL17.DTT.131	IL17.DTT.132	IL17.DTT.143	IL17.DTT.144	IL17.DTT.139	IL17.DTT.140	IL17.DTT.141	IL17.DTT.142	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.202	IL17.DTT.203	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.219	IL17.DTT.220	IL17.DTT.221	IL17.DTT.222	IL17.DTT.25	IL17.DTT.26	IL17.DTT.27	IL17.DTT.28	IL17.DTT.29	IL17.DTT.30	IL17.DTT.105	IL17.DTT.106	IL17.DTT.103	IL17.DTT.104	IL17.DTT.53	IL17.DTT.54	IL17.DTT.49	IL17.DTT.50	IL17.DTT.51	IL17.DTT.52	IL17.DTT.85	IL17.DTT.86	IL17.DTT.87	IL17.DTT.88	IL17.DTT.89	IL17.DTT.90	TKO.DTT.1	TKO.DTT.2	TKO.DTT.3	TKO.DTT.4	TKO.DTT.5	TKO.DTT.6	TKO.DTT.43	TKO.DTT.44	TKO.DTT.45	TKO.DTT.46	TKO.DTT.47	TKO.DTT.48	TKO.DTT.31	TKO.DTT.32	TKO.DTT.33	TKO.DTT.34	TKO.DTT.35	TKO.DTT.36	TKO.DTT.16	TKO.DTT.17	TKO.DTT.18	TKO.DTT.22	TKO.DTT.23	TKO.DTT.24	TKO.DTT.19	TKO.DTT.20	TKO.DTT.21	TKO.DTT.58	TKO.DTT.59	TKO.DTT.60	TKO.DTT.55	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.70	TKO.DTT.71	TKO.DTT.72	TKO.DTT.78	TKO.DTT.73	TKO.DTT.74	TKO.DTT.75	TKO.DTT.76	TKO.DTT.77	TKO.DTT.87	TKO.DTT.88	TKO.DTT.89	TKO.DTT.90	TKO.DTT.91	TKO.DTT.92	TKO.DTT.93	TKO.DTT.94	TKO.DTT.95	TKO.DTT.96	TKO.DTT.103	TKO.DTT.104	TKO.DTT.105	TKO.DTT.106	TKO.DTT.107	TKO.DTT.108	TKO.DTT.109	TKO.DTT.110	TKO.DTT.111	TKO.DTT.112	TKO.DTT.113	TKO.DTT.123	TKO.DTT.124	TKO.DTT.125	TKO.DTT.126	TKO.DTT.127	TKO.DTT.128	TKO.DTT.129	TKO.DTT.130	TKO.DTT.131	TKO.DTT.132	TKO.DTT.139	TKO.DTT.140	TKO.DTT.141	TKO.DTT.142	TKO.DTT.143	TKO.DTT.144	TKO.DTT.154	TKO.DTT.155	TKO.DTT.156	TKO.DTT.151	TKO.DTT.152	TKO.DTT.153	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	175.0	3.0	5.0	759.0	61.0	4.0	433.0	23.0	28344.0	51.0	269.0	211.0	24681.0	35665.0	47.0	9.0	39.0	111432.0	12.0	5.0	48.0	105379.0	46692.0	22.0	23.0	7.0	5.0	29.0	32477.0	959.0	812.0	162.0	140.0	316.0	139019.0	76584.0	490.0	6.0	4057.0	10.0	5.0	16398.0	250.0	70.0	25.0	88.0	109108.0	19.0	12.0	51.0	84368.0	160.0	39.0	109.0	4.0	13.0	53611.0	8160.0	10.0	13.0	7.0	6.0	60187.0	32347.0	48.0	3.0	81.0	321.0	57128.0	26472.0	252.0	19908.0	5804.0	51.0	29366.0	1887.0	217.0	201.0	12.0	90.0	20144.0	2286.0	173.0	198.0	19.0	14.0	1761.0	94884.0	98060.0	11645.0	1336.0	6.0	20.0	7.0	62989.0	18933.0	36.0	98954.0	47751.0	12503.0	7.0	9.0	19.0	32092.0	3.0	3.0	70.0	26.0	17.0	43344.0	8375.0	4255.0	49.0	15.0	36.0	52819.0	27149.0	30.0	74297.0	41540.0	13570.0	6.0	7.0	6.0	24306.0	3580.0	83.0	4.0	14.0	6.0	11.0	3.0	0.0	5.0	0.0	3.0	4.0	6.0	8.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	4481.0	3216.0	3433.0	17852.0	6011.0	2924.0	2842.0	3000.0	8660.0	7941.0	6628.0	10637.0	0.0	94.0	1417.0	1212.0	2030.0	436.0	269.0	1067.0	1751.0	180.0	4105.0	984.0	857.0	287.0	2520.0	1313.0	12356.0	3586.0	6239.0	336.0	257.0	478.0	1215.0	2818.0	5808.0	1401.0	5724.0	953.0	920.0	1501.0	353.0	1773.0	1177.0	1927.0	1802.0	1488.0	555.0	1528.0	955.0	5881.0	5112.0	971.0	91.0	845.0	920.0	8701.0	4746.0	421.0	241.0	276.0	807.0	11263.0	4106.0	880.0	587.0	472.0	1166.0	3757.0	156.0	2305.0	833.0	1306.0	448.0	518.0	678.0	1132.0	357.0	1525.0	512.0	478.0	546.0	601.0	526.0	1265.0	376.0	18.0	859.0	1208.0	715.0	825.0	406.0	529.0	592.0	672.0	3497.0	168.0	1320.0	391.0	722.0	149.0	383.0	2423.0	11698.0	1380.0	4746.0	2342.0	3229.0	459.0	2142.0	4957.0	381.0	416.0	882.0	269.0	3073.0	777.0	119.0	670.0	2730.0	2874.0	638.0	4008.0	6242.0	5805.0	1709.0	1435.0	1341.0	2530.0	1946.0	1951.0	735.0	8487.0	16589.0	10565.0	709.0	148.0	594.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	16708.0	19548.0	24786.0	33872.0	73728.0	48371.0	7605.0	14319.0	50807.0	27899.0	55192.0	57112.0	160.0	6130.0	56254.0	66628.0	40481.0	295.0	19352.0	24764.0	18629.0	421.0	1799.0	13334.0	19507.0	15812.0	48046.0	26181.0	29973.0	29176.0	24389.0	34308.0	27792.0	27973.0	65.0	222.0	651.0	29634.0	11182.0	12594.0	37730.0	7828.0	1252.0	40680.0	50064.0	46660.0	10936.0	43730.0	26464.0	28243.0	16270.0	15212.0	49419.0	13693.0	13180.0	20583.0	16514.0	4394.0	13689.0	40351.0	23085.0	11844.0	982.0	1044.0	3267.0	33834.0	17959.0	15640.0	4405.0	3718.0	2308.0	26522.0	58906.0	52499.0	19366.0	48147.0	66797.0	32647.0	21314.0	26741.0	30996.0	44652.0	54045.0	7370.0	23696.0	21068.0	9474.0	232.0	1154.0	1377.0	2961.0	46280.0	20964.0	20585.0	958.0	2210.0	21943.0	3793.0	1187.0	2251.0	33523.0	31750.0	23119.0	1926.0	2518.0	2254.0	17324.0	13024.0	6812.0	861.0	677.0	10913.0	31282.0	36774.0	36292.0	758.0	124.0	31743.0	117.0	5547.0	4915.0	32352.0	16600.0	25986.0	10229.0	4107.0	12820.0	43771.0	36704.0	29177.0	57966.0	46134.0	14408.0	1474.0	1170.0	4573.0	49252.0	16145.0	19942.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	2011.0	16579.0	21972.0	504.0	606.0	1766.0	2185.0	23589.0	350.0	20751.0	213.0	1787.0	4.0	1244.0	2989.0	5432.0	23312.0	37.0	16429.0	22334.0	24218.0	537.0	551.0	13850.0	21051.0	610.0	16711.0	15163.0	495.0	235.0	405.0	666.0	15569.0	21700.0	12.0	0.0	473.0	10133.0	260.0	2343.0	11280.0	0.0	158.0	2254.0	8600.0	18240.0	54.0	3566.0	17455.0	14054.0	192.0	2770.0	11490.0	15410.0	596.0	13433.0	398.0	70.0	5572.0	3651.0	24870.0	46023.0	605.0	1421.0	9079.0	13275.0	23570.0	42172.0	7261.0	5466.0	1819.0	433.0	1224.0	2886.0	48.0	156.0	899.0	12003.0	19218.0	30377.0	456.0	409.0	1485.0	18416.0	17151.0	32623.0	40072.0	73.0	190.0	1897.0	810.0	10668.0	23738.0	21946.0	345.0	455.0	45300.0	2777.0	367.0	477.0	7026.0	8755.0	9325.0	157.0	287.0	707.0	4053.0	9135.0	4664.0	2258.0	189.0	5407.0	1865.0	7114.0	10066.0	159.0	61.0	22846.0	8.0	888.0	1509.0	1422.0	7459.0	13996.0	2008.0	648.0	1731.0	2438.0	11749.0	25766.0	200.0	468.0	2630.0	597.0	255.0	3269.0	5322.0	22454.0	38007.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	3.0	177.0	254.0	1500.0	128.0	462.0	33.0	266.0	463.0	469.0	74.0	344.0	0.0	0.0	91.0	137.0	368.0	9.0	576.0	549.0	195.0	3.0	39.0	149.0	203.0	0.0	140.0	85.0	302.0	83.0	237.0	0.0	265.0	168.0	0.0	0.0	48.0	591.0	175.0	97.0	438.0	129.0	376.0	20.0	171.0	160.0	142.0	239.0	332.0	476.0	471.0	106.0	225.0	1035.0	23.0	197.0	253.0	72.0	327.0	128.0	477.0	752.0	11.0	25.0	228.0	192.0	621.0	847.0	166.0	348.0	0.0	351.0	136.0	210.0	59.0	115.0	168.0	348.0	375.0	365.0	622.0	86.0	297.0	1587.0	1931.0	1466.0	220.0	2.0	19.0	11.0	122.0	878.0	200.0	476.0	39.0	189.0	567.0	104.0	12.0	5.0	246.0	420.0	267.0	87.0	15.0	2.0	124.0	63.0	47.0	0.0	0.0	131.0	81.0	212.0	371.0	5.0	0.0	401.0	2.0	34.0	92.0	84.0	362.0	279.0	389.0	113.0	58.0	45.0	167.0	118.0	570.0	105.0	227.0	60.0	102.0	135.0	65.0	165.0	150.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	693.0	804.0	954.0	3758.0	1249.0	1843.0	196.0	249.0	483.0	566.0	227.0	659.0	2.0	2.0	302.0	171.0	164.0	23.0	381.0	518.0	109.0	2.0	6.0	130.0	108.0	13.0	107.0	101.0	158.0	79.0	189.0	1994.0	876.0	2621.0	21.0	15.0	185.0	2272.0	4467.0	2221.0	3487.0	157.0	0.0	196.0	173.0	146.0	9.0	123.0	697.0	477.0	73.0	0.0	27.0	2020.0	263.0	2094.0	1501.0	1452.0	3308.0	2925.0	1001.0	772.0	56.0	266.0	292.0	111.0	67.0	140.0	14.0	6.0	164.0	109.0	259.0	72.0	226.0	1145.0	1229.0	1426.0	404.0	840.0	8536.0	1862.0	2639.0	2518.0	2042.0	2556.0	32.0	0.0	0.0	33.0	5487.0	7241.0	2493.0	2655.0	2442.0	3292.0	137.0	22.0	11.0	19.0	2197.0	1156.0	1671.0	4117.0	11190.0	1692.0	55.0	45.0	14.0	8.0	6.0	17.0	990.0	840.0	1456.0	142.0	403.0	2104.0	4.0	224.0	435.0	272.0	75.0	301.0	470.0	450.0	231.0	227.0	143.0	181.0	338.0	49.0	235.0	6504.0	3844.0	3615.0	1784.0	588.0	806.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group	0.0	15.0	21.0	0.0	0.0	0.0	0.0	30.0	0.0	65.0	0.0	0.0	0.0	0.0	3.0	15.0	17.0	0.0	39.0	56.0	61.0	0.0	0.0	33.0	68.0	0.0	8.0	17.0	0.0	4.0	3.0	0.0	60.0	82.0	0.0	0.0	0.0	15.0	0.0	0.0	14.0	0.0	0.0	5.0	16.0	28.0	5.0	8.0	26.0	38.0	4.0	0.0	66.0	24.0	3.0	28.0	0.0	0.0	31.0	7.0	52.0	37.0	0.0	0.0	59.0	45.0	47.0	55.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	141.0	220.0	206.0	0.0	0.0	17.0	200.0	187.0	166.0	18.0	0.0	0.0	0.0	0.0	5.0	20.0	21.0	0.0	0.0	37.0	4.0	0.0	0.0	26.0	37.0	29.0	0.0	0.0	0.0	33.0	165.0	6.0	0.0	0.0	0.0	54.0	96.0	296.0	2.0	0.0	2377.0	0.0	28.0	45.0	24.0	39.0	99.0	205.0	0.0	0.0	15.0	20.0	38.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	21.0	32.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	676.0	4503.0	5474.0	78.0	17.0	263.0	936.0	8012.0	45.0	7019.0	30.0	366.0	0.0	310.0	1293.0	2441.0	6127.0	17.0	4669.0	4703.0	5049.0	186.0	108.0	2976.0	4586.0	254.0	3322.0	2756.0	29.0	104.0	90.0	325.0	5292.0	4384.0	0.0	2.0	26.0	2259.0	147.0	781.0	2747.0	0.0	30.0	705.0	2652.0	3207.0	0.0	908.0	3455.0	3399.0	9.0	1420.0	3647.0	4880.0	248.0	2822.0	84.0	11.0	1104.0	1382.0	5167.0	4651.0	127.0	80.0	394.0	3701.0	7308.0	8459.0	1205.0	470.0	389.0	39.0	314.0	283.0	0.0	14.0	70.0	2308.0	2725.0	3060.0	81.0	85.0	204.0	3947.0	7208.0	5628.0	3208.0	19.0	27.0	122.0	165.0	4745.0	2602.0	2762.0	54.0	95.0	7286.0	611.0	34.0	95.0	1789.0	4597.0	2549.0	38.0	42.0	91.0	1063.0	2617.0	1615.0	174.0	55.0	1275.0	611.0	2823.0	2770.0	42.0	2.0	5432.0	6.0	216.0	487.0	654.0	3141.0	4241.0	830.0	172.0	664.0	1220.0	4454.0	4158.0	6.0	57.0	674.0	160.0	45.0	502.0	1277.0	4070.0	4042.0
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales	47.0	322.0	424.0	0.0	0.0	0.0	231.0	212.0	0.0	300.0	0.0	0.0	0.0	0.0	232.0	557.0	917.0	2.0	142.0	168.0	348.0	0.0	0.0	180.0	194.0	10.0	152.0	172.0	0.0	0.0	0.0	100.0	497.0	663.0	0.0	0.0	0.0	241.0	0.0	3.0	285.0	0.0	0.0	27.0	118.0	97.0	0.0	54.0	226.0	240.0	0.0	30.0	469.0	294.0	34.0	213.0	25.0	9.0	59.0	236.0	542.0	334.0	0.0	27.0	56.0	107.0	138.0	115.0	30.0	0.0	0.0	0.0	35.0	11.0	0.0	9.0	9.0	110.0	382.0	385.0	4.0	0.0	25.0	268.0	327.0	300.0	999.0	0.0	6.0	76.0	21.0	1082.0	1475.0	1016.0	14.0	2.0	522.0	45.0	8.0	0.0	105.0	380.0	301.0	1.0	0.0	12.0	118.0	272.0	207.0	20.0	3.0	269.0	110.0	372.0	419.0	4.0	0.0	612.0	0.0	42.0	55.0	44.0	291.0	346.0	102.0	0.0	0.0	262.0	990.0	1141.0	7.0	13.0	56.0	22.0	0.0	24.0	127.0	669.0	648.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia UCG-014	162.0	163.0	329.0	5.0	0.0	18.0	21.0	177.0	0.0	515.0	0.0	0.0	0.0	0.0	421.0	477.0	389.0	0.0	76.0	82.0	176.0	0.0	0.0	98.0	74.0	6.0	72.0	62.0	0.0	0.0	0.0	306.0	668.0	522.0	4.0	0.0	0.0	131.0	0.0	65.0	153.0	0.0	0.0	162.0	359.0	430.0	0.0	282.0	139.0	181.0	0.0	58.0	130.0	687.0	141.0	548.0	30.0	0.0	309.0	346.0	325.0	271.0	0.0	14.0	58.0	84.0	107.0	132.0	64.0	24.0	0.0	2.0	83.0	11.0	0.0	0.0	0.0	113.0	121.0	178.0	2.0	0.0	0.0	17.0	86.0	147.0	172.0	0.0	0.0	104.0	100.0	1256.0	850.0	594.0	2.0	48.0	76.0	0.0	0.0	0.0	97.0	98.0	119.0	0.0	0.0	0.0	69.0	63.0	82.0	7.0	0.0	68.0	66.0	84.0	112.0	0.0	0.0	1453.0	4.0	53.0	207.0	91.0	77.0	218.0	45.0	0.0	0.0	104.0	157.0	128.0	5.0	0.0	14.0	0.0	0.0	42.0	233.0	190.0	409.0
