	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_284	TL1a_DTT_158	TL1a_DTT_265	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_DTT_266	TL1A_DTT_673	TL1A_DTT_626	TL1A_DTT_674
TL1a_DTT_127_Repeat	0.0	0.9073380373623574	3.8416638148577027	1.030849987259584	1.4829607336705313	2.33385727121047	2.4676223058311795	0.3766545968326829	1.892985604270115	0.31060523023783165	2.532368441139151	0.4931168172438848	1.9793425190717422	2.193260295711599	2.996460157930735	2.6214702453071483	2.5679784348994743
TL1a_DTT_157_Repeat	0.9073380373623574	0.0	3.0273600841432406	0.26825896184828324	0.7188595140987873	2.3241963169861233	2.417967744561959	0.9973677706881976	1.4742609910390305	1.051189375336749	1.8124499619420367	1.0391749204592122	1.3369597194474527	1.4300286378206957	2.4695460026895706	2.2421805964104866	2.257876294602315
TL1a_DTT_284	3.8416638148577027	3.0273600841432406	0.0	2.860163987683028	2.363270693791565	4.213089583691146	4.2077264793059515	3.7400725560279042	2.889561133823078	4.047809479835706	1.79950361673451	3.8341947560823715	2.833815195915954	1.6931618936223973	3.0951998849713056	3.3253748235794536	3.528134877260984
TL1a_DTT_158	1.030849987259584	0.26825896184828324	2.860163987683028	0.0	0.521464334126518	2.533393447079973	2.6247578138306973	1.0272478003227545	1.5734849342514898	1.2264600499405016	1.767779267641089	1.1975306496816651	1.481788956202676	1.2921396165199812	2.592367792755454	2.385341448781082	2.419514463357845
TL1a_DTT_265	1.4829607336705313	0.7188595140987873	2.363270693791565	0.521464334126518	0.0	2.647525654153611	2.7198439681741813	1.4125740453339963	1.4625656420524953	1.6981873156150715	1.3596809227571731	1.553008268018711	1.4493589130034983	0.7903572235219704	2.446010007431521	2.2995287535067517	2.379000047634599
TL1a_DTT_85	2.33385727121047	2.3241963169861233	4.213089583691146	2.533393447079973	2.647525654153611	0.0	0.15697137498462596	2.554445720138154	1.3798091127784646	2.2237707233044572	2.4215073666080564	1.897970229942158	1.6431985853854056	2.7626458059855485	1.5789809173870324	1.0617706285311277	0.8431478275958769
TL1a_DTT_86	2.4676223058311795	2.417967744561959	4.2077264793059515	2.6247578138306973	2.7198439681741813	0.15697137498462596	0.0	2.687788156528884	1.4144396942968869	2.3599152146401283	2.4214375061642177	2.036568029066527	1.6532519234576135	2.7983881255220067	1.484975247100416	0.9883204794240731	0.7641295424575011
TL1a_DTT_193	0.3766545968326829	0.9973677706881976	3.7400725560279042	1.0272478003227545	1.4125740453339963	2.554445720138154	2.687788156528884	0.0	1.9753336349104764	0.6750895920962373	2.5209731555202564	0.6741203737097705	2.156635982358958	2.1183354053889554	3.1523042195187894	2.7752520406008934	2.739841813240328
TL1a_DTT_230	1.892985604270115	1.4742609910390305	2.889561133823078	1.5734849342514898	1.4625656420524953	1.3798091127784646	1.4144396942968869	1.9753336349104764	0.0	1.9598117727800293	1.1058436704711336	1.5585750401635075	0.8675250197587555	1.4022392332422862	1.2645447180877487	0.9109721612162273	0.9779282863190192
TL1a_DTT_128	0.31060523023783165	1.051189375336749	4.047809479835706	1.2264600499405016	1.6981873156150715	2.2237707233044572	2.3599152146401283	0.6750895920962373	1.9598117727800293	0.0	2.679330703178925	0.5378786829292799	1.9841567570966214	2.3938466163698497	2.9882506195435514	2.606234902604207	2.5311576295112053
TL1a_DTT_283	2.532368441139151	1.8124499619420367	1.79950361673451	1.767779267641089	1.3596809227571731	2.4215073666080564	2.4214375061642177	2.5209731555202564	1.1058436704711336	2.679330703178925	0.0	2.3562176575125995	1.2631450216256805	0.724926938342125	1.5376938910074966	1.5916763105151157	1.7759042967447447
TL1a_DTT_194	0.4931168172438848	1.0391749204592122	3.8341947560823715	1.1975306496816651	1.553008268018711	1.897970229942158	2.036568029066527	0.6741203737097705	1.5585750401635075	0.5378786829292799	2.3562176575125995	0.0	1.7916305747579584	2.1440496260014537	2.6784991763532604	2.2462348149222113	2.1759322438589983
TL1a_DTT_229	1.9793425190717422	1.3369597194474527	2.833815195915954	1.481788956202676	1.4493589130034983	1.6431985853854056	1.6532519234576135	2.156635982358958	0.8675250197587555	1.9841567570966214	1.2631450216256805	1.7916305747579584	0.0	1.4798842520469002	1.1942956218534362	1.1456453883057245	1.214765060943037
TL1a_DTT_266	2.193260295711599	1.4300286378206957	1.6931618936223973	1.2921396165199812	0.7903572235219704	2.7626458059855485	2.7983881255220067	2.1183354053889554	1.4022392332422862	2.3938466163698497	0.724926938342125	2.1440496260014537	1.4798842520469002	0.0	2.1522473719562303	2.1268952341261254	2.2713972279194117
