	TILCDTT774	TILCDTT736	TILCDTT852	TILCDTT845	TILCDTT744	TILCDTT850	TILCDTT810	TILCDTT846	TILCDTT743	TILCDTT809	TILCDTT851	TILCDTT844	TILCDTT773	TILCDTT780	TILCDTT738	TILCDTT816	TILCDTT808	TILCDTT815	TILCDTT425	TILCDTT23	TILCDTT24	TILCDTT394	TILCDTT396	TILCDTT558	TILCDTT616	TILCDTT647	TILCDTT300	TILCDTT353	TILCDTT556	TILCDTT646	TILCDTT510	TILCDTT352	TILCDTT395	TILCDTT648	TILCDTT618	TILCDTT449	TILCDTT478	TILCDTT480	TILCDTT270	TILCDTT594	TILCDTT269	TILCDTT617	TILCDTT424	TILCDTT268	TILCDTT508	TILCDTT576	TILCDTT479	TILCDTT448	TILCDTT557	TILCDTT450	TILCDTT426	TILCDTT592	TILCDTT354	TILCDTT575	TILCDTT509	TILCDTT605	TILCDTT384	TILCDTT606	TILCDTT593	TILCDTT22	TILCDTT574	TILCDTT382	TILCDTT383	TILCDTT299	TILCDTT298	TILCIL22DTT982	TILCIL22DTT940	TILCIL22DTT966	TILCIL22DTT1078	TILCIL22DTT1014	TILCIL22DTT964	TILCIL22DTT918	TILCIL22DTT1042	TILCIL22DTT1080	TILCIL22DTT1050	TILCIL22DTT1006	TILCIL22DTT983	TILCIL22DTT1048	TILCIL22DTT934	TILCIL22DTT1044	TILCIL22DTT1008	TILCIL22DTT1007	TILCIL22DTT965	TILCIL22DTT917	TILCIL22DTT1049	TILCIL22DTT984	TILCIL22DTT1085	TILCIL22DTT935	TILCIL22DTT1079	TILCIL22DTT1043	TILCIL22DTT1012	TILCIL22DTT936	TILCIL22DTT1084	TILCIL22DTT1013
TILCDTT774	0.0	0.6534560637865041	0.6947019092905048	0.8940036254959134	1.3981157798126786	0.17000044533912187	0.3687413916512212	1.258485927372546	1.1913290422082552	0.6290071845987533	0.21958481108158007	0.39229021049943674	0.8906664058060397	0.5792919293187209	2.6208698728721673	1.427194375139573	1.1611394800627806	0.8121492744061628	0.582573973326298	0.7717016274605744	0.935452504715304	1.3852131959258571	0.5720330891502148	1.7720216638626263	2.4616830318118685	0.923706804754931	2.4111044052247097	3.264179562107737	1.3755634136628576	2.7132487031829737	1.9913517222463628	3.098700269160366	0.4368539436280357	4.292314027641555	2.6957284575730767	1.200576753765321	1.1812260808278723	0.6182538788775099	1.0878486163549579	1.1658369361564	0.8272493209922177	1.415709373382582	1.0240329275271054	0.7441579566967068	1.9055941176661673	1.5170456831051398	1.1977175014311463	1.6788321967407451	1.976856823687933	0.4621836531270014	1.2003097295912584	2.438230964314898	2.6656811110617498	0.3278354592692729	1.331248582050693	1.8363334394590018	2.2148646292981176	2.388022768637462	0.8398246484203432	1.7993982271769713	0.697681097517656	2.6431423277747155	2.7241069961107107	2.441110969951476	1.4837517341117503	2.1385729978016137	0.6790259944814607	2.8628570937282287	0.990794899240382	0.6218171402122462	1.9036206805209843	2.5163856408558627	0.8809267907584664	1.045834246412549	3.2856484067674554	0.6238507966109323	0.507711213250724	1.8815450179055861	1.3996242371407894	0.3842107417300611	1.3344994061495286	0.5284279260929586	1.8482678164265751	0.9094601125985167	1.4105201774443514	3.8476540547782148	0.8611752195331911	1.3053064594769153	0.5132802792573833	0.5117493809258523	1.137948540377422	4.654544434366444	3.129110952563969	0.9050398941510438
TILCDTT736	0.6534560637865041	0.0	1.0170370951979326	1.4592023682585693	2.0429998329375683	0.6045156112807796	0.4115268424712692	1.883425282406347	1.8251856972318938	1.1135418891600657	0.5411711297438382	1.0092700333240583	0.3196621233146449	0.3691941558089588	3.233993983798463	0.8114538199226355	1.8039004607318134	0.2325712680827123	0.9899307962060956	1.090596852318462	1.050180189695457	1.9996807255489806	0.7244973132764937	1.9995128570671827	3.0081176130573724	1.277669247999309	3.042908815844171	3.8688415267509795	1.8518251668037262	3.2413470451279696	2.3594021979473525	3.723476826967332	0.5082214829175521	4.695494816531373	3.047765730852401	1.6691235217853078	1.7883126823177289	0.5384837736492839	1.2679383189224938	1.733807745909603	1.382344925651408	2.0424336730109673	1.5415155773406857	1.3079157969908606	2.527136873248421	1.4274752304209024	1.7651994531447548	2.2489965014244286	2.0717077336178074	0.9216115419547475	1.349337912476823	3.0606031983961466	3.265298239448016	0.682318451302433	1.7805760826706318	2.136954590519233	2.8252772886330972	2.714205371011915	1.2817195693323171	2.302113453594835	1.185587566975198	3.2776848669102963	3.347801315299916	3.078873516426248	2.108276570919047	2.6304246289235405	1.0384938557388268	3.5016710298705283	1.5527353768354177	0.9697182135980861	2.5144448382928397	3.127561482501247	1.3477605061135587	1.4179152131233215	3.6173014707761375	0.6050560863541931	0.9509702841842497	2.2294234236686963	1.7313917248693051	0.7010202005429356	0.9363460722049661	0.902609063462436	2.4599554100402106	1.4678644891974884	1.645300189191335	4.290552810657765	1.0416798986121731	1.5411115389677157	0.7642965995968501	0.883019362313511	1.5927533968712577	5.019297914090108	3.59319155254206	1.4378847306471745
TILCDTT852	0.6947019092905048	1.0170370951979326	0.0	1.383017993615477	1.5558190327761128	0.8541631892874468	0.9815698318470664	1.5517763266719	1.4451984032666623	1.2376633212769563	0.8861948566876845	0.8348440841061224	1.311352452940321	1.1622560530571489	2.3473802098934504	1.5366071990793915	1.2323538230102087	1.0258507889759	0.5462579855750034	0.3184895318600735	0.3648721696302055	1.2415292428712783	0.40054130249616904	1.0845294340350606	2.0466788921749397	0.2892919919658844	2.5988084287055964	3.489186794673452	0.903452781910022	2.2507206414626415	1.3531757987934132	3.2585940204155563	0.8552247565217664	3.689749884335657	2.053229001391317	0.6937018034243841	1.123353449644775	0.7991611657165142	0.4310352992000674	0.8550268632676185	0.6427216214998174	1.5840845420255178	1.4184391825174447	0.9049280469896133	1.8566469353804647	0.9643508440876506	1.527186987967588	1.337533743900957	1.2949360597128896	0.5298962531949126	0.5349492866883037	2.5761799475915628	2.898844790923465	0.43923859007689875	0.8023402639881358	1.1663808555212636	2.4325240232434244	1.7287688140683248	0.5404882019391979	1.3292280390399303	0.4408628408336008	2.7360953321339365	2.8706208660432107	2.5493616696498025	1.4438795518904404	1.635728463549162	0.13683673429040477	2.8979171659597127	1.0144649958726524	1.0904108370194185	2.1106129815395827	2.7524197761154725	1.266583761972494	0.5963980224392799	2.633422564813027	0.5870694484390309	0.4265542158858115	1.2296887532049237	0.7361276784369092	0.6995070411786378	1.1285979943528301	0.3859732330779605	2.0324921535996237	1.2252286986935457	0.7172223333244226	3.279109468079226	0.2643968079103011	0.6153531434938224	0.5292890612911162	0.9052505208692359	0.6490060511448157	4.0266174115392666	2.576828799864546	0.6601143100143578
TILCDTT845	0.8940036254959134	1.4592023682585693	1.383017993615477	0.0	0.7821163915425029	0.8649346728274306	1.0536205338054603	0.5088040856977467	0.5229966857708811	0.3748858901675418	0.9303504128319051	0.5880555856348406	1.6071626023725474	1.1950145811542947	2.335903962941868	2.2649489322064023	0.774967267508718	1.661709947236365	1.0979833449327765	1.3815986632509087	1.6908143010164387	1.1771975967039343	1.3655995181418528	2.3337840242640717	2.377259511275866	1.4877955893838912	1.6253958945493245	2.4268657987561895	1.5973709151861393	2.6749976027814286	2.344954761138909	2.3064826964210323	1.133084980122733	4.452256889526274	3.0127597999688316	1.5079066710702231	0.9833802731898015	1.3683533939572101	1.7718020076317127	1.2564372355079951	1.0375474728652239	0.7967996719034367	0.5041967553080154	0.743833198228661	1.4417866544581537	2.3283881926301695	0.5364186960658343	1.6249013266833938	2.636247300960381	1.0109760987318552	1.8939687046548572	1.7000461208645614	1.8432639306106295	1.1295866360308775	1.6307822810905914	2.2882439095742266	1.4219435723476	2.7637542617500466	1.2324947096819656	1.898870826480195	1.1234866102068481	1.9270382439780607	1.9591589802953118	1.721537734618222	1.1127414882725857	2.2278787933602753	1.3236885958700608	2.1887440971972567	0.9004226228919516	0.8021414277245101	1.1525906546821245	1.6892208832214068	0.6425928096550252	1.4759723056444607	3.5962779787586503	1.4392624878144025	1.0858495367696985	2.2770328774745745	1.8955380265700794	1.0346854025195413	2.21996402088573	1.1724203682737653	1.1317137761109575	0.5312387749003398	2.0026748136349566	3.9515715028253258	1.5923066207526464	1.9097330297712143	1.2141999106268635	0.8788831985718999	1.4674749757259389	4.868229223114046	3.2160930368091734	1.1240172332833023
TILCDTT744	1.3981157798126786	2.0429998329375683	1.5558190327761128	0.7821163915425029	0.0	1.4499049877159573	1.6809432161811009	0.3055774909009807	0.26172173421564277	1.1070614204171605	1.5302723081163376	1.040288909821768	2.2538771146794456	1.8620127471237014	1.6063275871931009	2.822432948453477	0.34770340512856335	2.207273792655422	1.3400761318117662	1.521696245065443	1.8737188250585155	0.6508137842862868	1.6873947202687478	2.2092311709976054	1.7295596636936965	1.5238002904644814	1.0521963376688992	1.93939936392291	1.3128157971450556	2.035715005992467	2.0245821165557225	1.7257275486841819	1.6608692953002404	3.8829871002979037	2.6065530123857172	1.3124093436358968	0.6223983891711641	1.8252039993803266	1.8602366621326716	0.9618532097501559	0.9991123890426689	0.23454362077702	0.8376947179854674	0.8972818585365085	0.7233258448591988	2.497638398892267	0.6056829008901302	1.0864228479376035	2.58210765718088	1.3011273300288781	1.9681503911926805	1.0784848131577545	1.3664718423685165	1.5026995436855737	1.3971179469027644	2.0639436498983166	0.9044427326711721	2.4223428897929806	1.2720145271325427	1.4359945563405823	1.2130442880982495	1.2548998297324374	1.3540741625549653	1.0473405338396649	0.4912653634865653	1.7093600202069146	1.4825591374368694	1.4782248955099004	0.8145767991942146	1.324929011202869	0.6230731844266519	1.1997290367388846	1.0256648314183294	1.452263843761849	3.1534302251429285	1.8224709554298537	1.3299246239594595	2.001177475281247	1.7716020309477276	1.4720303055548776	2.610103937176368	1.4286249016802335	0.5765630992925901	0.7637545273945603	1.9511077514297879	3.361921253521684	1.7653348892279406	1.8872110622669307	1.5538142585759496	1.3399162238547186	1.315460721080946	4.324455737787489	2.6298888629905766	1.0459444804286646
TILCDTT850	0.17000044533912187	0.6045156112807796	0.8541631892874468	0.8649346728274306	1.4499049877159573	0.0	0.23961555137288634	1.2794917743241452	1.2247622705435892	0.5481496902081322	0.10827955290249712	0.4313702324538131	0.8096367152312046	0.4446551772100764	2.745748397644543	1.4079137900611345	1.23791570755714	0.7983283651212564	0.6778670032446087	0.9056219627442434	1.0681626594198532	1.4921143781018658	0.6780730632543845	1.9354553832240906	2.598910089094954	1.0802302078344186	2.4387921101365433	3.2693747370022392	1.5190745686393932	2.8592685232210138	2.156386450052297	3.122118707036326	0.38797204073457947	4.457497069932142	2.862314498556549	1.3535395824784646	1.2730312517503504	0.6200130765093786	1.232121591808153	1.30539927075914	0.9531180278925921	1.4557065256629456	0.9931618277848734	0.8007123236398858	1.9802874465275926	1.6388391576261703	1.1902036191117156	1.8125291378302777	2.126736654419345	0.5644835181569096	1.3455540007981572	2.4679264116592052	2.66974149101496	0.4534476794717626	1.4821731072800424	1.995520108825152	2.228143476113042	2.553566401337141	0.9627003076855714	1.9442868421821133	0.8332369446295852	2.684379935626451	2.7508767544187402	2.482749367976027	1.5666898529585938	2.287707014310847	0.8327409232521324	2.9153813135836204	1.0616139698266398	0.5532735214416107	1.9218047070483735	2.525803226955301	0.8462666728551752	1.1740820881657636	3.45149421560099	0.6877066429024069	0.6311306238887835	2.0463344742874767	1.5661720794573957	0.4109059433743268	1.3856789462405497	0.6505183943336607	1.8716703190417212	0.9129074146242555	1.567979218561004	4.010514393373928	1.0009231365588351	1.4603985686167513	0.5940356671407724	0.48674241939853835	1.2846051670648349	4.8212692036641815	3.286753802068013	1.031759260227702
TILCDTT810	0.3687413916512212	0.4115268424712692	0.9815698318470664	1.0536205338054603	1.6809432161811009	0.23961555137288634	0.0	1.4971770758914302	1.449325870795677	0.7032148619218772	0.18423770501566814	0.6625656727704663	0.5833002474620604	0.21077305406745445	2.9813581394445947	1.2181410941275623	1.4746562028779266	0.6311578928996907	0.8296684013442699	1.0352306060487162	1.1347425997193616	1.7252711696088172	0.7392913000521312	2.052439262567082	2.818875232147372	1.22663038469827	2.655124973112848	3.469912186722897	1.7126224695302072	3.0750949562315073	2.320962983078125	3.335423133048303	0.3631705524978818	4.639926489358737	3.0253302457274556	1.5428577584815142	1.5017850909091972	0.5800494615881979	1.3245368990990374	1.5253366087062266	1.1649200018199044	1.6801503665723607	1.167961636413438	1.0101508571576179	2.210885022590841	1.6485086393092843	1.3859402926262567	2.0362620833434284	2.202653594790923	0.7319250738428362	1.4300203688800353	2.685055094007035	2.8704857342254306	0.5697702513647901	1.6669506361786675	2.137863100903833	2.4365176792291776	2.707277579073642	1.1356912349757784	2.1493205359594776	1.019456162234359	2.9078165737059867	2.9664336929743107	2.707053794777439	1.7996414441954331	2.491366196140442	0.9732239149027028	3.1433865039767244	1.2724984644510502	0.6577794397759186	2.1334871490559477	2.7309679226199575	1.0039193427441142	1.3278244076539456	3.61039477761062	0.6884585631252755	0.7945183038714613	2.2037745300777667	1.712952217878455	0.5121462362689156	1.2877276932660793	0.7892001351589394	2.0857215575987813	1.1116883106674351	1.6840596086746862	4.203715334232266	1.0871566040092633	1.575340425639416	0.6832070901597636	0.6100091655853646	1.4685415829302264	4.992733125487603	3.485453420660924	1.2372365153000575
TILCDTT846	1.258485927372546	1.883425282406347	1.5517763266719	0.5088040856977467	0.3055774909009807	1.2794917743241452	1.4971770758914302	0.0	0.1269161433381761	0.8634726602056081	1.3553673716950894	0.8999084833670601	2.0668357483496775	1.661967253325121	1.9023421087200452	2.681048100807963	0.4883789199646427	2.0663863914951213	1.2955880137191267	1.5278230144242462	1.8743377345544596	0.8804821115502157	1.6282291767515096	2.331805639171623	2.0195914105880823	1.57190826869654	1.1606483735866027	2.011294871236725	1.4758586369266131	2.324868042801371	2.2152177625844995	1.8482486579336548	1.5152924742278013	4.1567888771735975	2.8304002093388014	1.4425506068476075	0.7697093499153557	1.7116362744428002	1.8971597547886463	1.115569661370534	1.048336886397433	0.36655300695685444	0.6522017065841911	0.8461663127930638	0.9967526091706548	2.513924594442298	0.44582644939278115	1.337591945077036	2.6840640760227945	1.2379746954576656	2.0129200471441124	1.2271848476206004	1.4282871845504477	1.4182887077302122	1.544287222338582	2.2216152313615045	0.9803832379506483	2.624145905054808	1.3045451227832867	1.6674061626815024	1.2253716494541909	1.4358342097556624	1.491043680418642	1.226399449189073	0.7427632088316349	1.9629361775154357	1.481435154878746	1.688885107354407	0.8496417267177304	1.1565726619412295	0.7060079811657733	1.2610898235153989	0.8677475883104258	1.5169596390515871	3.3918270606123637	1.7413277903331785	1.2873419093608893	2.1760244402827245	1.8866024859557644	1.3572649022943304	2.5392225821919365	1.3857494916896087	0.6840165498328088	0.6335481121223958	2.043319733401231	3.6389811560551895	1.767275087463811	1.9672331667597678	1.4813082476869943	1.2035058626080744	1.4281045689847125	4.592841780275533	2.9072624355880414	1.113994118982745
TILCDTT743	1.1913290422082552	1.8251856972318938	1.4451984032666623	0.5229966857708811	0.26172173421564277	1.2247622705435892	1.449325870795677	0.1269161433381761	0.0	0.8490845957742892	1.304768987348718	0.8269391481264294	2.0236282104800702	1.6225586599464559	1.8473987864113808	2.6175624774305257	0.366078922760863	2.0013593389072137	1.1920002103075393	1.4144054854327535	1.7646986396999411	0.7661947818324303	1.5311493079514449	2.213358694072163	1.9260821200507534	1.4541946138850255	1.2277122545432115	2.087178907844606	1.3498823867969372	2.2328027358496088	2.0964941604804177	1.9079387006286355	1.4470000649695347	4.061867877642007	2.7174650835285057	1.3178518554241994	0.6460764813760946	1.6312568744661593	1.7811558140105936	0.99249597410199	0.9262123988394991	0.3166029713275435	0.6239628430880402	0.7430178419768555	0.9388504746531455	2.4045053395863367	0.42878462985602644	1.227319999391788	2.563573310329088	1.1392866140914926	1.8965647084685102	1.264272419894604	1.498678640484452	1.3290800855553477	1.4186737118404888	2.0975958448482195	1.0409442687658372	2.5064269959242647	1.1853139020042933	1.5500760170232675	1.1097300961051753	1.4676685636146303	1.539317895243418	1.260874356135519	0.6451877120980527	1.8517622269978922	1.371719271474257	1.7081947623215177	0.7338668725584742	1.1002294766264198	0.7465927903823644	1.338139726356254	0.8161842266136707	1.3941516207370162	3.280235019963139	1.6505311074348379	1.183721303152744	2.0557098322081107	1.7680637972331976	1.2760045045607076	2.4488885566485803	1.2827144412622011	0.7070302423336823	0.5649206930419262	1.92270607177493	3.548279562430424	1.657321410137235	1.8469046838497567	1.38649186348006	1.1310392977491242	1.3023710107601787	4.494170462718707	2.80927607333688	0.9898999613036991
TILCDTT809	0.6290071845987533	1.1135418891600657	1.2376633212769563	0.3748858901675418	1.1070614204171605	0.5481496902081322	0.7032148619218772	0.8634726602056081	0.8490845957742892	0.0	0.6102330838263595	0.4299681612915202	1.2519945156649739	0.8287839813004635	2.6052660791428015	1.921166002295912	1.0078706934943757	1.3277840414314082	0.9320268517793558	1.2368135786130932	1.5059231055909523	1.3664167650529109	1.131618279748507	2.2757072365757716	2.564618112647827	1.3926285642541527	1.996360608485352	2.780563765846773	1.6377456550616865	2.856898813228373	2.374889482292903	2.666844822181868	0.8078723077197029	4.584488909768065	3.0696613993254034	1.52014064623532	1.137609760477415	1.0625910445950253	1.627120437623524	1.3452119570337595	1.0362388137019254	1.097742711656593	0.5930822239360154	0.7250240434051269	1.7143075760628748	2.128317130304516	0.7673233999803004	1.7847175679971783	2.5268250360656372	0.83348757769059	1.7507937060229646	2.043450884955787	2.188364629010178	0.8963131968520781	1.6473504252658429	2.266122875956993	1.7694498755570585	2.7908872017500173	1.1546908446967619	2.0051316300283295	1.040433617011808	2.277731726221178	2.311195985339771	2.076798490657308	1.348648236480414	2.3501765313083514	1.1843458532882565	2.5347670999620835	0.9600495984455614	0.5387871591342774	1.4866779823551752	2.0488422287840553	0.5777610232588976	1.3999634611109513	3.6591509117902628	1.1668542795990546	0.92390575611601	2.287305290917333	1.8579099646258186	0.7660715174740479	1.924422115193695	0.9910615260882799	1.4552789159259887	0.6079560094241093	1.9159087862077993	4.103322358437042	1.4196250875337018	1.8124087015015296	0.9799861496375246	0.6247344099448234	1.4590060751662108	4.980893340690818	3.3619794968856342	1.1242968880787783
